tier,n_trades,n_symbols,mean,median,std,win_rate,payoff,var95,var99,max_loss,max_gain,var_adj_expectancy,avg_hold_weeks,total_pnl
benchmark,9,1,-0.23252747616640213,-0.2724959409320804,0.364498586663879,0.2222222222222222,0.7093629605989191,-0.7112001815070361,-0.738692371160607,-0.7455654185739997,0.4468711747285291,-0.8339501441618025,15.333333333333334,-2.092747285497619
follower,379,93,0.04283499990235999,0.04756937394247044,0.5021533736547191,0.5435356200527705,1.0362175862619427,-0.7648211987497703,-1.321575392187526,-1.8703719253604751,0.8572043069127759,-0.7857180666279265,24.406332453825858,16.234464962994437
junk,231,174,-0.03851512737734488,0.034778275714895494,0.701310159649108,0.5584415584415584,0.6633073235649193,-1.0870017597642476,-3.08799926814382,-4.286989785227869,0.8854337979094077,-1.1956768907983732,15.623376623376624,-8.896994424166667
stable,9,1,-0.0021003924989872616,-0.0018000900270080695,0.0007504915592931861,0.0,0.0,-0.003261296970335975,-0.0034535404188871413,-0.003501601281024933,-0.001100000000000044,-0.0033387035718210186,7.444444444444445,-0.018903532490885354
trend,461,125,-0.026421915005433665,-0.025099227159812332,0.553665885100638,0.4642082429501085,1.0170736558261364,-0.9466044653830397,-1.7364357562785806,-3.1408489434608793,0.9770095753538719,-0.9399706254214862,21.963123644251628,-12.18050281750492
whale,84,30,0.013942303141301456,0.05655372367236958,0.6389750334176186,0.5595238095238095,0.8345431693711801,-1.0018583131950314,-1.6441783246332982,-2.882575979235489,0.8948938973647711,-1.0403665019977693,21.88095238095238,1.1711534638693224
