vol_ratio_min,n_4h,mean_4h,median_4h,win_4h,var_adj_4h,n_24h,mean_24h,median_24h,win_24h,var_adj_24h,n_72h,mean_72h,median_72h,win_72h,var_adj_72h,n_168h,mean_168h,median_168h,win_168h,var_adj_168h,n_672h,mean_672h,median_672h,win_672h,var_adj_672h
1.0,16065,-9.731370937558576e-05,-0.0035942492012779326,0.4485527544351074,-0.08484787825936531,16044,-0.0010354679818868093,-0.010569853518714034,0.43474195961106954,-0.16468154996643475,16009,0.002920221347193457,-0.014445173998686833,0.43769129864451245,-0.256385431919299,15824,0.011129169494916623,-0.0246302312342504,0.4381951466127401,-0.4031923986774809,14802,0.03561647259613565,-0.07697353537597118,0.39724361572760436,-0.896712827284462
2.0,11900,0.00020584006070926582,-0.003977183432629039,0.443781512605042,-0.09219597238031349,11883,-0.000762670538442128,-0.011149825783972056,0.42985778002188,-0.1711963742227236,11859,0.0020497869575564387,-0.016286644951140072,0.4292942069314445,-0.26293897682423645,11718,0.009851754830565107,-0.02544499390747601,0.4341184502474825,-0.4091237279254619,10920,0.03975101751901481,-0.07417884439497574,0.40494505494505495,-0.9003590549558631
