vol_ratio_min,n_4h,mean_4h,median_4h,win_4h,var_adj_4h,n_24h,mean_24h,median_24h,win_24h,var_adj_24h,n_72h,mean_72h,median_72h,win_72h,var_adj_72h,n_168h,mean_168h,median_168h,win_168h,var_adj_168h,n_672h,mean_672h,median_672h,win_672h,var_adj_672h
1.0,15988,0.0007348289941195896,-0.0004518357606482226,0.4899299474605954,-0.06510872152551668,15975,0.0008529213316021056,-0.007048458149779724,0.445508607198748,-0.15439787364700525,15941,0.003382055597736002,-0.012107187603876302,0.45059908412270244,-0.24421565878434037,15739,0.01154362032440073,-0.021781506907365022,0.44456445771650044,-0.378726254065651,14732,0.0347864013658057,-0.07518143050300735,0.3956692913385827,-0.8721939948331099
2.0,11834,0.0010250022974477996,-0.0002474186265081224,0.4942538448538111,-0.06487951862109924,11820,0.0003907642133123371,-0.0068019685512741845,0.44746192893401016,-0.1471981747295241,11799,0.0024505099387052815,-0.012798138452588814,0.4466480210187304,-0.24415803346568704,11641,0.009418295345832835,-0.022672729569281347,0.4414569195086333,-0.3797693775061827,10858,0.037791311540617406,-0.07258579981228086,0.4006262663473936,-0.8755751999249882
