strategy,interval,threshold,rule,max_hold,trailing_pct,take_profit_pct,hard_sl,cut_3bar_neg,IS_n,IS_win%,IS_mean%,IS_MDD%,IS_Sharpe,IS_PF,OOS_n,OOS_win%,OOS_mean%,OOS_MDD%,OOS_Sharpe,OOS_PF,robust%
trend_chase,1d,60,h365_tr20_TP30_SLx_cutN,365,0.2,0.3,,False,2772,43.4,4.81,-100.0,5.15,1.58,1240,57.3,11.89,-98.9,12.67,3.21,246.0
trend_chase,1d,60,h365_tr20_TP40_SLx_cutN,365,0.2,0.4,,False,2772,43.1,5.26,-100.0,5.1,1.63,1240,56.0,13.83,-98.9,12.58,3.56,246.7
trend_chase,1d,60,h365_tr25_TP40_SLx_cutN,365,0.25,0.4,,False,2772,42.2,5.76,-100.0,5.06,1.58,1240,64.3,19.12,-98.1,16.61,4.72,328.3
trend_chase,1d,60,h252_tr20_TP30_SLx_cutN,252,0.2,0.3,,False,2772,44.0,4.61,-100.0,5.05,1.56,1240,56.6,11.36,-99.3,12.16,3.09,240.8
trend_chase,1d,60,h365_tr25_TP40_SL20_cutN,365,0.25,0.4,-0.2,False,2772,39.9,5.48,-100.0,5.04,1.57,1240,59.8,16.72,-98.0,14.2,3.75,281.7
trend_chase,1d,60,h365_tr25_TP30_SLx_cutN,365,0.25,0.3,,False,2772,46.8,5.08,-100.0,4.99,1.51,1240,67.9,15.9,-98.2,16.56,4.16,331.9
trend_chase,1d,60,h365_tr25_TP40_SL15_cutN,365,0.25,0.4,-0.15,False,2772,36.8,5.12,-100.0,4.98,1.57,1240,53.2,14.05,-96.4,12.1,3.16,243.0
trend_chase,1d,60,h365_tr25_TP30_SL20_cutN,365,0.25,0.3,-0.2,False,2772,44.4,4.77,-100.0,4.95,1.5,1240,63.2,13.65,-98.0,13.8,3.29,278.8
trend_chase,1d,60,h252_tr20_TP40_SLx_cutN,252,0.2,0.4,,False,2772,43.7,4.93,-100.0,4.93,1.6,1240,55.4,13.04,-99.3,12.01,3.39,243.6
trend_chase,1d,60,h252_tr25_TP40_SL15_cutN,252,0.25,0.4,-0.15,False,2772,38.5,4.87,-100.0,4.88,1.57,1240,53.3,13.62,-96.4,11.86,3.12,243.0
trend_chase,1d,60,h365_tr20_TP25_SLx_cutN,365,0.2,0.25,,False,2772,45.5,4.24,-100.0,4.87,1.51,1240,59.8,10.66,-99.0,12.63,3.01,259.3
trend_chase,1d,60,h252_tr25_TP30_SL20_cutN,252,0.25,0.3,-0.2,False,2772,45.1,4.57,-100.0,4.86,1.5,1240,63.1,13.31,-98.0,13.56,3.25,279.0
trend_chase,1d,60,h252_tr25_TP30_SLx_cutN,252,0.25,0.3,,False,2772,47.0,4.78,-100.0,4.84,1.5,1240,66.5,15.02,-98.8,15.68,3.94,324.0
trend_chase,1d,60,h180_tr25_TP30_SLx_cutN,180,0.25,0.3,,False,2772,48.7,4.47,-100.0,4.79,1.51,1240,64.8,12.86,-98.9,13.44,3.37,280.6
trend_chase,1d,60,h252_tr25_TP40_SL20_cutN,252,0.25,0.4,-0.2,False,2772,41.3,5.01,-100.0,4.78,1.54,1240,59.7,16.07,-98.0,13.83,3.67,289.3
trend_chase,1d,60,h365_tr25_TP25_SLx_cutN,365,0.25,0.25,,False,2772,51.6,4.5,-100.0,4.77,1.47,1240,70.5,13.65,-97.7,16.04,3.81,336.3
trend_chase,1d,60,h252_tr25_TP40_SLx_cutN,252,0.25,0.4,,False,2772,43.1,5.19,-100.0,4.76,1.54,1240,63.0,17.86,-98.8,15.66,4.42,329.0
trend_chase,1d,60,h365_tr25_TP25_SL20_cutN,365,0.25,0.25,-0.2,False,2772,48.9,4.21,-100.0,4.73,1.46,1240,65.8,11.59,-97.5,13.14,3.0,277.8
trend_chase,1d,60,h180_tr25_TP40_SLx_cutN,180,0.25,0.4,,False,2772,45.7,4.81,-100.0,4.69,1.54,1240,61.9,15.0,-99.0,13.39,3.71,285.5
trend_chase,1d,60,h365_tr25_TP40_SL20_cutY,365,0.25,0.4,-0.2,True,2772,36.8,4.85,-100.0,4.66,1.53,1240,55.3,15.39,-97.3,13.42,3.66,288.0
trend_chase,1d,60,h252_tr25_TP25_SL20_cutN,252,0.25,0.25,-0.2,False,2772,48.9,4.06,-100.0,4.65,1.46,1240,65.6,11.4,-97.5,13.01,2.99,279.8
trend_chase,1d,60,h252_tr25_TP25_SLx_cutN,252,0.25,0.25,,False,2772,51.1,4.27,-100.0,4.64,1.46,1240,69.0,13.01,-98.5,15.26,3.63,328.9
trend_chase,1d,60,h180_tr25_TP40_SL20_cutN,180,0.25,0.4,-0.2,False,2772,44.3,4.62,-100.0,4.64,1.53,1240,59.4,14.02,-98.2,12.44,3.35,268.1
trend_chase,1d,60,h365_tr25_TP40_SLx_cutY,365,0.25,0.4,,True,2772,38.2,4.98,-100.0,4.63,1.53,1240,58.0,16.8,-94.5,14.79,4.19,319.4
trend_chase,1d,60,h180_tr25_TP25_SLx_cutN,180,0.25,0.25,,False,2772,51.8,4.03,-100.0,4.63,1.47,1240,67.2,11.27,-98.7,13.12,3.14,283.4
trend_chase,1d,60,h365_tr25_TP30_SL20_cutY,365,0.25,0.3,-0.2,True,2772,40.9,4.19,-100.0,4.54,1.47,1240,58.5,12.5,-97.3,13.03,3.2,287.0
trend_chase,1d,60,h365_tr25_TP30_SLx_cutY,365,0.25,0.3,,True,2772,42.4,4.3,-100.0,4.48,1.46,1240,61.3,13.79,-94.5,14.59,3.67,325.7
trend_chase,1d,60,h252_tr25_TP40_SL20_cutY,252,0.25,0.4,-0.2,True,2772,38.1,4.47,-100.0,4.46,1.51,1240,55.2,14.84,-97.3,13.11,3.58,293.9
trend_chase,1d,60,h252_tr25_TP40_SLx_cutY,252,0.25,0.4,,True,2772,39.3,4.53,-100.0,4.38,1.5,1240,57.0,15.84,-94.5,14.12,3.99,322.4
trend_chase,1d,60,h252_tr25_TP30_SLx_cutY,252,0.25,0.3,,True,2772,42.9,4.09,-100.0,4.38,1.46,1240,60.2,13.13,-94.5,13.97,3.53,318.9
