horizon_d,n,mean,median,win,std
1,984,-0.0004469982439968234,-0.002734331155351488,0.47459349593495936,0.07336124713500287
3,984,0.010442431061876435,0.0006875006685483909,0.5121951219512195,0.11618705784202728
7,984,0.009258258018257427,-0.008049399935324053,0.45934959349593496,0.1492278160937129
14,984,0.028845681923625664,0.013715239526806866,0.5497967479674797,0.22910218224900172
21,984,-0.0017157740325866638,-0.04223753955297577,0.3861788617886179,0.2532396561206203
28,983,-0.0056615745001961214,-0.03931515535827523,0.37538148524923703,0.29758132028580225
56,978,-0.022561134359085598,-0.16716425907374227,0.28016359918200406,1.0306335914472586
