pullback_timeout_h,n_4h,mean_4h,median_4h,win_4h,var_adj_4h,n_24h,mean_24h,median_24h,win_24h,var_adj_24h,n_72h,mean_72h,median_72h,win_72h,var_adj_72h,n_168h,mean_168h,median_168h,win_168h,var_adj_168h,n_672h,mean_672h,median_672h,win_672h,var_adj_672h
24,15988,0.0007348289941195896,-0.0004518357606482226,0.4899299474605954,-0.06510872152551668,15975,0.0008529213316021056,-0.007048458149779724,0.445508607198748,-0.15439787364700525,15941,0.003382055597736002,-0.012107187603876302,0.45059908412270244,-0.24421565878434037,15739,0.01154362032440073,-0.021781506907365022,0.44456445771650044,-0.378726254065651,14732,0.0347864013658057,-0.07518143050300735,0.3956692913385827,-0.8721939948331099
168,16051,0.0007152749093227657,-0.00046728971962617383,0.4896891159429319,-0.06518179677306314,16038,0.0007668792001256419,-0.007054574164577054,0.4453173712432972,-0.15487371310311443,16004,0.0032127477678828,-0.012174346339397957,0.45019995001249685,-0.244510984928544,15802,0.011317473644011403,-0.021956887163580074,0.4440577142133907,-0.3786915713998521,14794,0.03451973346884982,-0.0754021843204799,0.3952953900229823,-0.8718339260490824
