body_ret_min,n_4h,mean_4h,median_4h,win_4h,var_adj_4h,n_24h,mean_24h,median_24h,win_24h,var_adj_24h,n_72h,mean_72h,median_72h,win_72h,var_adj_72h,n_168h,mean_168h,median_168h,win_168h,var_adj_168h,n_672h,mean_672h,median_672h,win_672h,var_adj_672h
0.01,24515,0.000882966187839803,0.00013575582053082513,0.5016520497654497,-0.060577756365829696,24496,0.00033435136230652976,-0.005397442816669318,0.45068582625734815,-0.1368135678682772,24441,0.002381591218103247,-0.010030667007411065,0.45476862648827787,-0.22608027051663676,24134,0.009490881635566004,-0.019595044284032137,0.4468799204441866,-0.35004078433734376,22625,0.0391528200090709,-0.06310202476901905,0.4045082872928177,-0.8255809184545337
0.02,15988,0.0007348289941195896,-0.0004518357606482226,0.4899299474605954,-0.06510872152551668,15975,0.0008529213316021056,-0.007048458149779724,0.445508607198748,-0.15439787364700525,15941,0.003382055597736002,-0.012107187603876302,0.45059908412270244,-0.24421565878434037,15739,0.01154362032440073,-0.021781506907365022,0.44456445771650044,-0.378726254065651,14732,0.0347864013658057,-0.07518143050300735,0.3956692913385827,-0.8721939948331099
0.03,10058,0.0011119446094851621,-0.0008358116299287954,0.48518592165440444,-0.07252072181335069,10045,0.0008377928192849208,-0.00878844946641566,0.4393230462916874,-0.16499146756287772,10030,0.003496507946702435,-0.015482808578256735,0.44007976071784644,-0.26961218457632957,9903,0.011528312824639578,-0.02680965147453085,0.4366353630213067,-0.41038771621393483,9247,0.03093541508457809,-0.0888888888888888,0.38196171731372336,-0.9384787263836267
