ma_period_weekly,confirm_offset,vol_sma_period,rsi_period,feature,quantile,horizon_h,n,mean,median,std,win,var_adj
30,1,20,14,low_wick_ratio,"(0.503, 1.0]",6,359,0.008925714656960829,0.004004774923947574,0.044364662987111385,0.5738161559888579,-0.06427597927177295
30,1,20,14,low_wick_ratio,"(0.503, 1.0]",24,359,0.010503256960281381,0.0017035283594792894,0.07898969991437818,0.520891364902507,-0.1198297478984426
30,1,20,14,low_wick_ratio,"(0.503, 1.0]",72,357,0.029437362158479113,0.013495934959349531,0.11484343135711325,0.5658263305322129,-0.16005429958075773
30,1,20,14,low_wick_ratio,"(0.503, 1.0]",168,356,-0.0015277813896634115,-0.008186665110062441,0.14593163061642977,0.4297752808988764,-0.24231497190677254
30,1,20,14,low_wick_ratio,"(0.503, 1.0]",336,355,-0.0028352089145954927,-0.018221945560522812,0.22437143801982581,0.4253521126760563,-0.37304808164730807
30,1,20,14,low_wick_ratio,"(0.503, 1.0]",672,354,-0.027987916286657158,-0.04635129298696666,0.33461077963114494,0.3785310734463277,-0.5800957026780463
30,1,20,14,touch_depth,"(-0.001, 0.00378]",1,359,-0.0025240528760419475,0.0,0.019369486794507066,0.45403899721448465,-0.0344837060869786
30,1,20,14,touch_depth,"(-0.001, 0.00378]",6,359,-0.0008225213718515585,0.0,0.03560104022610655,0.48467966573816157,-0.05956423774492736
30,1,20,14,touch_depth,"(-0.001, 0.00378]",24,358,0.0010092514270227358,0.0,0.0635534260922049,0.49162011173184356,-0.10385390162511535
30,1,20,14,touch_depth,"(-0.001, 0.00378]",72,356,-0.005445234322572774,-0.00015003506456578997,0.08418962311406408,0.4606741573033708,-0.1443581124607785
30,1,20,14,touch_depth,"(-0.001, 0.00378]",168,355,-0.01286657404763696,-0.00039992001599675753,0.1178351371072833,0.4450704225352113,-0.2072945502746544
30,1,20,14,touch_depth,"(-0.001, 0.00378]",336,350,-0.027427369477390617,-0.00843701358415272,0.14945400652133703,0.38571428571428573,-0.2740264802375967
30,1,20,14,touch_depth,"(-0.001, 0.00378]",672,346,-0.023794093267128513,-0.015493865175991273,0.3239437808605576,0.3786127167630058,-0.5583013316870485
30,1,20,14,touch_depth,"(0.00378, 0.00901]",1,358,0.0008049774911761522,0.00039014195445175037,0.023720207382371142,0.5195530726256983,-0.03833336468973623
30,1,20,14,touch_depth,"(0.00378, 0.00901]",6,358,0.000610584573985108,0.0010234084699021206,0.03762751212529739,0.5251396648044693,-0.061474810432755586
30,1,20,14,touch_depth,"(0.00378, 0.00901]",24,358,-0.00097679737269327,-0.0007309369767218854,0.06169097342573597,0.4888268156424581,-0.10276690352515762
30,1,20,14,touch_depth,"(0.00378, 0.00901]",72,358,-0.006404847160181459,-0.007398746136579204,0.09329787747220473,0.45251396648044695,-0.16034634498931927
30,1,20,14,touch_depth,"(0.00378, 0.00901]",168,358,-0.0179584280007219,-0.023437231685632887,0.14764895399667802,0.3770949720670391,-0.2615792020952406
30,1,20,14,touch_depth,"(0.00378, 0.00901]",336,357,-0.032375629825811165,-0.04137170664943168,0.21277025511344946,0.3445378151260504,-0.38344655076300277
30,1,20,14,touch_depth,"(0.00378, 0.00901]",672,355,-0.05201279565123335,-0.09487200797872342,0.3219006162260683,0.323943661971831,-0.5831488124242461
30,1,20,14,touch_depth,"(0.00901, 0.0168]",1,358,0.0001790599135433059,0.00025276495106252295,0.01970266852504478,0.5139664804469274,-0.032330343152780584
30,1,20,14,touch_depth,"(0.00901, 0.0168]",6,358,0.0018655264141405616,0.0024153000958153648,0.04845262830507326,0.5502793296089385,-0.07808131028923032
30,1,20,14,touch_depth,"(0.00901, 0.0168]",24,358,-0.0020412435115324664,-0.003309166293631982,0.06997459214020785,0.46368715083798884,-0.11749932054287542
30,1,20,14,touch_depth,"(0.00901, 0.0168]",72,358,0.00016449819799022373,-0.00575112457828314,0.09962077146641428,0.44972067039106145,-0.16420977472159334
30,1,20,14,touch_depth,"(0.00901, 0.0168]",168,357,-0.028607877752481928,-0.024697666496337978,0.1369343616910832,0.4173669467787115,-0.25454957454276916
30,1,20,14,touch_depth,"(0.00901, 0.0168]",336,354,-0.04188975779177616,-0.05108033365701253,0.20032111907226183,0.3531073446327684,-0.3724196042610082
30,1,20,14,touch_depth,"(0.00901, 0.0168]",672,354,-0.07104965059019576,-0.1004702627591813,0.34478069089282304,0.2853107344632768,-0.6399377905633538
30,1,20,14,touch_depth,"(0.0168, 0.0342]",1,358,0.0018970627297064432,0.0,0.019994919585385497,0.4972067039106145,-0.031094554586179626
30,1,20,14,touch_depth,"(0.0168, 0.0342]",6,358,0.0007085757464626238,-0.00016501650165018367,0.05356457980923712,0.4972067039106145,-0.08767298093877862
30,1,20,14,touch_depth,"(0.0168, 0.0342]",24,358,0.00989085762535503,0.0035982008786199504,0.08366372599717226,0.5279329608938548,-0.12815429026997918
30,1,20,14,touch_depth,"(0.0168, 0.0342]",72,358,0.012532143077267197,-0.004993894605738736,0.11400797116326553,0.4888268156424581,-0.17558100934212093
30,1,20,14,touch_depth,"(0.0168, 0.0342]",168,356,-0.0021275766925858324,-0.01578066933558836,0.17105746131577615,0.45224719101123595,-0.28437238786361646
30,1,20,14,touch_depth,"(0.0168, 0.0342]",336,356,-0.019445182684544312,-0.043991157830965244,0.22122040267443654,0.4297752808988764,-0.3844588470973646
30,1,20,14,touch_depth,"(0.0168, 0.0342]",672,354,-0.044059295405576016,-0.09274514033972209,0.37120329211649244,0.3361581920903955,-0.6565447273977885
30,1,20,14,touch_depth,"(0.0342, 0.926]",1,359,0.01091098182098997,0.004410961043016748,0.034578497928860794,0.5988857938718662,-0.04614353976163033
30,1,20,14,touch_depth,"(0.0342, 0.926]",6,359,0.017029539744893397,0.005426015544801155,0.09137239962566576,0.5654596100278552,-0.1337349196374551
30,1,20,14,touch_depth,"(0.0342, 0.926]",24,359,0.006691885199821655,-0.005480564295138657,0.12039850073077775,0.4596100278551532,-0.1919656410059616
30,1,20,14,touch_depth,"(0.0342, 0.926]",72,358,0.0464224634875763,-0.010040147677946254,0.30788902229960996,0.46089385474860334,-0.46159442330678013
30,1,20,14,touch_depth,"(0.0342, 0.926]",168,357,0.01095636386920868,-0.03201752860571072,0.23406349011655084,0.39215686274509803,-0.3752483948231002
30,1,20,14,touch_depth,"(0.0342, 0.926]",336,357,0.006015186011327454,-0.038764783180026297,0.4328952618411768,0.40336134453781514,-0.7082619960266143
30,1,20,14,touch_depth,"(0.0342, 0.926]",672,351,-0.025919545835560418,-0.09418162322244628,0.8708777912913325,0.3076923076923077,-1.462867901466259
50,1,20,14,body_ret,"(-0.0019, 0.00319]",1,310,0.00029203145381154834,0.0,0.011643061317703011,0.47096774193548385,-0.018919019720398417
50,1,20,14,body_ret,"(-0.0019, 0.00319]",6,310,-0.001159803569741968,-0.00012847140457467043,0.024383277346794557,0.45483870967741935,-0.041392211191952986
50,1,20,14,body_ret,"(-0.0019, 0.00319]",24,310,-0.004797851646619029,-0.000993216828610144,0.04847789333974131,0.4032258064516129,-0.08478637565719219
50,1,20,14,body_ret,"(-0.0019, 0.00319]",72,309,-0.006649237022734912,-0.00039992001599675753,0.0764898509668688,0.4368932038834951,-0.1328574911180684
50,1,20,14,body_ret,"(-0.0019, 0.00319]",168,308,-0.0166620202905055,-0.004512254670250404,0.13376485009078756,0.41233766233766234,-0.23737402294030496
50,1,20,14,body_ret,"(-0.0019, 0.00319]",336,306,-0.019716204664554367,-0.010445031034854335,0.19063839970260948,0.3790849673202614,-0.33426956417386
50,1,20,14,body_ret,"(-0.0019, 0.00319]",672,304,-0.01415587219855511,-0.013336578099734209,0.2506902466247031,0.39144736842105265,-0.4277947791293152
50,1,20,14,body_ret,"(-0.00996, -0.0019]",1,310,-6.411277096521464e-05,-9.020386072522424e-05,0.014450761704184788,0.4935483870967742,-0.02390786958287011
50,1,20,14,body_ret,"(-0.00996, -0.0019]",6,310,-0.0025000655404343575,-0.0028870770127171763,0.035069887507744354,0.4258064516129032,-0.06036537992821254
50,1,20,14,body_ret,"(-0.00996, -0.0019]",24,310,-0.0009967975825908274,-0.0017690839755650778,0.06702413190955712,0.4838709677419355,-0.11158661523336008
50,1,20,14,body_ret,"(-0.00996, -0.0019]",72,310,-0.0016822573416553372,-0.005578749222290624,0.09797695960859192,0.46774193548387094,-0.16334424069583198
50,1,20,14,body_ret,"(-0.00996, -0.0019]",168,310,-0.0005681757657413006,-0.010188965843235143,0.16153452609350924,0.4645161290322581,-0.26710014382003155
50,1,20,14,body_ret,"(-0.00996, -0.0019]",336,309,-0.002428215965513407,-0.022311891763589053,0.2053818498951275,0.42718446601941745,-0.3413082682924738
50,1,20,14,body_ret,"(-0.00996, -0.0019]",672,308,0.000899965069988253,-0.046064766379355915,0.29418597372408367,0.41883116883116883,-0.4845068915747498
50,1,20,14,body_ret,"(-0.255, -0.00996]",1,310,0.003428474306991579,0.0007527104897568915,0.021336316943681485,0.5225806451612903,-0.03177644865008287
50,1,20,14,body_ret,"(-0.255, -0.00996]",6,310,0.007949785386530833,0.003985946294274845,0.04284008006235951,0.5548387096774193,-0.06273634671636236
50,1,20,14,body_ret,"(-0.255, -0.00996]",24,310,0.012373453751637334,0.005918952386589793,0.07976044921943387,0.5516129032258065,-0.11923128746042856
50,1,20,14,body_ret,"(-0.255, -0.00996]",72,310,0.01820083432165702,0.011709319169483368,0.14353965034252872,0.5451612903225806,-0.21863958874351536
50,1,20,14,body_ret,"(-0.255, -0.00996]",168,310,0.019947017413797244,0.0011413097247378046,0.19054495367267502,0.5032258064516129,-0.29445215614611653
50,1,20,14,body_ret,"(-0.255, -0.00996]",336,310,0.022397778282767025,-0.004844351289466642,0.2715712741140941,0.49032258064516127,-0.42569482400548825
50,1,20,14,body_ret,"(-0.255, -0.00996]",672,309,-0.00662514451754816,-0.059915907498248044,0.3075094533960882,0.37540453074433655,-0.5140157426210936
50,1,20,14,body_ret,"(0.00319, 0.0114]",1,310,0.001583653480427218,0.0006815490785248013,0.013198917135056547,0.5225806451612903,-0.020194559792416085
50,1,20,14,body_ret,"(0.00319, 0.0114]",6,310,-0.0008606946751926772,-0.001276158580914677,0.030430393023275038,0.45806451612903226,-0.05107084316359649
50,1,20,14,body_ret,"(0.00319, 0.0114]",24,310,-0.007224103477760205,-0.010012304814677686,0.05558343304874804,0.41935483870967744,-0.09893676800819447
50,1,20,14,body_ret,"(0.00319, 0.0114]",72,310,-0.0005076041710396737,-0.004577881859298472,0.0915967298523344,0.46774193548387094,-0.15164220842739143
50,1,20,14,body_ret,"(0.00319, 0.0114]",168,309,-0.010122828114745516,-0.02660979315180534,0.14324290919524826,0.4174757281553398,-0.24647362828690514
50,1,20,14,body_ret,"(0.00319, 0.0114]",336,309,-0.03964633248638357,-0.060272197018794604,0.17718426236461743,0.36245954692556637,-0.3320003653880023
50,1,20,14,body_ret,"(0.00319, 0.0114]",672,309,-0.030295399082420352,-0.08393110435663609,0.2826413435096006,0.3559870550161812,-0.4966536158732613
50,1,20,14,body_ret,"(0.0114, 0.152]",1,310,0.002973901331643215,0.0014328443541121727,0.022160522539724177,0.5451612903225806,-0.033590960858901675
50,1,20,14,body_ret,"(0.0114, 0.152]",6,310,9.873517890866492e-05,-0.0025407066515917287,0.03713712891690735,0.47096774193548385,-0.06117752753398845
50,1,20,14,body_ret,"(0.0114, 0.152]",24,310,-0.0031092720221988688,-0.004852218922786866,0.07451310170667233,0.47096774193548385,-0.1260558898382082
50,1,20,14,body_ret,"(0.0114, 0.152]",72,309,0.009360587532322362,0.008849557522123908,0.09781373602847636,0.5307443365695793,-0.15203207691466364
50,1,20,14,body_ret,"(0.0114, 0.152]",168,309,0.016838226161398052,-0.005545286506469571,0.14239226654126738,0.47896440129449835,-0.21810901363169313
50,1,20,14,body_ret,"(0.0114, 0.152]",336,308,0.023831631004611165,0.0008932210921498984,0.2085614306246872,0.5,-0.3202947295261227
50,1,20,14,body_ret,"(0.0114, 0.152]",672,307,-0.0004497096231902069,-0.05749201499791701,0.2752029540847255,0.38762214983713356,-0.45453458386298723
50,1,20,14,color,green,1,798,0.0018093087000566129,0.0004749121406253387,0.017115505591609646,0.525062656641604,-0.026431275526099304
50,1,20,14,color,green,6,798,-0.00019120282029631616,-0.0011563722796843479,0.031665914437692615,0.4674185463659148,-0.05243996164248913
50,1,20,14,color,green,24,798,-0.004705458937984084,-0.005501336668831347,0.062484151749320364,0.43358395989974935,-0.10780430932436269
50,1,20,14,color,green,72,796,0.002281101939409467,-0.000955917596620337,0.09193468129482296,0.4861809045226131,-0.1494111221970484
50,1,20,14,color,green,168,795,-0.0007149952777197034,-0.01753635585970914,0.14422032833054643,0.43144654088050316,-0.2386785370231213
50,1,20,14,color,green,336,793,-0.009532859350752003,-0.030253107683091196,0.19467058152181366,0.4262295081967213,-0.3307393188617445
50,1,20,14,color,green,672,792,-0.012598218226995608,-0.053213428455880396,0.274016665228113,0.380050505050505,-0.46472571585338207
50,1,20,14,color,red,1,752,0.0014660844095032049,0.0,0.017198997680914575,0.49601063829787234,-0.02691226176400584
50,1,20,14,color,red,6,752,0.0016572426228966934,-0.00020008003401528196,0.03764115396336141,0.4787234042553192,-0.06045066141664963
50,1,20,14,color,red,24,752,0.0034455308902613083,4.664179104474364e-05,0.07005924001469395,0.5,-0.1121522151339837
50,1,20,14,color,red,72,752,0.0052998028383920304,-0.00010001500450135259,0.1158185627626571,0.4933510638297872,-0.18580082571999218
50,1,20,14,color,red,168,751,0.004685776169939342,-0.0005998800239951363,0.1678733915780623,0.4806924101198402,-0.2723053199338635
50,1,20,14,color,red,336,749,0.003750089430219693,-0.011287347842124595,0.23334662177144733,0.4379172229639519,-0.3812718364926684
50,1,20,14,color,red,672,745,-0.007509954225145658,-0.045878403580753346,0.29172146178600283,0.3919463087248322,-0.4888503661720503
50,1,20,14,vol_ratio,"(0.0102, 0.642]",1,310,0.0018760492083315923,0.0001000350245171644,0.01506108802909829,0.5032258064516129,-0.022974746039680586
50,1,20,14,vol_ratio,"(0.0102, 0.642]",6,310,0.0019072732243347976,0.0001501050735515097,0.029471951216297344,0.5064516129032258,-0.04672144628255582
50,1,20,14,vol_ratio,"(0.0102, 0.642]",24,310,-0.005211357742757328,-0.003916956861702292,0.0613303275173968,0.44193548387096776,-0.10640639814646205
50,1,20,14,vol_ratio,"(0.0102, 0.642]",72,309,-0.006239261559474482,-0.010363382714409175,0.08896803241711103,0.4401294498381877,-0.15303651504770768
50,1,20,14,vol_ratio,"(0.0102, 0.642]",168,307,0.002912942972839893,-0.009585635359116051,0.13063392231104828,0.4495114006514658,-0.21263302884038976
50,1,20,14,vol_ratio,"(0.0102, 0.642]",336,306,-0.004170998285044707,-0.011637807703579972,0.1800642315740521,0.4477124183006536,-0.30127698038223066
50,1,20,14,vol_ratio,"(0.0102, 0.642]",672,304,-0.014990998706930556,-0.046915564588979275,0.2722546265262831,0.3815789473684211,-0.4642111324752976
50,1,20,14,vol_ratio,"(0.642, 0.963]",1,310,0.00047703994759117063,9.084968983152919e-05,0.011580789756784258,0.5064516129032258,-0.018631263151102855
50,1,20,14,vol_ratio,"(0.642, 0.963]",6,310,-0.0017629757748187202,-0.0011153129597532563,0.028335838358549578,0.44193548387096776,-0.04851710906642552
50,1,20,14,vol_ratio,"(0.642, 0.963]",24,310,-0.011032146356237053,-0.008708386072398211,0.056435244276682214,0.3935483870967742,-0.10415029941276271
50,1,20,14,vol_ratio,"(0.642, 0.963]",72,310,-0.011840202854831911,-0.005649677564903477,0.08521635381850096,0.44193548387096776,-0.1524471866553585
50,1,20,14,vol_ratio,"(0.642, 0.963]",168,310,-0.014137897444509436,-0.02413069862647571,0.14733689710435954,0.4032258064516129,-0.25724377766670264
50,1,20,14,vol_ratio,"(0.642, 0.963]",336,310,-0.030370724708221646,-0.0456323206031764,0.18119595808203012,0.38064516129032255,-0.3293440555435713
50,1,20,14,vol_ratio,"(0.642, 0.963]",672,310,-0.026536555297077172,-0.06908181100581845,0.29692723996185816,0.34516129032258064,-0.5164665012341432
50,1,20,14,vol_ratio,"(0.963, 1.475]",1,310,0.002546336635971258,0.001095030330278246,0.0163177009165156,0.5483870967741935,-0.024377869876279483
50,1,20,14,vol_ratio,"(0.963, 1.475]",6,310,0.0029065433997591318,-0.00012844137454942617,0.03500720693296799,0.4838709677419355,-0.05485534803963804
50,1,20,14,vol_ratio,"(0.963, 1.475]",24,310,0.0020970643534492356,0.00017391227070662207,0.06406023166113836,0.5064516129032258,-0.10360231788742905
50,1,20,14,vol_ratio,"(0.963, 1.475]",72,309,0.009297033788342532,0.0,0.13832377923307967,0.49838187702265374,-0.21893720194623892
50,1,20,14,vol_ratio,"(0.963, 1.475]",168,309,0.007255906756512984,-0.008090079008373996,0.1952044976313798,0.47896440129449835,-0.31483151433526363
50,1,20,14,vol_ratio,"(0.963, 1.475]",336,308,0.006692773429338242,-0.026963707152386385,0.2740924023982515,0.4090909090909091,-0.4455596905277767
50,1,20,14,vol_ratio,"(0.963, 1.475]",672,307,-0.013011139990003058,-0.048162475822050244,0.28631396255518615,0.4006514657980456,-0.4854291782060602
50,1,20,14,vol_ratio,"(1.475, 2.588]",1,310,0.0010212999548232784,-0.0005471936767353913,0.0172440727379582,0.47096774193548385,-0.02743142006280775
50,1,20,14,vol_ratio,"(1.475, 2.588]",6,310,-0.0018222047108668539,-0.002351268226228387,0.040526575945712115,0.45806451612903226,-0.06869105502129184
50,1,20,14,vol_ratio,"(1.475, 2.588]",24,310,0.003722385385123755,0.00025282238227464227,0.07372455958493322,0.5032258064516129,-0.11792313793001605
50,1,20,14,vol_ratio,"(1.475, 2.588]",72,310,0.013349139788419277,0.007007314015437971,0.09042538226840255,0.5483870967741935,-0.1358527409544449
50,1,20,14,vol_ratio,"(1.475, 2.588]",168,310,0.016267117559973805,1.5545813512374274e-05,0.14457841931784043,0.5,-0.22228727431446288
50,1,20,14,vol_ratio,"(1.475, 2.588]",336,309,0.020667032280746327,-0.005751950999595912,0.19987844351539266,0.4692556634304207,-0.30913239951965155
50,1,20,14,vol_ratio,"(1.475, 2.588]",672,308,0.018213774739508203,-0.03520826473910266,0.2884636931863639,0.4155844155844156,-0.4577513190179922
50,1,20,14,vol_ratio,"(2.588, 139.908]",1,310,0.0022932220551910463,0.00043835385171842045,0.02338871678468579,0.5258064516129032,-0.03629816063954051
50,1,20,14,vol_ratio,"(2.588, 139.908]",6,310,0.0022993206416621393,-0.0016385005266105201,0.03838442195431483,0.47419354838709676,-0.06103497558295732
50,1,20,14,vol_ratio,"(2.588, 139.908]",24,310,0.006669483382889791,-0.0003495445525067975,0.07340215932721743,0.4838709677419355,-0.11444407950701896
50,1,20,14,vol_ratio,"(2.588, 139.908]",72,310,0.014156731645511077,0.0009117908504334693,0.10669120296681002,0.5193548387096775,-0.16188375324972545
50,1,20,14,vol_ratio,"(2.588, 139.908]",168,310,-0.002728420188325904,-0.006547313483915185,0.15451744801951103,0.44516129032258067,-0.2576822094205191
50,1,20,14,vol_ratio,"(2.588, 139.908]",336,309,-0.008113195916265992,-0.009454607005114135,0.22042898849918205,0.45307443365695793,-0.3718210269399163
50,1,20,14,vol_ratio,"(2.588, 139.908]",672,308,-0.01430042736152861,-0.05848169031834177,0.2679330884220433,0.38636363636363635,-0.45639002325789996
50,1,20,14,rsi,"(25.611, 33.865]",1,310,0.002195052726358696,0.00039020279553736437,0.015106740138193351,0.5161290322580645,-0.022731068501660335
50,1,20,14,rsi,"(25.611, 33.865]",6,310,-7.546158954102564e-05,-0.0009614713515052054,0.03368033077343513,0.47096774193548385,-0.05564800736570899
50,1,20,14,rsi,"(25.611, 33.865]",24,310,-0.004735728962823162,-0.002352688558309668,0.05941727214521528,0.46774193548387094,-0.10277422800242837
50,1,20,14,rsi,"(25.611, 33.865]",72,310,0.002380417563683991,-0.0002458210422812135,0.08985056153252749,0.4935483870967742,-0.14587300896498637
50,1,20,14,rsi,"(25.611, 33.865]",168,310,0.0025804180140275384,-0.008649245433507369,0.13372981606830583,0.47096774193548385,-0.2180737784986771
50,1,20,14,rsi,"(25.611, 33.865]",336,308,-0.018561166413353487,-0.03298740155703772,0.17065405817492477,0.39935064935064934,-0.30014036240197933
50,1,20,14,rsi,"(25.611, 33.865]",672,305,-0.047889737949871954,-0.06136087484811659,0.21522250939413576,0.36065573770491804,-0.40300687845019595
50,1,20,14,rsi,"(3.612, 25.611]",1,310,0.005603049486908269,0.003993504181710961,0.022787690549809503,0.6161290322580645,-0.03199663992027741
50,1,20,14,rsi,"(3.612, 25.611]",6,310,0.004681281071541671,0.003007071116065463,0.04502300366676381,0.5193548387096775,-0.06960667497861861
50,1,20,14,rsi,"(3.612, 25.611]",24,310,0.004870288777767205,4.664179104474364e-05,0.08420129973680708,0.5,-0.13406185578796445
50,1,20,14,rsi,"(3.612, 25.611]",72,309,0.025457889688566864,0.01493256262042375,0.14087423871632712,0.5631067961165048,-0.2069846041933729
50,1,20,14,rsi,"(3.612, 25.611]",168,309,0.005930629857886605,-0.005621767483696916,0.17820271095675005,0.4854368932038835,-0.28810384322075094
50,1,20,14,rsi,"(3.612, 25.611]",336,309,-0.01042007996132248,-0.0230105465004794,0.25092846370300687,0.42718446601941745,-0.4244520450712838
50,1,20,14,rsi,"(3.612, 25.611]",672,309,-0.03288580612669964,-0.05743399722093545,0.26885587631565017,0.35275080906148865,-0.47649800204752235
50,1,20,14,rsi,"(33.865, 47.249]",1,310,0.00038223659693531725,0.0,0.013125907042421016,0.4838709677419355,-0.021275510023059357
50,1,20,14,rsi,"(33.865, 47.249]",6,310,0.0008533049118907141,-0.00010005003402602242,0.02758696664729365,0.49032258064516127,-0.044665190056143805
50,1,20,14,rsi,"(33.865, 47.249]",24,310,0.0031268247065658512,-4.999999999999449e-05,0.06232004418870758,0.4935483870967742,-0.09970124820480165
50,1,20,14,rsi,"(33.865, 47.249]",72,310,0.0053766640509344136,0.0018522637970879163,0.0888046559696659,0.5387096774193548,-0.1411510182990143
50,1,20,14,rsi,"(33.865, 47.249]",168,309,0.006643741343781288,-0.0035437430786268154,0.12773358137450974,0.44660194174757284,-0.20411666792415978
50,1,20,14,rsi,"(33.865, 47.249]",336,309,-0.006251016460710372,-0.0101766099504631,0.1776216012208979,0.44336569579288027,-0.29932665847519185
50,1,20,14,rsi,"(33.865, 47.249]",672,309,-0.0013745273280594689,-0.024151964466745945,0.25018868318934906,0.4077669902912621,-0.4141858545904854
50,1,20,14,rsi,"(47.249, 66.322]",1,310,0.0011757824286468682,0.0,0.014140638339157945,0.49032258064516127,-0.02215627083096374
50,1,20,14,rsi,"(47.249, 66.322]",6,310,0.0010860130774133668,-0.0006000900180035962,0.030437783138890298,0.44516129032258067,-0.049136329101755624
50,1,20,14,rsi,"(47.249, 66.322]",24,310,-0.004301989892772579,-0.0005406914570511012,0.05864067086996484,0.45161290322580644,-0.10105909682821457
50,1,20,14,rsi,"(47.249, 66.322]",72,310,-0.012889075246164837,-0.008359213774349505,0.07796769996695871,0.42258064516129035,-0.1415357801916467
50,1,20,14,rsi,"(47.249, 66.322]",168,309,-0.005748189944120793,-0.01233610055085721,0.1407644569266271,0.4401294498381877,-0.23800954387305548
50,1,20,14,rsi,"(47.249, 66.322]",336,308,0.0018831594868174493,-0.0018128486512971609,0.20180983002978273,0.461038961038961,-0.33110306006232404
50,1,20,14,rsi,"(47.249, 66.322]",672,307,0.006808566080313793,-0.059195912927587746,0.32368489476059303,0.40390879478827363,-0.5272715102746647
50,1,20,14,rsi,"(66.322, 95.432]",1,310,-0.0011421734369408052,-0.000711952429045315,0.018146170153992995,0.4483870967741935,-0.031083354191029245
50,1,20,14,rsi,"(66.322, 95.432]",6,310,-0.0030171806912342313,-0.005180780337444124,0.03398077374783025,0.43870967741935485,-0.05908545737515414
50,1,20,14,rsi,"(66.322, 95.432]",24,310,-0.0027139656062689153,-0.008759192938243121,0.06372350713706702,0.4161290322580645,-0.10785775238242949
50,1,20,14,rsi,"(66.322, 95.432]",72,309,-0.0015351488988576871,-0.013526266121421826,0.1086064336270272,0.43042071197411,-0.18073576438345257
50,1,20,14,rsi,"(66.322, 95.432]",168,309,0.0001339063589213341,-0.021663442940038746,0.19065729943958404,0.4336569579288026,-0.3144506377163923
50,1,20,14,rsi,"(66.322, 95.432]",336,308,0.017978748200874885,-0.027714428283649617,0.2553595026381945,0.42857142857142855,-0.40336443115214604
50,1,20,14,rsi,"(66.322, 95.432]",672,307,0.024527291830818046,-0.05675040665100306,0.33312860770571034,0.40390879478827363,-0.525134910883604
50,1,20,14,up_wick_ratio,"(-0.001, 0.0541]",1,310,0.004361269515891661,0.0014338650329873692,0.018314785583146604,0.5838709677419355,-0.025858126696300235
50,1,20,14,up_wick_ratio,"(-0.001, 0.0541]",6,310,0.003049937047755801,0.00010006504252801918,0.030922832272109735,0.5032258064516129,-0.04797273620122526
50,1,20,14,up_wick_ratio,"(-0.001, 0.0541]",24,310,0.003944110220412972,-5.0010002000389076e-05,0.05665186100812708,0.4935483870967742,-0.08953146044299672
50,1,20,14,up_wick_ratio,"(-0.001, 0.0541]",72,310,0.017983862021137217,0.011199079285830527,0.09311510235986084,0.5612903225806452,-0.13565605687263316
50,1,20,14,up_wick_ratio,"(-0.001, 0.0541]",168,308,0.021689964606894326,0.0,0.14432556300249302,0.4935064935064935,-0.21644721434721917
50,1,20,14,up_wick_ratio,"(-0.001, 0.0541]",336,307,0.005171672890601108,-0.015580073553995377,0.18240389469095303,0.4234527687296417,-0.29579475334947136
50,1,20,14,up_wick_ratio,"(-0.001, 0.0541]",672,305,-0.008729067964669924,-0.04444114149821632,0.2535322605606061,0.3442622950819672,-0.42705729788967
50,1,20,14,up_wick_ratio,"(0.0541, 0.149]",1,310,0.0021678044454136155,0.0001328670002560539,0.017850547565556357,0.5064516129032258,-0.027285599037754373
50,1,20,14,up_wick_ratio,"(0.0541, 0.149]",6,310,0.0023306845762973544,-0.0017475864234047789,0.034629385233380335,0.4612903225806452,-0.05480780105878019
50,1,20,14,up_wick_ratio,"(0.0541, 0.149]",24,310,0.00326357515089354,0.0014346626287993214,0.07148654907669472,0.5032258064516129,-0.11468923082565274
50,1,20,14,up_wick_ratio,"(0.0541, 0.149]",72,310,0.006858363769148911,0.002397398350819313,0.09090053482337686,0.5161290322580645,-0.1431275186894229
50,1,20,14,up_wick_ratio,"(0.0541, 0.149]",168,310,0.01172424383012923,0.010370616084020234,0.13864986737707502,0.5451612903225806,-0.21704803734204453
50,1,20,14,up_wick_ratio,"(0.0541, 0.149]",336,310,0.008383330713958704,0.0030162011239600606,0.18072668211751464,0.5064516129032258,-0.28981569477994046
50,1,20,14,up_wick_ratio,"(0.0541, 0.149]",672,310,0.02086976576469571,-0.02264450690455816,0.276759464858675,0.4645161290322581,-0.4357833512521179
50,1,20,14,up_wick_ratio,"(0.149, 0.265]",1,310,-0.0004650347504606191,0.0,0.0176396407063741,0.4935483870967742,-0.029570441915977883
50,1,20,14,up_wick_ratio,"(0.149, 0.265]",6,310,-0.001009660265791968,-0.0016002285388523885,0.03195212488901562,0.4612903225806452,-0.053730666332667744
50,1,20,14,up_wick_ratio,"(0.149, 0.265]",24,310,-0.002165695591168892,-0.0017259490423444657,0.061574273793232666,0.4645161290322581,-0.10376324735000278
50,1,20,14,up_wick_ratio,"(0.149, 0.265]",72,309,-0.004074477747928806,-0.004103967168262668,0.08206230584409441,0.47249190938511326,-0.13947728239068455
50,1,20,14,up_wick_ratio,"(0.149, 0.265]",168,309,-0.011366604783229102,-0.022062350119903984,0.13042243855665686,0.4174757281553398,-0.2265636284017129
50,1,20,14,up_wick_ratio,"(0.149, 0.265]",336,308,-0.009846119029244456,-0.023903798176906743,0.19224948047407261,0.4155844155844156,-0.3270577618114643
