vol_sma_period,n_168h,mean_168h,median_168h,win_168h,var_adj_168h,n_672h,mean_672h,median_672h,win_672h,var_adj_672h
20,2898,-0.0014872240491699005,-0.013849825551148998,0.4385783298826777,-0.2731542437708562,2863,-0.03163432244100879,-0.08193539442672948,0.3265805099545931,-0.8355621434919478
10,2898,-0.0014872240491699005,-0.013849825551148998,0.4385783298826777,-0.2731542437708562,2863,-0.03163432244100879,-0.08193539442672948,0.3265805099545931,-0.8355621434919478
50,2898,-0.0014872240491699005,-0.013849825551148998,0.4385783298826777,-0.2731542437708562,2863,-0.03163432244100879,-0.08193539442672948,0.3265805099545931,-0.8355621434919478
