ma_period_weekly,n_168h,mean_168h,median_168h,win_168h,var_adj_168h,n_672h,mean_672h,median_672h,win_672h,var_adj_672h
20,2898,-0.0014872240491699005,-0.013849825551148998,0.4385783298826777,-0.2731542437708562,2863,-0.03163432244100879,-0.08193539442672948,0.3265805099545931,-0.8355621434919478
10,4804,0.004462507562093311,-0.0139363412338116,0.4350541215653622,-0.27671481004180054,4708,0.010621283038739231,-0.05188563243638156,0.4008071367884452,-0.6809247727619686
30,1783,-0.010126617369634699,-0.01824095022624439,0.4167134043746495,-0.2853838341482672,1760,-0.043490696703067745,-0.0787869327803718,0.3261363636363636,-0.8587961991346088
50,1546,0.0019085360011884107,-0.008653803201213228,0.4553686934023286,-0.2557072132997676,1537,-0.010131883365981805,-0.05100408743557838,0.38581652569941444,-0.47651410991440896
