asset,strategy,interval,score_th,rule,n,win%,mean%,median%,held,total%,MDD%,Sharpe_ann,PF,_max_hold,_trailing_pct,_take_profit_pct,_cut_1bar_neg,_cut_short_thr,_cut_short_at
us,trend_chase,1w,60,hold_52w_trail20_TP30,45,48.9,5.44,-0.41,28.9,204.6,-79.1,0.62,1.76,52,0.2,0.3,False,-999,2
us,trend_chase,1w,60,hold_26w_trail15,45,53.3,4.05,2.26,21.0,167.9,-61.5,0.57,1.7,26,0.15,0.0,False,-999,2
us,trend_chase,1w,60,hold_52w_trail15,45,46.7,3.03,-0.99,30.6,52.3,-73.8,0.42,1.48,52,0.15,0.0,False,-999,2
us,trend_chase,1w,60,hold_26w_trail20_TP25,45,53.3,3.98,2.26,19.8,125.4,-66.8,0.52,1.61,26,0.2,0.25,False,-999,2
us,trend_chase,1w,70,hold_52w_trail20_TP30,29,44.8,2.6,-3.07,26.8,-24.7,-71.2,0.22,1.28,52,0.2,0.3,False,-999,2
us,trend_chase,1w,70,hold_26w_trail15,29,48.3,2.24,-1.7,20.6,-2.0,-64.3,0.23,1.29,26,0.15,0.0,False,-999,2
us,trend_chase,1w,70,hold_52w_trail15,29,41.4,-1.34,-6.32,28.6,-65.3,-76.5,-0.15,0.84,52,0.15,0.0,False,-999,2
us,trend_chase,1w,70,hold_26w_trail20_TP25,29,48.3,2.22,-1.7,19.3,-14.5,-61.8,0.2,1.26,26,0.2,0.25,False,-999,2
us,trend_chase,1w,75,hold_52w_trail20_TP30,12,50.0,5.73,-1.33,24.5,33.4,-23.5,0.3,1.76,52,0.2,0.3,False,-999,2
us,trend_chase,1w,75,hold_26w_trail15,12,50.0,1.02,0.61,17.3,-3.2,-27.4,0.09,1.16,26,0.15,0.0,False,-999,2
us,trend_chase,1w,75,hold_52w_trail15,12,50.0,-1.78,-2.96,22.3,-28.8,-32.0,-0.17,0.74,52,0.15,0.0,False,-999,2
us,trend_chase,1w,75,hold_26w_trail20_TP25,12,50.0,5.64,0.9,17.2,32.9,-29.6,0.3,1.71,26,0.2,0.25,False,-999,2
us,trend_chase,1w,80,hold_52w_trail20_TP30,7,57.1,15.37,0.41,21.4,118.1,-29.0,0.57,4.17,52,0.2,0.3,False,-999,2
us,trend_chase,1w,80,hold_26w_trail15,7,57.1,6.59,2.93,18.1,43.8,-24.2,0.43,2.69,26,0.15,0.0,False,-999,2
us,trend_chase,1w,80,hold_52w_trail15,7,71.4,3.2,1.67,25.3,16.9,-24.2,0.24,1.87,52,0.15,0.0,False,-999,2
us,trend_chase,1w,80,hold_26w_trail20_TP25,7,57.1,16.37,14.1,16.4,136.1,-29.0,0.64,4.52,26,0.2,0.25,False,-999,2
us,trend_chase,1w,85,hold_52w_trail20_TP30,3,100.0,47.06,49.35,9.7,215.6,0.0,3.17,99.99,52,0.2,0.3,False,-999,2
us,trend_chase,1w,85,hold_26w_trail15,3,100.0,19.8,25.19,12.3,69.2,0.0,1.15,99.99,26,0.15,0.0,False,-999,2
us,trend_chase,1w,85,hold_52w_trail15,3,100.0,15.33,11.8,19.7,51.1,0.0,0.92,99.99,52,0.15,0.0,False,-999,2
us,trend_chase,1w,85,hold_26w_trail20_TP25,3,100.0,44.37,49.35,8.0,196.4,0.0,2.23,99.99,26,0.2,0.25,False,-999,2
us,trend_chase,1w,90,hold_52w_trail20_TP30,1,100.0,49.35,49.35,7.0,49.4,0.0,0.0,99.99,52,0.2,0.3,False,-999,2
us,trend_chase,1w,90,hold_26w_trail15,1,100.0,2.93,2.93,9.0,2.9,0.0,0.0,99.99,26,0.15,0.0,False,-999,2
us,trend_chase,1w,90,hold_52w_trail15,1,100.0,2.93,2.93,9.0,2.9,0.0,0.0,99.99,52,0.15,0.0,False,-999,2
us,trend_chase,1w,90,hold_26w_trail20_TP25,1,100.0,49.35,49.35,7.0,49.4,0.0,0.0,99.99,26,0.2,0.25,False,-999,2
