rank,label,rally_lookback,rally_min_gain,depth_lookback,n,win_pct,mean_pct,median_pct,total_pct,mdd_pct,sharpe,profit_factor,avg_held_bars
62,p062,90.0,0.5,15.0,2563,49.70737417089349,8.965671965059926,-0.14732824427480226,1.1447366726506324e+64,-92.82536177231214,0.5547795546111186,2.2885469130580613,62.36909871244635
61,p061,90.0,0.5,10.0,2560,49.609375,8.94615200962113,-0.22997198879551847,6.81723557331597e+63,-94.70611720494031,0.5538620353691726,2.2882840139316474,62.31171875
63,p063,90.0,0.5,20.0,2556,49.647887323943664,8.908100753745666,-0.15915045905047195,1.3259577330326447e+63,-94.76457882678154,0.550442408167454,2.275594402208554,62.38028169014085
60,p060,90.0,0.5,5.0,2521,49.54383181277271,8.857414804985329,-0.3,4.1653476725304824e+61,-94.8807293368809,0.5459726130644017,2.2626665728566215,62.27489091630306
45,p045,60.0,0.5,10.0,2146,49.81360671015844,9.13049883073655,-0.10646163404783833,1.0780398895807925e+54,-95.67194868758652,0.5432868612390631,2.2973786295904617,61.58201304753029
47,p047,60.0,0.5,20.0,2142,49.719887955182074,9.083170872146198,-0.1274157330140799,5.429674797158264e+53,-94.09691570897255,0.5403065984935428,2.2922720562325476,61.788982259570496
77,p077,120.0,0.5,10.0,2803,49.05458437388512,8.647462351557293,-0.4841620626151008,5.921041845868666e+66,-98.37729216837997,0.5388041646954886,2.23660451985377,64.21369960756333
46,p046,60.0,0.5,15.0,2147,49.65067536096879,9.05256548170387,-0.12935153583618605,2.82636635627398e+53,-95.86620184272363,0.537908330925984,2.283906269203312,61.877037727061015
78,p078,120.0,0.5,15.0,2813,49.057945254177035,8.620599934207172,-0.48018018018017833,5.888747644086397e+66,-98.66508168902494,0.5376514130421192,2.2316309213317345,64.26235335940277
79,p079,120.0,0.5,20.0,2800,49.0,8.607710362840622,-0.4803427976713179,2.5262754572154402e+66,-97.54679747582824,0.5354920352556143,2.2294489006113256,64.49392857142857
76,p076,120.0,0.5,5.0,2762,49.094858797972485,8.579269786677166,-0.4803427976713179,9.591212361983334e+64,-97.04885031449622,0.5334462259518683,2.2218635656555787,64.09087617668357
44,p044,60.0,0.5,5.0,2110,49.715639810426545,9.00800104696998,-0.1274157330140799,9.216810795053182e+51,-95.70847127318989,0.5330056867969661,2.271396821430947,61.762085308056875
29,p029,45.0,0.5,10.0,1866,49.08896034297964,8.978616331145865,-0.4135105204872644,2.2808199099166375e+45,-93.10221904157565,0.5315797951717341,2.252065595177402,57.79796355841372
30,p030,45.0,0.5,15.0,1863,49.16800858829845,8.957268145441633,-0.3,1.5787881660493882e+45,-94.75287805965141,0.5302064946481287,2.2516705652173417,57.86366076221149
31,p031,45.0,0.5,20.0,1854,49.137001078748646,8.960093918113147,-0.35537098560354224,1.0297476102776197e+45,-92.66703031614074,0.5297166624478498,2.253882575922003,57.85059331175836
28,p028,45.0,0.5,5.0,1852,49.190064794816415,8.953404853481596,-0.35537098560354224,6.365012725885707e+44,-93.18777856252238,0.5283291084086971,2.2489743289043767,57.94330453563715
41,p041,60.0,0.3,10.0,3273,48.94592117323556,8.425781918185567,-0.7784688995215336,5.923688301298272e+74,-96.89180548459846,0.5182904557488678,2.1879862003454806,69.61044912923923
43,p043,60.0,0.3,20.0,3285,48.858447488584474,8.399392842035502,-0.83333333333333,7.779727111358629e+74,-96.78895745285715,0.5164687740257682,2.182840798526088,69.86453576864535
-1,BASELINE,,,,3285,48.858447488584474,8.399392842035502,-0.83333333333333,7.779727111358629e+74,-96.78895745285715,0.5164687740257682,2.182840798526088,69.86453576864535
58,p058,90.0,0.3,15.0,3527,49.050184292599944,8.315022790242638,-0.7081632653061274,1.4577675913667477e+80,-96.29802471504,0.5159750113914688,2.1869594024381143,71.25574142330592
42,p042,60.0,0.3,15.0,3286,48.90444309190505,8.363882824050204,-0.79993231493341,2.5764756432819886e+74,-96.78895745285715,0.514582020157195,2.1770041014980026,69.8338405356056
57,p057,90.0,0.3,10.0,3518,48.94826606026152,8.28269356813172,-0.7196313384824236,2.0803612042583874e+79,-96.69033090958675,0.5132738981139289,2.1804654388580005,71.24104604889142
40,p040,60.0,0.3,5.0,3234,48.948670377241804,8.367698804545634,-0.79993231493341,9.565650717708054e+72,-96.53758222246779,0.5128120241027995,2.1737087461732747,69.7312925170068
59,p059,90.0,0.3,20.0,3523,48.935566278739714,8.242127651517265,-0.7272927144161276,5.044502573110063e+78,-98.0186201931051,0.5095630039705145,2.1691606183814782,71.55520862900937
56,p056,90.0,0.3,5.0,3477,48.86396318665516,8.178351211288724,-0.7471168670983628,7.519589859873154e+76,-98.0698274861835,0.5060709695618321,2.1601454519302026,71.22231809030774
26,p026,45.0,0.3,15.0,3122,48.94298526585522,8.164813784739739,-0.6708532025112344,1.7937437406358155e+67,-99.0526716632779,0.505475345659104,2.124642996530329,67.0345932094811
27,p027,45.0,0.3,20.0,3117,48.861084376002566,8.17047362140336,-0.7272927144161276,1.6474117830835103e+67,-98.9980701572549,0.5054155214147866,2.1257063513214085,67.06384343920436
25,p025,45.0,0.3,10.0,3130,48.69009584664536,8.13561642600349,-0.8043076499199938,9.2070148491054e+66,-99.0526716632779,0.5044457616261048,2.116464776603675,66.80830670926518
24,p024,45.0,0.3,5.0,3094,48.739495798319325,8.136410557988622,-0.8043076499199938,1.4506934504309006e+66,-99.08030125802117,0.5026618221114798,2.116823728362023,66.9650937297996
54,p054,90.0,0.2,15.0,3778,48.86183165696136,8.039621378731661,-0.8148056244830445,8.14017714714858e+81,-95.19252529350476,0.4911754517705806,2.1370402902014813,75.5582318687136
53,p053,90.0,0.2,10.0,3766,48.80509824747743,8.036254200702148,-0.7873734075771462,2.706544841150162e+81,-96.24221396446072,0.4901889341445654,2.1367863249687553,75.58125331917154
55,p055,90.0,0.2,20.0,3772,48.78048780487805,7.990566591382516,-0.8507142351668547,5.545399339996401e+80,-95.47103770456444,0.486455991054255,2.1258535540831365,75.89872746553553
8,p008,30.0,0.3,5.0,2727,47.74477447744774,7.785991897904962,-1.4381272633212645,1.0272717598237323e+54,-97.48068594305946,0.4845060960439726,2.0570232606513756,62.9002566923359
74,p074,120.0,0.3,15.0,3568,48.15022421524663,7.827463358065525,-1.143685407652772,4.0522997764016515e+73,-99.70248001307996,0.48411134538093453,2.0919905863438135,71.99439461883408
52,p052,90.0,0.2,5.0,3722,48.71037076840408,7.938565549684648,-0.8641466900322355,8.588708697402851e+78,-97.2394316922926,0.48364943239254793,2.1181318400277926,75.5029554003224
50,p050,90.0,0.1,15.0,3851,48.9742923915866,7.965746339200496,-0.7081632653061274,3.574598198143146e+82,-96.04497666629645,0.4830363622502509,2.124733267522618,77.34017138405609
10,p010,30.0,0.3,15.0,2747,47.688387331634516,7.740242352866638,-1.6137151865475592,7.127335886543164e+53,-97.68989545695865,0.48274516637572484,2.0463807329921577,62.751365125591555
