rank,label,rally_lookback,rally_min_gain,depth_lookback,n,win_pct,mean_pct,median_pct,total_pct,mdd_pct,sharpe,profit_factor,avg_held_bars
25,p025,45.0,0.3,10.0,2221,46.510580819450695,5.841966020133517,-2.686828237604877,4.56394354140428e+32,-99.43510464547678,0.4247068413770098,1.7871471767738374,87.74786132372805
75,p075,120.0,0.3,20.0,2736,48.24561403508772,6.023051697519319,-1.4346606763958933,4.256574752349823e+40,-99.9612458394443,0.40880965283282505,1.8178366695417416,100.05665204678363
74,p074,120.0,0.3,15.0,2727,48.11147781444811,5.9844413466323285,-1.4736584967146802,1.4092858690504544e+40,-99.95597997454273,0.4067381420985246,1.811252056312734,99.93912724605794
72,p072,120.0,0.3,5.0,2628,47.94520547945205,5.9453861026168395,-1.5386928299846556,9.710542323253455e+38,-98.44920167147487,0.4030330316474584,1.8064171247660765,101.36415525114155
73,p073,120.0,0.3,10.0,2692,47.919762258543834,5.873845167321959,-1.6093249785749775,5.871913320419603e+38,-99.92713136101167,0.4008206889588254,1.7923096147020885,100.32317979197623
59,p059,90.0,0.3,20.0,2697,47.75676677790137,5.700103089226716,-1.7101030512589155,7.129316456969658e+37,-99.68133685713181,0.3973777742796878,1.768131351505422,96.44975899147201
56,p056,90.0,0.3,5.0,2604,47.8110599078341,5.745708709751125,-1.6617984507856731,7.095929733097383e+36,-99.5364092494182,0.39718026880237317,1.7740707664750024,97.78302611367127
57,p057,90.0,0.3,10.0,2653,47.794949114210326,5.65927393823944,-1.8233149723090758,9.178584173526451e+36,-99.61938763925185,0.3960322223418761,1.7626718164467916,96.90124387485865
58,p058,90.0,0.3,15.0,2683,47.70778978755125,5.6742231116534185,-1.881764933227581,1.8877504046767112e+37,-99.75296932532433,0.39530409097152475,1.7634267729037272,96.50987700335446
42,p042,60.0,0.3,15.0,2434,46.877567789646676,5.641941344120323,-2.431613673899763,4.575753034089873e+32,-99.13868861968746,0.39519295601795984,1.7470142104932798,92.7025472473295
41,p041,60.0,0.3,10.0,2408,47.00996677740864,5.581806203231513,-2.36574013764721,2.2579797897607514e+31,-99.63196301800643,0.39114854304013413,1.737336298793439,93.16985049833887
43,p043,60.0,0.3,20.0,2442,46.846846846846844,5.618152381267021,-2.408499368530964,1.0169195934072198e+32,-99.12411586319479,0.3911473061731723,1.738435355939948,92.79238329238329
-1,BASELINE,,,,2442,46.846846846846844,5.618152381267021,-2.408499368530964,1.0169195934072198e+32,-99.12411586319479,0.3911473061731723,1.738435355939948,92.79238329238329
40,p040,60.0,0.3,5.0,2370,47.04641350210971,5.602555874337814,-2.315176661330848,3.371992807533503e+31,-98.18443735845489,0.3905058088078493,1.7405803947028125,93.74852320675106
64,p064,120.0,0.1,5.0,2913,47.78578784757981,5.6667265285462936,-1.580175348440127,6.836998932081908e+40,-98.97874844559686,0.38287359031672513,1.7779235785598038,105.51630621352558
68,p068,120.0,0.2,5.0,2877,47.54953076120959,5.629742398599085,-1.6673647922363033,5.892618728785985e+39,-99.09353701447927,0.3812240380692141,1.7694257899120975,104.60688216892596
70,p070,120.0,0.2,15.0,2983,47.56956084478713,5.572495298602003,-1.7101030512589155,5.770378645291634e+39,-99.92838735804413,0.377841953339658,1.7580878398387139,103.47167281260477
66,p066,120.0,0.1,15.0,3023,47.83327820046311,5.578613089481422,-1.6219049400458596,3.649474284530641e+40,-99.91729875428761,0.3777849288600924,1.7626501033099657,104.36685411842541
67,p067,120.0,0.1,20.0,3037,47.84326638129733,5.570553060282231,-1.6219049400458596,1.942734970940848e+40,-99.95500122891558,0.37551713328577013,1.757702222410566,104.59170233783338
71,p071,120.0,0.2,20.0,2996,47.596795727636845,5.561149062075979,-1.698924163072335,2.7200927387537354e+39,-99.9610346754228,0.37525202178653894,1.7529685745395285,103.76769025367156
52,p052,90.0,0.2,5.0,2949,47.77890810444219,5.458918971221929,-1.7101030512589155,2.365540727207215e+39,-99.11210558219616,0.37514591631903393,1.7462604075012484,102.92336385215327
65,p065,120.0,0.1,10.0,2984,47.65415549597855,5.510053229680191,-1.6617984507856731,3.505944549290149e+39,-99.87986865876796,0.3748843541437183,1.750694540966257,104.49497319034853
69,p069,120.0,0.2,10.0,2947,47.438072616219884,5.489409004900265,-1.7544670379225247,4.587361800566447e+38,-99.89597589911467,0.37424069340112576,1.744830870180609,103.58330505598914
53,p053,90.0,0.2,10.0,2997,47.614280947614276,5.318152122886677,-1.8409146927701903,1.8663026586615496e+38,-98.62281693052924,0.3679069625746354,1.7213364137607918,102.28094761428095
55,p055,90.0,0.2,20.0,3049,47.490980649393244,5.331329934052505,-1.8233149723090758,1.064680517099038e+39,-98.98758240484064,0.36774635165757946,1.7234557618441497,101.95047556575926
54,p054,90.0,0.2,15.0,3034,47.52801582069875,5.329973756374546,-1.8613398129988856,4.714946590556808e+38,-99.20001707285668,0.36735724632027433,1.7225642715205738,101.95814106789716
48,p048,90.0,0.1,5.0,3038,47.49835418038183,5.242409642734853,-1.8239493370481974,8.145561386715035e+37,-99.16612030063143,0.3586348495442923,1.7111906577791918,104.49440421329822
7,p007,30.0,0.2,20.0,2963,45.08943638204522,4.989597950341004,-3.150818421410728,6.077010691271271e+31,-99.89921964837309,0.3582402042446283,1.6584197714683317,91.35909551130611
4,p004,30.0,0.2,5.0,2906,45.18238128011012,4.978948494176248,-3.307413705074669,6.476218426074107e+31,-97.90276243374909,0.3581095869620545,1.657193875019131,91.94562973158982
6,p006,30.0,0.2,15.0,2964,44.93927125506073,4.942848355434799,-3.307413705074669,2.115179559347035e+31,-99.90224231345591,0.3561585359047479,1.65220181069,91.0391363022942
5,p005,30.0,0.2,10.0,2945,44.88964346349745,4.920530389512969,-3.2955856509619963,5.192278285249219e+30,-99.86282442279457,0.35335764890447163,1.6480732513216403,91.35382003395586
51,p051,90.0,0.1,20.0,3134,47.319719208679004,5.142357453875215,-1.8319617148146727,5.4357264273552185e+37,-99.13413998633321,0.3532459730655798,1.6944857233035577,103.50031908104658
50,p050,90.0,0.1,15.0,3119,47.29079833279897,5.129025394407737,-2.0541017160311204,1.810655833045015e+37,-98.90793604074277,0.3519949952616786,1.6910104545710842,103.51619108688682
49,p049,90.0,0.1,10.0,3084,47.30869001297017,5.108445558698538,-2.0704472461005095,6.18342768197149e+36,-98.77477537824086,0.3515914015955119,1.6882822083479634,103.99837872892347
23,p023,45.0,0.2,20.0,3122,45.93209481101857,4.996163035930299,-2.9137749872142127,1.65735808372039e+34,-99.54044393643801,0.3484393227374345,1.662801676253168,97.01761691223575
22,p022,45.0,0.2,15.0,3123,45.85334614153058,4.967596345941687,-2.9583513840711007,1.3774819899456913e+34,-99.58039468194562,0.34843915831258837,1.6601116248278733,96.55683637528018
20,p020,45.0,0.2,5.0,3073,46.01366742596811,4.933319995133104,-2.9897102646607276,2.670419447529649e+33,-98.59499292008398,0.3451719903085213,1.653266147883851,97.27953140253824
0,p000,30.0,0.1,5.0,3624,45.66777041942605,4.8330045843055665,-3.096506889126066,3.80931595121705e+39,-97.49335889548124,0.3441422922763197,1.6513420623901378,98.58636865342163
3,p003,30.0,0.1,20.0,3665,45.70259208731242,4.831165975213255,-2.9187819545704263,1.0380025526431395e+39,-99.71221734801932,0.34237460130895064,1.6487550373068682,98.49522510231924
21,p021,45.0,0.2,10.0,3102,45.84139264990329,4.865177293364375,-2.993525906747474,4.570144858006898e+32,-99.44424441774274,0.3420050055286099,1.6442803932925556,97.01450676982591
2,p002,30.0,0.1,15.0,3666,45.60829241680305,4.794554317008157,-2.997086553584621,3.2941754122243685e+38,-99.7225086713187,0.34057025390430523,1.6434647783875918,98.2037643207856
1,p001,30.0,0.1,10.0,3651,45.49438509997261,4.792910023814804,-3.005177655120772,1.9417958114155833e+38,-99.61061851474781,0.340140447597717,1.6436524296970163,98.27280197206245
38,p038,60.0,0.2,15.0,3089,46.19617999352541,4.890084873066904,-2.9583513840711007,2.747641337978489e+32,-99.55841958860663,0.3353116290668328,1.6412489200021638,100.55033991583036
19,p019,45.0,0.1,20.0,3485,45.76757532281206,4.7956388920308175,-2.9382255954693237,3.998718032523013e+36,-99.80341237620831,0.3343488899118914,1.642762922336391,100.55466284074605
18,p018,45.0,0.1,15.0,3480,45.83333333333333,4.789809169969283,-2.9670879819568228,2.803037502634279e+36,-99.77469635121011,0.3342409026774313,1.6418350656740759,100.43419540229885
37,p037,60.0,0.2,10.0,3058,46.304774362328324,4.852575732782728,-2.896789135642497,2.217193894791269e+31,-99.90523583242482,0.3328793527742045,1.6359010600525523,101.08698495748855
39,p039,60.0,0.2,20.0,3100,46.29032258064516,4.877410121703814,-2.899398990523655,6.07864794967614e+31,-99.74783933619979,0.3325951931595777,1.634578932072054,100.50935483870968
16,p016,45.0,0.1,5.0,3425,45.98540145985402,4.775548544935443,-2.9187819545704263,6.175637440937421e+35,-99.68315286138657,0.3321385096296328,1.6403672613059228,101.29430656934306
36,p036,60.0,0.2,5.0,3026,46.16655651024455,4.821257214611658,-3.016366913607876,1.266535149226114e+31,-99.52413635470148,0.32938796516306434,1.6296098736483846,101.49438202247191
17,p017,45.0,0.1,10.0,3460,45.895953757225435,4.6891718484436495,-2.947685842889763,6.061609068266522e+34,-99.84577431313554,0.328000702668187,1.625967283398132,100.71618497109827
34,p034,60.0,0.1,15.0,3296,46.359223300970875,4.6859702120683595,-2.763770724663084,2.5494725617679726e+32,-99.68586104841064,0.3204952240429295,1.6171259212196514,103.16444174757281
33,p033,60.0,0.1,10.0,3262,46.474555487431026,4.641097965721471,-2.694707319286871,1.4792353462783617e+31,-99.94548321188765,0.31738924963873555,1.610680472303002,103.83200490496628
35,p035,60.0,0.1,20.0,3311,46.330413772274234,4.652709832563166,-2.757765753958985,3.2279580897355137e+31,-99.79052513829478,0.316874131044756,1.6074372165623891,102.96315312594382
32,p032,60.0,0.1,5.0,3226,46.373217606943584,4.635942219509749,-2.763770724663084,2.089704480744884e+31,-99.57612100126319,0.31601647724479875,1.6101229729695792,104.30223186608804
