rank,label,_ret_th_key,ret_th,base_lookback,fresh_big_th,max_prior_extension,n,win_pct,mean_pct,median_pct,total_pct,mdd_pct,sharpe,profit_factor,avg_held_bars
62,p062,tight,"[0.02, 0.04, 0.06, 0.08]",60.0,0.03,0.5,682,47.65395894428153,4.708918800564354,-1.2338839032709101,2699846095.785062,-92.00892513329788,0.30452611643822863,1.6848553082320414,132.65689149560117
222,p222,big,"[0.05, 0.08, 0.12, 0.18]",90.0,0.08,0.2,1074,44.78584729981378,4.513859567941971,-2.685232836708468,20538830871.859158,-99.02195789270056,0.3044220440815405,1.5692709257055573,101.27281191806331
207,p207,big,"[0.05, 0.08, 0.12, 0.18]",60.0,0.05,0.2,893,45.35274356103024,4.657675553471501,-2.2524549119770643,3351721799.2318316,-99.06834565598793,0.3038678082052353,1.5924985716792723,109.3090705487122
159,p159,stretched,"[0.03, 0.06, 0.1, 0.15]",60.0,0.05,0.2,1301,45.196003074558035,4.560836657428826,-2.6479838951607326,36380630518774.84,-97.83703647017312,0.3037724923978504,1.6039205299363084,111.56110684089163
82,p082,tight,"[0.02, 0.04, 0.06, 0.08]",90.0,0.12,0.3,2378,44.91169049621531,4.528102719021691,-3.274670783632355,9.558647247806075e+20,-99.76872931670582,0.30164647943383743,1.5862920798710816,100.67914213624894
160,p160,stretched,"[0.03, 0.06, 0.1, 0.15]",60.0,0.05,0.3,1353,45.01108647450111,4.530882828085978,-2.6630791354377514,76462748620805.2,-98.4019533272483,0.30100995042509504,1.598965607576695,112.21951219512195
163,p163,stretched,"[0.03, 0.06, 0.1, 0.15]",60.0,0.08,0.3,1774,44.983089064261556,4.437698969755023,-3.1376838857245684,4648665458045459.0,-99.30815356256281,0.30069435028819946,1.566512191903206,102.47012401352875
176,p176,stretched,"[0.03, 0.06, 0.1, 0.15]",90.0,0.08,0.5,1687,44.81327800829876,4.42960989287838,-3.120155747456299,3629401333281440.0,-99.20629874551692,0.2999772925202033,1.572841195130101,105.10314167160641
60,p060,tight,"[0.02, 0.04, 0.06, 0.08]",60.0,0.03,0.2,672,47.32142857142857,4.6235471706769955,-1.4349847192101637,1282834435.4607623,-94.16211836315982,0.29934891652361384,1.6710051772025674,132.89285714285714
73,p073,tight,"[0.02, 0.04, 0.06, 0.08]",90.0,0.03,0.3,349,48.13753581661891,4.631805990833057,-0.6190674784681158,848712.3496335077,-85.50450425403474,0.2988644335928281,1.6982008593478413,144.51002865329514
74,p074,tight,"[0.02, 0.04, 0.06, 0.08]",90.0,0.03,0.5,349,48.13753581661891,4.635625778052638,-0.6190674784681158,857324.1814851068,-85.50450425403474,0.29877556478037126,1.6987766560725996,144.7621776504298
191,p191,stretched,"[0.03, 0.06, 0.1, 0.15]",120.0,0.12,0.5,1837,44.96461622210125,4.355931814969284,-3.2381914707171777,4002508222260080.5,-99.71641134450876,0.2984680585413189,1.553303466194232,101.32063146434403
34,p034,default,"[0.03, 0.05, 0.07, 0.1]",90.0,0.12,0.3,2011,44.65440079562406,4.519840575606008,-3.310351304229797,3.214971503778093e+17,-99.36480240224074,0.29837962672339624,1.57818120261008,99.31725509696669
72,p072,tight,"[0.02, 0.04, 0.06, 0.08]",90.0,0.03,0.2,342,47.953216374269005,4.629858987021789,-0.6259837546228939,670246.235775096,-83.3003468636795,0.2973828534221046,1.6936669974140321,144.94736842105263
161,p161,stretched,"[0.03, 0.06, 0.1, 0.15]",60.0,0.05,0.5,1372,44.89795918367347,4.482492235691459,-2.685232836708468,47017400585244.766,-99.12706200099016,0.29719005367355017,1.5891632711681316,112.13848396501457
134,p134,loose,"[0.05, 0.07, 0.1, 0.15]",120.0,0.03,0.5,72,50.0,5.3053646763371844,0.48446520670344395,515.8544594279905,-87.28751449635394,0.29683885337440596,1.7269334248063808,154.36111111111111
162,p162,stretched,"[0.03, 0.06, 0.1, 0.15]",60.0,0.08,0.2,1696,44.693396226415096,4.354452239034786,-3.287910633284535,353975959789580.25,-98.72763862607374,0.29640436648074453,1.5548355284539783,101.82783018867924
80,p080,tight,"[0.02, 0.04, 0.06, 0.08]",90.0,0.08,0.5,2242,45.31668153434433,4.340706718001173,-2.7526607075770873,1.6512840966440817e+19,-99.85742301564152,0.2957181822387644,1.566669759470436,106.06244424620874
121,p121,loose,"[0.05, 0.07, 0.1, 0.15]",90.0,0.03,0.3,139,47.482014388489205,4.62537724580764,-1.0863425170648753,2981.4895144056495,-70.17433464847988,0.29430264334232464,1.676385841827415,143.0791366906475
77,p077,tight,"[0.02, 0.04, 0.06, 0.08]",90.0,0.05,0.5,1515,45.21452145214521,4.340117859354492,-2.4497564302600416,2365235856917959.5,-96.23306536281848,0.2935916901609743,1.5996690803969373,116.83036303630362
1,p001,default,"[0.03, 0.05, 0.07, 0.1]",30.0,0.03,0.3,1054,44.78178368121442,4.394028089741254,-3.4449278906455882,242519155029.3445,-97.70003830106431,0.2927043987264851,1.5902924289034708,116.69734345351044
0,p000,default,"[0.03, 0.05, 0.07, 0.1]",30.0,0.03,0.2,1052,44.77186311787072,4.378655778615885,-3.4449278906455882,196955193408.812,-97.7000383010643,0.2917503940010343,1.5875539578879574,116.60361216730038
120,p120,loose,"[0.05, 0.07, 0.1, 0.15]",90.0,0.03,0.2,133,47.368421052631575,4.636871978372752,-1.0863425170648753,2513.0494858492534,-69.71279245217022,0.2916815741015098,1.6734949132742132,145.13533834586465
31,p031,default,"[0.03, 0.05, 0.07, 0.1]",90.0,0.08,0.3,1811,44.34014356709001,4.241612144861649,-3.332899497477748,2693951364989678.5,-99.48455361367353,0.29140348149551837,1.5522347685218052,104.09166206515737
81,p081,tight,"[0.02, 0.04, 0.06, 0.08]",90.0,0.12,0.2,2236,44.32021466905188,4.364433201810739,-3.5064151646662878,8.486603039083466e+18,-98.94295329928894,0.291126160007126,1.5663846632354446,101.42307692307692
140,p140,loose,"[0.05, 0.07, 0.1, 0.15]",120.0,0.08,0.5,1224,44.771241830065364,4.305594732467773,-2.6902032044941624,36618755002.00288,-99.92427312276307,0.29073390742238253,1.5451607174686453,103.88562091503267
2,p002,default,"[0.03, 0.05, 0.07, 0.1]",30.0,0.03,0.5,1054,44.686907020872866,4.357511101792691,-3.577975047043963,171128568738.34497,-97.70003830106431,0.2903517386316953,1.5848098807311997,116.75806451612904
204,p204,big,"[0.05, 0.08, 0.12, 0.18]",60.0,0.03,0.2,256,46.875,4.742268578014751,-1.1341753347058279,28852.215916812394,-85.0537447739555,0.2890555830872237,1.6274399246538145,130.68359375
236,p236,big,"[0.05, 0.08, 0.12, 0.18]",120.0,0.08,0.5,1132,44.6113074204947,4.264468420478882,-2.6902032044941624,6337970905.103978,-99.49417029547837,0.28780616063745157,1.5359279460792339,103.34452296819788
33,p033,default,"[0.03, 0.05, 0.07, 0.1]",90.0,0.12,0.2,1891,44.156530936012686,4.360459695805545,-3.5168180178516195,1759758843026086.8,-99.39624572849749,0.2869583053324202,1.5540527528921086,99.56795346377578
177,p177,stretched,"[0.03, 0.06, 0.1, 0.15]",90.0,0.12,0.2,1675,44.059701492537314,4.190567686461523,-3.65873610835592,8617740595191.566,-99.78982934233139,0.28679731853073104,1.5262143026130108,99.69014925373135
142,p142,loose,"[0.05, 0.07, 0.1, 0.15]",120.0,0.12,0.3,1348,44.287833827893174,4.19817081458622,-3.159416305627211,9704566305.798958,-99.87156497775148,0.28600359384794904,1.5161030196373653,98.24851632047478
178,p178,stretched,"[0.03, 0.06, 0.1, 0.15]",90.0,0.12,0.3,1792,44.140625,4.166276902602679,-3.515508202173284,41541100981143.234,-99.67959476056812,0.2856698023254965,1.5224327173782892,99.56584821428571
76,p076,tight,"[0.02, 0.04, 0.06, 0.08]",90.0,0.05,0.3,1476,45.1219512195122,4.226932235610854,-2.5600216265809825,159733663600850.94,-96.77589342781397,0.2850177836042503,1.5790746439599344,117.02642276422765
94,p094,tight,"[0.02, 0.04, 0.06, 0.08]",120.0,0.12,0.3,2282,44.34706397896582,4.113340184604239,-3.515508202173284,1.959057304389173e+17,-99.8735842101441,0.28472779490478506,1.5282993485730518,102.48466257668711
44,p044,default,"[0.03, 0.05, 0.07, 0.1]",120.0,0.08,0.5,1758,44.36860068259386,4.172906067836389,-3.304993719684118,540162348717179.2,-99.36295726258408,0.28468757998849986,1.543812301658194,106.80034129692832
48,p048,tight,"[0.02, 0.04, 0.06, 0.08]",30.0,0.03,0.2,1333,45.23630907726932,4.312360889696081,-3.1736111424893187,22315318601689.32,-93.3408968992141,0.28465362684581164,1.5780189502557411,119.54988747186796
30,p030,default,"[0.03, 0.05, 0.07, 0.1]",90.0,0.08,0.2,1711,44.06779661016949,4.155167832710759,-3.4917770374484625,87739205049788.92,-99.5899633609519,0.2845065094016186,1.5371421277335942,104.40853302162478
145,p145,stretched,"[0.03, 0.06, 0.1, 0.15]",30.0,0.03,0.3,923,44.7453954496208,4.314756799309442,-3.356443029994438,5673933498.383761,-98.26202492780428,0.2844451404185184,1.5716741507806458,117.37811484290357
49,p049,tight,"[0.02, 0.04, 0.06, 0.08]",30.0,0.03,0.3,1337,45.17576664173523,4.296225005558041,-3.2730596427458125,19951893469356.688,-93.34089689921409,0.283639512603158,1.5755471644909842,119.57292445774121
218,p218,big,"[0.05, 0.08, 0.12, 0.18]",90.0,0.03,0.5,115,47.82608695652174,4.568467480113194,-1.0863425170648753,1342.4085296011906,-66.39768256387298,0.28363658414176,1.6444223057726377,145.02608695652174
144,p144,stretched,"[0.03, 0.06, 0.1, 0.15]",30.0,0.03,0.2,921,44.73398479913138,4.297025839608299,-3.356443029994438,4607927423.208671,-98.26202492780428,0.283348390860773,1.5685738945629908,117.27252985884908
109,p109,loose,"[0.05, 0.07, 0.1, 0.15]",60.0,0.03,0.3,300,47.0,4.5692900163445955,-1.109126083395989,58556.078768769534,-84.6527252338126,0.28284840032846265,1.615567686563062,130.72666666666666
110,p110,loose,"[0.05, 0.07, 0.1, 0.15]",60.0,0.03,0.5,300,47.0,4.5692900163445955,-1.109126083395989,58556.078768769534,-84.6527252338126,0.28284840032846265,1.615567686563062,130.72666666666666
238,p238,big,"[0.05, 0.08, 0.12, 0.18]",120.0,0.12,0.3,1248,44.230769230769226,4.151765379221131,-2.9289381446378657,1483348488.3818462,-99.57564062459431,0.2827292091962496,1.50746294249085,97.72035256410257
79,p079,tight,"[0.02, 0.04, 0.06, 0.08]",90.0,0.08,0.3,2155,44.45475638051044,4.098203309645408,-3.2730596427458125,3.5890687853253e+16,-99.770367280115,0.281990978757206,1.5313655655856055,104.74802784222737
50,p050,tight,"[0.02, 0.04, 0.06, 0.08]",30.0,0.03,0.5,1337,45.10097232610322,4.26743749224631,-3.276281924518898,14078636275959.309,-93.3408968992141,0.28180378662374717,1.5712476427073054,119.6207928197457
146,p146,stretched,"[0.03, 0.06, 0.1, 0.15]",30.0,0.03,0.5,923,44.63705308775731,4.27305701025442,-3.4334658265639306,4003692457.222362,-98.26202492780428,0.28178454646095713,1.565520973950834,117.44745395449621
125,p125,loose,"[0.05, 0.07, 0.1, 0.15]",90.0,0.05,0.5,804,43.78109452736319,4.189400185659173,-3.090705172508512,197525621.27196658,-97.40274110998983,0.28144539580727673,1.5506864246542051,113.10074626865672
