asset,strategy,interval,score_th,rule,universe,n,win%,mean%,median%,held,total%,MDD%,Sharpe_ann,PF
crypto,trend_chase,1h,70,hold_240bars_trail15_cut24h,top30 by amount-sum,1762,31.7,0.62,-4.63,118.3,-100.0,-100.0,0.54,1.12
