scope,IS_n,IS_Sharpe,IS_mean%,OOS_n,OOS_Sharpe,OOS_mean%,OOS_PF,OOS_MDD%
combined_policy,6554,7.54,5.92,4636,-19.78,-6.48,0.36,-100.0
