Symbol,entry_date,entry_close,exit_date,exit_close,bars_held,ret_pct,exit_reason,Name,entry_month
000020,2025-09-16,6380,2025-09-22,6320,4,-0.9404388714733591,STOP,동화약품,2025-09
000020,2025-09-18,6400,2025-09-22,6320,2,-1.2499999999999956,STOP,동화약품,2025-09
000050,2026-01-02,9370,2026-01-05,8960,1,-4.375667022411955,STOP,경방,2026-01
000050,2026-02-24,10400,2026-02-27,10200,3,-1.9230769230769273,STOP,경방,2026-02
000050,2026-03-26,9500,2026-03-31,9020,3,-5.052631578947365,STOP,경방,2026-03
000050,2026-04-01,9450,2026-04-02,8910,1,-5.714285714285716,STOP,경방,2026-04
000070,2025-11-14,69800,2025-11-24,62800,6,-10.028653295128942,STOP,삼양홀딩스,2025-11
000070,2025-12-22,62200,2025-12-29,59100,4,-4.983922829581989,STOP,삼양홀딩스,2025-12
000070,2026-04-21,68100,2026-05-06,66200,9,-2.7900146842878115,STOP,삼양홀딩스,2026-04
000080,2025-09-17,19260,2025-09-18,19180,1,-0.41536863966770143,STOP,하이트진로,2025-09
000087,2025-09-15,15600,2025-09-19,15510,4,-0.5769230769230749,STOP,하이트진로2우B,2025-09
000100,2025-09-02,114000,2025-09-16,119300,10,4.649122807017547,TIMEOUT,유한양행,2025-09
000100,2025-10-02,119900,2025-10-13,118400,2,-1.2510425354462007,STOP,유한양행,2025-10
000100,2025-11-18,119900,2025-11-19,116000,1,-3.252710592160135,STOP,유한양행,2025-11
000100,2025-11-20,118700,2025-11-21,116700,1,-1.6849199663016012,STOP,유한양행,2025-11
000100,2025-11-26,119400,2025-12-04,118400,6,-0.8375209380234505,STOP,유한양행,2025-11
000100,2025-12-02,120000,2025-12-04,118400,2,-1.3333333333333308,STOP,유한양행,2025-12
000105,2025-09-04,104800,2025-09-17,103700,9,-1.0496183206106902,STOP,유한양행우,2025-09
000105,2025-09-11,105300,2025-09-17,103700,4,-1.5194681861348536,STOP,유한양행우,2025-09
000105,2025-10-02,106300,2025-10-13,105500,2,-0.7525870178739402,STOP,유한양행우,2025-10
000105,2025-11-20,106600,2025-11-21,104100,1,-2.3452157598499057,STOP,유한양행우,2025-11
000105,2025-11-26,106400,2025-12-02,106100,4,-0.28195488721804995,STOP,유한양행우,2025-11
000120,2025-09-19,84400,2025-09-22,83400,1,-1.1848341232227444,STOP,CJ대한통운,2025-09
000120,2025-12-09,95800,2025-12-11,93600,2,-2.2964509394572064,STOP,CJ대한통운,2025-12
000120,2025-12-12,95300,2025-12-22,94900,6,-0.41972717733472775,STOP,CJ대한통운,2025-12
000120,2025-12-17,96000,2025-12-22,94900,3,-1.1458333333333348,STOP,CJ대한통운,2025-12
000120,2025-12-19,95500,2025-12-22,94900,1,-0.6282722513089034,STOP,CJ대한통운,2025-12
000120,2026-01-16,97400,2026-01-30,103800,10,6.570841889117052,TIMEOUT,CJ대한통운,2026-01
000120,2026-02-02,99000,2026-02-19,140100,10,41.5151515151515,TIMEOUT,CJ대한통운,2026-02
000140,2025-09-17,10150,2025-09-19,10120,2,-0.2955665024630516,STOP,하이트진로홀딩스,2025-09
000145,2025-12-23,12650,2026-01-05,12530,6,-0.9486166007905084,STOP,하이트진로홀딩스우,2025-12
000145,2026-02-13,12180,2026-02-24,12070,4,-0.9031198686371145,STOP,하이트진로홀딩스우,2026-02
000150,2025-11-18,932000,2025-11-19,907000,1,-2.682403433476399,STOP,두산,2025-11
000150,2026-02-09,885000,2026-02-26,1215000,10,37.28813559322033,TIMEOUT,두산,2026-02
000150,2026-03-13,1099000,2026-03-16,1088000,1,-1.0009099181073733,STOP,두산,2026-03
000150,2026-03-24,1151000,2026-03-30,1112000,4,-3.3883579496090332,STOP,두산,2026-03
000150,2026-06-04,1800000,2026-06-08,1578000,2,-12.333333333333329,STOP,두산,2026-06
000155,2026-01-21,499000,2026-01-28,497500,5,-0.30060120240480437,STOP,두산우,2026-01
000157,2026-01-15,440500,2026-01-21,429500,4,-2.4971623155505163,STOP,두산2우B,2026-01
000157,2026-01-19,446000,2026-01-21,429500,2,-3.6995515695067316,STOP,두산2우B,2026-01
000157,2026-01-22,446000,2026-01-26,433000,2,-2.914798206278024,STOP,두산2우B,2026-01
000180,2025-09-09,8505,2025-09-12,8505,3,0.0,STOP,성창기업지주,2025-09
000180,2025-09-11,8630,2025-09-12,8505,1,-1.4484356894553851,STOP,성창기업지주,2025-09
000180,2025-09-16,8575,2025-09-17,8565,1,-0.11661807580174433,STOP,성창기업지주,2025-09
000210,2026-04-15,64000,2026-04-29,76800,10,19.999999999999996,TIMEOUT,DL,2026-04
000210,2026-04-21,63900,2026-05-06,65500,9,2.5039123630672844,STOP,DL,2026-04
000210,2026-05-04,67400,2026-05-06,65500,1,-2.8189910979228516,STOP,DL,2026-05
000210,2026-05-11,67000,2026-05-12,61700,1,-7.910447761194028,STOP,DL,2026-05
000215,2025-09-09,22750,2025-09-10,22650,1,-0.439560439560438,STOP,DL우,2025-09
000215,2025-09-23,23300,2025-09-24,23050,1,-1.0729613733905574,STOP,DL우,2025-09
000215,2025-09-25,23150,2025-09-26,22950,1,-0.8639308855291628,STOP,DL우,2025-09
000215,2025-12-11,25900,2025-12-16,24900,3,-3.8610038610038644,STOP,DL우,2025-12
000215,2025-12-15,26050,2025-12-16,24900,1,-4.414587332053744,STOP,DL우,2025-12
000220,2026-01-09,4560,2026-01-12,4465,1,-2.083333333333337,STOP,유유제약,2026-01
000225,2026-01-05,5040,2026-01-07,4865,2,-3.472222222222221,STOP,유유제약1우,2026-01
000225,2026-03-03,4780,2026-03-04,4555,1,-4.707112970711302,STOP,유유제약1우,2026-03
000227,2025-12-01,10700,2025-12-15,11370,10,6.261682242990663,TIMEOUT,유유제약2우B,2025-12
000227,2025-12-03,10710,2025-12-17,11600,10,8.309990662931831,TIMEOUT,유유제약2우B,2025-12
000230,2025-09-04,8720,2025-09-08,8740,2,0.2293577981651307,STOP,일동홀딩스,2025-09
000230,2025-09-26,9270,2025-10-13,9380,6,1.1866235167206085,STOP,일동홀딩스,2025-09
000230,2025-11-28,13560,2025-12-01,12920,1,-4.71976401179941,STOP,일동홀딩스,2025-11
000230,2025-12-16,14090,2025-12-17,13650,1,-3.1227821149751644,STOP,일동홀딩스,2025-12
000230,2025-12-19,13650,2025-12-22,13430,1,-1.611721611721617,STOP,일동홀딩스,2025-12
000240,2025-09-18,23650,2025-09-19,22950,1,-2.959830866807611,STOP,한국앤컴퍼니,2025-09
000240,2025-12-05,28150,2025-12-10,27500,3,-2.3090586145648295,STOP,한국앤컴퍼니,2025-12
000240,2026-02-03,26600,2026-02-20,34650,10,30.263157894736835,TIMEOUT,한국앤컴퍼니,2026-02
000240,2026-02-06,26800,2026-02-25,33300,10,24.25373134328359,TIMEOUT,한국앤컴퍼니,2026-02
000240,2026-03-27,26900,2026-03-30,24850,1,-7.620817843866168,STOP,한국앤컴퍼니,2026-03
000240,2026-04-21,24900,2026-05-06,24300,9,-2.409638554216864,STOP,한국앤컴퍼니,2026-04
