보유기간_일_까지,표본수,MAE_평균_pct,MAE_p10,MAE_p25,MAE_중위,MAE_p75,MAE_p90,MAE_p95,MAE_최악,최고가_vs_MA20w_p50,최고가_vs_MA20w_p75,최고가_vs_MA20w_p90,최고가_vs_MA20w_p95
1,654,0.0671550165619112,0.005041070475737497,0.013137133387182198,0.03775196324532604,0.07462710616422702,0.14986331768090103,0.21406334316980802,1.820273812991553,0.041588764442727855,0.0977217619138383,0.15709947374149874,0.23630551097107816
3,654,0.10906680262231377,0.010919938858836397,0.02772824927258305,0.06431467423443804,0.12734623426073977,0.23868717948717966,0.3461345531157526,2.130789397028838,0.07157755308163805,0.14819200319108033,0.23882979327574969,0.35234038360795233
7,654,0.15926756533495318,0.014017382775249975,0.040231244920292175,0.09941236828578437,0.18911090344071935,0.3498753061668111,0.5081284984045598,2.6822916666666665,0.1036989014051124,0.19289689196670673,0.3752240276351759,0.5125014256965146
14,654,0.26672223003489764,0.0179498895826669,0.05330621599087687,0.1386477247922755,0.30905173966287275,0.5232209775768372,0.8090476301741786,20.021938614070244,0.1394201925392593,0.3204032668898288,0.5670127510629298,0.8110003047186176
30,654,0.38481711425030846,0.024516742085436857,0.06374588615503357,0.19072913802304314,0.43280747686557225,0.8839170951075613,1.2037610354522876,20.021938614070244,0.18394037233370042,0.42198230729766567,0.926988020318398,1.189899644020333
