직전_저점_MA20w_이하_pct,반등기간_일,숏보유_일,표본수,윈율,평균_숏수익,중위_숏수익,p10_숏수익,p25_숏수익,p75_숏수익,p90_숏수익,표준편차,최대손실,Sharpe_like
40,40,7,273,0.6446886446886447,0.02882761734190739,0.07586747696530105,-0.23561434644114598,-0.06674957466469755,0.16570865495155196,0.2596432834639385,0.224662647059324,-1.0,0.12831513257428692
40,60,1,378,0.5185185185185185,-0.037656660666618894,0.001955760970118847,-0.2638367369380594,-0.09852192172337848,0.061559842655414865,0.14163177072418864,0.19100975385046584,-1.0,-0.19714522377793775
40,60,2,376,0.5611702127659575,-0.017316527491039648,0.016925992016568525,-0.25683392960212825,-0.06720276084468024,0.09000240233388193,0.17378193328391728,0.1979187961572558,-1.0,-0.08749309225426398
40,60,3,376,0.5611702127659575,-0.014502931679905103,0.027499989952030512,-0.2507283501144927,-0.09027362659981858,0.10766672526268223,0.18534996655194558,0.21436124938059367,-1.0,-0.067656499119183
40,60,4,374,0.5641711229946524,-0.019785761252586725,0.029099912427732078,-0.2814296971907723,-0.10876599692816696,0.1323679667467583,0.20610797823772267,0.23676221030428668,-1.0,-0.08356807121862088
40,60,5,374,0.5641711229946524,-0.007249264752108803,0.02856107695917276,-0.28971775054510507,-0.098277714812674,0.14798073460730682,0.21273354486284032,0.2264439523614015,-1.0,-0.032013505666687335
40,60,6,374,0.5882352941176471,-0.001898516104933355,0.04479727403926359,-0.28186283194532813,-0.09042878079339095,0.15182956682555832,0.22522495249693406,0.2381907556507824,-1.0,-0.007970570057373757
40,60,7,373,0.5924932975871313,0.006158344118462539,0.05397880906122943,-0.2741507634037206,-0.0941778295158302,0.1526452253544438,0.24386785182729923,0.2372203605039993,-1.0,0.02596043655518648
50,10,1,38,0.7631578947368421,0.052214439023472656,0.07562786964366608,-0.2325286677732215,0.011286881297840945,0.17071646072852176,0.24085194481502334,0.19118413615421684,-0.3604659523980729,0.2731107301777088
50,10,2,38,0.7631578947368421,0.0925869201478187,0.10499157484820587,-0.11417367090481825,0.01762769179456128,0.20222188256641396,0.2978239303427621,0.18930973883191157,-0.35550062066989896,0.48907637144873345
50,10,3,38,0.7368421052631579,0.09570665403253717,0.13957245442101351,-0.18105489945050965,-0.007976939523255205,0.22281574171563273,0.31157486364649906,0.19897778384965015,-0.3983530254206946,0.480991657364393
50,10,4,38,0.7105263157894737,0.09021679448148275,0.15736690853818353,-0.20966517885731506,-0.03761596111640686,0.21524899139968504,0.346484613039679,0.21409025512592944,-0.41506146318176396,0.4213960809585498
