Symbol,date,close,intraday_ret_pct,gap_pct,pattern_T,fwd_5d,fwd_20d,fwd_60d,Name
000020,2025-09-12,6410.0,0.15625,0.29195928351613665,False,-0.6240249609984372,-3.432137285491421,-0.46801872074883066,동화약품
000020,2025-09-15,6420.0,0.15600624024961,0.6864988558352403,False,-1.5576323987538943,-3.89408099688473,-1.5576323987538943,동화약품
000020,2025-09-16,6380.0,-0.6230529595015576,0.8916594334411742,False,0.7836990595611271,-2.6645768025078342,-1.0971786833855801,동화약품
000020,2025-09-17,6370.0,-2.0,0.9466708740927736,False,0.7849293563579218,-1.5698587127158548,0.15698587127157548,동화약품
000020,2025-09-18,6400.0,0.1564945226917058,0.8119826566811194,False,0.15624999999999112,-0.6249999999999978,-0.9375000000000022,동화약품
000020,2025-09-19,6370.0,-0.62402496099844,0.7802033257151864,False,-0.31397174254317317,-1.098901098901095,0.31397174254317317,동화약품
000020,2025-09-23,6430.0,1.4195583596214512,0.5664830841856806,False,-1.0886469673405896,-0.9331259720062213,-0.3110419906687367,동화약품
000020,2025-09-24,6420.0,-0.15552099533437014,0.48742138364779874,False,-0.9345794392523366,-2.336448598130836,0.15576323987538387,동화약품
000020,2025-09-25,6410.0,-0.3110419906687403,0.4399057344854674,False,-0.6240249609984372,-2.808112324492984,-0.46801872074883066,동화약품
000020,2025-09-29,6420.0,1.1023622047244095,0.05482885564345578,False,-2.6479750778816147,-4.2056074766355085,-2.6479750778816147,동화약품
000020,2025-12-10,6330.0,0.7961783439490446,0.24127392633102782,False,0.789889415481837,-4.89731437598736,-3.159557661927326,동화약품
000020,2025-12-11,6380.0,0.7898894154818324,0.5548854041013269,False,-0.6269592476489061,-5.642633228840122,-4.545454545454541,동화약품
000020,2025-12-12,6380.0,-0.6230529595015576,0.6994131361041884,False,0.15673981191222097,-5.799373040752354,-5.485893416927901,동화약품
000020,2025-12-15,6320.0,-0.7849293563579277,0.9810228369250563,False,1.2658227848101333,-4.430379746835444,-4.113924050632911,동화약품
000020,2025-12-16,6310.0,0.15873015873015872,1.0440089945390298,False,1.5847860538827252,-4.754358161648176,-5.071315372424722,동화약품
000020,2025-12-17,6380.0,1.4308426073131957,1.10612375761462,False,0.7836990595611271,-6.739811912225702,-5.0156739811912265,동화약품
000020,2025-12-18,6340.0,-0.47095761381475665,1.1687479987191802,False,0.6309148264984188,-5.205047318611989,-7.57097791798107,동화약품
