665 USDT-M perpetual symbols on Bitget (granularity=1h)
[ 446/665] PIEVERSEUSDT         rows=  5281  ( 0.1s)
[ 447/665] PIPPINUSDT           rows= 12556  ( 0.1s)
[ 449/665] PIXELUSDT            rows= 20515  ( 0.1s)
[ 448/665] PIUSDT               rows= 11760  ( 0.1s)
[ 450/665] PLTRUSDT             rows=  6935  ( 0.1s)
[ 451/665] PLUMEUSDT            rows= 12460  ( 0.1s)
[ 452/665] PLUSDT               rows=   405  ( 0.1s)
[ 453/665] PNUTUSDT             rows= 14184  ( 0.1s)
[ 454/665] POETUSDT             rows=   888  ( 0.1s)
[ 455/665] POLUSDT              rows= 15770  ( 0.1s)
[ 456/665] POLYXUSDT            rows= 23371  ( 0.1s)
[ 457/665] POPCATUSDT           rows= 16742  ( 0.1s)
[ 458/665] POWERUSDT            rows=  4818  ( 0.1s)
[ 459/665] POWRUSDT             rows= 14929  ( 0.1s)
[ 460/665] PRLUSDT              rows=  2037  ( 0.1s)
[ 461/665] PROMUSDT             rows= 12620  ( 0.1s)
[ 462/665] PROSUSDT             rows=  1363  ( 0.1s)
[ 463/665] PROVEUSDT            rows=  7775  ( 0.1s)
[ 464/665] PUMPUSDT             rows=  8305  ( 0.1s)
[ 465/665] PUNDIXUSDT           rows= 10109  ( 0.1s)
[ 466/665] PYTHUSDT             rows= 22683  ( 0.1s)
[ 467/665] QBTSUSDT             rows=   718  ( 0.1s)
[ 468/665] QCOMUSDT             rows=   888  ( 0.1s)
[ 469/665] QNTSTOCKUSDT         rows=   648  ( 0.1s)
[ 470/665] QNTUSDT              rows= 26396  ( 0.1s)
[ 471/665] QQQUSDT              rows=  5757  ( 0.1s)
[ 472/665] QTUMUSDT             rows= 34075  ( 0.1s)
[ 473/665] QUBTUSDT             rows=   718  ( 0.1s)
[ 474/665] QUSDT                rows=  7104  ( 0.1s)
[ 475/665] RAREUSDT             rows= 16344  ( 0.1s)
[ 476/665] RAVEUSDT             rows=  4613  ( 0.1s)
[ 477/665] RAYUSDT              rows= 14758  ( 0.1s)
[ 478/665] RCATUSDT             rows=   572  ( 0.1s)
[ 479/665] RDDTUSDT             rows=  5757  ( 0.1s)
[ 480/665] RDWUSDT              rows=   888  ( 0.1s)
[ 481/665] RECALLUSDT           rows=  6068  ( 0.1s)
[ 482/665] REDUSDT              rows= 11419  ( 0.1s)
[ 483/665] RENDERUSDT           rows= 16774  ( 0.1s)
[ 484/665] RESOLVUSDT           rows=  9122  ( 0.1s)
[ 485/665] REUSDT               rows=   162  ( 0.1s)
[ 486/665] REZUSDT              rows= 18858  ( 0.1s)
[ 487/665] RGTIUSDT             rows=   718  ( 0.1s)
[ 488/665] RIVERUSDT            rows=  6017  ( 0.1s)
[ 489/665] RKLBUSDT             rows=  1848  ( 0.1s)
[ 490/665] ROBOUSDT             rows=  2830  ( 0.1s)
[ 491/665] ROKUSDT              rows=   211  ( 0.1s)
[ 492/665] ROSEUSDT             rows= 36166  ( 0.1s)
[ 493/665] RPLUSDT              rows= 15673  ( 0.1s)
[ 494/665] RSRUSDT              rows= 35357  ( 0.1s)
[ 495/665] RTXSTOCKUSDT         rows=   572  ( 0.1s)
[ 496/665] RUNEUSDT             rows= 36768  ( 0.1s)
[ 497/665] RVNUSDT              rows= 27910  ( 0.1s)
[ 498/665] SAFEUSDT             rows= 14591  ( 0.1s)
[ 500/665] SAMSUNGUSDT          rows=   554  ( 0.1s)
[ 499/665] SAHARAUSDT           rows=  8737  ( 0.1s)
[ 501/665] SANDUSDT             rows= 39838  ( 0.1s)
[ 502/665] SANTOSUSDT           rows= 14514  ( 0.1s)
[ 503/665] SAPIENUSDT           rows=  7413  ( 0.1s)
[ 504/665] SATLUSDT             rows=   405  ( 0.1s)
[ 505/665] SATSSTOCKUSDT        rows=   405  ( 0.1s)
[ 506/665] SCRTUSDT             rows= 13941  ( 0.1s)
[ 507/665] SEIUSDT              rows= 25032  ( 0.1s)
[ 508/665] SENTUSDT             rows=  3691  ( 0.1s)
[ 510/665] SGOVUSDT             rows=   211  ( 0.1s)
[ 509/665] SFPUSDT              rows= 27910  ( 0.1s)
[ 511/665] SHELLUSDT            rows= 11922  ( 0.1s)
[ 512/665] SHIBUSDT             rows= 40127  ( 0.1s)
[ 513/665] SIGNUSDT             rows= 10150  ( 0.1s)
[ 514/665] SIMOUSDT             rows=   357  ( 0.1s)
[ 515/665] SIRENUSDT            rows= 11087  ( 0.1s)
[ 516/665] SITMUSDT             rows=   505  ( 0.1s)
[ 517/665] SKHYNIXUSDT          rows=   554  ( 0.1s)
[ 518/665] SKLUSDT              rows= 27910  ( 0.1s)
[ 519/665] SKRUSDT              rows=  3722  ( 0.1s)
[ 520/665] SKYAIUSDT            rows=  9793  ( 0.1s)
[ 521/665] SKYUSDT              rows=  6935  ( 0.1s)
[ 522/665] SLPUSDT              rows=  8086  ( 0.1s)
[ 523/665] SLXUSDT              rows=   576  ( 0.1s)
[ 525/665] SMHUSDT              rows=   211  ( 0.1s)
[ 524/665] SMCIUSDT             rows=   888  ( 0.1s)
[ 526/665] SMRUSDT              rows=   505  ( 0.2s)
[ 527/665] SNDKUSDT             rows=  1705  ( 0.2s)
[ 528/665] SNOWUSDT             rows=   671  ( 0.2s)
[ 529/665] SNXUSDT              rows= 34917  ( 0.1s)
[ 530/665] SOLUSDT              rows= 43158  ( 0.1s)
[ 531/665] SOMIUSDT             rows=  7291  ( 0.1s)
[ 532/665] SONICUSDT            rows= 12812  ( 0.1s)
[ 534/665] SOONUSDT             rows=  9553  ( 0.1s)
[ 535/665] SOPHUSDT             rows=  9433  ( 0.1s)
[ 533/665] SONYUSDT             rows=    22  (32.2s)
[ 536/665] SOXLUSDT             rows=  1848  ( 0.1s)
[ 537/665] SOXSUSDT             rows=  1848  ( 0.1s)
[ 538/665] SP500USDT            rows=   818  ( 0.1s)
[ 539/665] SPACEUSDT            rows=  3668  ( 0.1s)
[ 540/665] SPCXUSDT             rows=   384  ( 0.1s)
[ 541/665] SPELLUSDT            rows= 27551  ( 0.1s)
[ 542/665] SPIRUSDT             rows=   405  ( 0.1s)
[ 543/665] SPKUSDT              rows=  8953  ( 0.1s)
[ 544/665] SPXUSDT              rows= 14492  ( 0.1s)
[ 545/665] SPYUSDT              rows=  3211  ( 0.2s)
[ 546/665] SQDUSDT              rows=  9092  ( 0.1s)
[ 547/665] SQQQUSDT             rows=  2065  ( 0.1s)
[ 548/665] SSVUSDT              rows= 28967  ( 0.1s)
[ 549/665] STABLEUSDT           rows=  5538  ( 0.1s)
[ 550/665] STBLUSDT             rows=  6482  ( 0.1s)
[ 551/665] STEEMUSDT            rows= 14112  ( 0.1s)
[ 552/665] STGUSDT              rows= 33070  ( 0.1s)
[ 553/665] STORJUSDT            rows= 34917  ( 0.2s)
[ 554/665] STOUSDT              rows= 10752  ( 0.2s)
[ 555/665] STRKUSDT             rows= 20515  ( 0.2s)
[ 556/665] STXSTOCKUSDT         rows=  1705  ( 0.1s)
[ 557/665] STXUSDT              rows= 28730  ( 0.1s)
[ 558/665] SUIUSDT              rows= 27551  ( 0.1s)
[ 559/665] SUMIELECUSDT         rows=   485  ( 0.1s)
[ 560/665] SUNUSDT              rows= 16105  ( 0.1s)
[ 562/665] SUSDT                rows= 12620  ( 0.1s)
[ 561/665] SUPERUSDT            rows= 19198  ( 0.2s)
[ 563/665] SUSHIUSDT            rows= 50377  ( 0.2s)
[ 565/665] SYNUSDT              rows= 16146  ( 0.2s)
[ 564/665] SXTUSDT              rows=  9912  ( 0.2s)
[ 566/665] SYRUPUSDT            rows=  9957  ( 0.1s)
[ 567/665] TACUSDT              rows=  8279  ( 0.1s)
[ 568/665] TAGUSDT              rows=  8037  ( 0.1s)
[ 569/665] TAIKOUSDT            rows= 17831  ( 0.1s)
[ 570/665] TAOUSDT              rows= 19314  ( 0.1s)
[ 571/665] TERUSDT              rows=   163  ( 0.1s)
[ 572/665] THETAUSDT            rows= 41661  ( 0.1s)
[ 573/665] THEUSDT              rows= 13798  ( 0.1s)
[ 574/665] TIAUSDT              rows= 23207  ( 0.1s)
[ 575/665] TKOUSDT              rows=   234  ( 0.1s)
[ 576/665] TLMUSDT              rows= 28342  ( 0.1s)
[ 577/665] TNSRUSDT             rows= 19383  ( 0.1s)
[ 578/665] TOKYOELUSDT          rows=   484  ( 0.1s)
[ 579/665] TOSHIUSDT            rows= 12336  ( 0.1s)
[ 580/665] TOWNSUSDT            rows=  7775  ( 0.1s)
[ 581/665] TQQQUSDT             rows=  2065  ( 0.1s)
[ 582/665] TRADOORUSDT          rows=  1653  ( 0.1s)
[ 583/665] TRBUSDT              rows= 17472  ( 0.1s)
[ 584/665] TREEUSDT             rows=  7943  ( 0.1s)
[ 585/665] TRIAUSDT             rows=  3332  ( 0.1s)
[ 586/665] TRUMPUSDT            rows= 12549  ( 0.1s)
[ 587/665] TRUSTUSDT            rows=  5564  ( 0.1s)
[ 588/665] TRXUSDT              rows= 51050  ( 0.1s)
[ 589/665] TSEMUSDT             rows=   357  ( 0.1s)
[ 590/665] TSLAUSDT             rows=  7444  ( 0.1s)
[ 591/665] TSMUSDT              rows=  2759  ( 0.1s)
[ 592/665] TURBOUSDT            rows= 17664  ( 0.1s)
[ 593/665] TUSDT                rows= 16321  ( 0.1s)
[ 594/665] TUTUSDT              rows= 11118  ( 0.1s)
[ 595/665] TWLOUSDT             rows=   405  ( 0.1s)
[ 596/665] UAIUSDT              rows=  5540  ( 0.1s)
[ 597/665] UBUSDT               rows=  6864  ( 0.1s)
[ 598/665] UMAUSDT              rows= 14589  ( 0.1s)
[ 599/665] UNHUSDT              rows=  5422  ( 0.1s)
[ 600/665] UNITASUSDT           rows=   572  ( 0.1s)
[ 601/665] UNIUSDT              rows= 50447  ( 0.1s)
[ 602/665] USARUSDT             rows=  1081  ( 0.1s)
[ 603/665] USDCUSDT             rows= 28821  ( 0.1s)
[ 604/665] USELESSUSDT          rows=  8302  ( 0.1s)
[ 605/665] USTCUSDT             rows= 11946  ( 0.1s)
[ 606/665] USUALUSDT            rows= 13292  ( 0.1s)
[ 608/665] UVXYUSDT             rows=   211  ( 0.1s)
[ 607/665] USUSDT               rows=  4677  ( 0.1s)
[ 609/665] VANAUSDT             rows= 13340  ( 0.1s)
[ 610/665] VANRYUSDT            rows= 19825  ( 0.1s)
[ 611/665] VELODROMEUSDT        rows= 13413  ( 0.1s)
[ 614/665] VIRTUALUSDT          rows= 14421  ( 0.1s)
[ 612/665] VELVETUSDT           rows=  8280  ( 0.1s)
[ 613/665] VETUSDT              rows= 28681  ( 0.1s)
[ 615/665] VRTUSDT              rows=  1033  ( 0.1s)
[ 616/665] VTHOUSDT             rows= 12456  ( 0.1s)
[ 617/665] VUSDT                rows=   234  ( 0.1s)
[ 618/665] VVVUSDT              rows= 12314  ( 0.1s)
[ 619/665] WALUSDT              rows= 10918  ( 0.1s)
[ 620/665] WAXPUSDT             rows= 23525  ( 0.1s)
[ 621/665] WCTUSDT              rows= 10462  ( 0.1s)
[ 622/665] WDCUSDT              rows=   888  ( 0.1s)
[ 623/665] WETUSDT              rows=  4729  ( 0.1s)
[ 624/665] WIFUSDT              rows= 20117  ( 0.1s)
[ 625/665] WLDUSDT              rows= 25584  ( 0.1s)
[ 626/665] WLFIUSDT             rows=  7339  ( 0.1s)
[ 627/665] WMTUSDT              rows=  2759  ( 0.1s)
[ 628/665] WOOUSDT              rows= 33475  ( 0.1s)
[ 629/665] WUSDT                rows= 19491  ( 0.1s)
[ 630/665] XAGUSDT              rows=  4054  ( 0.1s)
[ 631/665] XAIUSDT              rows= 21403  ( 0.1s)
[ 632/665] XANUSDT              rows=  6435  ( 0.1s)
[ 633/665] XAUTUSDT             rows= 10748  ( 0.1s)
[ 634/665] XAUUSDT              rows=  4658  ( 0.1s)
[ 635/665] XLKUSDT              rows=   211  ( 0.1s)
[ 636/665] XLMUSDT              rows= 46174  ( 0.1s)
[ 637/665] XLUUSDT              rows=   211  ( 0.1s)
[ 638/665] XMRUSDT              rows=  5423  ( 0.1s)
[ 639/665] XNDUUSDT             rows=   163  ( 0.1s)
[ 640/665] XOMUSDT              rows=  2522  ( 0.1s)
[ 641/665] XPDUSDT              rows=  3501  ( 0.1s)
[ 642/665] XPINUSDT             rows=  6864  ( 0.1s)
[ 643/665] XPLUSDT              rows=  7266  ( 0.1s)
[ 644/665] XPTUSDT              rows=  3501  ( 0.1s)
[ 645/665] XRPUSDT              rows= 56816  ( 0.1s)
[ 646/665] XTZUSDT              rows= 50641  ( 0.1s)
[ 647/665] XVGUSDT              rows= 26035  ( 0.1s)
[ 648/665] XVSUSDT              rows= 18677  ( 0.1s)
[ 649/665] YBUSDT               rows=  6170  ( 0.1s)
[ 650/665] YGGUSDT              rows= 25274  ( 0.2s)
[ 651/665] ZAMAUSDT             rows=  3427  ( 0.1s)
[ 652/665] ZBTUSDT              rows=  6022  ( 0.1s)
[ 653/665] ZECUSDT              rows=  6045  ( 0.1s)
[ 654/665] ZENUSDT              rows= 12839  ( 0.1s)
[ 655/665] ZESTUSDT             rows=   498  ( 0.1s)
[ 656/665] ZETAUSDT             rows= 20903  ( 0.1s)
[ 658/665] ZILUSDT              rows= 36933  ( 0.1s)
[ 659/665] ZKCUSDT              rows=  6790  ( 0.1s)
[ 660/665] ZKPUSDT              rows=  4458  ( 0.1s)
[ 657/665] ZHIPUUSDT            rows=    24  (32.0s)
[ 661/665] ZKUSDT               rows= 17709  ( 0.1s)
[ 662/665] ZORAUSDT             rows= 10267  ( 0.1s)
[ 663/665] ZROUSDT              rows= 17634  ( 0.1s)
[ 665/665] 龙虾USDT               rows=  2495  ( 0.1s)
[ 664/665] ZRXUSDT              rows= 36166  ( 0.1s)
Exception ignored in: <function _ProactorBasePipeTransport.__del__ at 0x0000023726F67940>
Traceback (most recent call last):
  File "C:\Users\user\anaconda3\lib\asyncio\proactor_events.py", line 116, in __del__
    self.close()
  File "C:\Users\user\anaconda3\lib\asyncio\proactor_events.py", line 108, in close
    self._loop.call_soon(self._call_connection_lost, None)
  File "C:\Users\user\anaconda3\lib\asyncio\base_events.py", line 751, in call_soon
    self._check_closed()
  File "C:\Users\user\anaconda3\lib\asyncio\base_events.py", line 515, in _check_closed
    raise RuntimeError('Event loop is closed')
RuntimeError: Event loop is closed
Exception ignored in: <function _ProactorBasePipeTransport.__del__ at 0x0000023726F67940>
Traceback (most recent call last):
  File "C:\Users\user\anaconda3\lib\asyncio\proactor_events.py", line 116, in __del__
    self.close()
  File "C:\Users\user\anaconda3\lib\asyncio\proactor_events.py", line 108, in close
    self._loop.call_soon(self._call_connection_lost, None)
  File "C:\Users\user\anaconda3\lib\asyncio\base_events.py", line 751, in call_soon
    self._check_closed()
  File "C:\Users\user\anaconda3\lib\asyncio\base_events.py", line 515, in _check_closed
    raise RuntimeError('Event loop is closed')
RuntimeError: Event loop is closed
Exception ignored in: <function _ProactorBasePipeTransport.__del__ at 0x0000023726F67940>
Traceback (most recent call last):
  File "C:\Users\user\anaconda3\lib\asyncio\proactor_events.py", line 116, in __del__
    self.close()
  File "C:\Users\user\anaconda3\lib\asyncio\proactor_events.py", line 108, in close
    self._loop.call_soon(self._call_connection_lost, None)
  File "C:\Users\user\anaconda3\lib\asyncio\base_events.py", line 751, in call_soon
    self._check_closed()
  File "C:\Users\user\anaconda3\lib\asyncio\base_events.py", line 515, in _check_closed
    raise RuntimeError('Event loop is closed')
RuntimeError: Event loop is closed
Exception ignored in: <function _ProactorBasePipeTransport.__del__ at 0x0000023726F67940>
Traceback (most recent call last):
  File "C:\Users\user\anaconda3\lib\asyncio\proactor_events.py", line 116, in __del__
    self.close()
  File "C:\Users\user\anaconda3\lib\asyncio\proactor_events.py", line 108, in close
    self._loop.call_soon(self._call_connection_lost, None)
  File "C:\Users\user\anaconda3\lib\asyncio\base_events.py", line 751, in call_soon
    self._check_closed()
  File "C:\Users\user\anaconda3\lib\asyncio\base_events.py", line 515, in _check_closed
    raise RuntimeError('Event loop is closed')
RuntimeError: Event loop is closed
Exception ignored in: <function _ProactorBasePipeTransport.__del__ at 0x0000023726F67940>
Traceback (most recent call last):
  File "C:\Users\user\anaconda3\lib\asyncio\proactor_events.py", line 116, in __del__
    self.close()
  File "C:\Users\user\anaconda3\lib\asyncio\proactor_events.py", line 108, in close
    self._loop.call_soon(self._call_connection_lost, None)
  File "C:\Users\user\anaconda3\lib\asyncio\base_events.py", line 751, in call_soon
    self._check_closed()
  File "C:\Users\user\anaconda3\lib\asyncio\base_events.py", line 515, in _check_closed
    raise RuntimeError('Event loop is closed')
RuntimeError: Event loop is closed
