Symbol,Name,close,Fri_close,today_ret_pct,passed_TFs,group
051600,한전KPS,54000.0,63900.0,-15.492957746478872,1M,new_no_rally
092200,디아이씨,8950.0,9940.0,-9.959758551307846,1M,new_no_rally
032640,LG유플러스,15800.0,15950.0,-0.9404388714733543,1M,new_no_rally
034830,한국토지신탁,1245.0,1251.0,-0.4796163069544364,1M,new_no_rally
095570,AJ네트웍스,4455.0,4460.0,-0.11210762331838565,1M,new_no_rally
006220,제주은행,12290.0,12290.0,0.0,1Q,new_no_rally
