Symbol,date,close,close_ma_atr,gap_in_atr,fwd1,fwd2,fwd3,fwd4,fwd5,fwd6,fwd7,Name,cma_b
003490,2026-05-29,26800,0.5963912630579298,0.3342830009496676,-3.731343283582089,-5.597014925373134,-6.529850746268662,-7.0895522388059735,-11.194029850746269,-7.276119402985071,-5.037313432835822,대한항공,0.5~1.0
003550,2026-06-01,165800,3.4564559216384683,0.43882457702582367,-15.560916767189381,-21.65259348612787,-25.8745476477684,-31.30277442702051,-32.08685162846804,-34.43908323281062,-35.16284680337757,LG,>2.5
003550,2026-06-02,140000,1.338404272536009,0.4256352160543777,-7.214285714285717,-12.214285714285712,-18.64285714285714,-19.571428571428573,-22.357142857142854,-23.214285714285708,-23.92857142857143,LG,1.0~1.5
003550,2026-06-04,129900,0.5706749418153607,0.47509697439875875,-5.388760585065433,-12.317167051578137,-13.317936874518866,-16.320246343341026,-17.244033872209396,-18.013856812933028,-8.85296381832179,LG,0.5~1.0
003555,2026-05-21,77000,0.7915309446254072,0.4571118349619978,-1.4285714285714235,-1.558441558441559,-4.545454545454541,-6.1038961038961,6.62337662337662,18.441558441558435,7.402597402597411,LG우,0.5~1.0
003555,2026-05-22,75900,0.48116254036598494,0.4488697524219591,-0.13175230566534468,-3.1620553359683834,-4.743083003952564,8.168642951251638,20.158102766798415,8.95915678524375,0.13175230566535578,LG우,≤0.5
003555,2026-05-26,75800,0.3970276008492569,0.46709129511677283,-3.034300791556732,-4.617414248021112,8.311345646437985,20.316622691292885,9.102902374670174,0.26385224274405594,-3.16622691292876,LG우,≤0.5
003555,2026-05-29,82100,1.288713910761155,0.32808398950131235,11.084043848964686,0.730816077953711,-7.429963459196099,-10.596833130328864,-14.494518879415352,-14.981729598051153,-16.80876979293544,LG우,1.0~1.5
003555,2026-06-01,91200,2.3952049497293117,0.16782675947409126,-9.32017543859649,-16.666666666666664,-19.517543859649123,-23.026315789473685,-23.464912280701753,-25.10964912280702,-24.013157894736846,LG우,2.0~2.5
003555,2026-06-02,82700,0.9250180245133381,0.17664023071377072,-8.10157194679565,-11.245465538089483,-15.1148730350665,-15.598548972188631,-17.41233373639661,-16.2031438935913,-17.049576783555022,LG우,0.5~1.0
003690,2026-05-19,14210,3.6076076076076076,0.0940940940940941,-2.1111893033075257,2.3223082336382816,2.181562280084437,-1.9704433497536922,-3.5186488388458836,-3.870513722730473,-9.570724841660805,코리안리,>2.5
003690,2026-05-20,13910,2.7594202898550724,0.30917874396135264,4.529115744069023,4.385334291876353,0.14378145219267058,-1.4378145219266725,-1.7972681524083378,-7.620416966211363,-7.836089144500358,코리안리,>2.5
004020,2026-05-15,46200,1.4855144855144855,0.3946053946053946,-5.952380952380953,-16.45021645021645,-21.212121212121215,-15.151515151515149,-10.064935064935066,-8.87445887445888,-10.389610389610393,현대제철,1.0~1.5
004020,2026-05-18,43450,0.29035250463821893,0.33116883116883117,-11.16225546605294,-16.225546605293438,-9.781357882623709,-4.372842347525896,-3.1070195627157626,-4.718066743383198,-9.090909090909093,현대제철,≤0.5
004100,2026-06-08,2835,0.19083255378858746,0.009354536950420954,8.112874779541457,2.821869488536155,6.8783068783068835,10.405643738977076,7.231040564373892,,,태양금속,≤0.5
004100,2026-06-09,3065,0.9665198237885463,0.013215859030837005,-4.893964110929849,-1.1419249592169667,2.1207177814029254,-0.815660685154973,,,,태양금속,0.5~1.0
004100,2026-06-15,3040,0.6485809682804674,0.030884808013355594,,,,,,,,태양금속,0.5~1.0
004150,2026-05-29,4140,1.363240418118467,0.4712543554006969,-2.536231884057971,-8.45410628019324,-5.434782608695654,-11.714975845410624,-16.666666666666664,-14.3719806763285,-17.753623188405797,한솔홀딩스,1.0~1.5
004150,2026-06-01,4035,0.8401332223147377,0.4338051623646961,-6.0718711276332105,-2.9739776951672847,-9.417596034696407,-14.498141263940523,-12.143742255266421,-15.613382899628247,-12.887236679058244,한솔홀딩스,0.5~1.0
004150,2026-06-04,3915,0.2555640828856485,0.37989255564082886,-6.641123882503197,-11.877394636015326,-9.450830140485312,-13.026819923371647,-10.217113665389533,-9.83397190293742,-7.024265644955296,한솔홀딩스,≤0.5
004560,2026-05-15,16900,0.06204044117647059,0.21553308823529413,-3.668639053254441,-6.804733727810652,-10.887573964497044,0.591715976331364,-0.41420118343195034,-2.3668639053254448,-7.692307692307687,현대비앤지스틸,≤0.5
005090,2026-06-12,58400,1.5544904137235116,0.052976791120080725,-3.595890410958902,,,,,,,SGC에너지,1.5~2.0
005090,2026-06-15,56300,1.0693612774451098,0.13023952095808383,,,,,,,,SGC에너지,1.0~1.5
005380,2026-06-01,750000,2.026211671612265,0.443620178041543,-2.8000000000000025,-6.666666666666665,-6.666666666666665,-14.800000000000002,-14.800000000000002,-19.733333333333334,-20.399999999999995,현대차,2.0~2.5
005380,2026-06-02,729000,1.3533585619678334,0.3618732261116367,-3.978052126200271,-3.978052126200271,-12.345679012345679,-12.345679012345679,-17.421124828532232,-18.106995884773657,-16.735253772290815,현대차,1.0~1.5
005380,2026-06-04,700000,0.6396103896103896,0.38358070500927643,0.0,-8.714285714285719,-8.714285714285719,-14.000000000000002,-14.714285714285714,-13.28571428571429,-7.571428571428573,현대차,0.5~1.0
005380,2026-06-05,700000,0.48255813953488375,0.4288908765652952,-8.714285714285719,-8.714285714285719,-14.000000000000002,-14.714285714285714,-13.28571428571429,-7.571428571428573,,현대차,≤0.5
005430,2026-06-11,79200,0.47586206896551725,0.29195402298850576,10.984848484848486,6.313131313131315,,,,,,한국공항,≤0.5
005430,2026-06-12,87900,1.5039483129935391,0.05671213208901651,-4.2093287827076225,,,,,,,한국공항,1.5~2.0
005850,2026-05-15,68200,0.9848184818481848,0.38547854785478547,-4.985337243401755,-8.35777126099707,-13.636363636363635,0.4398826979472137,11.143695014662747,10.997067448680342,6.451612903225801,에스엘,0.5~1.0
005850,2026-05-18,64800,0.025173064820641914,0.3574575204531152,-3.5493827160493874,-9.104938271604935,5.709876543209869,16.975308641975317,16.820987654320984,12.037037037037045,16.666666666666675,에스엘,≤0.5
005850,2026-05-21,68500,0.7758346581875993,0.2564917859035506,10.656934306569333,10.510948905109485,5.985401459854023,10.364963503649637,9.635036496350358,8.32116788321169,0.7299270072992803,에스엘,0.5~1.0
005850,2026-05-22,75800,2.044356826022671,0.2700837851158206,-0.13192612137202797,-4.221635883905018,-0.26385224274406704,-0.923482849604218,-2.110817941952503,-8.970976253298158,-6.068601583113454,에스엘,2.0~2.5
005850,2026-05-26,75700,1.9196383726770467,0.2862882973380211,-4.095112285336855,-0.13210039630119352,-0.7926023778071389,-1.9815059445178362,-8.850726552179655,-5.944517833553498,-7.926023778071334,에스엘,1.5~2.0
005850,2026-05-27,72600,1.1483113069016153,0.31815956926089084,4.132231404958686,3.443526170798905,2.203856749311295,-4.958677685950407,-1.9283746556473802,-3.9944903581267233,-11.98347107438017,에스엘,1.0~1.5
005850,2026-05-28,75600,1.578296049500238,0.33127082341742026,-0.6613756613756627,-1.851851851851849,-8.730158730158733,-5.820105820105825,-7.804232804232802,-15.476190476190476,-13.756613756613756,에스엘,1.5~2.0
005850,2026-05-29,75100,1.3820065944418276,0.37776731040979744,-1.1984021304926817,-8.122503328894803,-5.193075898801602,-7.190412782956058,-14.913448735019974,-13.182423435419445,-15.446071904127834,에스엘,1.0~1.5
005850,2026-06-01,74200,1.10250569476082,0.40455580865603646,-7.008086253369273,-4.043126684636123,-6.064690026954178,-13.881401617250678,-12.129380053908356,-14.420485175202158,-12.53369272237197,에스엘,1.0~1.5
005850,2026-06-02,69000,0.09753914988814318,0.4178970917225951,3.1884057971014457,1.0144927536231974,-7.391304347826089,-5.507246376811592,-7.971014492753625,-5.942028985507242,-1.8840579710144967,에스엘,≤0.5
