643 USDT-M perpetual symbols on Bitget (granularity=1d)
[   2/643] 1000000MOGUSDT       rows=   673  ( 0.1s)
[   4/643] 1000BONKUSDT         rows=   831  ( 0.1s)
[   5/643] 1000CATUSDT          rows=   640  ( 0.1s)
[   3/643] 10000NEXUSDT         rows=    28  ( 0.1s)
[   1/643] 0GUSDT               rows=   273  ( 0.2s)
[   6/643] 1000RATSUSDT         rows=   915  ( 0.1s)
[   7/643] 1000SATSUSDT         rows=   918  ( 0.1s)
[   8/643] 1000XECUSDT          rows=  1077  ( 0.1s)
[   9/643] 1INCHUSDT            rows=  1441  ( 0.1s)
[  10/643] 1MBABYDOGEUSDT       rows=   640  ( 0.1s)
[  11/643] 1MCHEEMSUSDT         rows=   572  ( 0.1s)
[  12/643] 2ZUSDT               rows=   259  ( 0.1s)
[  13/643] 4USDT                rows=   252  ( 0.1s)
[  14/643] AAOIUSDT             rows=    57  ( 0.1s)
[  15/643] AAPLUSDT             rows=   296  ( 0.1s)
[  16/643] AAVEUSDT             rows=  1920  ( 0.1s)
[  17/643] ABNBUSDT             rows=     3  ( 0.1s)
[  18/643] ACEUSDT              rows=   912  ( 0.1s)
[  20/643] ACHUSDT              rows=  1206  ( 0.1s)
[  19/643] ACHRUSDT             rows=    23  ( 0.1s)
[  21/643] ACTUSDT              rows=   584  ( 0.1s)
[  22/643] ACUUSDT              rows=   148  ( 0.1s)
[  23/643] ACXUSDT              rows=   559  ( 0.1s)
[  24/643] ADAUSDT              rows=  2129  ( 0.1s)
[  25/643] ADBEUSDT             rows=    10  ( 0.1s)
[  26/643] ADVANTESTUSDT        rows=    13  ( 0.1s)
[  27/643] AEHRUSDT             rows=     8  ( 0.1s)
[  28/643] AEROUSDT             rows=   590  ( 0.1s)
[  29/643] AEVOUSDT             rows=   818  ( 0.1s)
[  30/643] AGLDUSDT             rows=  1066  ( 0.1s)
[  31/643] AINUSDT              rows=   343  ( 0.1s)
[  32/643] AIOUSDT              rows=   309  ( 0.1s)
[  33/643] AIXBTUSDT            rows=   544  ( 0.1s)
[  34/643] AKTUSDT              rows=   658  ( 0.1s)
[  35/643] ALCHUSDT             rows=   527  ( 0.1s)
[  36/643] ALGOUSDT             rows=  1568  ( 0.1s)
[  37/643] ALICEUSDT            rows=   695  ( 0.1s)
[  38/643] ALLOUSDT             rows=   219  ( 0.1s)
[  39/643] ALTUSDT              rows=   870  ( 0.1s)
[  40/643] AMATUSDT             rows=    64  ( 0.1s)
[  41/643] AMCUSDT              rows=    10  ( 0.1s)
[  42/643] AMDUSDT              rows=    64  ( 0.1s)
[  43/643] AMZNUSDT             rows=   296  ( 0.1s)
[  44/643] ANIMEUSDT            rows=   511  ( 0.1s)
[  45/643] ANKRUSDT             rows=  1209  ( 0.1s)
[  46/643] ANTHROPICUSDT        rows=    16  ( 0.1s)
[  47/643] APEUSDT              rows=  1532  ( 0.1s)
[  49/643] APLDUSDT             rows=    51  ( 0.1s)
[  50/643] APPUSDT              rows=   282  ( 0.1s)
[  48/643] API3USDT             rows=  1403  ( 1.1s)
[  51/643] APRUSDT              rows=   238  ( 0.1s)
[  52/643] APTUSDT              rows=  1338  ( 0.1s)
[  53/643] ARBUSDT              rows=  1183  ( 0.1s)
[  54/643] ARCUSDT              rows=   517  ( 0.1s)
[  55/643] ARIAUSDT             rows=   288  ( 0.1s)
[  56/643] ARKMUSDT             rows=  1055  ( 0.1s)
[  57/643] ARKUSDT              rows=   633  ( 0.1s)
[  58/643] ARMUSDT              rows=   283  ( 0.1s)
[  59/643] ARPAUSDT             rows=  1156  ( 0.1s)
[  60/643] ARQQUSDT             rows=    23  ( 0.1s)
[  61/643] ARUSDT               rows=  1632  ( 0.1s)
[  62/643] ASMLUSDT             rows=   283  ( 0.1s)
[  63/643] ASRUSDT              rows=   408  ( 0.1s)
[  64/643] ASTERUSDT            rows=   272  ( 0.1s)
[  65/643] ASTRUSDT             rows=  1211  ( 0.1s)
[  66/643] ASTSUSDT             rows=    30  ( 0.1s)
[  67/643] ATHUSDT              rows=   733  ( 0.1s)
[  68/643] ATOMUSDT             rows=  2058  ( 0.1s)
[  69/643] ATUSDT               rows=   227  ( 0.1s)
[  70/643] AUCTIONUSDT          rows=   486  ( 0.1s)
[  71/643] AUSDT                rows=   386  ( 0.1s)
[  72/643] AVAUSDT              rows=   552  ( 0.1s)
[  73/643] AVAVUSDT             rows=    17  ( 0.1s)
[  74/643] AVAXUSDT             rows=  1723  ( 0.1s)
[  75/643] AVGOUSDT             rows=   127  ( 0.1s)
[  76/643] AVNTUSDT             rows=   282  ( 0.1s)
[  77/643] AWEUSDT              rows=   393  ( 0.1s)
[  78/643] AXLUSDT              rows=   827  ( 0.1s)
[  79/643] AXONUSDT             rows=    17  ( 0.1s)
[  80/643] AXSUSDT              rows=  1729  ( 0.1s)
[  81/643] AXTIUSDT             rows=    38  ( 0.1s)
[  82/643] AZTECUSDT            rows=   126  ( 0.1s)
[  83/643] B2USDT               rows=   414  ( 0.1s)
[  84/643] BABAUSDT             rows=   283  ( 0.1s)
[  85/643] BABYUSDT             rows=   434  ( 0.1s)
[  86/643] BANANAS31USDT        rows=   455  ( 0.1s)
[  87/643] BANANAUSDT           rows=   698  ( 0.1s)
[  89/643] BANKUSDT             rows=   426  ( 0.1s)
[  90/643] BANUSDT              rows=   577  ( 0.1s)
[  88/643] BANDUSDT             rows=  1403  ( 1.1s)
[  91/643] BARDUSDT             rows=   273  ( 0.1s)
[  92/643] BASEDUSDT            rows=    80  ( 0.1s)
[  93/643] BASUSDT              rows=   296  ( 0.1s)
[  94/643] BATUSDT              rows=  1303  ( 0.1s)
[  95/643] BAUSDT               rows=    70  ( 0.1s)
[  96/643] BBSTOCKUSDT          rows=    14  ( 0.1s)
[  98/643] BCHUSDT              rows=  2459  ( 0.1s)
[  99/643] BEAMUSDT             rows=   827  ( 0.1s)
[  97/643] BBUSDT               rows=   766  ( 0.1s)
[ 100/643] BEATUSDT             rows=   218  ( 0.1s)
[ 102/643] BEUSDT               rows=    57  ( 0.1s)
[ 101/643] BERAUSDT             rows=   497  ( 0.1s)
[ 103/643] BGBUSDT              rows=   713  ( 0.1s)
[ 104/643] BICOUSDT             rows=   756  ( 0.1s)
[ 105/643] BIGTIMEUSDT          rows=   980  ( 0.1s)
[ 106/643] BILLUSDT             rows=    43  ( 0.1s)
[ 107/643] BIOUSDT              rows=   531  ( 0.1s)
[ 108/643] BIRBUSDT             rows=   140  ( 0.1s)
[ 109/643] BLESSUSDT            rows=   268  ( 0.1s)
[ 110/643] BLURUSDT             rows=  1213  ( 0.1s)
[ 111/643] BMNRUSDT             rows=     2  ( 0.1s)
[ 112/643] BNBUSDT              rows=  2536  ( 0.1s)
[ 113/643] BNTUSDT              rows=  1042  ( 0.1s)
[ 114/643] BOMEUSDT             rows=   821  ( 0.1s)
[ 115/643] BRETTUSDT            rows=   734  ( 0.1s)
[ 116/643] BREVUSDT             rows=   163  ( 0.1s)
