643 USDT-M perpetual symbols on Bitget (granularity=1d)
[   2/643] 1000000MOGUSDT       rows=   672  ( 5.0s)
[   5/643] 1000CATUSDT          rows=   639  ( 5.2s)
[   1/643] 0GUSDT               rows=   272  ( 5.3s)
[   3/643] 10000NEXUSDT         rows=    27  ( 6.5s)
[   4/643] 1000BONKUSDT         rows=   830  ( 7.6s)
[   9/643] 1INCHUSDT            rows=  1440  ( 4.5s)
[   8/643] 1000XECUSDT          rows=  1076  ( 5.3s)
[  10/643] 1MBABYDOGEUSDT       rows=   639  ( 6.3s)
[   6/643] 1000RATSUSDT         rows=   914  ( 7.6s)
[   7/643] 1000SATSUSDT         rows=   917  ( 7.7s)
[  14/643] AAOIUSDT             rows=    56  ( 4.3s)
[  11/643] 1MCHEEMSUSDT         rows=   571  ( 7.1s)
[  12/643] 2ZUSDT               rows=   258  ( 7.4s)
[  15/643] AAPLUSDT             rows=   295  ( 7.7s)
[  13/643] 4USDT                rows=   251  ( 7.7s)
[  20/643] ACHUSDT              rows=  1205  ( 4.3s)
[  17/643] ABNBUSDT             rows=     2  ( 5.4s)
[  19/643] ACHRUSDT             rows=    22  ( 5.5s)
[  16/643] AAVEUSDT             rows=  1919  ( 6.6s)
[  18/643] ACEUSDT              rows=   911  ( 7.5s)
[  25/643] ADBEUSDT             rows=     9  ( 5.4s)
[  23/643] ACXUSDT              rows=   558  ( 5.6s)
[  21/643] ACTUSDT              rows=   583  ( 6.1s)
[  24/643] ADAUSDT              rows=  2128  ( 6.4s)
[  22/643] ACUUSDT              rows=   147  ( 6.4s)
[  29/643] AEVOUSDT             rows=   817  ( 5.6s)
[  28/643] AEROUSDT             rows=   589  ( 6.6s)
[  27/643] AEHRUSDT             rows=     7  ( 6.6s)
[  30/643] AGLDUSDT             rows=  1065  ( 6.7s)
[  26/643] ADVANTESTUSDT        rows=    12  ( 7.8s)
[  31/643] AINUSDT              rows=   342  ( 5.3s)
[  35/643] ALCHUSDT             rows=   526  ( 5.8s)
[  32/643] AIOUSDT              rows=   308  ( 6.5s)
[  33/643] AIXBTUSDT            rows=   543  ( 6.6s)
[  34/643] AKTUSDT              rows=   657  ( 7.1s)
[  38/643] ALLOUSDT             rows=   218  ( 4.4s)
[  36/643] ALGOUSDT             rows=  1567  ( 5.3s)
[  40/643] AMATUSDT             rows=    63  ( 5.4s)
[  39/643] ALTUSDT              rows=   869  ( 6.1s)
[  37/643] ALICEUSDT            rows=   694  ( 6.2s)
[  41/643] AMCUSDT              rows=     9  ( 5.2s)
[  42/643] AMDUSDT              rows=    63  ( 5.3s)
[  43/643] AMZNUSDT             rows=   295  ( 5.3s)
[  45/643] ANKRUSDT             rows=  1208  ( 6.3s)
[  44/643] ANIMEUSDT            rows=   510  ( 6.3s)
[  50/643] APPUSDT              rows=   281  ( 5.4s)
[  49/643] APLDUSDT             rows=    50  ( 5.4s)
[  47/643] APEUSDT              rows=  1531  ( 5.4s)
[  48/643] API3USDT             rows=  1402  ( 7.5s)
[  46/643] ANTHROPICUSDT        rows=    15  ( 7.6s)
[  52/643] APTUSDT              rows=  1337  ( 4.3s)
[  53/643] ARBUSDT              rows=  1182  ( 5.4s)
[  54/643] ARCUSDT              rows=   516  ( 5.8s)
[  51/643] APRUSDT              rows=   237  ( 6.4s)
[  55/643] ARIAUSDT             rows=   287  ( 6.6s)
[  57/643] ARKUSDT              rows=   632  ( 5.4s)
[  59/643] ARPAUSDT             rows=  1155  ( 5.4s)
[  58/643] ARMUSDT              rows=   282  ( 5.4s)
[  56/643] ARKMUSDT             rows=  1054  ( 5.6s)
[  60/643] ARQQUSDT             rows=    22  ( 6.4s)
[  62/643] ASMLUSDT             rows=   282  ( 4.2s)
[  64/643] ASTERUSDT            rows=   271  ( 5.3s)
[  65/643] ASTRUSDT             rows=  1210  ( 5.4s)
[  61/643] ARUSDT               rows=  1631  ( 6.4s)
[  63/643] ASRUSDT              rows=   407  ( 7.1s)
[  68/643] ATOMUSDT             rows=  2057  ( 5.3s)
[  67/643] ATHUSDT              rows=   732  ( 6.1s)
[  66/643] ASTSUSDT             rows=    29  ( 7.5s)
[  70/643] AUCTIONUSDT          rows=   485  ( 7.9s)
[  69/643] ATUSDT               rows=   226  ( 8.5s)
[  73/643] AVAVUSDT             rows=    16  ( 5.6s)
[  71/643] AUSDT                rows=   385  ( 5.8s)
[  75/643] AVGOUSDT             rows=   126  ( 6.3s)
[  72/643] AVAUSDT              rows=   551  ( 6.4s)
[  74/643] AVAXUSDT             rows=  1722  ( 8.6s)
[  80/643] AXSUSDT              rows=  1728  ( 4.7s)
[  76/643] AVNTUSDT             rows=   281  ( 5.6s)
[  79/643] AXONUSDT             rows=    16  ( 6.8s)
[  77/643] AWEUSDT              rows=   392  ( 7.1s)
[  78/643] AXLUSDT              rows=   826  ( 7.3s)
[  81/643] AXTIUSDT             rows=    37  ( 4.3s)
[  85/643] BABYUSDT             rows=   433  ( 5.3s)
[  83/643] B2USDT               rows=   413  ( 5.3s)
[  82/643] AZTECUSDT            rows=   125  ( 5.4s)
[  84/643] BABAUSDT             rows=   282  ( 6.6s)
