664 USDT-M perpetual symbols on Bitget (granularity=1h)
[ 447/664] PIUSDT               rows= 11784  ( 0.1s)
[ 448/664] PIXELUSDT            rows= 20539  ( 0.1s)
[ 449/664] PLTRUSDT             rows=  6959  ( 0.1s)
[ 450/664] PLUMEUSDT            rows= 12484  ( 0.1s)
[ 451/664] PLUSDT               rows=   429  ( 0.1s)
[ 452/664] PNUTUSDT             rows= 14208  ( 0.1s)
[ 453/664] POETUSDT             rows=   912  ( 0.1s)
[ 454/664] POLUSDT              rows= 15794  ( 0.1s)
[ 455/664] POLYXUSDT            rows= 23395  ( 0.1s)
[ 456/664] POPCATUSDT           rows= 16766  ( 0.1s)
[ 458/664] POWRUSDT             rows= 14953  ( 0.1s)
[ 457/664] POWERUSDT            rows=  4842  ( 0.1s)
[ 459/664] PRLUSDT              rows=  2061  ( 0.1s)
[ 460/664] PROMUSDT             rows= 12644  ( 0.1s)
[ 461/664] PROSUSDT             rows=  1387  ( 0.2s)
[ 464/664] PUNDIXUSDT           rows= 10133  ( 0.1s)
[ 462/664] PROVEUSDT            rows=  7799  ( 0.2s)
[ 463/664] PUMPUSDT             rows=  8329  ( 0.2s)
[ 465/664] PYTHUSDT             rows= 22707  ( 0.2s)
[ 466/664] QBTSUSDT             rows=   742  ( 0.1s)
[ 467/664] QCOMUSDT             rows=   912  ( 0.1s)
[ 468/664] QNTSTOCKUSDT         rows=   672  ( 0.1s)
[ 469/664] QNTUSDT              rows= 26420  ( 0.1s)
[ 470/664] QQQUSDT              rows=  5781  ( 0.1s)
[ 471/664] QTUMUSDT             rows= 34099  ( 0.1s)
[ 472/664] QUBTUSDT             rows=   742  ( 0.1s)
[ 473/664] QUSDT                rows=  7128  ( 0.1s)
[ 475/664] RAREUSDT             rows= 16368  ( 0.1s)
[ 474/664] RAMUSDT              rows=    20  (31.9s)
[ 476/664] RAVEUSDT             rows=  4637  ( 0.1s)
[ 477/664] RAYUSDT              rows= 14782  ( 0.1s)
[ 478/664] RCATUSDT             rows=   596  ( 0.1s)
[ 479/664] RDDTUSDT             rows=  5781  ( 0.1s)
[ 480/664] RDWUSDT              rows=   912  ( 0.1s)
[ 482/664] REDUSDT              rows= 11443  ( 0.1s)
[ 481/664] RECALLUSDT           rows=  6092  ( 0.2s)
[ 483/664] RENDERUSDT           rows= 16798  ( 0.1s)
[ 484/664] RESOLVUSDT           rows=  9146  ( 0.2s)
[ 485/664] REUSDT               rows=   186  ( 0.1s)
[ 486/664] REZUSDT              rows= 18882  ( 0.2s)
[ 487/664] RGTIUSDT             rows=   742  ( 0.1s)
[ 488/664] RIVERUSDT            rows=  6041  ( 0.1s)
[ 489/664] RKLBUSDT             rows=  1872  ( 0.1s)
[ 490/664] ROBOUSDT             rows=  2854  ( 0.4s)
[ 491/664] ROKUSDT              rows=   235  ( 0.1s)
[ 492/664] ROSEUSDT             rows= 36190  ( 0.1s)
[ 493/664] RPLUSDT              rows= 15697  ( 0.1s)
[ 494/664] RSRUSDT              rows= 35381  ( 0.2s)
[ 495/664] RTXSTOCKUSDT         rows=   596  ( 0.2s)
[ 496/664] RUNEUSDT             rows= 36792  ( 0.1s)
[ 497/664] RVNUSDT              rows= 27934  ( 0.1s)
[ 498/664] SAFEUSDT             rows= 14615  ( 0.1s)
[ 499/664] SAHARAUSDT           rows=  8761  ( 0.1s)
[ 500/664] SAMSUNGUSDT          rows=   578  ( 0.1s)
[ 501/664] SANDUSDT             rows= 39862  ( 0.2s)
[ 502/664] SANTOSUSDT           rows= 14538  ( 0.1s)
[ 503/664] SAPIENUSDT           rows=  7437  ( 0.1s)
[ 504/664] SATLUSDT             rows=   429  ( 0.1s)
[ 505/664] SATSSTOCKUSDT        rows=   429  ( 0.1s)
[ 506/664] SCRTUSDT             rows= 13965  ( 0.1s)
[ 507/664] SEIUSDT              rows= 25056  ( 0.1s)
[ 508/664] SENTUSDT             rows=  3715  ( 0.1s)
[ 509/664] SFPUSDT              rows= 27934  ( 0.1s)
[ 510/664] SGOVUSDT             rows=   235  ( 0.1s)
[ 511/664] SHELLUSDT            rows= 11946  ( 0.1s)
[ 512/664] SHIBUSDT             rows= 40151  ( 0.1s)
[ 513/664] SIGNUSDT             rows= 10174  ( 0.1s)
[ 514/664] SIMOUSDT             rows=   381  ( 0.1s)
[ 515/664] SIRENUSDT            rows= 11111  ( 0.1s)
[ 516/664] SITMUSDT             rows=   529  ( 0.1s)
[ 517/664] SKHYNIXUSDT          rows=   578  ( 0.1s)
[ 518/664] SKLUSDT              rows= 27934  ( 0.1s)
[ 519/664] SKRUSDT              rows=  3746  ( 0.1s)
[ 520/664] SKYAIUSDT            rows=  9817  ( 0.1s)
[ 521/664] SKYUSDT              rows=  6959  ( 0.1s)
[ 522/664] SLPUSDT              rows=  8110  ( 0.1s)
[ 523/664] SLXUSDT              rows=   600  ( 0.1s)
[ 524/664] SMCIUSDT             rows=   912  ( 0.1s)
[ 525/664] SMHUSDT              rows=   235  ( 0.1s)
[ 526/664] SMRUSDT              rows=   529  ( 0.1s)
[ 527/664] SNDKUSDT             rows=  1729  ( 0.1s)
[ 528/664] SNOWUSDT             rows=   695  ( 0.1s)
[ 529/664] SNXUSDT              rows= 34941  ( 0.1s)
[ 530/664] SOLUSDT              rows= 43182  ( 0.2s)
[ 531/664] SOMIUSDT             rows=  7315  ( 0.1s)
[ 532/664] SONICUSDT            rows= 12836  ( 0.1s)
[ 533/664] SONYUSDT             rows=    46  ( 0.1s)
[ 534/664] SOONUSDT             rows=  9577  ( 0.1s)
[ 535/664] SOPHUSDT             rows=  9457  ( 0.1s)
[ 536/664] SOXLUSDT             rows=  1872  ( 0.1s)
[ 537/664] SOXSUSDT             rows=  1872  ( 0.1s)
[ 538/664] SP500USDT            rows=   842  ( 0.1s)
[ 539/664] SPACEUSDT            rows=  3692  ( 0.1s)
[ 540/664] SPCXUSDT             rows=   408  ( 0.1s)
[ 541/664] SPELLUSDT            rows= 27575  ( 0.1s)
[ 542/664] SPIRUSDT             rows=   429  ( 0.1s)
[ 543/664] SPKUSDT              rows=  8977  ( 0.1s)
[ 544/664] SPXUSDT              rows= 14516  ( 0.1s)
[ 545/664] SPYUSDT              rows=  3235  ( 0.1s)
[ 546/664] SQDUSDT              rows=  9116  ( 0.1s)
[ 547/664] SQQQUSDT             rows=  2089  ( 0.1s)
[ 548/664] SSVUSDT              rows= 28991  ( 0.1s)
[ 549/664] STABLEUSDT           rows=  5562  ( 0.1s)
[ 550/664] STBLUSDT             rows=  6506  ( 0.1s)
[ 551/664] STEEMUSDT            rows= 14136  ( 0.1s)
[ 552/664] STGUSDT              rows= 33094  ( 0.1s)
[ 553/664] STORJUSDT            rows= 34941  ( 0.2s)
[ 554/664] STOUSDT              rows= 10776  ( 0.2s)
[ 555/664] STRKUSDT             rows= 20539  ( 0.2s)
[ 556/664] STXSTOCKUSDT         rows=  1729  ( 0.1s)
[ 557/664] STXUSDT              rows= 28754  ( 0.1s)
[ 558/664] SUIUSDT              rows= 27575  ( 0.1s)
[ 559/664] SUNUSDT              rows= 16129  ( 0.1s)
[ 560/664] SUPERUSDT            rows= 19222  ( 0.1s)
[ 561/664] SUSDT                rows= 12644  ( 0.2s)
[ 562/664] SUSHIUSDT            rows= 50401  ( 0.2s)
[ 563/664] SXTUSDT              rows=  9936  ( 0.2s)
[ 564/664] SYNUSDT              rows= 16170  ( 0.2s)
[ 565/664] SYRUPUSDT            rows=  9981  ( 0.2s)
[ 566/664] TACUSDT              rows=  8303  ( 0.2s)
[ 567/664] TAGUSDT              rows=  8061  ( 0.1s)
[ 568/664] TAIKOUSDT            rows= 17855  ( 0.1s)
[ 569/664] TAOUSDT              rows= 19338  ( 0.1s)
[ 570/664] TERUSDT              rows=   187  ( 0.1s)
[ 571/664] THETAUSDT            rows= 41685  ( 0.2s)
[ 572/664] THEUSDT              rows= 13822  ( 0.2s)
[ 573/664] TIAUSDT              rows= 23231  ( 0.2s)
[ 574/664] TKOUSDT              rows=   258  ( 0.2s)
[ 575/664] TLMUSDT              rows= 28366  ( 0.2s)
[ 577/664] TOKYOELUSDT          rows=   508  ( 0.1s)
[ 576/664] TNSRUSDT             rows= 19407  ( 0.2s)
[ 578/664] TOSHIUSDT            rows= 12360  ( 0.1s)
[ 579/664] TOWNSUSDT            rows=  7799  ( 0.1s)
[ 580/664] TQQQUSDT             rows=  2089  ( 0.1s)
[ 581/664] TRADOORUSDT          rows=  1677  ( 0.2s)
[ 582/664] TRBUSDT              rows= 17496  ( 0.1s)
[ 583/664] TREEUSDT             rows=  7967  ( 0.1s)
[ 584/664] TRIAUSDT             rows=  3356  ( 0.1s)
[ 585/664] TRUMPUSDT            rows= 12573  ( 0.1s)
[ 586/664] TRUSTUSDT            rows=  5588  ( 0.1s)
[ 587/664] TRXUSDT              rows= 51074  ( 0.2s)
[ 588/664] TSEMUSDT             rows=   381  ( 0.1s)
[ 589/664] TSLAUSDT             rows=  7468  ( 0.1s)
[ 590/664] TSMUSDT              rows=  2783  ( 0.1s)
[ 591/664] TURBOUSDT            rows= 17688  ( 0.1s)
[ 592/664] TUSDT                rows= 16345  ( 0.1s)
[ 593/664] TUTUSDT              rows= 11142  ( 0.1s)
[ 594/664] TWLOUSDT             rows=   429  ( 0.1s)
[ 595/664] UAIUSDT              rows=  5564  ( 0.1s)
[ 596/664] UBUSDT               rows=  6888  ( 0.1s)
[ 598/664] UNHUSDT              rows=  5446  ( 0.1s)
[ 597/664] UMAUSDT              rows= 14613  ( 0.1s)
[ 599/664] UNITASUSDT           rows=   596  ( 0.1s)
[ 600/664] UNIUSDT              rows= 50471  ( 0.2s)
[ 601/664] USARUSDT             rows=  1105  ( 0.1s)
[ 602/664] USDCUSDT             rows= 28845  ( 0.1s)
[ 604/664] USTCUSDT             rows= 11970  ( 0.1s)
[ 603/664] USELESSUSDT          rows=  8326  ( 0.1s)
[ 605/664] USUALUSDT            rows= 13316  ( 0.1s)
[ 606/664] USUSDT               rows=  4701  ( 0.1s)
[ 607/664] UVXYUSDT             rows=   235  ( 0.1s)
[ 608/664] VANAUSDT             rows= 13364  ( 0.1s)
[ 609/664] VANRYUSDT            rows= 19849  ( 0.1s)
[ 610/664] VELODROMEUSDT        rows= 13437  ( 0.1s)
[ 611/664] VELVETUSDT           rows=  8304  ( 0.1s)
[ 612/664] VETUSDT              rows= 28705  ( 0.1s)
[ 613/664] VIRTUALUSDT          rows= 14445  ( 0.1s)
[ 614/664] VRTUSDT              rows=  1057  ( 0.1s)
[ 615/664] VTHOUSDT             rows= 12480  ( 0.1s)
[ 616/664] VUSDT                rows=   258  ( 0.2s)
[ 617/664] VVVUSDT              rows= 12338  ( 0.1s)
[ 619/664] WAXPUSDT             rows= 23549  ( 0.1s)
[ 618/664] WALUSDT              rows= 10942  ( 0.1s)
[ 620/664] WCTUSDT              rows= 10486  ( 0.1s)
[ 621/664] WDCUSDT              rows=   912  ( 0.1s)
[ 622/664] WETUSDT              rows=  4753  ( 0.1s)
[ 623/664] WIFUSDT              rows= 20141  ( 0.1s)
[ 624/664] WLDUSDT              rows= 25608  ( 0.1s)
[ 625/664] WLFIUSDT             rows=  7363  ( 0.1s)
[ 626/664] WMTUSDT              rows=  2783  ( 0.1s)
[ 627/664] WOOUSDT              rows= 33499  ( 0.2s)
[ 628/664] WUSDT                rows= 19515  ( 0.2s)
[ 629/664] XAGUSDT              rows=  4078  ( 0.2s)
[ 630/664] XAIUSDT              rows= 21427  ( 0.2s)
[ 631/664] XANUSDT              rows=  6459  ( 0.2s)
[ 632/664] XAUTUSDT             rows= 10772  ( 0.1s)
[ 633/664] XAUUSDT              rows=  4682  ( 0.1s)
[ 634/664] XLKUSDT              rows=   235  ( 0.1s)
[ 635/664] XLMUSDT              rows= 46198  ( 0.2s)
[ 636/664] XLUUSDT              rows=   235  ( 0.1s)
[ 637/664] XMRUSDT              rows=  5447  ( 0.1s)
[ 638/664] XNDUUSDT             rows=   187  ( 0.1s)
[ 639/664] XOMUSDT              rows=  2546  ( 0.1s)
[ 640/664] XPDUSDT              rows=  3525  ( 0.1s)
[ 642/664] XPLUSDT              rows=  7290  ( 0.1s)
[ 641/664] XPINUSDT             rows=  6888  ( 0.2s)
[ 644/664] XRPUSDT              rows= 56840  ( 0.1s)
[ 643/664] XPTUSDT              rows=  3525  ( 0.2s)
[ 645/664] XTZUSDT              rows= 50665  ( 0.2s)
[ 646/664] XVGUSDT              rows= 26059  ( 0.1s)
[ 647/664] XVSUSDT              rows= 18701  ( 0.1s)
[ 648/664] YBUSDT               rows=  6194  ( 0.1s)
[ 649/664] YGGUSDT              rows= 25298  ( 0.1s)
[ 650/664] ZAMAUSDT             rows=  3451  ( 0.1s)
[ 652/664] ZECUSDT              rows=  6069  ( 0.1s)
[ 651/664] ZBTUSDT              rows=  6046  ( 0.2s)
[ 653/664] ZENUSDT              rows= 12863  ( 0.1s)
[ 654/664] ZESTUSDT             rows=   522  ( 0.1s)
[ 655/664] ZETAUSDT             rows= 20927  ( 0.1s)
[ 656/664] ZHIPUUSDT            rows=    48  ( 0.1s)
[ 657/664] ZILUSDT              rows= 36957  ( 0.1s)
[ 659/664] ZKPUSDT              rows=  4482  ( 0.1s)
[ 660/664] ZKUSDT               rows= 17733  ( 0.1s)
[ 658/664] ZKCUSDT              rows=  6814  ( 0.2s)
[ 661/664] ZORAUSDT             rows= 10291  ( 0.1s)
[ 662/664] ZROUSDT              rows= 17658  ( 0.1s)
[ 663/664] ZRXUSDT              rows= 36190  ( 0.1s)
[ 664/664] 龙虾USDT               rows=  2519  ( 0.1s)
