symbol,bar_ts,last_close,ret_bar,amt_bar,ch_score,dist_ma10,ret_short,ret_24h,ret_72h,vol_burst_24v72,bull_stack,ma10_strong_up,ch_pct,거래대금,ret_bar_str
ARBUSDT,2026-05-26 00:00:00,0.1072,-0.0102,,-23.0,0.0004,-0.0102,0.0219,-0.0237,0.16,0,0,-17.7,-,-1.02%
MEUSDT,2026-05-26 00:00:00,0.0946,-0.0197,,-23.0,-0.0418,-0.0197,-0.0789,0.015,0.15,1,0,-17.7,-,-1.97%
RVNUSDT,2026-05-26 00:00:00,0.005465,0.0221,,-24.0,0.0174,0.0221,0.0273,-0.0051,1.1,0,0,-18.5,-,2.21%
OPGUSDT,2026-05-26 00:00:00,0.2003,-0.0498,,-24.0,-0.0938,-0.0498,-0.1477,-0.0697,0.21,0,0,-18.5,-,-4.98%
CHIPUSDT,2026-05-26 00:00:00,0.04384,-0.0451,,-24.0,-0.0817,-0.0451,-0.1091,-0.0763,0.45,0,0,-18.5,-,-4.51%
GALAUSDT,2026-05-26 00:00:00,0.003235,-0.0164,,-25.0,-0.0021,-0.0164,0.0135,-0.0086,0.21,0,0,-19.2,-,-1.64%
SKYAIUSDT,2026-05-26 00:00:00,0.2704,-0.018,,-25.0,-0.1118,-0.018,-0.174,-0.1008,0.42,0,0,-19.2,-,-1.8%
1MCHEEMSUSDT,2026-05-26 00:00:00,0.6754,0.0007,,-25.0,-0.03,0.0007,-0.0721,-0.0873,0.25,0,0,-19.2,-,0.07%
CFXUSDT,2026-05-26 00:00:00,0.05504,-0.0122,,-26.0,0.0021,-0.0122,0.0095,-0.0185,0.14,0,0,-20.0,-,-1.22%
CYSUSDT,2026-05-26 00:00:00,0.44626,0.0379,,-26.0,-0.0176,0.0379,-0.0409,-0.024,0.67,0,0,-20.0,-,3.79%
2ZUSDT,2026-05-26 00:00:00,0.09686,-0.0132,,-27.0,-0.0467,-0.0132,-0.0675,-0.1186,0.15,0,0,-20.8,-,-1.32%
BRUSDT,2026-05-26 00:00:00,0.1201,-0.0166,,-27.0,-0.0162,-0.0166,-0.0009,-0.0314,0.25,0,0,-20.8,-,-1.66%
ARPAUSDT,2026-05-26 00:00:00,0.01071,-0.0174,,-27.0,-0.019,-0.0174,-0.0129,-0.0437,0.27,0,0,-20.8,-,-1.74%
CVXUSDT,2026-05-26 00:00:00,1.655,-0.0042,,-29.0,-0.0118,-0.0042,-0.0084,-0.0012,0.07,0,0,-22.3,-,-0.42%
PEPEUSDT,2026-05-26 00:00:00,3.5352e-06,-0.0165,,-29.0,-0.0147,-0.0165,-0.0052,-0.023,0.19,0,0,-22.3,-,-1.65%
CARVUSDT,2026-05-26 00:00:00,0.05327,-0.0201,,-29.0,-0.0196,-0.0201,-0.0128,-0.013,0.12,0,0,-22.3,-,-2.01%
BSVUSDT,2026-05-26 00:00:00,14.36,-0.0137,,-29.0,-0.0233,-0.0137,-0.0185,-0.0349,0.17,0,0,-22.3,-,-1.37%
WUSDT,2026-05-26 00:00:00,0.01206,-0.0251,,-29.0,-0.0174,-0.0251,-0.0058,-0.0147,0.31,0,0,-22.3,-,-2.51%
IPUSDT,2026-05-26 00:00:00,0.48,-0.016,,-29.0,-0.0195,-0.016,-0.0156,-0.0021,0.16,1,0,-22.3,-,-1.6%
GMTUSDT,2026-05-26 00:00:00,0.0111,-0.0098,,-29.0,-0.0434,-0.0098,-0.0561,0.0462,0.05,0,0,-22.3,-,-0.98%
BILLUSDT,2026-05-26 00:00:00,0.08802,-0.0088,,-29.0,-0.1683,-0.0088,-0.2122,-0.0461,0.25,0,1,-22.3,-,-0.88%
VANRYUSDT,2026-05-26 00:00:00,0.004818,-0.0179,,-29.0,-0.0115,-0.0179,0.0054,-0.0243,0.26,0,0,-22.3,-,-1.79%
PUNDIXUSDT,2026-05-26 00:00:00,0.1401,-0.0043,,-29.0,-0.0055,-0.0043,0.0007,-0.0021,0.31,0,0,-22.3,-,-0.43%
ZORAUSDT,2026-05-26 00:00:00,0.01074,-0.0192,,-29.0,-0.0196,-0.0192,-0.012,-0.0512,0.1,0,0,-22.3,-,-1.92%
WLFIUSDT,2026-05-26 00:00:00,0.0609,-0.0033,,-29.0,-0.008,-0.0033,0.005,-0.0225,0.14,0,0,-22.3,-,-0.33%
RPLUSDT,2026-05-26 00:00:00,1.68,-0.0147,,-29.0,-0.0076,-0.0147,0.0036,-0.0135,0.23,0,0,-22.3,-,-1.47%
AAVEUSDT,2026-05-26 00:00:00,85.46,-0.0098,,-29.0,-0.0076,-0.0098,0.0005,-0.0064,0.21,0,0,-22.3,-,-0.98%
LSKUSDT,2026-05-26 00:00:00,0.1174,-0.0159,,-29.0,-0.0161,-0.0159,-0.0059,-0.0233,0.16,0,0,-22.3,-,-1.59%
ZKUSDT,2026-05-26 00:00:00,0.01454,-0.0196,,-29.0,-0.0142,-0.0196,0.0007,-0.0215,0.18,0,0,-22.3,-,-1.96%
MELANIAUSDT,2026-05-26 00:00:00,0.0926,-0.0222,,-29.0,-0.024,-0.0222,-0.018,-0.0404,0.05,0,0,-22.3,-,-2.22%
TAIKOUSDT,2026-05-26 00:00:00,0.1086,-0.01,,-29.0,-0.0028,-0.01,0.0102,-0.0018,0.11,0,0,-22.3,-,-1.0%
MEMEUSDT,2026-05-26 00:00:00,0.0005028,-0.0157,,-29.0,-0.0121,-0.0157,-0.004,-0.0065,0.17,0,0,-22.3,-,-1.57%
MEWUSDT,2026-05-26 00:00:00,0.0005272,-0.0195,,-29.0,-0.0191,-0.0195,-0.012,-0.0164,0.1,0,0,-22.3,-,-1.95%
MOCAUSDT,2026-05-26 00:00:00,0.01254,-0.0195,,-29.0,-0.0212,-0.0195,-0.018,-0.0134,0.1,0,0,-22.3,-,-1.95%
MOODENGUSDT,2026-05-26 00:00:00,0.04944,-0.0132,,-29.0,-0.0194,-0.0132,-0.0163,-0.0128,0.1,0,0,-22.3,-,-1.32%
SXTUSDT,2026-05-26 00:00:00,0.01146,-0.0205,,-29.0,-0.0167,-0.0205,-0.0009,-0.0205,0.42,0,0,-22.3,-,-2.05%
EGLDUSDT,2026-05-26 00:00:00,3.9,-0.0091,,-29.0,-0.01,-0.0091,-0.001,-0.0086,0.2,0,0,-22.3,-,-0.91%
CROSSUSDT,2026-05-26 00:00:00,0.0939,0.0141,,-29.0,-0.0032,0.0141,-0.0036,-0.0043,0.22,0,0,-22.3,-,1.41%
ZKCUSDT,2026-05-26 00:00:00,0.06737,-0.0109,,-29.0,-0.0074,-0.0109,0.0072,-0.0171,0.34,0,0,-22.3,-,-1.09%
ANIMEUSDT,2026-05-26 00:00:00,0.004283,-0.0125,,-29.0,-0.0127,-0.0125,-0.006,-0.0049,0.18,0,0,-22.3,-,-1.25%
SANDUSDT,2026-05-26 00:00:00,0.07064,-0.0127,,-29.0,-0.0057,-0.0127,0.0028,-0.0035,0.21,0,0,-22.3,-,-1.27%
ROBOUSDT,2026-05-26 00:00:00,0.01941,-0.0202,,-30.0,-0.0391,-0.0202,-0.0453,-0.0628,0.16,0,0,-23.1,-,-2.02%
4USDT,2026-05-26 00:00:00,0.00888,-0.0188,,-30.0,-0.0352,-0.0188,-0.0316,-0.0358,0.15,0,0,-23.1,-,-1.88%
KWEBUSDT,2026-05-26 00:00:00,26.867,-0.0014,,-30.0,-0.0004,-0.0014,0.002,-0.0056,0.03,0,0,-23.1,-,-0.14%
GIGGLEUSDT,2026-05-26 00:00:00,30.31,-0.0175,,-30.0,-0.0099,-0.0175,-0.0049,-0.051,0.19,0,0,-23.1,-,-1.75%
POWRUSDT,2026-05-26 00:00:00,0.06331,-0.0081,,-31.0,-0.0074,-0.0081,0.0021,-0.0163,0.05,0,0,-23.8,-,-0.81%
KSMUSDT,2026-05-26 00:00:00,4.758,-0.0178,,-31.0,-0.0168,-0.0178,-0.0112,-0.0384,0.34,0,0,-23.8,-,-1.78%
USTCUSDT,2026-05-26 00:00:00,0.00598,-0.0164,,-31.0,-0.02,-0.0164,-0.0197,-0.0386,0.12,0,0,-23.8,-,-1.64%
FLOCKUSDT,2026-05-26 00:00:00,0.06577,-0.0382,,-31.0,-0.0116,-0.0382,0.0066,-0.002,0.38,0,0,-23.8,-,-3.82%
UMAUSDT,2026-05-26 00:00:00,0.447,-0.0154,,-31.0,-0.0223,-0.0154,-0.0232,-0.0249,0.05,0,0,-23.8,-,-1.54%
CHRUSDT,2026-05-26 00:00:00,0.02114,-0.0172,,-31.0,-0.0109,-0.0172,0.0009,-0.0321,0.18,0,0,-23.8,-,-1.72%
CHILLGUYUSDT,2026-05-26 00:00:00,0.01209,-0.0289,,-31.0,-0.039,-0.0289,-0.0281,-0.0458,0.22,0,0,-23.8,-,-2.89%
TURBOUSDT,2026-05-26 00:00:00,0.001095,-0.0162,,-31.0,-0.0208,-0.0162,-0.0197,-0.0344,0.1,0,0,-23.8,-,-1.62%
HOLOUSDT,2026-05-26 00:00:00,0.07302,-0.0119,,-31.0,-0.0083,-0.0119,-0.0029,-0.0395,0.14,0,0,-23.8,-,-1.19%
SHELLUSDT,2026-05-26 00:00:00,0.03156,-0.0187,,-31.0,-0.0177,-0.0187,-0.0097,-0.039,0.19,0,0,-23.8,-,-1.87%
BOMEUSDT,2026-05-26 00:00:00,0.0005173,-0.0167,,-31.0,-0.0222,-0.0167,-0.0201,-0.0749,0.41,0,0,-23.8,-,-1.67%
BRETTUSDT,2026-05-26 00:00:00,0.006911,-0.0207,,-31.0,-0.0261,-0.0207,-0.0243,-0.0469,0.29,0,0,-23.8,-,-2.07%
JUPUSDT,2026-05-26 00:00:00,0.1986,-0.0139,,-31.0,-0.0141,-0.0139,-0.0075,-0.0168,0.19,0,0,-23.8,-,-1.39%
KASUSDT,2026-05-26 00:00:00,0.03325,-0.0116,,-31.0,-0.0033,-0.0116,-0.0003,-0.0198,0.24,0,0,-23.8,-,-1.16%
LAYERUSDT,2026-05-26 00:00:00,0.0871,-0.0169,,-31.0,-0.0149,-0.0169,-0.0235,-0.0512,0.17,0,0,-23.8,-,-1.69%
RSRUSDT,2026-05-26 00:00:00,0.001646,-0.0108,,-31.0,-0.0078,-0.0108,0.0049,-0.0329,0.15,0,0,-23.8,-,-1.08%
REZUSDT,2026-05-26 00:00:00,0.004372,-0.0166,,-31.0,-0.0172,-0.0166,-0.0113,-0.037,0.23,0,0,-23.8,-,-1.66%
USUALUSDT,2026-05-26 00:00:00,0.01357,-0.0167,,-31.0,-0.0097,-0.0167,0.003,-0.0251,0.08,0,0,-23.8,-,-1.67%
STORJUSDT,2026-05-26 00:00:00,0.1002,-0.0224,,-31.0,-0.0351,-0.0224,-0.0402,-0.0618,0.15,0,0,-23.8,-,-2.24%
NEOUSDT,2026-05-26 00:00:00,2.81,-0.0085,,-31.0,-0.0047,-0.0085,-0.0021,-0.0158,0.08,0,0,-23.8,-,-0.85%
SUIUSDT,2026-05-26 00:00:00,1.0233,-0.0186,,-31.0,-0.015,-0.0186,0.0013,-0.0195,0.21,0,0,-23.8,-,-1.86%
ASTRUSDT,2026-05-26 00:00:00,0.00772,-0.0153,,-31.0,-0.0061,-0.0153,0.0052,-0.0178,0.16,0,0,-23.8,-,-1.53%
AXLUSDT,2026-05-26 00:00:00,0.05688,-0.0295,,-31.0,-0.0193,-0.0295,-0.0028,-0.0372,0.26,0,0,-23.8,-,-2.95%
VANAUSDT,2026-05-26 00:00:00,1.445,-0.0143,,-31.0,-0.0221,-0.0143,-0.017,-0.0487,0.1,0,0,-23.8,-,-1.43%
LUNAUSDT,2026-05-26 00:00:00,0.06108,-0.0109,,-31.0,-0.0078,-0.0109,-0.0002,-0.0241,0.11,0,0,-23.8,-,-1.09%
INXUSDT,2026-05-26 00:00:00,0.009502,-0.0321,,-32.0,-0.0404,-0.0321,-0.0355,-0.065,0.28,0,0,-24.6,-,-3.21%
ILVUSDT,2026-05-26 00:00:00,4.248,-0.0135,,-32.0,-0.0109,-0.0135,-0.0009,-0.031,1.23,0,0,-24.6,-,-1.35%
KGENUSDT,2026-05-26 00:00:00,0.18143,-0.0135,,-32.0,-0.0165,-0.0135,-0.0108,-0.0576,0.27,0,0,-24.6,-,-1.35%
BASEDUSDT,2026-05-26 00:00:00,0.06663,-0.0332,,-32.0,-0.0401,-0.0332,-0.0503,-0.0739,0.25,0,0,-24.6,-,-3.32%
RIVERUSDT,2026-05-26 00:00:00,6.334,-0.0039,,-32.0,-0.0137,-0.0039,-0.0126,-0.0962,0.16,0,0,-24.6,-,-0.39%
TACUSDT,2026-05-26 00:00:00,0.01719,-0.0054,,-33.0,-0.019,-0.0054,-0.061,-0.0408,0.23,0,0,-25.4,-,-0.54%
CELOUSDT,2026-05-26 00:00:00,0.0775,-0.019,,-34.0,-0.0302,-0.019,-0.0397,-0.042,0.78,0,0,-26.2,-,-1.9%
ENJUSDT,2026-05-26 00:00:00,0.04028,-0.0098,,-35.0,-0.0099,-0.0098,0.0057,-0.0498,0.18,0,0,-26.9,-,-0.98%
KERNELUSDT,2026-05-26 00:00:00,0.06187,-0.0102,,-36.0,0.0016,-0.0102,0.0041,-0.019,0.17,0,0,-27.7,-,-1.02%
SPACEUSDT,2026-05-26 00:00:00,0.007531,-0.0013,,-36.0,-0.0247,-0.0013,-0.0223,-0.0225,0.17,0,0,-27.7,-,-0.13%
GWEIUSDT,2026-05-26 00:00:00,0.11306,-0.0187,,-36.0,-0.0358,-0.0187,-0.0589,-0.0482,0.23,0,0,-27.7,-,-1.87%
KAIAUSDT,2026-05-26 00:00:00,0.04966,-0.0155,,-37.0,-0.0272,-0.0155,-0.0289,-0.0393,0.17,0,0,-28.5,-,-1.55%
GMXUSDT,2026-05-26 00:00:00,6.337,-0.0198,,-37.0,-0.0473,-0.0198,-0.0587,-0.082,0.55,0,0,-28.5,-,-1.98%
BUSDT,2026-05-26 00:00:00,0.2397,-0.024,,-37.0,-0.0339,-0.024,-0.0559,-0.0851,0.52,0,0,-28.5,-,-2.4%
ZETAUSDT,2026-05-26 00:00:00,0.04909,-0.0154,,-39.0,-0.0174,-0.0154,-0.0065,-0.0395,0.13,0,0,-30.0,-,-1.54%
TUTUSDT,2026-05-26 00:00:00,0.0104,-0.0161,,-39.0,-0.0284,-0.0161,-0.0189,-0.0605,0.26,0,0,-30.0,-,-1.61%
XAIUSDT,2026-05-26 00:00:00,0.00988,-0.0179,,-39.0,-0.0147,-0.0179,-0.002,-0.0256,0.22,0,0,-30.0,-,-1.79%
SUSHIUSDT,2026-05-26 00:00:00,0.2033,-0.0107,,-39.0,-0.003,-0.0107,0.0094,-0.0126,0.18,0,0,-30.0,-,-1.07%
THETAUSDT,2026-05-26 00:00:00,0.1906,-0.0195,,-39.0,-0.017,-0.0195,0.0,-0.029,0.24,0,0,-30.0,-,-1.95%
STGUSDT,2026-05-26 00:00:00,0.1669,0.0036,,-39.0,-0.0013,0.0036,0.0012,-0.0177,0.12,0,0,-30.0,-,0.36%
SPKUSDT,2026-05-26 00:00:00,0.0268,-0.0265,,-39.0,-0.0176,-0.0265,-0.01,-0.0603,0.28,0,0,-30.0,-,-2.65%
ZRXUSDT,2026-05-26 00:00:00,0.1038,-0.0086,,-39.0,-0.0101,-0.0086,-0.0057,-0.0272,0.12,0,0,-30.0,-,-0.86%
BANKUSDT,2026-05-26 00:00:00,0.03462,-0.0103,,-39.0,-0.0455,-0.0103,-0.0615,-0.1262,0.35,0,0,-30.0,-,-1.03%
HOTUSDT,2026-05-26 00:00:00,0.0003819,-0.0203,,-39.0,-0.0198,-0.0203,-0.02,-0.029,0.24,0,0,-30.0,-,-2.03%
OGNUSDT,2026-05-26 00:00:00,0.02139,-0.012,,-39.0,-0.0093,-0.012,0.0047,-0.0277,0.16,0,0,-30.0,-,-1.2%
OGUSDT,2026-05-26 00:00:00,2.9529,-0.0115,,-39.0,-0.0112,-0.0115,-0.0043,-0.0499,0.17,0,0,-30.0,-,-1.15%
NMRUSDT,2026-05-26 00:00:00,8.184,-0.0161,,-39.0,-0.0239,-0.0161,-0.0145,-0.0315,0.22,0,0,-30.0,-,-1.61%
MOVRUSDT,2026-05-26 00:00:00,1.961,-0.0195,,-39.0,-0.032,-0.0195,-0.0378,-0.0671,0.23,0,0,-30.0,-,-1.95%
APEUSDT,2026-05-26 00:00:00,0.1342,-0.014,,-39.0,-0.0137,-0.014,-0.0096,-0.0282,0.23,0,0,-30.0,-,-1.4%
HYPERUSDT,2026-05-26 00:00:00,0.0972,-0.0241,,-39.0,-0.0372,-0.0241,-0.0319,-0.0787,0.2,0,0,-30.0,-,-2.41%
METISUSDT,2026-05-26 00:00:00,3.199,-0.0136,,-39.0,-0.0267,-0.0136,-0.0193,-0.0989,0.12,0,0,-30.0,-,-1.36%
GRIFFAINUSDT,2026-05-26 00:00:00,0.01093,-0.0327,,-39.0,-0.0371,-0.0327,-0.0379,-0.0496,0.36,0,0,-30.0,-,-3.27%
JOEUSDT,2026-05-26 00:00:00,0.0416,-0.0119,,-39.0,-0.0128,-0.0119,-0.0024,-0.0393,0.22,0,0,-30.0,-,-1.19%
AUSDT,2026-05-26 00:00:00,0.0779,-0.0178,,-39.0,-0.008,-0.0178,0.004,-0.0196,0.16,0,0,-30.0,-,-1.78%
AVAUSDT,2026-05-26 00:00:00,0.2317,-0.0069,,-39.0,-0.0082,-0.0069,-0.0034,-0.0277,0.34,0,0,-30.0,-,-0.69%
LTCUSDT,2026-05-26 00:00:00,52.25,-0.0085,,-39.0,-0.0084,-0.0085,-0.0055,-0.0128,0.17,0,0,-30.0,-,-0.85%
BELUSDT,2026-05-26 00:00:00,0.1011,-0.0156,,-39.0,-0.0138,-0.0156,-0.002,-0.0408,0.4,0,0,-30.0,-,-1.56%
COMPUSDT,2026-05-26 00:00:00,19.43,-0.0015,,-39.0,-0.0114,-0.0015,-0.0381,-0.0066,0.45,0,0,-30.0,-,-0.15%
BANDUSDT,2026-05-26 00:00:00,0.2011,-0.0089,,-39.0,-0.0143,-0.0089,-0.0074,-0.036,0.26,0,0,-30.0,-,-0.89%
ONGUSDT,2026-05-26 00:00:00,0.06456,-0.0218,,-39.0,-0.0142,-0.0218,-0.0097,-0.041,0.09,0,0,-30.0,-,-2.18%
ONTUSDT,2026-05-26 00:00:00,0.05493,-0.0196,,-39.0,-0.0281,-0.0196,-0.0233,-0.0674,0.18,0,0,-30.0,-,-1.96%
BROCCOLIUSDT,2026-05-26 00:00:00,0.01422,-0.0173,,-39.0,-0.0181,-0.0173,-0.0104,-0.0411,0.25,0,0,-30.0,-,-1.73%
CHZUSDT,2026-05-26 00:00:00,0.03578,-0.0269,,-39.0,-0.0246,-0.0269,-0.0203,-0.1245,0.2,0,0,-30.0,-,-2.69%
COTIUSDT,2026-05-26 00:00:00,0.01219,-0.0201,,-39.0,-0.0203,-0.0201,-0.013,-0.0348,0.08,0,0,-30.0,-,-2.01%
SFPUSDT,2026-05-26 00:00:00,0.2753,-0.0079,,-39.0,-0.0073,-0.0079,0.0125,-0.0168,0.39,0,0,-30.0,-,-0.79%
CTSIUSDT,2026-05-26 00:00:00,0.02924,-0.0178,,-39.0,-0.0192,-0.0178,-0.0145,-0.0324,0.62,0,0,-30.0,-,-1.78%
DIAUSDT,2026-05-26 00:00:00,0.1762,-0.02,,-39.0,-0.0173,-0.02,-0.0073,-0.0222,0.08,0,0,-30.0,-,-2.0%
CGPTUSDT,2026-05-26 00:00:00,0.02369,-0.0219,,-39.0,-0.0337,-0.0219,-0.0478,-0.0742,0.15,0,0,-30.0,-,-2.19%
CELRUSDT,2026-05-26 00:00:00,0.002468,-0.0128,,-39.0,-0.0185,-0.0128,-0.0152,-0.0544,0.27,0,0,-30.0,-,-1.28%
CETUSUSDT,2026-05-26 00:00:00,0.0247,-0.0187,,-39.0,-0.0202,-0.0187,-0.0124,-0.0411,0.12,0,0,-30.0,-,-1.87%
SLPUSDT,2026-05-26 00:00:00,0.0006132,-0.0134,,-39.0,-0.0177,-0.0134,-0.0153,-0.0229,0.07,0,0,-30.0,-,-1.34%
LINEAUSDT,2026-05-26 00:00:00,0.003129,-0.0107,,-39.0,-0.005,-0.0107,0.0156,-0.0258,0.23,0,0,-30.0,-,-1.07%
ENSOUSDT,2026-05-26 00:00:00,0.767,-0.0198,,-40.0,-0.0242,-0.0198,-0.0224,-0.0621,0.14,0,0,-30.8,-,-1.98%
BIRBUSDT,2026-05-26 00:00:00,0.12567,-0.0129,,-40.0,-0.0181,-0.0129,-0.0105,-0.0523,0.27,0,0,-30.8,-,-1.29%
BREVUSDT,2026-05-26 00:00:00,0.1088,-0.0163,,-40.0,-0.0188,-0.0163,-0.0027,-0.0372,0.19,0,0,-30.8,-,-1.63%
WETUSDT,2026-05-26 00:00:00,0.07624,-0.0385,,-40.0,-0.0311,-0.0385,-0.0243,-0.0513,0.19,0,0,-30.8,-,-3.85%
TRADOORUSDT,2026-05-26 00:00:00,0.538,-0.0478,,-40.0,-0.0705,-0.0478,-0.0927,-0.1419,0.53,0,0,-30.8,-,-4.78%
FOGOUSDT,2026-05-26 00:00:00,0.01487,-0.0198,,-40.0,-0.0267,-0.0198,0.0081,-0.0741,0.18,0,0,-30.8,-,-1.98%
FRAXUSDT,2026-05-26 00:00:00,0.41097,-0.0138,,-40.0,-0.016,-0.0138,-0.0188,-0.0331,0.19,0,0,-30.8,-,-1.38%
0GUSDT,2026-05-26 00:00:00,0.471,-0.0115,,-40.0,-0.0069,-0.0115,0.0026,-0.0183,0.17,0,0,-30.8,-,-1.15%
BARDUSDT,2026-05-26 00:00:00,0.2124,-0.0203,,-40.0,-0.0215,-0.0203,-0.0252,-0.0432,0.19,0,0,-30.8,-,-2.03%
METUSDT,2026-05-26 00:00:00,0.1309,-0.0113,,-40.0,-0.0167,-0.0113,-0.0046,-0.0501,0.13,0,0,-30.8,-,-1.13%
OPNUSDT,2026-05-26 00:00:00,0.1688,-0.0276,,-40.0,-0.0135,-0.0276,0.0036,-0.0354,0.14,0,0,-30.8,-,-2.76%
AIGENSYNUSDT,2026-05-26 00:00:00,0.03017,-0.0308,,-40.0,-0.0697,-0.0308,-0.0833,-0.1263,0.14,0,0,-30.8,-,-3.08%
CRVUSDT,2026-05-26 00:00:00,0.2203,-0.013,,-41.0,-0.0238,-0.013,-0.0244,-0.0376,0.15,0,0,-31.5,-,-1.3%
ACHUSDT,2026-05-26 00:00:00,0.006477,-0.0075,,-41.0,-0.0123,-0.0075,-0.0163,-0.0444,0.13,0,0,-31.5,-,-0.75%
1000XECUSDT,2026-05-26 00:00:00,0.00693,-0.0128,,-41.0,-0.0169,-0.0128,-0.017,-0.0375,0.14,0,0,-31.5,-,-1.28%
KMNOUSDT,2026-05-26 00:00:00,0.0196,-0.0215,,-41.0,-0.0182,-0.0215,-0.0121,-0.0397,0.15,0,0,-31.5,-,-2.15%
UNIUSDT,2026-05-26 00:00:00,3.281,-0.0135,,-41.0,-0.0228,-0.0135,-0.027,-0.0273,0.32,0,0,-31.5,-,-1.35%
IOSTUSDT,2026-05-26 00:00:00,0.00104,-0.0114,,-41.0,-0.0144,-0.0114,-0.0114,-0.0344,0.08,0,0,-31.5,-,-1.14%
RESOLVUSDT,2026-05-26 00:00:00,0.02496,-0.0592,,-41.0,-0.0558,-0.0592,-0.0488,-0.1205,0.57,0,0,-31.5,-,-5.92%
BANANAUSDT,2026-05-26 00:00:00,3.733,-0.0174,,-41.0,-0.0233,-0.0174,-0.0197,-0.0349,0.23,0,0,-31.5,-,-1.74%
RAVEUSDT,2026-05-26 00:00:00,0.53891,-0.0278,,-44.0,-0.0568,-0.0278,-0.0806,-0.0482,0.19,0,0,-33.8,-,-2.78%
ALTUSDT,2026-05-26 00:00:00,0.007142,-0.0092,,-44.0,-0.0414,-0.0092,-0.0449,-0.0938,0.04,0,0,-33.8,-,-0.92%
AINUSDT,2026-05-26 00:00:00,0.07756,0.0069,,-46.0,-0.024,0.0069,-0.0357,-0.1148,0.24,0,0,-35.4,-,0.69%
IRYSUSDT,2026-05-26 00:00:00,0.03038,-0.0438,,-47.0,-0.0539,-0.0438,-0.0623,-0.0937,0.32,0,0,-36.2,-,-4.38%
PRLUSDT,2026-05-26 00:00:00,0.1681,-0.0244,,-47.0,-0.056,-0.0244,-0.0666,-0.1176,0.28,0,0,-36.2,-,-2.44%
1000RATSUSDT,2026-05-26 00:00:00,0.03249,-0.0166,,-49.0,-0.0191,-0.0166,-0.0031,-0.0937,0.18,0,0,-37.7,-,-1.66%
ZILUSDT,2026-05-26 00:00:00,0.00387,-0.0082,,-49.0,-0.0076,-0.0082,-0.0028,-0.0163,0.15,0,0,-37.7,-,-0.82%
CKBUSDT,2026-05-26 00:00:00,0.001389,-0.01,,-49.0,-0.0087,-0.01,-0.0036,-0.0191,0.25,0,0,-37.7,-,-1.0%
ACTUSDT,2026-05-26 00:00:00,0.01231,-0.0261,,-49.0,-0.0202,-0.0261,-0.0128,-0.0428,0.14,0,0,-37.7,-,-2.61%
ALCHUSDT,2026-05-26 00:00:00,0.07159,-0.0146,,-49.0,-0.0204,-0.0146,-0.0224,-0.0247,0.3,0,0,-37.7,-,-1.46%
AGLDUSDT,2026-05-26 00:00:00,0.2319,-0.0128,,-49.0,-0.0128,-0.0128,-0.0132,-0.0362,0.17,0,0,-37.7,-,-1.28%
BSBUSDT,2026-05-26 00:00:00,0.65042,-0.0299,,-49.0,-0.2364,-0.0299,-0.3492,-0.4482,0.34,0,0,-37.7,-,-2.99%
XTZUSDT,2026-05-26 00:00:00,0.3305,-0.0084,,-49.0,-0.0149,-0.0084,-0.0161,-0.0271,0.26,0,0,-37.7,-,-0.84%
BIGTIMEUSDT,2026-05-26 00:00:00,0.01181,-0.0207,,-49.0,-0.0232,-0.0207,-0.024,-0.0414,0.16,0,0,-37.7,-,-2.07%
ARKUSDT,2026-05-26 00:00:00,0.1577,-0.0094,,-49.0,-0.0096,-0.0094,0.0025,-0.0265,0.24,0,0,-37.7,-,-0.94%
ASRUSDT,2026-05-26 00:00:00,1.041,-0.0207,,-49.0,-0.0255,-0.0207,-0.028,-0.0804,0.16,0,0,-37.7,-,-2.07%
BCHUSDT,2026-05-26 00:00:00,346.13,-0.0149,,-49.0,-0.0072,-0.0149,0.004,-0.0478,0.2,0,0,-37.7,-,-1.49%
AUCTIONUSDT,2026-05-26 00:00:00,4.598,-0.0101,,-49.0,-0.0096,-0.0101,-0.0022,-0.0263,0.24,0,0,-37.7,-,-1.01%
AXSUSDT,2026-05-26 00:00:00,1.135,-0.0096,,-49.0,-0.0148,-0.0096,-0.0139,-0.0258,0.21,0,0,-37.7,-,-0.96%
COOKIEUSDT,2026-05-26 00:00:00,0.01316,-0.0201,,-49.0,-0.029,-0.0201,-0.0288,-0.0937,0.11,0,0,-37.7,-,-2.01%
SKLUSDT,2026-05-26 00:00:00,0.00605,-0.0258,,-49.0,-0.0124,-0.0258,-0.0033,-0.0163,0.51,0,0,-37.7,-,-2.58%
VTHOUSDT,2026-05-26 00:00:00,0.0005051,-0.0032,,-49.0,-0.0091,-0.0032,-0.0037,-0.0262,0.07,0,0,-37.7,-,-0.32%
PIPPINUSDT,2026-05-26 00:00:00,0.02181,-0.014,,-49.0,-0.0227,-0.014,-0.0263,-0.0695,0.08,0,0,-37.7,-,-1.4%
COWUSDT,2026-05-26 00:00:00,0.1619,-0.0122,,-49.0,-0.0074,-0.0122,0.0025,-0.0134,0.06,0,0,-37.7,-,-1.22%
MAVUSDT,2026-05-26 00:00:00,0.01339,-0.0147,,-49.0,-0.0174,-0.0147,-0.0103,-0.0297,0.11,0,0,-37.7,-,-1.47%
SYNUSDT,2026-05-26 00:00:00,0.04357,-0.0122,,-49.0,-0.0152,-0.0122,-0.0093,-0.074,0.03,0,0,-37.7,-,-1.22%
