symbol,ts_kst,close,body_pct,wick_ratio,prev_range_pct,prev_max,breakout_pct,close_now,change_now_pct
BRUSDT,2026-06-03 18:00,0.12395,6.294485893148099,1.0,27.780904145563678,0.13624,-9.02084556664709,0.10972,-11.480435659540142
NEARUSDT,2026-06-03 13:00,2.8196,5.205029663072272,0.9432048681541584,22.274457130064924,2.731,3.2442328817283053,2.6969,-4.351681089516244
SUSHIUSDT,2026-06-03 13:00,0.2166,7.868525896414333,1.0,11.157894736842103,0.2112,2.556818181818176,0.2167,0.046168051708225646
AIOUSDT,2026-06-03 11:00,0.10429,8.760037543018031,0.9545454545454533,24.494020239190434,0.10826,-3.6670977276925933,0.10346,-0.7958577044778958
COHRUSDT,2026-06-02 22:00,416.4,9.005235602094235,0.96062552359676,11.904968602598602,386.71,7.677587856533319,401.88,-3.4870317002881803
IDOLUSDT,2026-06-02 19:00,0.0333,8.398437500000009,0.9591078066914502,29.160063391442154,0.0326,2.1472392638037,0.02666,-19.93993993993995
MELANIAUSDT,2026-06-02 18:00,0.1047,9.748427672955978,0.9687500000000006,13.118527042577668,0.0983,6.51068158697864,0.0871,-16.80993314231137
JOEUSDT,2026-06-02 02:00,0.04133,5.541368743615931,0.9863636363636353,14.552736982643536,0.0429,-3.6596736596736643,0.03461,-16.259375756109357
MUSDT,2026-06-02 02:00,3.26338,7.552872082024656,0.9079275781466665,12.325378036555977,3.15996,3.272826238306823,3.36358,3.070436173537854
MERLUSDT,2026-06-02 01:00,0.03046,7.25352112676056,0.9406392694063934,25.63993174061434,0.02945,3.4295415959252984,0.0251,-17.596848325673015
IONQUSDT,2026-06-01 23:00,72.14,6.338443396226411,1.0,17.612524461839538,72.12,0.027731558513582943,66.16,-8.289437205433885
CRWVUSDT,2026-06-01 23:00,126.79,6.761535870663524,0.9745145631067968,18.063425787851674,118.76,6.761535870663524,107.83,-14.9538607145674
HFTUSDT,2026-06-01 17:00,0.01226,5.2360515021459175,0.9682539682539695,18.287937743190678,0.01216,0.8223684210526265,0.01107,-9.70636215334421
WUSDT,2026-06-01 12:00,0.01363,6.40124902419984,0.9879518072289162,14.784946236559144,0.01281,6.40124902419984,0.01192,-12.545854732208362
VVVUSDT,2026-06-01 11:00,19.522,6.543688260655996,0.9569034317637654,31.22871543386459,19.267,1.323506513728131,19.486,-0.1844073353139935
PIXELUSDT,2026-06-01 07:00,0.00744,6.437768240343359,0.9656652360515032,11.835170100622909,0.007002,6.2553556126820915,0.006286,-15.51075268817205
HOMEUSDT,2026-05-31 15:00,0.03117,8.304378040305767,1.0,34.867503486750344,0.02901,7.445708376421918,0.03812,22.29708052614694
KITEUSDT,2026-05-31 11:00,0.20876,5.588993981083408,1.0,12.151394422310744,0.21394,-2.4212395998878145,0.19233,-7.870281663153861
BATUSDT,2026-05-31 11:00,0.126,5.087572977481229,0.9384615384615368,28.704663212435232,0.1242,1.4492753623188372,0.0981,-22.14285714285714
ARCUSDT,2026-05-31 02:00,0.07949,6.000800106680896,0.9036144578313264,17.42187499999999,0.07515,5.7751164337990835,0.07422,-6.629764750283068
BANDUSDT,2026-05-31 01:00,0.2075,5.063291139240497,0.9708737864077648,13.580246913580257,0.2116,-1.9376181474480245,0.194,-6.506024096385535
MAGMAUSDT,2026-05-30 23:00,0.28665,9.141791044776133,0.9917389508467584,21.52000716140006,0.2715,5.580110497237568,0.44613,55.635792778649915
ALGOUSDT,2026-05-30 10:00,0.1348,5.891594658287516,0.9493670886075969,22.995169082125607,0.1273,5.891594658287516,0.1033,-23.36795252225519
IOTAUSDT,2026-05-30 09:00,0.06972,6.654428636989455,0.977528089887643,21.460423634336674,0.06537,6.654428636989455,0.04793,-31.253585771658067
HBARUSDT,2026-05-30 09:00,0.10808,9.039548022598867,0.9889624724061807,19.956432288515074,0.09912,9.039548022598867,0.08294,-23.260547742413024
ENSUSDT,2026-05-30 09:00,6.226,6.282007511095943,0.9411764705882361,14.401408450704235,6.498,-4.185903354878428,5.137,-17.491166077738523
CLANKERUSDT,2026-05-30 07:00,19.45,5.420054200542006,0.909090909090908,28.460255697609792,23.11,-15.837299870186067,16.42,-15.578406169665799
BASEDUSDT,2026-05-30 04:00,0.07349,5.090805090805081,0.9971988795518218,23.68866328257191,0.0731,0.533515731874147,0.06156,-16.233501156619955
FETUSDT,2026-05-30 02:00,0.262,7.157464212678944,0.9020618556701026,34.31983385254413,0.2587,1.2756088132972652,0.2452,-6.412213740458019
INJUSDT,2026-05-30 00:00,6.668,5.606588533417803,0.9007633587786267,31.404786680541115,6.314,5.606588533417803,6.238,-6.448710257948406
HOODUSDT,2026-05-30 00:00,93.04,5.427762039660064,0.9580000000000013,21.162280701754405,88.4,5.248868778280543,80.47,-13.510318142734315
APRUSDT,2026-05-29 23:00,0.18919,6.874929386509991,0.9143501126972199,14.575553895942262,0.1841,2.7648017381857595,0.2299,21.51805063692584
XPINUSDT,2026-05-29 22:00,0.0012975,6.632149901380667,0.9329479768786123,10.52408771484209,0.0013054,-0.6051784893519168,0.0012509,-3.591522157996142
SAPIENUSDT,2026-05-29 19:00,0.1063,5.992621397945959,0.9479495268138806,34.2438091189287,0.12631,-15.841976090570817,0.08573,-19.35089369708373
MEMEUSDT,2026-05-29 18:00,0.0005129,7.2115384615384786,0.9718309859154953,14.356223175965665,0.0005329,-3.7530493525989765,0.000543,5.8685903684928675
USTCUSDT,2026-05-29 18:00,0.00646,7.308970099667763,0.9361702127659564,15.979381443298973,0.00675,-4.296296296296301,0.00603,-6.656346749226004
XPLUSDT,2026-05-29 02:00,0.09336,7.768671360960407,0.9926253687315622,16.95497328923939,0.09195,1.533442088091348,0.0855,-8.419023136246778
SMCIUSDT,2026-05-28 23:00,41.021,7.208007735932894,0.9974683544303805,19.09893774703558,38.569,6.357437320127558,45.15,10.065576168304034
SOXLUSDT,2026-05-28 23:00,220.8,5.358591401441055,0.9876868953386115,45.5373831775701,249.16,-11.382244340985705,263.35,19.270833333333336
