봉_인덱스,종가변화율_평균_퍼센트,종가변화율_중앙값_퍼센트,MA10거리_평균_퍼센트,MA10거리_중앙값_퍼센트
t+1,0.03444740232763566,-0.31006654745521023,7.302554660594726,5.893575394316418
t+2,0.1382325412557291,-0.34350267698198167,6.259675053629807,5.068466690353699
t+3,0.2441556042682012,-0.5317924092095272,5.270033652937302,4.139075699639293
t+4,0.1779392870304834,-0.6336964733331922,4.171202795662468,3.326371449156862
t+5,0.24114012291287676,-0.5817187721604826,3.2622802969228544,2.49622215973739
t+6,0.26940519118726547,-0.6356874677485314,2.365318318831521,1.7439633157731618
t+7,0.403141933978213,-0.6594276298653788,1.6094928902606505,1.0308419050801745
t+8,0.47572429719929765,-0.6386723091497284,0.8149512437254179,0.34683650613764094
t+9,0.446068230727999,-0.7501403305075038,-0.0010072295254775396,-0.3135807206415185
t+10,0.5077914986661477,-0.7993003116092359,0.03169835266328308,-0.2593572410358448
