symbol,ts_kst,winner,body_pct,wick,breakout_pct,trg_amount_USD,vol_surge_24h_x,vol_surge_168h_x,trg_vs_max_168h_x,p168_amount_sum_USD,p168_close_cv,p168_cum_ret_pct,change_now_pct,burst_count
CLANKERUSDT,2026-05-30 07:00,False,5.420054200542006,0.909090909090908,-15.837299870186069,25840.1931,6.14152821403375,3.251937672038237,0.3591415493135022,1334943.3103,0.08093617253117957,-15.837299870186067,-15.5784061696658,1
BASEDUSDT,2026-05-30 04:00,False,5.090805090805081,0.9971988795518218,0.533515731874147,226784.81309,2.9408203295927615,4.358767090737637,0.5019110675192981,8740969.133240001,0.06533313690030586,0.9478021978021925,-16.233501156619955,1
FETUSDT,2026-05-30 02:00,False,7.157464212678944,0.9020618556701026,1.2756088132972652,1258578.1831,2.536828829183251,2.4567162131958744,0.5534016898938529,86066568.7087,0.0764600373164863,25.539051269765224,-6.412213740458019,1
INJUSDT,2026-05-30 00:00,False,5.606588533417803,0.9007633587786268,5.606588533417803,5025541.8854,3.8293301334135403,6.758820754878291,1.5636493478304307,124916914.85350001,0.05401543620423746,25.669053901243878,-6.448710257948406,2
HOODUSDT,2026-05-30 00:00,False,5.427762039660064,0.9580000000000012,5.248868778280543,1169093.9292,5.251771675125544,13.232618835712936,0.6853846628579742,14842699.131900001,0.048808700371327174,24.969778374748156,-13.510318142734317,2
APRUSDT,2026-05-29 23:00,True,6.874929386509991,0.91435011269722,2.7648017381857595,174517.46118,8.778502348503588,5.945073175524695,0.7428126931074144,4931635.4252700005,0.02816383977290871,5.286882965106578,21.51805063692584,1
XPINUSDT,2026-05-29 22:00,False,6.632149901380667,0.9329479768786124,-0.6051784893519168,102410.5503476,4.613867072419846,4.88726353750728,1.3088867026919317,3520369.2877122997,0.02259948143689491,0.053979025293026124,-3.591522157996142,1
SAPIENUSDT,2026-05-29 19:00,False,5.992621397945959,0.9479495268138806,-15.841976090570816,38303.87194,6.609663949037259,4.252603126437581,0.6947294904471378,1513202.6889400003,0.07535044494440174,-13.892264074524096,-19.35089369708373,1
MEMEUSDT,2026-05-29 18:00,False,7.2115384615384786,0.9718309859154952,-3.753049352598977,149898.0928994,51.1499968172465,23.908838943220122,1.818852969990693,1053287.4334427002,0.030231870773717195,-1.9873877317026425,5.868590368492868,2
USTCUSDT,2026-05-29 18:00,False,7.308970099667763,0.9361702127659564,-4.296296296296301,92196.48424,39.52863128935571,9.272554148657141,0.773633095119079,1670414.54857,0.027157460625947143,1.732283464566927,-6.656346749226004,2
XPLUSDT,2026-05-29 02:00,False,7.768671360960407,0.9926253687315622,1.533442088091348,1576904.43161,3.005078408653977,5.087141398353811,0.8245027777536202,52076387.0641,0.03754177215733137,6.090909090909095,-8.419023136246778,1
SMCIUSDT,2026-05-28 23:00,False,7.208007735932894,0.9974683544303804,6.357437320127558,291199.95971,8.637111008714504,14.5756307548259,1.2274284177891484,3356396.3065600004,0.039640726741361695,25.220550077841203,10.065576168304034,2
SOXLUSDT,2026-05-28 23:00,False,5.358591401441055,0.9876868953386116,-11.382244340985704,2297744.2333,1.5745016911026377,4.079025572062622,0.28680435631480544,94635599.6977,0.07905347125628208,28.971962616822445,19.270833333333336,2
