symbol,ts_kst,close,body_pct,body_to_range
ARUSDT,2026-06-03 20:00,2.368,5.0576752440106425,0.8837209302325572
EPICUSDT,2026-06-03 19:00,0.571,21.282922684791835,0.9709302325581395
龙虾USDT,2026-06-03 19:00,0.009163,12.567567567567565,0.8560669456066943
LABUSDT,2026-06-03 19:00,17.84511,9.920976883166624,0.8865586692427503
WLDUSDT,2026-06-03 19:00,0.5078,6.995364517488413,0.7528344671201811
HAEDALUSDT,2026-06-03 19:00,0.02862,6.512839598064748,0.9358288770053464
MAGMAUSDT,2026-06-03 19:00,0.36533,5.855934167825686,0.9683756588404411
INUSDT,2026-06-03 19:00,0.10085,5.801510700797307,0.8442748091603043
FILUSDT,2026-06-03 19:00,0.9454,5.7139662305714,0.9060283687943268
BRUSDT,2026-06-03 18:00,0.12395,6.294485893148099,1.0
ZORAUSDT,2026-06-03 18:00,0.01352,6.20581304006285,0.7745098039215693
CUSDT,2026-06-03 17:00,0.10274,9.495896834701057,0.8954773869346735
FFUSDT,2026-06-03 17:00,0.10105,7.362940926476845,0.7057026476578411
GPSUSDT,2026-06-03 17:00,0.009286,5.211874008610925,0.8013937282229973
LABUSDT,2026-06-03 16:00,15.99679,12.817194533756396,0.7986465108103366
MAGMAUSDT,2026-06-03 16:00,0.33756,12.482505831389554,0.926539698243879
CUSDT,2026-06-03 16:00,0.09383,5.7477741462864795,0.6021251475796928
CROSSUSDT,2026-06-03 16:00,0.11339,5.469258673611767,0.8099173553719019
INUSDT,2026-06-03 15:00,0.094,8.394833948339476,0.8792270531400964
MAGMAUSDT,2026-06-03 15:00,0.3001,8.331528409501116,0.9529314616019806
BEATUSDT,2026-06-03 15:00,1.2165,7.021263493124769,0.9790235525024522
DEXEUSDT,2026-06-03 15:00,22.329,6.156698678330331,0.36968312874678894
WUSDT,2026-06-03 14:00,0.01374,5.529953917050692,0.972972972972974
GENIUSUSDT,2026-06-03 14:00,0.56046,5.460635255155791,0.8423802612481843
SKYAIUSDT,2026-06-03 13:00,0.1791,8.578357077902393,0.914673561732386
SUSHIUSDT,2026-06-03 13:00,0.2166,7.868525896414333,1.0
USELESSUSDT,2026-06-03 13:00,0.10049,6.904255319148931,0.9759398496240591
WLDUSDT,2026-06-03 13:00,0.4078,6.308654848800834,0.8705035971223024
GOATUSDT,2026-06-03 13:00,0.01785,5.558840922531045,0.9494949494949514
MYXUSDT,2026-06-03 13:00,0.4006,5.4488023163990515,0.9366515837104067
INUSDT,2026-06-03 13:00,0.08385,5.2730696798493355,1.0
IOUSDT,2026-06-03 13:00,0.1758,5.269461077844313,0.9565217391304365
NEARUSDT,2026-06-03 13:00,2.8196,5.205029663072272,0.9432048681541584
ARKMUSDT,2026-06-03 13:00,0.1386,5.079605761940873,1.0
EPICUSDT,2026-06-03 13:00,0.431,5.070697220867865,0.9327354260089685
FETUSDT,2026-06-03 13:00,0.261,5.030181086519119,0.9541984732824436
MYXUSDT,2026-06-03 12:00,0.3799,5.177187153931338,0.9589743589743606
APRUSDT,2026-06-03 11:00,0.26313,9.651206400800094,0.8948995363214837
AIOUSDT,2026-06-03 11:00,0.10429,8.760037543018031,0.9545454545454533
MYXUSDT,2026-06-03 11:00,0.3612,6.737588652482282,0.9460580912863084
GOATUSDT,2026-06-03 11:00,0.01612,5.221932114882497,0.6896551724137912
DEXEUSDT,2026-06-03 10:00,22.617,24.536093827432406,0.7290575916230367
USUSDT,2026-06-03 10:00,0.012758,7.5263379688158425,0.8306976744186048
