단기_급반등_기간_일,단기_급반등_폭_pct,급반등_직전_이격_이하_pct,현재_MA20w_근접_pct,숏보유_일,표본수_중복제거,표본수_원본,윈율,평균_숏수익_capped,중위_숏수익,p25_숏수익,p75_숏수익,표준편차,최대손실,Sharpe_like
3,0.2,0.2,0.08,10,255,344,0.6823529411764706,0.03760693072722836,0.07911368875009295,-0.05367228980062744,0.15882649089555267,0.20569094888707995,-1.1774553571428572,0.17944896246332745
3,0.2,0.2,0.08,20,253,342,0.7233201581027668,0.06816223800386849,0.1429968701095462,-0.01748878923766828,0.24304947024615642,0.2747070238253469,-1.0874255952380953,0.2461651204501173
3,0.2,0.2,0.08,40,241,326,0.7634854771784232,0.1376576522383076,0.17893879213769226,0.0063405797101449,0.3422607325718787,0.29982698952397996,-1.0964940154644633,0.45655697222224706
3,0.2,0.3,0.05,10,45,52,0.7777777777777778,0.09818848355865091,0.1427984384631189,0.015053763440860402,0.23621399176954727,0.20376328346496467,-0.46245733788395893,0.481875251953984
3,0.2,0.3,0.05,20,45,52,0.8222222222222222,0.14614932808624725,0.22731906218144748,0.09871307399824514,0.2939284795472086,0.2586457453582025,-0.7228529839883553,0.5650559914830332
3,0.2,0.3,0.05,40,44,51,0.8636363636363636,0.23356006373748397,0.2912910450536175,0.1043317543528281,0.3883803236863531,0.222680098554797,-0.38748180494905404,1.0488591717593911
3,0.2,0.3,0.08,10,65,78,0.7692307692307693,0.07767890044353498,0.12229771463866579,0.009023525620367345,0.21177722596665483,0.2122836453630818,-0.6021543701239556,0.36592032471778957
3,0.2,0.3,0.08,20,65,78,0.8,0.1287668644281441,0.22476862053768187,0.0767463235294118,0.28294103372967727,0.25844785654146774,-0.7228529839883553,0.49823150461100296
3,0.2,0.3,0.08,40,62,75,0.8387096774193549,0.22197079011219698,0.2971302032644212,0.1182288519833879,0.3934305730321449,0.2565767824893483,-0.7491776315789473,0.8651242250315928
3,0.3,0.1,0.03,10,55,64,0.7272727272727273,0.04957506963821103,0.10238049158118834,-0.03169368450873555,0.1682114165408965,0.2149380970786684,-0.579791161269908,0.23064812758655023
3,0.3,0.1,0.03,20,55,64,0.7636363636363637,0.08566014059318738,0.1440019426906265,0.020507135807953936,0.2519819483038209,0.25391515616291516,-0.7228529839883553,0.33735733576386734
3,0.3,0.1,0.03,40,51,60,0.8235294117647058,0.18502484248593723,0.2109375,0.0640743294436752,0.3584145027721775,0.24171353623242442,-0.4607468620877835,0.7654715799946882
3,0.3,0.1,0.05,10,89,104,0.7415730337078652,0.06526283956069703,0.0998089780324738,-0.023323266453368463,0.19399666481378552,0.20601630892645237,-0.579791161269908,0.3167848210696553
3,0.3,0.1,0.05,20,88,103,0.7386363636363636,0.08556168076138247,0.16105110748339924,-0.01360328567893726,0.27013634265508923,0.2704161851731158,-0.7228529839883553,0.31640739516611166
3,0.3,0.1,0.05,40,83,97,0.8313253012048193,0.19692249158481656,0.23851417399804498,0.06017495063482603,0.3669711586822746,0.23796783343907787,-0.4607468620877835,0.8275172687792305
3,0.3,0.1,0.08,10,129,162,0.7596899224806202,0.0621740843634522,0.10795561406808352,0.011892864281431215,0.19037912759885856,0.22447366055771942,-1.1774553571428572,0.27084897750946113
3,0.3,0.1,0.08,20,128,161,0.765625,0.0869019196820276,0.17107120064998993,0.020072755003001153,0.26595599333547526,0.2972612405964181,-1.3377251949448778,0.28116827126883165
3,0.3,0.1,0.08,40,119,149,0.8487394957983193,0.20500601887444064,0.27610921501706487,0.10284883847758974,0.3818651000939037,0.2555456081252302,-0.7491776315789473,0.8022286916939594
3,0.3,0.2,0.03,10,55,64,0.7272727272727273,0.04957506963821103,0.10238049158118834,-0.03169368450873555,0.1682114165408965,0.2149380970786684,-0.579791161269908,0.23064812758655023
3,0.3,0.2,0.03,20,55,64,0.7636363636363637,0.08566014059318738,0.1440019426906265,0.020507135807953936,0.2519819483038209,0.25391515616291516,-0.7228529839883553,0.33735733576386734
3,0.3,0.2,0.03,40,51,60,0.8235294117647058,0.18502484248593723,0.2109375,0.0640743294436752,0.3584145027721775,0.24171353623242442,-0.4607468620877835,0.7654715799946882
3,0.3,0.2,0.05,10,89,104,0.7415730337078652,0.06526283956069703,0.0998089780324738,-0.023323266453368463,0.19399666481378552,0.20601630892645237,-0.579791161269908,0.3167848210696553
3,0.3,0.2,0.05,20,88,103,0.7386363636363636,0.08556168076138247,0.16105110748339924,-0.01360328567893726,0.27013634265508923,0.2704161851731158,-0.7228529839883553,0.31640739516611166
3,0.3,0.2,0.05,40,83,97,0.8313253012048193,0.19692249158481656,0.23851417399804498,0.06017495063482603,0.3669711586822746,0.23796783343907787,-0.4607468620877835,0.8275172687792305
3,0.3,0.2,0.08,10,126,158,0.7619047619047619,0.06300604182081598,0.10777719913130618,0.012043837393459461,0.18898687734471353,0.22384859773128096,-1.1774553571428572,0.2751755722160956
3,0.3,0.2,0.08,20,125,157,0.768,0.09422182919988521,0.1712972216669998,0.021349432863333462,0.26534163766257557,0.27148211840328695,-1.0874255952380953,0.34448834047719046
3,0.3,0.2,0.08,40,117,146,0.8461538461538461,0.20204478973099116,0.27610921501706487,0.09988300672711303,0.38115120787354606,0.2559972979875788,-0.7491776315789473,0.7892457901676545
3,0.3,0.3,0.05,10,45,52,0.7777777777777778,0.09818848355865091,0.1427984384631189,0.015053763440860402,0.23621399176954727,0.20376328346496467,-0.46245733788395893,0.481875251953984
3,0.3,0.3,0.05,20,45,52,0.8222222222222222,0.14614932808624725,0.22731906218144748,0.09871307399824514,0.2939284795472086,0.2586457453582025,-0.7228529839883553,0.5650559914830332
3,0.3,0.3,0.05,40,44,51,0.8636363636363636,0.23356006373748397,0.2912910450536175,0.1043317543528281,0.3883803236863531,0.222680098554797,-0.38748180494905404,1.0488591717593911
3,0.3,0.3,0.08,10,64,77,0.765625,0.07709828781689021,0.12494406252047069,0.0077182145574808125,0.2152222848266206,0.21390977803739367,-0.6021543701239556,0.3604243271357732
3,0.3,0.3,0.08,20,64,77,0.796875,0.12568334237549306,0.22349959096532845,0.075588588800905,0.27965264584667526,0.25928305060758483,-0.7228529839883553,0.4847341238888387
3,0.3,0.3,0.08,40,61,74,0.8360655737704918,0.21676185525427602,0.2929819184799264,0.10581467022806645,0.39171068671271847,0.2553792392098692,-0.7491776315789473,0.8487841686932991
3,0.5,0.1,0.08,10,32,39,0.65625,0.07078230130153768,0.08986647927740676,-0.027508475481052008,0.24263932576699815,0.236231836652986,-0.6021543701239556,0.29963066072890804
3,0.5,0.1,0.08,20,32,39,0.75,0.08208112220309906,0.1802699116079985,0.049714341152121366,0.2632068652656808,0.3011095909625864,-0.7228529839883553,0.27259550896636114
3,0.5,0.1,0.08,40,31,38,0.8064516129032258,0.19399634347625658,0.28431372549019607,0.06017495063482603,0.3942115873279829,0.24787508347152723,-0.38748180494905404,0.7826375316119276
3,0.5,0.2,0.08,10,32,39,0.65625,0.07078230130153768,0.08986647927740676,-0.027508475481052008,0.24263932576699815,0.236231836652986,-0.6021543701239556,0.29963066072890804
3,0.5,0.2,0.08,20,32,39,0.75,0.08208112220309906,0.1802699116079985,0.049714341152121366,0.2632068652656808,0.3011095909625864,-0.7228529839883553,0.27259550896636114
3,0.5,0.2,0.08,40,31,38,0.8064516129032258,0.19399634347625658,0.28431372549019607,0.06017495063482603,0.3942115873279829,0.24787508347152723,-0.38748180494905404,0.7826375316119276
3,0.5,0.3,0.08,10,31,38,0.6774193548387096,0.07351889079678116,0.1101806963420009,-0.03169368450873555,0.24868307648914878,0.23962059520644868,-0.6021543701239556,0.30681373916728594
3,0.5,0.3,0.08,20,31,38,0.7419354838709677,0.07943845356914643,0.19381506429883655,0.02731329768885815,0.2677447287800481,0.30570948796368386,-0.7228529839883553,0.259849486838901
3,0.5,0.3,0.08,40,30,37,0.8,0.18659057513720717,0.25467982661527566,0.05726805122268469,0.3859914138608264,0.24859990594342052,-0.38748180494905404,0.7505657511377892
5,0.2,0.1,0.03,10,296,424,0.6081081081081081,0.020600870450793674,0.06822105787488719,-0.09419783077742794,0.1534432554581938,0.19795925668049066,-0.81978021978022,0.10406621441322039
5,0.2,0.1,0.03,20,287,412,0.627177700348432,-0.006999931808962653,0.08920965451964025,-0.1320729028431007,0.22565332308443165,0.36769220901551236,-2.375,-0.04937367847387458
5,0.2,0.1,0.03,40,268,388,0.6567164179104478,0.05712619913113751,0.12062842285307002,-0.12261933120924273,0.295330645612471,0.35257183172165574,-2.0115648717022045,0.1392736553708339
5,0.2,0.1,0.05,10,434,706,0.631336405529954,0.025575401439203598,0.06573525746473252,-0.08398530503764329,0.15315597610470963,0.1966117168162921,-0.8721117678667383,0.13008075944477135
5,0.2,0.1,0.05,20,422,687,0.6208530805687204,-0.007967172670551737,0.08985636579976197,-0.1591581083661444,0.22679538253368456,0.36326888416762926,-2.375,-0.04740968378037774
5,0.2,0.1,0.05,40,396,648,0.6565656565656566,0.05903116395746648,0.11938836868837283,-0.13435906637704387,0.29760196894761104,0.36158920168116765,-2.0115648717022045,0.13870400947805217
5,0.2,0.1,0.08,10,578,1088,0.6366782006920415,0.022047018681774454,0.06438076035110252,-0.0857831047917284,0.1512484494492026,0.2126516781993254,-1.3048087845513066,0.09823008495365929
5,0.2,0.1,0.08,20,556,1056,0.6205035971223022,-0.011398651497947195,0.08003569913819425,-0.16077641523725394,0.2200391712605806,0.36618139648822007,-2.375,-0.05694725229218356
5,0.2,0.1,0.08,40,514,988,0.6459143968871596,0.05037510071881523,0.11594268882404479,-0.14625955403274854,0.2949773870341895,0.44163463755882615,-4.130975985899978,0.07074095957035775
5,0.2,0.2,0.03,10,211,300,0.6729857819905213,0.04748783814556453,0.09411764705882353,-0.0554737644156883,0.1674841908247252,0.19144891490424068,-0.771107519433541,0.24804443613230764
5,0.2,0.2,0.03,20,205,292,0.697560975609756,0.04219224599128684,0.126321393261845,-0.07680804220495996,0.24015972618368508,0.30702170749067786,-1.3460363525278756,0.125098183258862
5,0.2,0.2,0.03,40,189,271,0.7301587301587301,0.11376442425498796,0.15728155339805816,-0.038747465645415646,0.327488718534225,0.28954154452754965,-1.1395694135115075,0.3903618112352845
5,0.2,0.2,0.05,10,317,502,0.7003154574132492,0.05479462085002756,0.09265218557253962,-0.032697403285638416,0.17122117847993168,0.1917518836925494,-0.8721117678667383,0.285757927353058
5,0.2,0.2,0.05,20,309,490,0.6990291262135923,0.047719858494513386,0.13480093676814986,-0.052385265700483075,0.25210589651022863,0.3204047150294082,-1.6061068702290076,0.13398520384512563
5,0.2,0.2,0.05,40,287,458,0.7421602787456446,0.12002830104417,0.15757847533632285,-0.017670995441383952,0.3367464108279606,0.3103525999160175,-1.5333563377041637,0.37919325324611286
5,0.2,0.2,0.08,10,417,762,0.7002398081534772,0.04788455552448857,0.07937231080739071,-0.040064102564102644,0.1667934093789606,0.20916892132632567,-1.3048087845513066,0.2233986124473451
5,0.2,0.2,0.08,20,408,749,0.6985294117647058,0.043554404498404975,0.11242201921739398,-0.05396234782380027,0.2387487379344967,0.33170390846000675,-2.2234002271866715,0.10932327388743152
5,0.2,0.2,0.08,40,375,696,0.7253333333333334,0.1077592614438369,0.14971572962728996,-0.04714622824940695,0.32472022962362845,0.38316608951311454,-4.119273002650511,0.25436204530100665
5,0.2,0.3,0.03,10,53,67,0.7735849056603774,0.07761187306666285,0.1441841680129241,0.015053763440860402,0.21353922944938386,0.21033422300069654,-0.579791161269908,0.36899308138935544
5,0.2,0.3,0.03,20,53,67,0.8301886792452831,0.11860151356066419,0.15537745604963804,0.07211538461538458,0.2782131028354471,0.2411702259115833,-0.7228529839883553,0.4917751066176192
5,0.2,0.3,0.03,40,50,64,0.88,0.24765318866034788,0.2825016558611794,0.16007511699901658,0.4048818697211811,0.2197358992879807,-0.38748180494905404,1.127049287179877
5,0.2,0.3,0.05,10,80,109,0.8,0.10329671652703225,0.14471361696202423,0.022381363244176,0.22603710563955295,0.1989205438132477,-0.579791161269908,0.5192863167718371
5,0.2,0.3,0.05,20,79,108,0.8227848101265823,0.1268488770234739,0.19039451114922812,0.06407708486437275,0.2783848096938942,0.25010319253102886,-0.7228529839883553,0.5071861568010032
5,0.2,0.3,0.05,40,75,103,0.8533333333333334,0.2427093404138859,0.301278488048916,0.10284883847758974,0.4198256302439128,0.2434304426226744,-0.5591016548463354,0.9970377484384472
5,0.2,0.3,0.08,10,119,181,0.7647058823529411,0.08536290755957977,0.1275904104022756,0.01605147188436462,0.21265822770801934,0.20084203142339851,-0.6192500966370311,0.4250251152838858
5,0.2,0.3,0.08,20,118,180,0.8220338983050848,0.12407200744412565,0.19166003557310562,0.05003687531842424,0.27847066312311775,0.24468188632838891,-0.7228529839883553,0.5070747545145533
5,0.2,0.3,0.08,40,112,172,0.8303571428571429,0.22548133612344282,0.294401045667236,0.09727647229773095,0.4166863157525211,0.26562718174038874,-0.7491776315789473,0.8488639402266348
5,0.3,0.1,0.03,10,105,145,0.7238095238095238,0.05541044402207096,0.10947274352100089,-0.040064102564102644,0.20260281103591882,0.21024289885995873,-0.771107519433541,0.26355441407312147
5,0.3,0.1,0.03,20,102,142,0.7156862745098039,0.06141330792138613,0.13260037382730128,-0.04836218323518088,0.2590853988068116,0.2818357389278073,-0.9957732471407259,0.21790461406712247
5,0.3,0.1,0.03,40,93,130,0.8172043010752689,0.1923613341327341,0.22202339106537994,0.05371542216597347,0.3825789923142613,0.23967803266053117,-0.39471555675384185,0.8025822475152979
5,0.3,0.1,0.05,10,163,237,0.754601226993865,0.06990275544716502,0.10596379126730571,0.003597973263596066,0.19586838890406794,0.19781920770346112,-0.771107519433541,0.353366876041441
5,0.3,0.1,0.05,20,159,231,0.7169811320754716,0.06802292455563173,0.1539741989180191,-0.028951540658244568,0.27026313421180215,0.28397070520648765,-0.9957732471407259,0.23954204891018338
5,0.3,0.1,0.05,40,146,213,0.8013698630136986,0.19046907900521826,0.24246711086537093,0.04557772085524439,0.3874248600564649,0.25015036830202025,-0.5591016548463354,0.7614183432872443
5,0.3,0.1,0.08,10,207,347,0.7439613526570048,0.06428549621250058,0.10734044476586513,-0.001707864474055576,0.1863788103078457,0.21202929997656345,-1.1774553571428572,0.29914839110812896
5,0.3,0.1,0.08,20,203,341,0.7339901477832512,0.0687179250849485,0.15875754961173438,-0.0148984535318476,0.2689043057262753,0.29073209362993135,-1.0874255952380953,0.23405131314241756
5,0.3,0.1,0.08,40,188,316,0.7872340425531915,0.1781964313479968,0.23673559702767583,0.048314490534988125,0.3882952526293154,0.27548827661235614,-0.7491776315789473,0.6468385280827749
5,0.3,0.2,0.03,10,105,145,0.7238095238095238,0.05541044402207096,0.10947274352100089,-0.040064102564102644,0.20260281103591882,0.21024289885995873,-0.771107519433541,0.26355441407312147
5,0.3,0.2,0.03,20,102,142,0.7156862745098039,0.06141330792138613,0.13260037382730128,-0.04836218323518088,0.2590853988068116,0.2818357389278073,-0.9957732471407259,0.21790461406712247
5,0.3,0.2,0.03,40,93,130,0.8172043010752689,0.1923613341327341,0.22202339106537994,0.05371542216597347,0.3825789923142613,0.23967803266053117,-0.39471555675384185,0.8025822475152979
5,0.3,0.2,0.05,10,162,236,0.7592592592592593,0.07140259102124238,0.10665211801658542,0.005774853761536802,0.19680425094920914,0.19750076078915807,-0.771107519433541,0.3615307137852913
5,0.3,0.2,0.05,20,158,230,0.7215189873417721,0.07245669189630621,0.15467582748382858,-0.020579806417328206,0.27038992576851506,0.2792980677416,-0.9957732471407259,0.25942425052271195
5,0.3,0.2,0.05,40,145,212,0.8068965517241379,0.19358323640416708,0.24642004773269688,0.051682311992405916,0.38773121048934667,0.24816127739351065,-0.5591016548463354,0.7800702770287611
5,0.3,0.2,0.08,10,203,341,0.7487684729064039,0.0651041948844656,0.10759878419452884,0.0011058160307221843,0.18144758036210162,0.21293984925704132,-1.1774553571428572,0.30163462023508936
5,0.3,0.2,0.08,20,199,335,0.7336683417085427,0.06962467222130561,0.15875754961173438,-0.0148984535318476,0.2689043057262753,0.2879720572258562,-1.0874255952380953,0.23939640062312498
5,0.3,0.2,0.08,40,184,310,0.7934782608695652,0.17972348430426166,0.23673559702767583,0.05123799274406238,0.3882952526293154,0.2750218735863693,-0.7491776315789473,0.6534879642866673
5,0.3,0.3,0.03,10,53,67,0.7735849056603774,0.07761187306666285,0.1441841680129241,0.015053763440860402,0.21353922944938386,0.21033422300069654,-0.579791161269908,0.36899308138935544
5,0.3,0.3,0.03,20,53,67,0.8301886792452831,0.11860151356066419,0.15537745604963804,0.07211538461538458,0.2782131028354471,0.2411702259115833,-0.7228529839883553,0.4917751066176192
5,0.3,0.3,0.03,40,50,64,0.88,0.24765318866034788,0.2825016558611794,0.16007511699901658,0.4048818697211811,0.2197358992879807,-0.38748180494905404,1.127049287179877
5,0.3,0.3,0.05,10,80,109,0.8,0.10329671652703225,0.14471361696202423,0.022381363244176,0.22603710563955295,0.1989205438132477,-0.579791161269908,0.5192863167718371
5,0.3,0.3,0.05,20,79,108,0.8227848101265823,0.1268488770234739,0.19039451114922812,0.06407708486437275,0.2783848096938942,0.25010319253102886,-0.7228529839883553,0.5071861568010032
5,0.3,0.3,0.05,40,75,103,0.8533333333333334,0.2427093404138859,0.301278488048916,0.10284883847758974,0.4198256302439128,0.2434304426226744,-0.5591016548463354,0.9970377484384472
5,0.3,0.3,0.08,10,109,170,0.7614678899082569,0.08366526491787248,0.1266362252663623,0.015053763440860402,0.21177722596665483,0.20405677969973682,-0.6192500966370311,0.41000972886557996
5,0.3,0.3,0.08,20,108,169,0.8055555555555556,0.11460973601401585,0.18021664791211495,0.04671825121443435,0.27716861756544875,0.2512374481746621,-0.7228529839883553,0.45618094295536044
5,0.3,0.3,0.08,40,102,161,0.8235294117647058,0.22405908103592176,0.294401045667236,0.10058140818267572,0.42061990433243446,0.2705272281303476,-0.7491776315789473,0.8282311639550154
5,0.5,0.1,0.05,10,44,54,0.7272727272727273,0.10398006928769607,0.14503820243282928,-0.006717341436037028,0.22373143924912653,0.1964127208642797,-0.32869313859729177,0.529395798959202
5,0.5,0.1,0.05,20,44,54,0.7954545454545454,0.12666333878387434,0.21279157237872875,0.06463199300699299,0.2834811030684141,0.2747846602198575,-0.7228529839883553,0.46095491168440755
5,0.5,0.1,0.05,40,41,51,0.8536585365853658,0.2452208059313286,0.32566381559670154,0.15547139724935222,0.4233923176521365,0.271566016953142,-0.5591016548463354,0.9029878210926547
5,0.5,0.1,0.08,10,52,77,0.6923076923076923,0.0865379034494454,0.12951164337978133,-0.020276117075591737,0.21835554159856693,0.2112630275657259,-0.6021543701239556,0.4096216192988271
5,0.5,0.1,0.08,20,52,77,0.7884615384615384,0.12072355916455628,0.19567173386359016,0.04190319135130821,0.2793950855590046,0.25758362169656546,-0.7228529839883553,0.4686771556724562
5,0.5,0.1,0.08,40,49,73,0.8367346938775511,0.23524807153539298,0.3153945666235446,0.15547139724935222,0.4161693936477383,0.2600757778458637,-0.5591016548463354,0.9045366449881961
5,0.5,0.2,0.05,10,44,54,0.7272727272727273,0.10398006928769607,0.14503820243282928,-0.006717341436037028,0.22373143924912653,0.1964127208642797,-0.32869313859729177,0.529395798959202
5,0.5,0.2,0.05,20,44,54,0.7954545454545454,0.12666333878387434,0.21279157237872875,0.06463199300699299,0.2834811030684141,0.2747846602198575,-0.7228529839883553,0.46095491168440755
5,0.5,0.2,0.05,40,41,51,0.8536585365853658,0.2452208059313286,0.32566381559670154,0.15547139724935222,0.4233923176521365,0.271566016953142,-0.5591016548463354,0.9029878210926547
5,0.5,0.2,0.08,10,52,77,0.6923076923076923,0.0865379034494454,0.12951164337978133,-0.020276117075591737,0.21835554159856693,0.2112630275657259,-0.6021543701239556,0.4096216192988271
5,0.5,0.2,0.08,20,52,77,0.7884615384615384,0.12072355916455628,0.19567173386359016,0.04190319135130821,0.2793950855590046,0.25758362169656546,-0.7228529839883553,0.4686771556724562
5,0.5,0.2,0.08,40,49,73,0.8367346938775511,0.23524807153539298,0.3153945666235446,0.15547139724935222,0.4161693936477383,0.2600757778458637,-0.5591016548463354,0.9045366449881961
5,0.5,0.3,0.05,10,44,54,0.7272727272727273,0.10398006928769607,0.14503820243282928,-0.006717341436037028,0.22373143924912653,0.1964127208642797,-0.32869313859729177,0.529395798959202
5,0.5,0.3,0.05,20,44,54,0.7954545454545454,0.12666333878387434,0.21279157237872875,0.06463199300699299,0.2834811030684141,0.2747846602198575,-0.7228529839883553,0.46095491168440755
5,0.5,0.3,0.05,40,41,51,0.8536585365853658,0.2452208059313286,0.32566381559670154,0.15547139724935222,0.4233923176521365,0.271566016953142,-0.5591016548463354,0.9029878210926547
5,0.5,0.3,0.08,10,51,76,0.7058823529411765,0.09128146704807437,0.13796354494028917,-0.01665618683367165,0.21994461613126554,0.21054983763751098,-0.6021543701239556,0.4335385297481318
5,0.5,0.3,0.08,20,51,76,0.803921568627451,0.12923687210186785,0.19752840342834377,0.057148601398601395,0.2805770682825622,0.2526502626157815,-0.7228529839883553,0.511524788313421
5,0.5,0.3,0.08,40,48,72,0.8541666666666666,0.24271430624145926,0.3168972833117723,0.1570517058145802,0.4166863157525211,0.2574663889953636,-0.5591016548463354,0.9427028793487681
7,0.2,0.1,0.03,10,381,607,0.6115485564304461,0.02201375396460849,0.06287048679719776,-0.07297019527235338,0.1482878699941963,0.20488625839685173,-1.5158471817714583,0.1008355783121531
7,0.2,0.1,0.03,20,363,581,0.6363636363636364,0.009557184147230297,0.09477318728420048,-0.10847367979920597,0.2128570589693735,0.37760246966426786,-4.3467534692479015,-0.004387366575437228
7,0.2,0.1,0.03,40,337,548,0.685459940652819,0.07692799687822065,0.134268185801928,-0.08053867342923349,0.2951067899266815,0.3679716943134473,-3.5465136200102796,0.1826775481816777
7,0.2,0.1,0.05,10,526,1006,0.6045627376425855,0.018362290855517716,0.055248725880001015,-0.08436827785439227,0.14525966061563805,0.19964871232989528,-1.3047116609059488,0.08907140402974822
7,0.2,0.1,0.05,20,501,966,0.6207584830339321,-0.0020672349667187452,0.08340005337603407,-0.13972286374133946,0.20853428391696371,0.33754252853722283,-2.7937056576314356,-0.028906596178059803
7,0.2,0.1,0.05,40,470,911,0.6702127659574468,0.05726923774150941,0.11231203438495097,-0.10615399631568101,0.2893338568688757,0.37354491437768667,-3.6157904311442612,0.12863381425805384
7,0.2,0.1,0.08,10,700,1577,0.6071428571428571,0.015129980126209683,0.05647152497779645,-0.08843834645208576,0.14448360951333547,0.21553022548191755,-1.9372197309417043,0.05955020712822123
7,0.2,0.1,0.08,20,664,1514,0.6310240963855421,-0.0027378212252954933,0.08315331734136688,-0.1360141318689002,0.20294943601977333,0.34226788829503085,-2.7937056576314356,-0.03017001996662464
7,0.2,0.1,0.08,40,621,1421,0.6666666666666666,0.05714581017007821,0.11820300362506486,-0.11099992302363182,0.2897911936245048,0.40430378322339666,-4.170403587443946,0.10869018173951168
7,0.2,0.2,0.03,10,286,459,0.6748251748251748,0.0429636263037991,0.09209328855346555,-0.04824475814355739,0.16047636274145125,0.20721002534625702,-1.5158471817714583,0.1986388677878574
7,0.2,0.2,0.03,20,275,443,0.6909090909090909,0.043172998915776195,0.1282051282051283,-0.0797572283471828,0.22989701329101542,0.38907915005196586,-4.3467534692479015,0.07466694038305598
7,0.2,0.2,0.03,40,252,413,0.7380952380952381,0.12054027205082556,0.1657287744753776,-0.004239195796574058,0.321351759838065,0.36282174289237934,-3.5465136200102796,0.3028517847856383
7,0.2,0.2,0.05,10,385,738,0.6623376623376623,0.040751748631259604,0.07193941943626414,-0.05482510543289498,0.16056218057921623,0.1978855271823864,-1.3047116609059488,0.20193639393816398
7,0.2,0.2,0.05,20,371,715,0.6684636118598383,0.03554317049430511,0.11642557162855816,-0.08069214872113684,0.22314708823580148,0.32113373742793866,-2.7937056576314356,0.08837856881383999
7,0.2,0.2,0.05,40,343,668,0.7259475218658892,0.10743331848478731,0.14814814814814814,-0.02912620530928911,0.32728072950681364,0.35948002189044015,-3.6157904311442612,0.27635109310057915
7,0.2,0.2,0.08,10,492,1118,0.6666666666666666,0.0418978235758752,0.0734532300344437,-0.04959423454614226,0.16073159160222683,0.1881589402296953,-1.3047116609059488,0.21938097058458472
7,0.2,0.2,0.08,20,475,1087,0.68,0.03824293829245391,0.10631307204881468,-0.0791677114780559,0.22192741376889458,0.3182797720428554,-2.7937056576314356,0.09915853831203876
7,0.2,0.2,0.08,40,440,1014,0.725,0.10827135565192514,0.15112441047733283,-0.04598928217962145,0.31735862068965526,0.3557493458695243,-3.6157904311442612,0.2821771243915355
7,0.2,0.3,0.03,10,79,112,0.7088607594936709,0.053491355964080826,0.1201581027667985,-0.04402724385849499,0.20577078201234972,0.22663139441861024,-0.9109042553191491,0.23602800530484794
