symbol,last_date,close,ma20,px_vs_ma20_pct,category,a_pct,b_pct,vertex_x,vertex_pos,r2,y_mean
SONICUSDT,2026-06-15,0.02819,0.030178,-6.5875803565511255,case2_downtrend,-0.0004954396427627451,-1.7231235315435884,-1738.9843109191338,-124.21316506565242,0.9992907040079826,0.0342001
ROSEUSDT,2026-06-15,0.00691,0.0074789999999999995,-7.607968979810121,case2_downtrend,-0.0005438926319773017,-1.9101026711883577,-1755.955641690024,-125.42540297785887,0.9996063909985069,0.008624
GMXUSDT,2026-06-15,5.894,5.938750000000001,-0.7535255735634738,case2_downtrend,-0.0007376843541353581,-0.8897541893322739,-603.0724281628267,-43.07660201163048,0.9963349820694084,6.308613333333333
GRIFFAINUSDT,2026-06-15,0.00914,0.0089675,1.9236130471145918,case2_downtrend,-0.0009655959076880217,-1.493715492112406,-773.4682180296774,-55.24772985926267,0.9990855122070001,0.009978899999999997
WOOUSDT,2026-06-15,0.01399,0.014529,-3.70982173583867,case2_downtrend,-0.0014342563313369514,-1.1589247093296495,-404.0158945121582,-28.85827817943987,0.9992941302206765,0.01580813333333333
ICNTUSDT,2026-06-15,0.2112,0.22357,-5.53294270250928,case2_downtrend,-0.0015033148702257924,-1.8999049126854888,-631.9051817800918,-45.136084412863696,0.9976097721786386,0.25724233333333335
WCTUSDT,2026-06-15,0.04731,0.049322500000000005,-4.080287901059365,case2_downtrend,-0.001564649107000787,-1.446336757987471,-462.1920504463445,-33.01371788902461,0.9979228536530785,0.05466560000000001
CYBERUSDT,2026-06-15,0.3616,0.392625,-7.901942056669853,case2_downtrend,-0.0017614134745459204,-1.4261892661351487,-404.8422720573346,-28.91730514695247,0.9991875955239322,0.4357030000000001
CHRUSDT,2026-06-15,0.01673,0.017776,-5.884338433843395,case2_downtrend,-0.0019681174082464238,-1.4678689213741132,-372.91192975168394,-26.63656641083457,0.9985401699266782,0.019753733333333336
STBLUSDT,2026-06-15,0.02628,0.0275285,-4.5352997802277635,case2_downtrend,-0.002256203436129177,-1.230266279503359,-272.6408132801286,-19.47434380572347,0.9941233313555138,0.02998806666666667
TRBUSDT,2026-06-15,14.004,14.593699999999998,-4.040784722174628,case2_downtrend,-0.0024945881501508343,-1.2613746953858256,-252.82223346357935,-18.05873096168424,0.9991665302675687,16.007826666666666
SCRTUSDT,2026-06-15,0.06114,0.067635,-9.603016189842538,case2_downtrend,-0.002528321291114953,-1.4450564666960353,-285.77389902427836,-20.412421358877026,0.9995066903523231,0.07532636666666666
ORDERUSDT,2026-06-15,0.04038,0.0430865,-6.281549905422812,case2_downtrend,-0.002805702911491869,-1.34998684744034,-240.57907947255097,-17.18421996232507,0.9986790345941124,0.04761633333333334
0GUSDT,2026-06-15,0.3071,0.346815,-11.451350143448236,case2_downtrend,-0.0031544961528753726,-2.2117791732636,-350.5756650309319,-25.041118930780847,0.9992987452061449,0.4097203333333334
SANDUSDT,2026-06-15,0.05406,0.058367,-7.379169736323621,case2_downtrend,-0.0031686147365916455,-1.44135078470874,-227.44178521670713,-16.245841801193368,0.9992220352672394,0.06497933333333332
DOTUSDT,2026-06-15,1.01,1.04885,-3.7040568241407335,case2_downtrend,-0.0032421185130585145,-1.2413438398304686,-191.44023187780127,-13.674302276985804,0.9991028038165619,1.150046666666667
CRWVUSDT,2026-06-15,107.77,105.585,2.0694227399725262,case2_downtrend,-0.0035615366459890107,-0.21084265309588004,-29.599955588457902,-2.1142825420327074,0.962999014077143,107.27676666666669
BATUSDT,2026-06-15,0.0917,0.098395,-6.804207530870466,case2_downtrend,-0.003619250028216136,-0.334768602063539,-46.248338668735244,-3.3034527620525176,0.9879669748277011,0.10112333333333333
PENGUUSDT,2026-06-15,0.007113,0.0070854,0.38953340672369663,case2_downtrend,-0.0038533285744159576,-1.3136170052123788,-170.45224405908357,-12.17516028993454,0.9982222822059766,0.007804873333333334
GUSDT,2026-06-15,0.002833,0.00300265,-5.6500091585765855,case2_downtrend,-0.003937243067752819,-1.1476732451090945,-145.74579539029185,-10.410413956449418,0.9986398622008839,0.0032677766666666668
AXSUSDT,2026-06-15,1.001,1.0329000000000002,-3.0883919062833054,case2_downtrend,-0.0040087608363763546,-0.9556820864479154,-119.19918965679511,-8.514227832628222,0.9951862095292412,1.10688
B2USDT,2026-06-15,0.4453,0.472295,-5.715707343927001,case2_downtrend,-0.004356448721562363,-1.3901407347618848,-159.54976445393982,-11.396411746709987,0.9914794266950022,0.5197029999999999
LIGHTUSDT,2026-05-26,0.138,0.14669500000000002,-5.927264051262826,case2_downtrend,-0.00454138426243073,-0.575652965259729,-63.3785793047621,-4.527041378911578,0.9908182967741745,0.15328933333333333
OGNUSDT,2026-06-15,0.01823,0.018932499999999998,-3.710550640433108,case2_downtrend,-0.004656579163033853,-1.0049727817235663,-107.90891194350561,-7.707779424536115,0.9976628186143852,0.020405233333333335
XAGUSDT,2026-06-15,70.02,70.877,-1.209136955570922,case2_downtrend,-0.005203869398599804,-0.541213825019954,-52.001096065706164,-3.7143640046932975,0.9959523701274308,74.01896666666667
BGBUSDT,2026-06-15,1.8195,1.8911349999999998,-3.7879368738878982,case2_downtrend,-0.005216609458260275,-0.41159214136789435,-39.45015863859197,-2.8178684741851407,0.99920492107971,1.960099333333333
GASUSDT,2026-06-15,1.166,1.2458500000000001,-6.409278805634722,case2_downtrend,-0.005342391983741309,-1.4664098983838698,-137.24282145962397,-9.803058675687426,0.9990199537183885,1.3926733333333337
STXUSDT,2026-06-15,0.1934,0.202155,-4.330835250179321,case2_downtrend,-0.005389499218754914,-1.2369585612725533,-114.75635407535287,-8.196882433953776,0.9991861763590368,0.22238233333333335
IOSTUSDT,2026-06-15,0.000827,0.0008936499999999996,-7.458177138700794,case2_downtrend,-0.005582256385475908,-1.184061136066228,-106.05578231295108,-7.575413022353649,0.9990856311780351,0.0009787799999999996
KAVAUSDT,2026-06-15,0.04626,0.048551,-4.718749356346919,case2_downtrend,-0.0056834808295170266,-1.2923234517087383,-113.6911947513825,-8.12079962509875,0.9979423387204143,0.05352383333333333
BREVUSDT,2026-06-15,0.0838,0.08979000000000001,-6.671121505735611,case2_downtrend,-0.006248376191856826,-1.4761576960943312,-118.12330522113317,-8.437378944366655,0.9981664156047543,0.10043333333333335
AKTUSDT,2026-06-15,0.8218,0.6956,18.142610695802187,case2_downtrend,-0.006260807852643614,-0.896551366911559,-71.60029408449199,-5.114306720320856,0.9955062926470641,0.7438526666666667
SKLUSDT,2026-06-15,0.004411,0.004883500000000001,-9.67543769837208,case2_downtrend,-0.006460963357757779,-1.5385548491444714,-119.06543683590968,-8.504674059707835,0.9996336172737879,0.005508193333333333
JOEUSDT,2026-06-15,0.03211,0.033882999999999996,-5.2327125697252175,case2_downtrend,-0.0066444364114038364,-1.4556183447449236,-109.53662994250709,-7.824044995893364,0.9982891309401902,0.03786016666666667
AUCTIONUSDT,2026-06-15,3.866,4.06045,-4.788878080015769,case2_downtrend,-0.006709146734135837,-0.9132439360066864,-68.05961862185413,-4.861401330132438,0.9985001451247445,4.3642
BNTUSDT,2026-06-15,0.2841,0.291115,-2.409700633770162,case2_downtrend,-0.006794544967044412,-0.8974087102992881,-66.03891170431504,-4.7170651217367885,0.9988241323947943,0.31273900000000004
SUSHIUSDT,2026-06-15,0.1813,0.186405,-2.7386604436576256,case2_downtrend,-0.0071383638852287505,-0.7417336583368983,-51.95403808649699,-3.7110027204640708,0.9883047982067026,0.19734133333333334
XPTUSDT,2026-06-15,1772.92,1826.016,-2.9077510821372887,case2_downtrend,-0.007184129288396939,-0.4537621150058597,-31.580870610077213,-2.2557764721483724,0.9980364060420936,1901.0775999999996
WUSDT,2026-06-15,0.01002,0.010572,-5.221339387060164,case2_downtrend,-0.0073521607665033946,-1.1676169186917118,-79.4063783269947,-5.671884166213907,0.9959597086397839,0.011561666666666666
C98USDT,2026-06-15,0.01429,0.016416999999999998,-12.956082110007905,case2_downtrend,-0.0073868095687500785,-1.2360962278602758,-83.66915488721848,-5.976368206229892,0.9994709429918849,0.018185466666666667
TRIAUSDT,2026-06-15,0.022554,0.030002149999999998,-24.825387513894825,case2_downtrend,-0.0075320357682335725,-2.321048122967917,-154.07840551932574,-11.005600394237552,0.9995833145422592,0.03621430666666666
XAUTUSDT,2026-06-15,4296.62,4344.949500000001,-1.11231442390759,case2_downtrend,-0.007560665687263304,-0.2053307787623312,-13.578882287325003,-0.9699201633803574,0.9956148382101568,4444.526566666666
ANIMEUSDT,2026-06-15,0.003034,0.00336255,-9.770858425897021,case2_downtrend,-0.007672836537851247,-1.642976009373635,-107.06444750051622,-7.647460535751159,0.999521543910865,0.0038287566666666667
DIAUSDT,2026-06-15,0.1283,0.140685,-8.803355012972247,case2_downtrend,-0.008351921811053396,-1.5808901459396316,-94.64229800663327,-6.760164143330948,0.9993803816233311,0.15943266666666664
PUMPUSDT,2026-06-15,0.001557,0.00160985,-3.2829145572568774,case2_downtrend,-0.008606828097371472,-0.5643480475793845,-32.7849029395473,-2.341778781396236,0.9948663811346989,0.0016926699999999999
GMTUSDT,2026-06-15,0.00838,0.008963,-6.504518576369522,case2_downtrend,-0.00862987201088895,-1.256919660711559,-72.82377184305922,-5.201697988789944,0.9981436356164755,0.009939300000000002
BZUSDT,2026-06-15,83.0,91.71000000000001,-9.497328535601357,case2_downtrend,-0.008806617927201846,-0.4265591772314197,-24.218103973482567,-1.729864569534469,0.9982247726563052,95.63063333333335
ELSAUSDT,2026-06-15,0.04872,0.0522335,-6.726526080006135,case2_downtrend,-0.008938259940471757,-1.5521164626105806,-86.8243076923013,-6.201736263735808,0.9992916133343324,0.059200466666666667
BIRBUSDT,2026-06-15,0.07696,0.085788,-10.290483517508275,case2_downtrend,-0.009154358092640593,-2.5142767007082867,-137.32676148694543,-9.809054391924674,0.9974244144087205,0.10431986666666666
SUSDT,2026-06-15,0.03271,0.034382,-4.863009714385436,case2_downtrend,-0.009207159423060432,-1.7332014476193143,-94.12248490442688,-6.723034636030492,0.9992245679018724,0.03945973333333332
FUSDT,2026-06-15,0.004066,0.00431215,-5.7082893684125,case2_downtrend,-0.009215808566842577,-1.2840540197961987,-69.66583618154125,-4.976131155824375,0.9991712759472282,0.004784233333333334
NFLXUSDT,2026-06-15,81.68,83.05350000000001,-1.6537533035934748,case2_downtrend,-0.009230352334206802,-0.25811282634813804,-13.981742895750395,-0.9986959211250283,0.9992055269585955,85.51506666666667
TAIKOUSDT,2026-06-15,0.088,0.09346499999999999,-5.84710854330498,case2_downtrend,-0.009582973512044065,-0.9385980936505831,-48.97217405802776,-3.4980124327162687,0.9992016686199879,0.10114766666666665
TREEUSDT,2026-06-15,0.04729,0.051356,-7.91728327751382,case2_downtrend,-0.009624677423500467,-1.4278007494065377,-74.1739534002611,-5.298139528590078,0.9992007663039598,0.057614066666666665
XTZUSDT,2026-06-15,0.2412,0.27042,-10.805413800754382,case2_downtrend,-0.009857850357523092,-1.4869359761739365,-75.41887542648536,-5.38706253046324,0.9993431189785936,0.30510466666666664
NEIROCTOUSDT,2026-06-15,6.97e-05,7.19e-05,-3.0598052851182223,case2_downtrend,-0.009899666210076893,-1.4459632314470596,-73.0309083540216,-5.2164934538586865,0.997867109790444,8.055533333333332e-05
FILUSDT,2026-06-15,0.795,0.84243,-5.63014137673159,case2_downtrend,-0.010002115329408546,-0.9572557881245546,-47.85266699085142,-3.4180476422036725,0.9986784653733283,0.9137126666666667
ZKPUSDT,2026-06-15,0.05752,0.0598,-3.8127090301003252,case2_downtrend,-0.010044022778935041,-1.2857656401681608,-64.00650757506989,-4.571893398219278,0.9974284620831421,0.06624239999999999
QNTUSDT,2026-06-15,70.59,69.472,1.6092814371257536,case2_downtrend,-0.010081213250444684,-0.45985473936559285,-22.807509767998834,-1.6291078405713453,0.9943298537465325,72.61806666666668
TIAUSDT,2026-06-15,0.3694,0.356,3.764044943820233,case2_downtrend,-0.010163258544133247,-1.0198002521145686,-50.170929317903145,-3.583637808421653,0.9989188836612392,0.38912633333333324
BANANAUSDT,2026-06-15,3.031,3.2124499999999996,-5.6483369390963105,case2_downtrend,-0.010171323806593344,-1.0865320593501215,-53.41153619776614,-3.815109728411867,0.9979342974789273,3.5092066666666657
WAXPUSDT,2026-06-15,0.004641,0.00517965,-10.399351307520776,case2_downtrend,-0.010470240299941473,-1.234318882790103,-58.944152542373004,-4.2102966101695,0.9990872570863657,0.00573701
LSKUSDT,2026-06-15,0.0954,0.100715,-5.2772675371096645,case2_downtrend,-0.010544124401017948,-1.0125146668265586,-48.013217044784135,-3.429515503198867,0.9991138969859324,0.10961033333333334
