symbol,score,verdict,s_1m,s_1w,s_1d,m_1w,m_1d,v_1w,acc_w,acc_d,ret_30d,ret_90d,last_close,dist_ma10,dist_ma20,risk_flags,cut,Name,Marcap
004870,19.0,watch,B2,B4,B4,bounce_ma20,bounce_ma50,accumulation_suspect,0.0,0.0,0.217,-0.183,387.0,0.29,0.357,"drawdown_deep,accumulation_suspect",False,티웨이홀딩스,42209983262
002780,19.0,watch,B4,A1,A4,pullback_ma10,breaking,normal,0.0,0.0,0.076,0.58,1101.0,-0.044,-0.106,"drawdown_deep,pump_dump_trace",False,진흥기업,155509295405
005935,19.0,watch,A2,A2,A2,riding,pullback_ma10,normal,0.0,0.0,0.343,0.84,187500.0,0.003,0.057,,False,삼성전자우,151487683126400
007810,19.0,watch,A2,A2,A2,pullback_ma10,bounce_ma20,normal,0.0,0.0,0.268,1.115,100700.0,0.069,0.058,parabolic,False,코리아써키트,2769992610000
005850,19.0,watch,A2,A2,B4,pullback_ma20,pullback_ma50,normal,0.0,0.0,0.287,0.735,75800.0,0.142,0.162,,False,에스엘,3520797816000
017670,19.0,pass,A2,A2,A2,riding,pullback_ma20,normal,0.0,0.0,0.155,0.947,102800.0,0.013,0.039,,False,SK텔레콤,21908585406000
004170,19.0,pass,A2,A2,A2,riding,pullback_ma10,normal,0.0,0.0,0.621,1.09,535000.0,0.054,0.167,parabolic,False,신세계,5024836292000
003670,19.0,skip,A5,B4,B2,pullback_ma20,breaking,normal,0.0,0.0,0.117,0.361,243000.0,0.001,-0.046,drawdown_deep,False,포스코퓨처엠,21613931460000
294870,19.0,watch,B4,B4,B2,pullback_ma50,breaking,normal,0.0,0.0,-0.004,0.086,22000.0,-0.005,-0.031,,False,IPARK현대산업개발,1430189061000
012205,19.0,skip,A3,A2,A3,acceleration,pullback_ma10,pump_dump_trace,0.0,0.0,0.492,-0.019,13730.0,-0.12,0.122,"drawdown_deep,pump_dump_trace,parabolic",False,계양전기우,15373388850
375500,19.0,skip,A1,A4,A5,breaking,breaking,distribution_suspect,0.0,0.0,-0.137,1.086,82200.0,0.001,-0.085,"drawdown_deep,parabolic,distribution_suspect",False,DL이앤씨,3207701346700
012610,19.0,pass,A1,A2,A2,riding,pullback_ma10,normal,0.0,0.0,0.482,0.266,6090.0,0.093,0.148,,False,경인양행,238877935100
013580,19.0,watch,A2,A2,A5,pullback_ma10,breaking,normal,0.0,0.0,-0.156,0.174,23000.0,-0.059,-0.141,drawdown_deep,False,계룡건설,199159226100
017550,19.0,watch,B4,A1,A4,pullback_ma10,breaking,normal,0.0,0.0,0.076,0.781,2905.0,0.013,-0.059,"drawdown_deep,pump_dump_trace",False,수산세보틱스,177525524850
006805,18.0,watch,A2,A3,B2,pullback_ma20,riding,normal,0.0,0.0,-0.115,0.333,19390.0,-0.055,-0.109,drawdown_deep,False,미래에셋증권우,274336367500
33626K,18.0,watch,B4,A1,A3,pullback_ma10,pullback_ma20,normal,0.0,0.0,0.591,0.774,11850.0,0.052,0.127,,False,두산퓨얼셀1우,159167622000
000970,18.0,watch,B3,B3,B3,pullback_ma20,pullback_ma10,dry,0.0,0.0,0.006,0.05,6950.0,0.007,-0.018,,False,한국주철관,156867440000
005010,18.0,watch,A1,A2,A3,pullback_ma10,pullback_ma50,normal,0.0,0.0,-0.002,0.469,5620.0,-0.013,-0.057,"parabolic,drawdown_deep",False,휴스틸,323643312000
383800,18.0,pass,B5,A2,A1,pullback_ma10,riding,normal,0.0,0.0,0.219,0.268,9950.0,0.098,0.091,,False,LX홀딩스,731531817100
000500,18.0,watch,A2,A2,A3,acceleration,pullback_ma20,normal,0.0,0.0,2.884,3.673,414000.0,-0.019,0.178,"parabolic,drawdown_deep",False,가온전선,6567616655000
006340,18.0,watch,A2,A2,A3,pullback_ma10,pullback_ma20,normal,0.0,0.0,1.595,3.053,14610.0,-0.025,0.021,"parabolic,drawdown_deep",False,대원전선,1098585968160
000050,18.0,watch,B4,A1,A3,pullback_ma10,pullback_ma10,accumulation_suspect,0.0,0.0,0.088,0.193,10030.0,0.024,0.01,"drawdown_deep,accumulation_suspect",False,경방,262912439300
012200,18.0,watch,A2,A3,A4,pullback_ma10,pullback_ma20,distribution_suspect,0.0,0.0,0.327,-0.22,8570.0,-0.088,0.038,"drawdown_deep,distribution_suspect",False,계양전기,226493937280
084870,18.0,watch,B2,B5,A3,pullback_ma10,pullback_ma10,normal,0.0,0.0,-0.028,0.6,1992.0,-0.005,-0.029,,False,TBH글로벌,40916512000
012450,18.0,skip,A2,B4,B2,pullback_ma20,riding,normal,0.0,0.0,-0.15,0.157,1261000.0,-0.006,-0.058,,False,한화에어로스페이스,65330829067000
012030,18.0,watch,A2,A2,A3,pullback_ma10,pullback_ma50,normal,0.0,0.0,0.237,0.437,2090.0,-0.012,0.009,drawdown_deep,False,DB,485835048195
001067,17.8,watch,A5,B2,B2,riding,riding,normal,0.0,0.6,-0.103,-0.16,50300.0,-0.057,-0.07,"drawdown_deep,accumulation_suspect",False,JW중외제약2우B,10561641900
489790,17.0,watch,A1,A3,B2,pullback_ma20,breaking,normal,0.0,0.0,-0.058,0.495,71600.0,-0.033,-0.098,"drawdown_deep,low_history",False,한화비전,3670505953000
004985,17.0,watch,B3,B3,B2,riding,pullback_ma10,normal,0.0,0.0,-0.007,-0.022,10810.0,-0.01,-0.05,"drawdown_deep,pump_dump_trace",False,성신양회우,8077382100
042700,17.0,watch,A2,A3,B1,pullback_ma20,breaking,normal,0.0,0.0,0.143,0.726,320500.0,-0.091,-0.102,"drawdown_deep,parabolic",False,한미반도체,31071777200000
044820,17.0,watch,A1,A3,A3,pullback_ma10,pullback_ma20,distribution_suspect,0.0,0.0,0.249,0.611,20150.0,-0.004,0.045,distribution_suspect,False,코스맥스비티아이,184491322410
007690,17.0,watch,B3,A1,A4,pullback_ma50,breaking,normal,0.0,0.0,-0.048,0.132,35650.0,-0.037,-0.087,drawdown_deep,False,국도화학,330148660800
373220,17.0,skip,B3,B3,B2,riding,breaking,normal,0.0,0.0,-0.018,0.089,398500.0,-0.053,-0.108,drawdown_deep,False,LG에너지솔루션,93834000000000
33637K,17.0,watch,B3,B3,B3,pullback_ma20,pullback_ma50,normal,0.0,0.0,0.069,0.126,2245.0,0.03,-0.072,drawdown_deep,False,솔루스첨단소재1우,36861109880
012280,17.0,watch,B3,B4,B2,pullback_ma10,breaking,normal,0.0,0.0,-0.067,0.053,959.0,-0.027,-0.072,,False,영화금속,46553034700
002690,17.0,skip,B3,B3,B3,pullback_ma20,pullback_ma10,normal,0.0,0.0,-0.012,-0.029,1568.0,0.008,-0.036,drawdown_deep,False,동일제강,31303155120
123700,17.0,watch,B3,B3,B3,pullback_ma10,pullback_ma50,normal,0.0,0.0,0.022,0.018,3685.0,-0.003,-0.02,"drawdown_deep,accumulation_suspect",False,SJM,57348000150
000760,17.0,watch,B3,B3,B3,pullback_ma10,pullback_ma10,normal,0.0,0.0,-0.066,0.06,14760.0,-0.024,-0.049,drawdown_deep,False,이화산업,41160000000
003160,17.0,watch,A2,A3,B2,pullback_ma10,breaking,normal,0.0,0.0,0.083,0.128,32650.0,0.068,0.009,drawdown_deep,False,디아이,938145000000
003495,17.0,watch,B3,B3,B3,pullback_ma10,pullback_ma10,normal,0.0,0.0,-0.011,0.017,23400.0,0.008,0.0,drawdown_deep,False,대한항공우,25992579600
003610,17.0,watch,A2,B3,B3,pullback_ma10,pullback_ma50,normal,0.0,0.0,0.027,-0.049,5300.0,0.002,-0.023,drawdown_deep,False,방림,188613243180
100220,17.0,watch,B3,B4,B1,pullback_ma10,breaking,normal,0.0,0.0,0.018,0.317,6110.0,-0.036,-0.094,,False,비상교육,74601293340
003690,17.0,pass,A2,A2,A2,pullback_ma10,riding,normal,0.0,0.0,0.219,0.275,14520.0,0.11,0.145,accumulation_suspect,False,코리안리,2477628854620
003850,17.0,watch,B3,B3,B3,pullback_ma10,pullback_ma10,normal,0.0,0.0,-0.008,0.087,9650.0,0.012,-0.007,drawdown_deep,False,보령,814978466500
004360,17.0,watch,B3,B3,B3,pullback_ma50,pullback_ma10,normal,0.0,0.0,-0.089,0.033,14090.0,-0.036,-0.079,drawdown_deep,False,세방,269338846270
081660,17.0,watch,B3,B4,B2,pullback_ma10,pullback_ma10,normal,0.0,0.0,-0.066,-0.079,38900.0,0.007,-0.015,,False,미스토홀딩스,2121019008000
26490K,17.0,watch,B3,B3,B3,pullback_ma10,pullback_ma10,normal,0.0,0.0,-0.028,-0.069,8940.0,-0.008,-0.026,drawdown_deep,False,크라운제과우,6915626400
068270,16.0,skip,B3,B2,B2,riding,riding,normal,0.0,0.0,-0.016,-0.067,198700.0,0.05,0.015,,False,셀트리온,43591509421250
066970,16.0,watch,B4,A1,A5,pullback_ma10,breaking,normal,0.0,0.0,-0.137,0.525,158900.0,-0.033,-0.136,drawdown_deep,False,엘앤에프,6428376884300
000210,16.0,skip,B4,B4,B2,pullback_ma20,breaking,normal,0.0,0.0,-0.099,0.74,60200.0,0.009,-0.059,drawdown_deep,False,DL,1276213335600
017960,16.0,watch,A2,A4,B2,pullback_ma20,breaking,normal,0.0,0.0,-0.164,0.172,36800.0,-0.061,-0.171,drawdown_deep,False,한국카본,1912029982000
001270,16.0,skip,A3,A3,B2,pullback_ma10,riding,normal,0.0,0.0,-0.151,0.156,65300.0,-0.049,-0.091,"drawdown_deep,zombie",False,부국증권,676116567200
001780,16.0,skip,B4,B4,B2,pullback_ma20,breaking,normal,0.0,0.0,0.04,0.283,2605.0,-0.021,-0.068,drawdown_deep,False,알루코,240138727360
145995,16.0,skip,B3,B2,B2,riding,riding,normal,0.0,0.0,-0.012,-0.132,31800.0,-0.01,-0.03,,False,삼양사우,11749722500
016740,15.8,pass,A2,A2,A2,pullback_ma10,pullback_ma10,normal,0.0,0.6,0.085,0.298,4920.0,0.015,0.004,,False,두올,136058243880
058860,15.0,skip,B3,B3,B3,pullback_ma10,pullback_ma10,dry,0.0,0.0,-0.005,0.053,2760.0,-0.005,-0.021,drawdown_deep,False,KTis,95009460000
079900,15.0,watch,A1,A3,B2,pullback_ma20,pullback_ma50,normal,0.0,0.0,-0.156,0.323,61600.0,0.024,-0.022,low_history,False,전진건설로봇,909115553500
102460,15.0,pass,B2,B4,B5,pullback_ma50,pullback_ma10,accumulation_suspect,0.0,0.0,0.236,0.141,12300.0,0.058,0.088,"drawdown_deep,accumulation_suspect",False,이연제약,217651556810
499790,15.0,skip,C1,A3,B3,pullback_ma20,pullback_ma50,normal,0.0,0.0,0.049,0.029,45800.0,-0.066,-0.118,"drawdown_deep,low_history",False,GS피앤엘,866607751700
018880,15.0,watch,B2,B4,A4,pullback_ma10,pullback_ma20,accumulation_suspect,0.0,0.0,0.279,0.804,5050.0,0.013,0.058,"drawdown_deep,accumulation_suspect",False,한온시스템,5449454151120
00279K,15.0,skip,B3,B3,B2,pullback_ma50,riding,normal,0.0,0.0,-0.087,0.005,21400.0,-0.037,-0.078,drawdown_deep,False,아모레퍼시픽홀딩스3우C,147872370000
002795,15.0,watch,B3,B3,B2,pullback_ma10,riding,normal,0.0,0.0,-0.019,-0.038,11160.0,0.0,-0.042,drawdown_deep,False,아모레퍼시픽홀딩스우,70065268560
003000,15.0,skip,B2,B4,A5,bounce_ma20,breaking,accumulation_suspect,0.0,0.0,-0.256,0.489,5420.0,-0.038,-0.115,drawdown_deep,False,부광약품,516016229330
088350,14.0,pass,A1,A2,A2,pullback_ma10,pullback_ma10,accumulation_suspect,0.0,0.0,0.162,0.818,5600.0,0.052,0.088,accumulation_suspect,False,한화생명,4759544400000
317400,14.0,watch,B3,B4,B2,pullback_ma10,pullback_ma10,normal,0.0,0.0,-0.066,-0.004,4040.0,-0.026,-0.097,drawdown_deep,False,자이에스앤디,152997041400
014910,14.0,watch,A1,A2,A2,acceleration,acceleration,accumulation_suspect,0.0,0.0,0.942,0.335,3250.0,0.126,0.38,parabolic,False,성문전자,72784665810
004710,14.0,watch,A1,A2,A2,acceleration,pullback_ma10,accumulation_suspect,0.0,0.0,2.119,1.688,15190.0,0.066,0.34,parabolic,False,한솔테크닉스,502366096830
383220,14.0,watch,B3,B4,A1,pullback_ma10,pullback_ma10,normal,0.0,0.0,0.238,0.223,78000.0,-0.038,0.019,drawdown_deep,False,F&F,2876861332500
051915,14.0,skip,B2,B4,A5,pullback_ma50,breaking,normal,0.0,0.0,0.022,0.101,169700.0,-0.036,-0.073,drawdown_deep,False,LG화학우,1297869440000
010100,14.0,watch,C1,B4,B4,pullback_ma10,pullback_ma50,pump_dump_trace,0.0,0.0,0.082,0.085,4840.0,0.008,0.034,"drawdown_deep,pump_dump_trace",False,한국무브넥스,144030486600
030210,14.0,watch,B3,B4,B2,pullback_ma50,breaking,normal,0.0,0.0,-0.041,0.189,4030.0,-0.009,-0.062,drawdown_deep,False,다올투자증권,239380646580
003300,14.0,watch,A2,A3,B3,pullback_ma20,riding,distribution_suspect,0.0,0.0,-0.025,0.06,16690.0,-0.044,-0.044,"drawdown_deep,distribution_suspect",False,한일홀딩스,515217491640
005430,14.0,watch,A2,A2,A2,acceleration,acceleration,accumulation_suspect,0.0,0.0,0.293,0.233,75800.0,0.088,0.165,parabolic,False,한국공항,244442606000
096770,14.0,skip,B3,B4,B2,pullback_ma10,breaking,normal,0.0,0.0,0.027,0.206,123700.0,-0.006,-0.061,drawdown_deep,False,SK이노베이션,20776587645200
095570,13.8,skip,B3,B3,B2,pullback_ma10,pullback_ma10,normal,0.0,0.6,-0.075,0.054,4800.0,0.025,-0.022,drawdown_deep,False,AJ네트웍스,215176869045
006110,13.0,watch,B3,B3,A2,pullback_ma10,pullback_ma10,normal,0.0,0.0,1.284,3.21,96400.0,0.116,0.236,"parabolic,drawdown_deep,accumulation_suspect",False,삼아알미늄,1368672677500
095720,13.0,watch,B2,B4,A1,bounce_ma10,riding,accumulation_suspect,0.0,0.0,0.614,0.425,1699.0,0.113,0.268,"parabolic,drawdown_deep",False,웅진씽크빅,95980946565
002240,13.0,watch,A1,A1,A3,pullback_ma10,pullback_ma20,normal,0.0,0.0,0.014,0.107,21350.0,-0.021,-0.094,drawdown_deep,False,고려제강,575100000000
007070,13.0,watch,B4,A2,A2,pullback_ma10,pullback_ma10,normal,0.0,0.0,0.269,0.357,27350.0,0.003,0.075,,False,GS리테일,2307564654000
000320,12.0,skip,A5,A5,B2,breaking,breaking,distribution_suspect,0.0,0.0,-0.092,-0.008,19560.0,-0.016,-0.072,"drawdown_deep,distribution_suspect",False,노루홀딩스,254525541650
010820,12.0,skip,A4,A5,B1,breaking,breaking,distribution_suspect,0.0,0.0,0.529,1.833,11500.0,-0.029,-0.108,"parabolic,drawdown_deep,distribution_suspect",False,퍼스텍,534540440480
003465,12.0,watch,A2,A2,A5,pullback_ma20,breaking,normal,0.0,0.0,-0.007,0.21,3290.0,-0.008,-0.022,distribution_suspect,False,유화증권우,57497438250
006360,12.0,watch,A1,A1,A4,pullback_ma10,breaking,normal,0.0,0.0,-0.14,0.743,32150.0,-0.007,-0.103,drawdown_deep,False,GS건설,2760003052500
004770,12.0,watch,B2,B4,A4,pullback_ma10,pullback_ma10,normal,0.0,0.0,-0.032,0.098,1678.0,-0.014,-0.043,drawdown_deep,False,써니전자,58445242948
018470,12.0,skip,B2,B4,A4,pullback_ma10,breaking,normal,0.0,0.0,-0.016,0.146,1448.0,-0.02,-0.104,drawdown_deep,False,조일알미늄,176651250795
404990,12.0,watch,B3,B3,B2,pullback_ma50,breaking,normal,0.0,0.0,-0.076,0.064,3825.0,-0.015,-0.098,,False,신한서부티엔디리츠,230540678760
272210,12.0,skip,A2,A3,B2,pullback_ma10,breaking,normal,0.0,0.0,-0.162,0.814,109400.0,0.009,-0.049,drawdown_deep,False,한화시스템,21905203154550
192820,12.0,skip,A3,B3,B2,pullback_ma20,breaking,normal,0.0,0.0,-0.013,0.057,183000.0,-0.032,-0.097,drawdown_deep,False,코스맥스,2086039754200
002310,12.0,watch,B3,B3,B2,pullback_ma50,breaking,normal,0.0,0.0,-0.081,0.087,8350.0,0.011,-0.033,,False,아세아제지,318752040800
004980,12.0,watch,B3,B3,A4,pullback_ma50,breaking,normal,0.0,0.0,-0.025,0.044,9540.0,-0.03,-0.102,"drawdown_deep,distribution_suspect",False,성신양회,230451086200
008260,12.0,watch,B3,B3,B2,pullback_ma20,breaking,accumulation_suspect,0.0,0.0,-0.045,0.032,3420.0,-0.049,-0.094,"drawdown_deep,accumulation_suspect",False,NI스틸,97240397800
475150,12.0,skip,A2,A5,B2,pullback_ma20,breaking,normal,0.0,0.0,-0.243,1.195,43850.0,-0.054,-0.132,"drawdown_deep,low_history",False,SK이터닉스,1494689800500
034220,12.0,watch,B4,B4,A1,riding,pullback_ma20,normal,0.0,0.0,0.251,0.239,15150.0,0.099,0.148,distribution_suspect,False,LG디스플레이,7985000000000
011170,12.0,skip,B2,B4,A4,pullback_ma20,breaking,normal,0.0,0.0,-0.095,0.2,82900.0,-0.046,-0.121,drawdown_deep,False,롯데케미칼,3571747486500
005380,11.0,pass,A2,A2,A2,pullback_ma10,pullback_ma20,normal,0.0,0.0,0.289,0.924,655000.0,-0.009,0.083,,False,현대차,140975721891000
453340,11.0,pass,A2,A2,A2,pullback_ma10,pullback_ma10,normal,0.0,0.0,0.174,0.221,18490.0,0.01,0.051,,False,현대그린푸드,579942543820
37550K,11.0,watch,B4,B4,B2,pullback_ma50,breaking,normal,0.0,0.0,-0.192,0.276,26800.0,0.01,-0.073,drawdown_deep,False,DL이앤씨우,56335035250
161890,11.0,pass,A2,A2,A2,pullback_ma10,pullback_ma20,normal,0.0,0.0,0.188,0.448,91200.0,-0.038,-0.01,,False,한국콜마,2150422514700
005930,11.0,watch,A2,A2,A2,pullback_ma10,pullback_ma10,normal,0.0,0.0,0.39,1.107,292500.0,0.026,0.12,parabolic,False,삼성전자,1759729861008000
033240,11.0,pass,A2,A2,A2,pullback_ma10,pullback_ma10,normal,0.0,0.0,0.433,1.004,49600.0,0.031,0.036,,False,자화전자,1042465471500
353200,11.0,watch,A2,A2,A2,acceleration,pullback_ma10,normal,0.0,0.0,0.708,2.556,151300.0,0.093,0.197,parabolic,False,대덕전자,8420644020000
092790,11.0,watch,A1,A2,A2,pullback_ma10,pullback_ma20,normal,0.0,0.0,0.208,0.946,17710.0,-0.029,-0.053,parabolic,False,넥스틸,462835600000
034730,11.0,watch,A2,A2,A2,pullback_ma10,pullback_ma10,normal,0.0,0.0,0.877,1.297,642000.0,0.165,0.275,parabolic,False,SK,47271762356000
03473K,11.0,watch,A2,A2,A2,acceleration,pullback_ma10,normal,0.0,0.0,0.641,1.069,420000.0,0.093,0.199,parabolic,False,SK우,239758172500
008060,11.0,watch,A2,A2,A2,acceleration,pullback_ma10,normal,0.0,0.0,0.755,1.331,22400.0,0.122,0.202,parabolic,False,대덕,714910189300
002025,11.0,pass,A2,A2,A2,pullback_ma10,pullback_ma20,normal,0.0,0.0,0.061,0.353,31400.0,-0.001,0.015,,False,코오롱우,36321678100
007700,11.0,skip,B3,B2,B2,riding,riding,dry,0.0,0.0,-0.003,-0.009,18370.0,-0.006,-0.038,drawdown_deep,False,F&F홀딩스,702102887650
112610,11.0,skip,B4,B4,B2,pullback_ma20,breaking,normal,0.0,0.0,-0.187,0.334,52700.0,-0.019,-0.142,drawdown_deep,False,씨에스윈드,2171827254500
011070,11.0,watch,A2,A2,A2,acceleration,pullback_ma10,normal,0.0,0.0,1.49,2.053,864000.0,0.131,0.285,parabolic,False,LG이노텍,24992464992000
002900,11.0,watch,A1,A2,A2,pullback_ma10,pullback_ma20,normal,0.0,0.0,0.185,0.273,8070.0,-0.043,-0.012,,False,TYM,314226000000
069730,11.0,watch,B3,A2,A2,pullback_ma10,pullback_ma20,normal,0.0,0.0,0.075,0.528,5600.0,0.065,0.029,,False,DSR제강,78048000000
003240,11.0,watch,B4,B4,B2,pullback_ma50,breaking,normal,0.0,0.0,-0.136,0.444,1024000.0,-0.016,-0.081,drawdown_deep,False,태광산업,1135668000000
028670,11.0,pass,A1,A2,A2,pullback_ma10,pullback_ma20,normal,0.0,0.0,0.159,0.555,5980.0,0.003,0.028,,False,팬오션,3196725681760
0126Z0,11.0,skip,,B2,B2,riding,riding,dry,0.0,0.0,-0.051,-0.274,500000.0,-0.002,-0.048,"drawdown_deep,low_history",False,삼성에피스홀딩스,12416641451000
004100,11.0,skip,A5,A4,B1,pullback_ma20,breaking,normal,0.0,0.0,0.007,0.446,2985.0,0.071,-0.024,"drawdown_deep,distribution_suspect",False,태양금속,108815500000
02826K,11.0,watch,A2,A2,A2,pullback_ma10,pullback_ma20,normal,0.0,0.0,0.202,0.447,227500.0,-0.038,0.025,parabolic,False,삼성물산우B,333876725000
402340,11.0,watch,A2,A2,A2,pullback_ma10,pullback_ma20,normal,0.0,0.0,1.05,1.753,1185000.0,0.051,0.169,parabolic,False,SK스퀘어,157954188042000
092200,10.0,skip,A3,A5,B2,breaking,breaking,distribution_suspect,0.0,0.0,0.09,-0.236,9110.0,0.181,0.184,"drawdown_deep,distribution_suspect",False,디아이씨,343774949960
000390,10.0,watch,A1,A1,A4,pullback_ma50,breaking,accumulation_suspect,0.0,0.0,-0.177,0.145,7750.0,-0.017,-0.099,"drawdown_deep,zombie",False,SP삼화,207018399090
005810,10.0,watch,A2,A4,A4,breaking,pullback_ma10,distribution_suspect,0.0,0.0,-0.238,0.117,41200.0,-0.003,-0.048,"drawdown_deep,distribution_suspect",False,풍산홀딩스,605526264000
005800,10.0,watch,A3,A5,B1,pullback_ma50,breaking,distribution_suspect,0.0,0.0,-0.054,-0.046,14420.0,0.005,-0.019,"drawdown_deep,distribution_suspect",False,신영와코루,126450000000
071320,10.0,skip,A4,B1,B2,breaking,riding,normal,0.0,0.0,-0.012,-0.243,73100.0,-0.013,-0.027,"parabolic,drawdown_deep",False,지역난방공사,837143191200
004440,10.0,watch,B3,B4,A5,pullback_ma20,breaking,accumulation_suspect,0.0,0.0,-0.275,0.071,6050.0,-0.046,-0.146,"drawdown_deep,distribution_suspect",False,삼일씨엔에스,75627765180
108675,10.0,watch,B2,B4,A4,bounce_ma10,pullback_ma20,accumulation_suspect,0.0,0.0,0.139,0.074,17910.0,0.007,0.013,"drawdown_deep,distribution_suspect",False,LX하우시스우,17962542000
007120,10.0,skip,B4,A3,A4,pullback_ma20,breaking,normal,0.0,0.0,-0.212,0.551,1470.0,-0.057,-0.16,"drawdown_deep,distribution_suspect",False,미래아이앤지,41527438304
004960,10.0,watch,B4,A1,A4,pullback_ma20,breaking,accumulation_suspect,0.0,0.0,-0.244,0.28,12860.0,-0.065,-0.112,drawdown_deep,False,한신공영,143592411820
000240,9.0,skip,A3,A4,B1,breaking,breaking,normal,0.0,0.0,0.023,-0.004,24550.0,0.028,0.005,"drawdown_deep,distribution_suspect",False,한국앤컴퍼니,2316419856000
002990,9.0,watch,B3,B4,B2,pullback_ma10,breaking,normal,0.0,0.0,-0.163,0.069,4435.0,-0.003,-0.104,drawdown_deep,False,금호건설,159286388850
001790,9.0,watch,B3,B3,B2,pullback_ma20,pullback_ma10,normal,0.0,0.0,-0.077,0.022,2745.0,0.005,-0.027,drawdown_deep,False,대한제당,232421960925
210540,9.0,watch,B3,B3,B2,pullback_ma50,breaking,normal,0.0,0.0,-0.063,0.014,14050.0,-0.002,-0.052,drawdown_deep,False,디와이파워,154804746160
336370,9.0,skip,B3,B3,B2,pullback_ma10,breaking,normal,0.0,0.0,0.205,0.642,11460.0,0.018,-0.11,drawdown_deep,False,솔루스첨단소재,788540773120
448730,9.0,watch,B4,A1,B3,pullback_ma20,pullback_ma10,normal,0.0,0.0,-0.059,0.091,5250.0,-0.022,-0.105,drawdown_deep,False,삼성FN리츠,490759500000
010580,9.0,skip,B4,B2,B3,breaking,pullback_ma50,normal,0.0,0.0,0.063,-0.078,2180.0,0.045,0.035,drawdown_deep,False,에스엠벡셀,245310130800
084680,9.0,watch,B3,B4,B2,pullback_ma50,breaking,normal,0.0,0.0,-0.124,0.023,1528.0,-0.094,-0.151,drawdown_deep,False,이월드,217105281483
377300,9.0,skip,B3,B3,B2,pullback_ma10,breaking,normal,0.0,0.0,-0.048,0.041,50000.0,-0.032,-0.078,"drawdown_deep,low_history",False,카카오페이,6620794661250
483650,9.0,watch,C1,A2,A2,riding,pullback_ma10,normal,0.0,0.0,0.316,0.564,219000.0,-0.049,-0.043,low_history,False,달바글로벌,2695474180000
086280,9.0,skip,A2,A4,B2,pullback_ma10,breaking,normal,0.0,0.0,0.073,0.058,236500.0,-0.029,-0.003,distribution_suspect,False,현대글로비스,17737500000000
000720,9.0,skip,A2,A4,B2,pullback_ma20,breaking,normal,0.0,0.0,-0.203,1.004,150300.0,-0.014,-0.059,"drawdown_deep,parabolic",False,현대건설,16814720515000
009900,9.0,skip,B3,B3,B1,pullback_ma20,breaking,normal,0.0,0.0,0.133,0.322,11010.0,-0.021,-0.096,drawdown_deep,False,명신산업,568776241720
004690,9.0,skip,B3,B3,B2,pullback_ma50,breaking,normal,0.0,0.0,-0.074,0.071,127700.0,-0.04,-0.084,drawdown_deep,False,삼천리,454435158100
010400,9.0,skip,B3,B3,B2,pullback_ma10,breaking,normal,0.0,0.0,-0.003,-0.058,3890.0,0.021,-0.018,drawdown_deep,False,우진아이엔에스,30145010000
035000,8.8,watch,A5,B2,B2,riding,riding,distribution_suspect,0.0,0.6,-0.088,-0.106,7490.0,-0.038,-0.098,distribution_suspect,False,HS애드,118639954080
011700,8.0,skip,B3,B2,B2,riding,riding,normal,0.0,0.0,-0.154,0.255,3765.0,-0.044,-0.134,drawdown_deep,False,한신기계,119726297190
066570,8.0,watch,A1,A2,A2,pullback_ma10,pullback_ma10,normal,0.0,0.0,1.031,1.571,237000.0,0.155,0.371,"parabolic,drawdown_deep",False,LG전자,39092313120000
016590,8.0,skip,A1,B2,B2,riding,riding,normal,0.0,0.0,-0.112,-0.144,10750.0,-0.042,-0.102,drawdown_deep,False,신대양제지,426350935600
001045,7.4,watch,A3,B2,B2,breaking,breaking,normal,0.0,0.3,-0.032,-0.074,82200.0,-0.025,-0.058,,False,CJ우,185338286000
114090,7.0,watch,B3,B2,B3,pullback_ma10,pullback_ma10,normal,0.0,0.0,0.031,-0.147,11730.0,-0.004,-0.011,drawdown_deep,False,GKL,700824741100
128940,7.0,skip,B4,B2,B2,breaking,riding,normal,0.0,0.0,-0.08,-0.019,454000.0,0.023,-0.002,drawdown_deep,False,한미약품,5835406400500
322000,7.0,watch,A2,A2,A5,pullback_ma10,pullback_ma50,distribution_suspect,0.0,0.0,0.184,2.896,203000.0,0.002,-0.001,"parabolic,drawdown_deep,distribution_suspect",False,HD현대에너지솔루션,2222080000000
330590,7.0,skip,B3,B3,B2,pullback_ma50,breaking,normal,0.0,0.0,-0.175,-0.032,3900.0,-0.012,-0.073,,False,롯데리츠,1142871936220
005690,7.0,watch,A1,A2,B2,pullback_ma20,breaking,normal,0.0,0.0,0.016,0.18,16610.0,-0.021,-0.08,,False,파미셀,1005667274640
006260,7.0,watch,A3,A2,A2,riding,pullback_ma10,normal,0.0,0.0,0.895,1.706,544000.0,0.052,0.118,"parabolic,distribution_suspect",False,LS,17409600000000
123690,7.0,watch,B3,B2,B3,breaking,pullback_ma10,normal,0.0,0.0,-0.012,-0.26,7960.0,-0.023,-0.061,drawdown_deep,False,한국화장품,125973120000
009830,7.0,skip,B4,A1,B2,pullback_ma10,riding,normal,0.0,0.0,0.06,0.611,42700.0,-0.002,-0.067,drawdown_deep,False,한화솔루션,7520298450000
014530,7.0,skip,C1,B4,B3,bounce_ma50,pullback_ma10,normal,0.0,0.0,-0.057,0.091,3550.0,-0.008,-0.054,"drawdown_deep,zombie",False,극동유화,122042970000
