asset,symbol,entry_dt,ret_1w,ret_2w,ret_4w,ret_8w,ret_13w,ret_26w,ret_52w,peak_8w,trough_8w,peak_13w,trough_13w,peak_26w,trough_26w,peak_52w,trough_52w
kr,035250,2023-12-15,0.9196811771919,-1.9006744328632696,-6.4377682403433445,6.928264868179035,1.7780502759043637,-9.871244635193133,4.966278356836296,6.928264868179035,-9.135499693439609,6.928264868179035,-9.135499693439609,6.928264868179035,-9.871244635193133,10.361741263028822,-14.898835070508888
kr,035250,2024-02-23,-0.22962112514350874,-0.6888633754305373,-3.386911595866815,-15.556831228473023,-14.121699196326066,-12.571756601607353,-5.510907003444321,-0.22962112514350874,-15.556831228473023,-0.22962112514350874,-15.556831228473023,-0.22962112514350874,-20.321469575200922,3.3295063145809323,-20.321469575200922
kr,035420,2023-08-04,-0.6711409395973145,-4.921700223713643,-4.026845637583898,-9.843400447427298,-10.290827740492169,-0.8948545861297563,-23.31096196868009,2.684563758389258,-9.843400447427298,2.684563758389258,-19.37360178970917,3.1319910514541416,-19.37360178970917,3.1319910514541416,-25.32438478747203
kr,035420,2023-12-15,-4.867256637168138,-0.8849557522123908,1.9911504424778848,-8.849557522123897,-17.654867256637164,-24.823008849557525,-7.079646017699115,1.9911504424778848,-8.849557522123897,1.9911504424778848,-17.654867256637164,1.9911504424778848,-24.823008849557525,1.9911504424778848,-30.4424778761062
kr,035420,2023-12-29,-1.5625,2.9017857142857206,-3.3482142857142905,-10.49107142857143,-16.33928571428571,-25.49107142857143,-11.741071428571425,2.9017857142857206,-10.49107142857143,2.9017857142857206,-16.919642857142858,2.9017857142857206,-25.49107142857143,2.9017857142857206,-29.821428571428577
kr,035720,2023-12-08,6.189555125725343,2.127659574468077,7.9303675048356,8.897485493230173,2.9013539651837617,-14.410058027079309,-13.926499032882012,16.827852998065772,2.127659574468077,16.827852998065772,2.127659574468077,16.827852998065772,-16.24758220502901,16.827852998065772,-34.23597678916828
kr,036460,2023-12-15,-1.7857142857142905,-1.9841269841269882,-6.150793650793651,9.722222222222232,14.484126984126977,105.55555555555554,29.56349206349207,9.722222222222232,-9.126984126984128,19.84126984126984,-9.126984126984128,105.55555555555554,-9.126984126984128,145.63492063492066,-9.126984126984128
kr,036460,2024-01-05,-2.4742268041237137,-5.567010309278353,13.608247422680408,19.58762886597938,8.865979381443289,94.02061855670102,43.09278350515464,24.536082474226806,-5.567010309278353,24.536082474226806,-5.567010309278353,155.25773195876286,-5.567010309278353,155.25773195876286,-5.567010309278353
kr,036460,2024-02-23,-3.9735099337748325,-3.31125827814569,-7.450331125827814,-17.88079470198676,-3.4768211920529812,60.9271523178808,14.735099337748348,-3.31125827814569,-18.37748344370861,-3.31125827814569,-18.37748344370861,104.96688741721853,-18.37748344370861,104.96688741721853,-18.37748344370861
kr,042700,2025-08-15,-6.666666666666665,-6.451612903225811,-2.2580645161290325,28.06451612903227,35.05376344086022,117.74193548387095,,28.06451612903227,-10.860215053763444,60.967741935483865,-10.860215053763444,126.88172043010755,-10.860215053763444,330.1075268817204,-10.860215053763444
kr,047040,2023-08-04,2.756339581036382,-1.2127894156560126,0.6615214994487362,-7.2767364939360535,-11.02535832414554,-12.45865490628445,-12.127894156560092,2.756339581036382,-7.2767364939360535,2.756339581036382,-13.450937155457554,2.756339581036382,-13.450937155457554,2.756339581036382,-20.06615214994487
kr,047050,2025-03-21,-13.22033898305085,-18.559322033898308,-12.881355932203387,-20.593220338983052,-16.779661016949156,-16.86440677966101,30.508474576271194,-11.016949152542377,-20.593220338983052,-11.016949152542377,-22.20338983050848,-7.2881355932203356,-22.20338983050848,30.508474576271194,-22.20338983050848
