symbol,bar_ts,last_close,ret_bar,amt_bar,ch_score,dist_ma10,ret_short,ret_24h,ret_72h,vol_burst_24v72,bull_stack,ma10_strong_up,ch_pct,거래대금,ret_bar_str
FLOCKUSDT,2026-05-26 01:00:00,0.06577,-0.0028805336567617745,15543.16102,5.0,-0.0238,-0.0185,0.0139,0.0165,0.36,1,0,3.8,$16K,-0.29%
JASMYUSDT,2026-05-26 01:00:00,0.005494,-0.004529806124297875,6141.08332,5.0,-0.021,-0.0257,0.0031,0.0033,0.11,1,0,3.8,$6K,-0.45%
HOMEUSDT,2026-05-26 01:00:00,0.02297,0.0021815008726004947,12388.89247,5.0,-0.0119,-0.0175,-0.0078,0.0119,0.22,0,0,3.8,$12K,0.22%
ARUSDT,2026-05-26 01:00:00,2.076,-0.005747126436781658,12733.768800000002,5.0,-0.0261,-0.0276,0.0147,0.0058,0.24,1,0,3.8,$13K,-0.57%
SAHARAUSDT,2026-05-26 01:00:00,0.03399,-0.005267778753292318,89079.87033,5.0,-0.0324,-0.0379,-0.0264,0.0316,0.25,0,0,3.8,$89K,-0.53%
RAYUSDT,2026-05-26 01:00:00,0.7598,-0.0031487798478089246,13468.974600000001,5.0,-0.0127,-0.0162,0.011,0.0064,0.18,1,0,3.8,$13K,-0.31%
OPENUSDT,2026-05-26 01:00:00,0.1877,0.011314655172413923,55973.0785,5.0,0.0011,0.0059,0.0445,-0.0394,0.29,0,0,3.8,$56K,1.13%
POLUSDT,2026-05-26 01:00:00,0.0919,-0.0027129679869777323,13586.496,4.0,-0.01,-0.01,0.0216,0.0139,0.24,1,0,3.1,$14K,-0.27%
XPTUSDT,2026-05-26 01:00:00,1955.92,-0.005819952525452643,28051.804640000002,4.0,-0.008,-0.0078,-0.007,0.0106,0.45,1,0,3.1,$28K,-0.58%
ENSUSDT,2026-05-26 01:00:00,6.219,-0.006708193579300414,536593.3551,4.0,-0.0217,-0.0249,0.0053,0.0099,1.23,0,0,3.1,$537K,-0.67%
STXUSDT,2026-05-26 01:00:00,0.2427,-0.00532786885245895,15820.71501,3.0,-0.0213,-0.0249,-0.009,0.0025,0.24,0,0,2.3,$16K,-0.53%
SOONUSDT,2026-05-26 01:00:00,0.1689,-0.011702750146284413,234750.5631,3.0,-0.0346,-0.0474,0.0036,0.0848,1.19,0,0,2.3,$235K,-1.17%
BNBUSDT,2026-05-26 01:00:00,657.53,-0.0026090254076602815,800108.8052,3.0,-0.006,-0.006,0.0032,0.0115,0.33,0,0,2.3,$800K,-0.26%
ANKRUSDT,2026-05-26 01:00:00,0.004654,-0.0038527397260273988,6949.241104000001,3.0,-0.0118,-0.0115,0.0179,0.0024,0.26,1,0,2.3,$7K,-0.39%
PLTRUSDT,2026-05-26 01:00:00,137.06,-0.0027648428405121495,56637.3038,3.0,-0.0167,-0.0221,-0.0144,0.008,0.27,0,0,2.3,$57K,-0.28%
BABYUSDT,2026-05-26 01:00:00,0.01588,-0.004388714733542409,36861.33884,3.0,-0.0306,-0.0352,-0.0179,-0.0399,0.45,1,0,2.3,$37K,-0.44%
ASTERUSDT,2026-05-26 01:00:00,0.685,-0.00594978958061243,163158.095,2.0,-0.0096,-0.0062,-0.022,0.0212,0.26,0,0,1.5,$163K,-0.59%
RVNUSDT,2026-05-26 01:00:00,0.005465,0.02073216286888302,50944.626165,2.0,0.0156,0.0198,0.0335,0.0066,1.15,0,0,1.5,$51K,2.07%
XAGUSDT,2026-05-26 01:00:00,76.47,-0.014561855670103041,15567858.952200001,2.0,-0.0177,-0.0201,-0.0182,0.0106,0.54,0,0,1.5,$15.6M,-1.46%
XAUUSDT,2026-05-26 01:00:00,4540.97,-0.0026444044708884284,11132778.281100001,2.0,-0.0059,-0.0069,-0.0056,0.0063,0.37,0,0,1.5,$11.1M,-0.26%
1000SATSUSDT,2026-05-26 01:00:00,1.284e-05,0.0023419203747072626,5553.78512088,0.0,-0.0164,-0.0146,0.0223,0.0063,0.19,1,0,0.0,$6K,0.23%
OXYUSDT,2026-05-26 01:00:00,58.58,0.008956252152945154,87812.0058,0.0,0.0082,0.0102,0.0065,-0.0091,0.81,0,0,0.0,$88K,0.9%
QUSDT,2026-05-26 01:00:00,0.01803,-0.006283068783068724,12785.19921,0.0,-0.0151,-0.0203,0.0662,-0.0545,0.22,1,0,0.0,$13K,-0.63%
JTOUSDT,2026-05-26 01:00:00,0.499,-0.00020036064916850727,71832.048,-1.0,-0.0305,-0.0411,0.0091,-0.0076,0.3,0,0,-0.8,$72K,-0.02%
CLUSDT,2026-05-26 01:00:00,91.935,0.003514785019593347,1799004.3057000001,-1.0,0.0117,0.0111,-0.0056,-0.0657,0.26,0,0,-0.8,$1.8M,0.35%
STBLUSDT,2026-05-26 01:00:00,0.03197,0.004082914572864249,2430.51925,-1.0,-0.0202,-0.0166,0.0201,-0.0175,0.41,1,1,-0.8,$2K,0.41%
BGBUSDT,2026-05-26 01:00:00,1.9927,0.0009041137174141678,71605.68179999999,-1.0,-0.003,-0.0035,0.0075,0.0107,0.63,1,0,-0.8,$72K,0.09%
RDDTUSDT,2026-05-26 01:00:00,142.52,-0.003774640011184105,1754.4212000000002,-2.0,-0.0159,-0.0196,-0.0114,0.0065,0.08,0,0,-1.5,$2K,-0.38%
KATUSDT,2026-05-26 01:00:00,0.00818,0.0,17024.73134,-2.0,-0.0123,-0.0133,0.0062,0.0,0.23,0,0,-1.5,$17K,0.0%
PAXGUSDT,2026-05-26 01:00:00,4527.22,-0.0026985529147676157,629998.88076,-2.0,-0.0058,-0.0067,-0.006,0.0055,0.58,0,0,-1.5,$630K,-0.27%
EULUSDT,2026-05-26 01:00:00,1.203,-0.005785123966942085,414.9147,-2.0,-0.0272,-0.0322,-0.0251,0.0067,0.1,0,0,-1.5,$415,-0.58%
KWEBUSDT,2026-05-26 01:00:00,26.867,-0.008597785977859762,156.09726999999998,-2.0,-0.0014,0.0026,0.0012,-0.0055,0.04,0,0,-1.5,$156,-0.86%
龙虾USDT,2026-05-26 01:00:00,0.006251,-0.007935248373274195,545.9310849999999,-2.0,-0.03,-0.0327,0.004,0.0005,0.23,0,0,-1.5,$546,-0.79%
USUALUSDT,2026-05-26 01:00:00,0.01357,-0.0022058823529410576,3187.89154,-3.0,-0.0192,-0.0195,0.0067,-0.023,0.08,1,0,-2.3,$3K,-0.22%
NEOUSDT,2026-05-26 01:00:00,2.81,0.001068756679729388,1593.9163,-3.0,-0.0094,-0.013,0.0007,-0.0081,0.09,0,0,-2.3,$2K,0.11%
ASTRUSDT,2026-05-26 01:00:00,0.00772,-0.005154639175257714,2734.2696,-3.0,-0.0146,-0.0166,0.0065,-0.014,0.17,1,0,-2.3,$3K,-0.52%
DEEPUSDT,2026-05-26 01:00:00,0.03233,-0.009193993257738287,11127.985999999999,-3.0,-0.0266,-0.0343,0.0059,0.0072,0.32,0,0,-2.3,$11K,-0.92%
POWRUSDT,2026-05-26 01:00:00,0.06331,-0.0009468202619534738,292.68213000000003,-3.0,-0.0131,-0.0162,0.0022,-0.0183,0.06,1,0,-2.3,$293,-0.09%
TRBUSDT,2026-05-26 01:00:00,17.412,-0.004288900325956413,2397.6323999999995,-3.0,-0.014,-0.0148,0.0055,0.002,0.09,0,0,-2.3,$2K,-0.43%
IDOLUSDT,2026-05-26 01:00:00,0.02525,-0.005122143420015712,4925.467000000001,-3.0,-0.0174,-0.0194,-0.016,0.0128,0.28,0,0,-2.3,$5K,-0.51%
SUSDT,2026-05-26 01:00:00,0.04541,-0.005693015108386268,14647.81288,-3.0,-0.0157,-0.0211,0.0084,-0.0092,0.16,1,0,-2.3,$15K,-0.57%
ORDIUSDT,2026-05-26 01:00:00,4.019,-0.0032242063492062822,183521.04384,-3.0,-0.0278,-0.0302,0.0175,0.0103,0.38,1,0,-2.3,$184K,-0.32%
BTCUSDT,2026-05-26 01:00:00,76722.1,-0.0004234273906710273,124536218.04078001,-3.0,-0.0068,-0.0079,-0.0023,0.0167,0.21,0,0,-2.3,$124.5M,-0.04%
RSRUSDT,2026-05-26 01:00:00,0.001646,0.001216545012165282,2570.390308,-3.0,-0.0143,-0.012,0.0111,-0.0306,0.16,1,0,-2.3,$3K,0.12%
KASUSDT,2026-05-26 01:00:00,0.03325,-0.0021008403361344463,31174.83425,-3.0,-0.0097,-0.0154,-0.0015,-0.0206,0.24,0,0,-2.3,$31K,-0.21%
DOTUSDT,2026-05-26 01:00:00,1.239,-0.008799999999999919,206429.79,-3.0,-0.0229,-0.0282,0.0,-0.012,0.18,1,0,-2.3,$206K,-0.88%
ORCLUSDT,2026-05-26 01:00:00,193.23,-0.002117331129931843,49609.8702,-3.0,-0.0084,-0.0105,-0.0045,0.0099,0.15,0,0,-2.3,$50K,-0.21%
1000BONKUSDT,2026-05-26 01:00:00,0.005969,-0.006491344873502003,177315.98547400002,-3.0,-0.0177,-0.0194,-0.0058,0.0003,0.27,0,0,-2.3,$177K,-0.65%
AIOUSDT,2026-05-26 01:00:00,0.0895,0.0038133692238671024,2629.9575,-3.0,-0.0215,-0.0382,0.0138,-0.0544,0.35,1,1,-2.3,$3K,0.38%
AVAXUSDT,2026-05-26 01:00:00,9.208,-0.004109885355829568,277040.1752,-3.0,-0.0138,-0.0136,0.0067,0.0037,0.21,0,0,-2.3,$277K,-0.41%
BBUSDT,2026-05-26 01:00:00,0.02964,0.0013513513513512265,5717.91168,-3.0,-0.0181,-0.0202,-0.0034,0.0099,0.2,0,0,-2.3,$6K,0.14%
MSTRUSDT,2026-05-26 01:00:00,161.62,-0.0024072588111844206,171443.2636,-3.0,-0.0151,-0.0175,-0.009,0.0195,0.14,0,0,-2.3,$171K,-0.24%
1MBABYDOGEUSDT,2026-05-26 01:00:00,0.0003935,-0.0035452013167890373,29400.7959745,-3.0,-0.0183,-0.0209,0.009,0.0059,0.22,0,0,-2.3,$29K,-0.35%
LDOUSDT,2026-05-26 01:00:00,0.3414,-0.006113537117904078,14820.31056,-3.0,-0.0181,-0.0201,-0.0003,0.0,0.13,1,0,-2.3,$15K,-0.61%
ZENUSDT,2026-05-26 01:00:00,6.124,-0.006650446066504556,36476.381199999996,-3.0,-0.0218,-0.025,-0.0054,0.0208,0.48,0,0,-2.3,$36K,-0.67%
SKRUSDT,2026-05-26 01:00:00,0.014504,-0.007527028876419872,12436.831903999999,-4.0,-0.0165,-0.0213,0.0058,0.0148,0.28,1,0,-3.1,$12K,-0.75%
YGGUSDT,2026-05-26 01:00:00,0.03794,-0.0031529164477139826,20316.919322,-4.0,-0.0197,-0.0269,0.0232,0.0109,0.25,1,0,-3.1,$20K,-0.32%
XPDUSDT,2026-05-26 01:00:00,1384.35,-0.006708760852407347,12216.888749999998,-4.0,-0.01,-0.0131,0.0028,0.0224,0.16,1,0,-3.1,$12K,-0.67%
API3USDT,2026-05-26 01:00:00,0.3234,-0.0027752081406103857,3489.3889800000006,-4.0,-0.0179,-0.0176,-0.0034,0.0034,1.3,0,0,-3.1,$3K,-0.28%
IOTAUSDT,2026-05-26 01:00:00,0.05716,0.0014015416958654825,16434.563176,-4.0,-0.012,-0.0078,0.0214,-0.0187,0.2,1,0,-3.1,$16K,0.14%
REDUSDT,2026-05-26 01:00:00,0.1342,0.005997001499250532,4728.6577800000005,-4.0,-0.02,-0.0197,0.0268,0.0113,0.38,0,0,-3.1,$5K,0.6%
GENIUSUSDT,2026-05-26 01:00:00,0.64859,0.010642607828471817,199012.05842,-4.0,0.0312,0.0354,-0.0814,0.0677,0.08,0,0,-3.1,$199K,1.06%
WMTUSDT,2026-05-26 01:00:00,120.49,0.0010800930541707832,6987.2151,-5.0,0.0031,0.0038,0.0013,0.0004,0.17,0,0,-3.8,$7K,0.11%
BZUSDT,2026-05-26 01:00:00,95.34,0.0009448818897637157,460663.81200000003,-5.0,0.0102,0.0103,-0.0111,-0.0674,0.22,0,0,-3.8,$461K,0.09%
XLMUSDT,2026-05-26 01:00:00,0.14832,-0.0036275695284158083,243434.6496,-5.0,-0.0107,-0.0093,0.0112,0.0279,0.36,0,0,-3.8,$243K,-0.36%
ROSEUSDT,2026-05-26 01:00:00,0.00965,-0.0010351966873705098,6237.895100000001,-5.0,-0.0183,-0.0223,0.0179,0.001,0.35,1,0,-3.8,$6K,-0.1%
LAUSDT,2026-05-26 01:00:00,0.1161,0.002590673575129543,14113.4643,-5.0,-0.0146,-0.0144,0.0247,0.022,1.24,0,0,-3.8,$14K,0.26%
KNCUSDT,2026-05-26 01:00:00,0.1456,-0.005464480874316946,847.9744000000001,-5.0,-0.0139,-0.0095,-0.0068,-0.0195,0.48,0,0,-3.8,$848,-0.55%
SEIUSDT,2026-05-26 01:00:00,0.06105,-0.0026139519686325663,435888.51405,-5.0,-0.0169,-0.0218,0.0086,0.0044,0.23,1,0,-3.8,$436K,-0.26%
RUNEUSDT,2026-05-26 01:00:00,0.4388,-0.007015161801312453,9846.80364,-5.0,-0.0263,-0.0292,-0.0194,0.0252,0.12,0,0,-3.8,$10K,-0.7%
SOXSUSDT,2026-05-26 01:00:00,7.27,0.0055325034578146415,27275.8768,-5.0,0.0169,0.0254,0.0014,-0.0751,0.21,0,0,-3.8,$27K,0.55%
AVNTUSDT,2026-05-26 01:00:00,0.15196,-0.0017736320042041065,53037.83900000001,-5.0,-0.0171,-0.0242,0.0052,0.0396,0.21,0,0,-3.8,$53K,-0.18%
1000CATUSDT,2026-05-26 01:00:00,0.001798,-0.007178354500276041,1332.39891,-6.0,-0.0236,-0.0249,0.0101,-0.0169,0.73,0,0,-4.6,$1K,-0.72%
NAORISUSDT,2026-05-26 01:00:00,0.03765,-0.02004164497657468,50474.71950000001,-7.0,-0.0437,-0.0634,-0.0623,0.0078,0.21,0,0,-5.4,$50K,-2.0%
ARPAUSDT,2026-05-26 01:00:00,0.01071,-0.007414272474513317,8917.413750000002,-7.0,-0.0215,-0.0246,-0.0083,-0.0377,0.28,0,0,-5.4,$9K,-0.74%
SONICUSDT,2026-05-26 01:00:00,0.03851,0.001560468140442195,8717.624230000001,-7.0,-0.0121,-0.0121,0.0076,0.0116,0.59,0,0,-5.4,$9K,0.16%
SQDUSDT,2026-05-26 01:00:00,0.03823,0.005787950539331677,9166.52179,-7.0,-0.0303,-0.049,0.0197,-0.0165,0.41,0,0,-5.4,$9K,0.58%
BRUSDT,2026-05-26 01:00:00,0.1201,-0.003650240584038511,3776.5445,-7.0,-0.0216,-0.0198,0.0089,-0.0199,0.25,0,0,-5.4,$4K,-0.37%
SKYUSDT,2026-05-26 01:00:00,0.06975,-0.001574577726882298,3443.2087500000002,-8.0,-0.005,-0.0056,-0.0001,-0.0053,0.18,0,0,-6.2,$3K,-0.16%
XAUTUSDT,2026-05-26 01:00:00,4521.11,-0.0024117174605696734,3718477.3416999998,-8.0,-0.0053,-0.0062,-0.0055,0.0049,0.57,0,0,-6.2,$3.7M,-0.24%
MYXUSDT,2026-05-26 01:00:00,0.2051,0.007862407862407883,64329.2048,-8.0,-0.0016,-0.0039,0.0153,0.2468,0.12,0,0,-6.2,$64K,0.79%
ARBUSDT,2026-05-26 01:00:00,0.1072,-0.0037174721189591198,270918.283088,-8.0,-0.0147,-0.0174,0.0258,-0.0228,0.17,1,0,-6.2,$271K,-0.37%
AEVOUSDT,2026-05-26 01:00:00,0.02476,-0.002417405318291599,6835.277788,-8.0,-0.0173,-0.0132,0.0206,-0.0068,0.26,0,0,-6.2,$7K,-0.24%
SSVUSDT,2026-05-26 01:00:00,2.635,0.0026636225266361002,7119.26935,-9.0,-0.0031,-0.0079,0.0174,0.0076,0.08,1,0,-6.9,$7K,0.27%
XPLUSDT,2026-05-26 01:00:00,0.0828,-0.02312411514865509,349852.5216,-10.0,-0.0408,-0.052,0.0276,0.0051,0.37,1,1,-7.7,$350K,-2.31%
DOLOUSDT,2026-05-26 01:00:00,0.0312,-0.0009606147934678733,7395.8351999999995,-10.0,-0.0174,-0.0216,0.0383,-0.0108,0.52,1,1,-7.7,$7K,-0.1%
AAPLUSDT,2026-05-26 01:00:00,310.35,0.001840015494867453,97809.90600000002,-10.0,-0.0026,-0.0039,-0.0031,0.0085,0.36,0,0,-7.7,$98K,0.18%
GIGGLEUSDT,2026-05-26 01:00:00,30.31,-0.0039434768320736335,11991.848399999999,-10.0,-0.02,-0.0238,0.001,-0.0463,0.21,0,0,-7.7,$12K,-0.39%
ZROUSDT,2026-05-26 01:00:00,1.3305,-0.0020252025202519564,38833.3035,-10.0,-0.0078,-0.0065,0.0267,0.0246,0.28,1,0,-7.7,$39K,-0.2%
METAUSDT,2026-05-26 01:00:00,613.07,-0.0011404923668474343,12200.093,-10.0,-0.0054,-0.0087,-0.0029,0.0075,0.51,0,0,-7.7,$12K,-0.11%
MONUSDT,2026-05-26 01:00:00,0.0255,-0.005847953216374324,47298.7005,-10.0,-0.0258,-0.0289,0.0143,-0.0196,0.21,0,0,-7.7,$47K,-0.58%
DOGEUSDT,2026-05-26 01:00:00,0.10061,-0.006419119099348225,1396905.4596000002,-11.0,-0.0162,-0.0164,-0.0111,-0.0111,0.21,0,0,-8.5,$1.4M,-0.64%
ALGOUSDT,2026-05-26 01:00:00,0.1111,-0.005371530886302489,97106.35506,-11.0,-0.0147,-0.0168,-0.0036,-0.0098,0.33,0,0,-8.5,$97K,-0.54%
BIOUSDT,2026-05-26 01:00:00,0.03347,-0.003275759380583665,65489.30979,-11.0,-0.0173,-0.0205,-0.0101,-0.0354,0.39,0,0,-8.5,$65K,-0.33%
CFXUSDT,2026-05-26 01:00:00,0.05504,-0.012203876525484603,64135.36,-11.0,-0.0085,-0.0243,0.0138,-0.0149,0.14,0,0,-8.5,$64K,-1.22%
ETHUSDT,2026-05-26 01:00:00,2093.3,-0.0015596903513834803,68502949.43800001,-11.0,-0.0094,-0.008,-0.0001,0.0123,0.22,0,0,-8.5,$68.5M,-0.16%
CHILLGUYUSDT,2026-05-26 01:00:00,0.01209,-0.0024752475247524774,3559.98513,-11.0,-0.0428,-0.0312,-0.0289,-0.0458,0.22,0,0,-8.5,$4K,-0.25%
TURBOUSDT,2026-05-26 01:00:00,0.001095,-0.0072529465095194645,3914.6370450000004,-11.0,-0.0228,-0.0249,-0.0099,-0.0301,0.1,0,0,-8.5,$4K,-0.73%
BLURUSDT,2026-05-26 01:00:00,0.02226,0.0008992805755394517,1516.0262039999998,-11.0,-0.0147,-0.015,-0.0085,0.015,0.14,0,0,-8.5,$2K,0.09%
SPXUSDT,2026-05-26 01:00:00,0.3552,-0.0022471910112358273,21809.280000000002,-11.0,-0.0217,-0.0244,0.0123,-0.0201,0.25,0,0,-8.5,$22K,-0.22%
XRPUSDT,2026-05-26 01:00:00,1.3389,-0.0018637244669748032,7322354.3937,-11.0,-0.0099,-0.0111,-0.0056,0.0016,0.21,0,0,-8.5,$7.3M,-0.19%
APEUSDT,2026-05-26 01:00:00,0.1342,-0.007396449704141772,33289.652,-11.0,-0.0214,-0.0233,-0.003,-0.0247,0.24,1,0,-8.5,$33K,-0.74%
ETCUSDT,2026-05-26 01:00:00,8.815,-0.004966700530533941,76734.575,-11.0,-0.018,-0.0203,-0.0043,-0.0034,0.11,0,0,-8.5,$77K,-0.5%
LAYERUSDT,2026-05-26 01:00:00,0.0871,-0.003432494279176246,23292.91783,-11.0,-0.0167,-0.0224,-0.0068,-0.0429,0.17,0,0,-8.5,$23K,-0.34%
HOODUSDT,2026-05-26 01:00:00,74.33,-0.003218452460775012,36756.9283,-11.0,-0.014,-0.0182,-0.0099,0.0129,0.19,0,0,-8.5,$37K,-0.32%
REZUSDT,2026-05-26 01:00:00,0.004372,0.0013742556115436955,10586.308336,-11.0,-0.0227,-0.044,-0.0146,-0.0243,0.24,0,0,-8.5,$11K,0.14%
AXLUSDT,2026-05-26 01:00:00,0.05688,-0.008022322985699382,10188.17496,-11.0,-0.0301,-0.0353,0.0028,-0.0402,0.27,0,0,-8.5,$10K,-0.8%
BRETTUSDT,2026-05-26 01:00:00,0.006911,-0.0053252734599885665,48637.06093,-11.0,-0.0292,-0.027,-0.0147,-0.0415,0.29,0,0,-8.5,$49K,-0.53%
QTUMUSDT,2026-05-26 01:00:00,0.895,-0.004449388209121219,13702.0025,-11.0,-0.0149,-0.0154,-0.0044,-0.0282,0.22,0,0,-8.5,$14K,-0.44%
COINUSDT,2026-05-26 01:00:00,187.23,-0.0018126566081996254,92094.6924,-11.0,-0.0117,-0.0142,-0.0076,0.0152,0.19,0,0,-8.5,$92K,-0.18%
FLOKIUSDT,2026-05-26 01:00:00,2.906e-05,-0.004794520547945269,6951.9297909,-11.0,-0.0164,-0.0189,-0.0021,0.0045,0.25,0,0,-8.5,$7K,-0.48%
ORCAUSDT,2026-05-26 01:00:00,1.399,-0.001427551748750866,134755.877,-11.0,-0.0244,-0.0217,-0.0134,-0.0064,0.56,0,0,-8.5,$135K,-0.14%
LINKUSDT,2026-05-26 01:00:00,9.403,-0.0033916269210386707,703588.878,-11.0,-0.0117,-0.0114,0.0026,-0.0006,0.16,0,0,-8.5,$704K,-0.34%
BOMEUSDT,2026-05-26 01:00:00,0.0005173,-0.005000961723408248,15536.679762100002,-11.0,-0.0254,-0.0241,-0.023,-0.0771,0.52,0,0,-8.5,$16K,-0.5%
ORDERUSDT,2026-05-26 01:00:00,0.05245,-0.026178982547344964,65642.27644999999,-11.0,-0.0146,-0.0072,0.0124,0.004,0.32,0,0,-8.5,$66K,-2.62%
AUSDT,2026-05-26 01:00:00,0.0779,-0.003326509723643789,2543.8244999999997,-11.0,-0.0183,-0.0266,0.0015,-0.0105,0.16,1,0,-8.5,$3K,-0.33%
WAXPUSDT,2026-05-26 01:00:00,0.006188,-0.001935483870967758,17629.314976,-11.0,-0.0126,-0.014,0.0062,0.0016,0.09,0,0,-8.5,$18K,-0.19%
HOLOUSDT,2026-05-26 01:00:00,0.07302,0.0013713658804168638,9258.2058,-11.0,-0.0176,-0.0151,0.0191,-0.0402,0.18,0,0,-8.5,$9K,0.14%
ICXUSDT,2026-05-26 01:00:00,0.03657,-0.005439216752787579,2662.80798,-11.0,-0.0167,-0.0161,-0.0052,-0.0111,0.14,0,0,-8.5,$3K,-0.54%
C98USDT,2026-05-26 01:00:00,0.01931,0.0,1709.9584300000001,-11.0,-0.0187,-0.0213,0.0228,0.0042,1.48,0,0,-8.5,$2K,0.0%
OPNUSDT,2026-05-26 01:00:00,0.1688,-0.005303476723629852,9410.6,-12.0,-0.031,-0.031,0.0048,-0.0129,0.15,1,0,-9.2,$9K,-0.53%
INXUSDT,2026-05-26 01:00:00,0.009502,-0.00834898768524317,30905.369024,-12.0,-0.0437,-0.0542,-0.0307,-0.0562,0.31,0,0,-9.2,$31K,-0.83%
USDCUSDT,2026-05-26 01:00:00,1.0,-0.00019996000799837876,226.9,-12.0,-0.0001,0.0,-0.0003,-0.0002,0.07,0,0,-9.2,$227,-0.02%
ILVUSDT,2026-05-26 01:00:00,4.248,-0.00258276590749007,1078.1424000000002,-12.0,-0.0184,-0.0178,-0.0021,-0.0272,1.26,0,0,-9.2,$1K,-0.26%
STRKUSDT,2026-05-26 01:00:00,0.040191,-0.008290769116885088,106040.21573699999,-13.0,-0.0224,-0.0349,0.0158,-0.0058,0.27,1,0,-10.0,$106K,-0.83%
GOATUSDT,2026-05-26 01:00:00,0.0169,-0.005882352941176672,4860.271,-13.0,-0.028,-0.0276,-0.0071,-0.0146,0.39,1,0,-10.0,$5K,-0.59%
TNSRUSDT,2026-05-26 01:00:00,0.03815,0.005270092226614009,3196.5427200000004,-13.0,-0.0078,-0.0086,0.0171,0.0071,0.37,0,0,-10.0,$3K,0.53%
MUBARAKUSDT,2026-05-26 01:00:00,0.01293,0.0,2624.75121,-13.0,-0.0266,-0.0249,0.0197,-0.0227,0.35,1,0,-10.0,$3K,0.0%
XVSUSDT,2026-05-26 01:00:00,2.681,-0.0051948051948050855,291.15659999999997,-13.0,-0.0101,-0.0074,0.0125,-0.0125,0.19,1,0,-10.0,$291,-0.52%
TAIKOUSDT,2026-05-26 01:00:00,0.1086,-0.0018382352941175295,3626.154,-13.0,-0.0112,-0.0091,0.0093,0.0093,0.11,1,0,-10.0,$4K,-0.18%
ETHFIUSDT,2026-05-26 01:00:00,0.3681,-0.00674581759309234,73543.72967999999,-13.0,-0.0199,-0.0233,0.0066,0.0088,0.3,1,0,-10.0,$74K,-0.67%
XPINUSDT,2026-05-26 01:00:00,0.0012253,0.0017168083714844684,14490.6367335,-13.0,-0.0196,-0.0269,0.0119,-0.0077,0.28,1,1,-10.0,$14K,0.17%
WIFUSDT,2026-05-26 01:00:00,0.1898,-0.006802721088435382,73795.34083999999,-13.0,-0.0228,-0.0282,0.0199,-0.0078,0.17,1,0,-10.0,$74K,-0.68%
CROUSDT,2026-05-26 01:00:00,0.06829,-0.0017541295132289525,10167.0152,-13.0,-0.0116,-0.0117,-0.0052,0.0019,0.35,0,0,-10.0,$10K,-0.18%
QNTUSDT,2026-05-26 01:00:00,79.34,-0.005515166708448205,31446.409000000003,-14.0,-0.0037,-0.0068,-0.0046,0.0301,0.14,0,0,-10.8,$31K,-0.55%
XMRUSDT,2026-05-26 01:00:00,380.58,-0.014041450777202091,51697.987199999996,-14.0,-0.0144,-0.0177,-0.0397,0.0008,0.34,0,0,-10.8,$52K,-1.4%
SUPERUSDT,2026-05-26 01:00:00,0.12,-0.004149377593360981,31824.96,-14.0,-0.0239,-0.0268,-0.0276,0.0879,0.17,0,0,-10.8,$32K,-0.41%
GLMUSDT,2026-05-26 01:00:00,0.1391,-0.002152080344332785,4480.2719,-15.0,-0.0142,-0.0142,0.0072,-0.0064,0.56,0,0,-11.5,$4K,-0.22%
NIGHTUSDT,2026-05-26 01:00:00,0.0331,0.007610350076103556,11819.612799999999,-15.0,0.0167,0.0175,0.0039,0.0129,0.14,0,0,-11.5,$12K,0.76%
COPUSDT,2026-05-26 01:00:00,119.33,0.004461279461279499,20850.530899999998,-15.0,-0.0073,-0.0094,-0.0145,-0.0165,1.41,0,0,-11.5,$21K,0.45%
HIVEUSDT,2026-05-26 01:00:00,0.06216,0.012542759407069504,21852.84528,-15.0,-0.0008,0.0011,-0.0249,-0.0175,0.5,0,0,-11.5,$22K,1.25%
BEATUSDT,2026-05-26 01:00:00,0.98123,0.01790512152867829,1072418.64759,-16.0,-0.0196,-0.015,-0.1946,-0.2552,0.09,0,0,-12.3,$1.1M,1.79%
GMEUSDT,2026-05-26 01:00:00,21.96,0.0004555808656037108,2978.6544,-16.0,-0.0053,-0.0005,-0.0108,0.0018,0.27,0,0,-12.3,$3K,0.05%
KITEUSDT,2026-05-26 01:00:00,0.19786,0.004824539129551608,19830.12278,-16.0,-0.0002,-0.0006,-0.0188,0.034,0.12,0,0,-12.3,$20K,0.48%
ACEUSDT,2026-05-26 01:00:00,0.1145,-0.004347826086956497,124.664165,-16.0,-0.0225,-0.0222,-0.0026,-0.0087,0.85,0,0,-12.3,$125,-0.43%
LINEAUSDT,2026-05-26 01:00:00,0.003129,-0.0025502072043354085,14381.844603,-16.0,-0.0169,-0.0179,0.0232,-0.028,0.24,0,0,-12.3,$14K,-0.26%
SYRUPUSDT,2026-05-26 01:00:00,0.1987,0.0025227043390514403,76064.347,-18.0,-0.0258,-0.041,0.0387,-0.0045,0.29,1,1,-13.8,$76K,0.25%
XOMUSDT,2026-05-26 01:00:00,153.2,0.0024865855254547764,3310.6519999999996,-18.0,-0.0054,-0.0069,-0.0097,-0.0213,0.56,0,0,-13.8,$3K,0.25%
GALAUSDT,2026-05-26 01:00:00,0.003235,-0.006144393241167445,39864.67855,-18.0,-0.0208,-0.0265,0.0202,-0.0098,0.22,1,0,-13.8,$40K,-0.61%
