symbol,bar_ts,last_close,ret_bar,amt_bar,ch_score,dist_ma10,ret_short,ret_24h,ret_72h,vol_burst_24v72,bull_stack,ma10_strong_up,ch_pct,거래대금,ret_bar_str
BCHUSDT,2026-05-26 01:00:00,346.13,-0.006544014236101181,420347.19460000005,-49.0,-0.0096,-0.0142,0.0062,-0.0408,0.22,0,0,-37.7,$420K,-0.65%
PIUSDT,2026-05-26 01:00:00,0.1464,-0.002044989775051076,177804.7032,-49.0,-0.0132,-0.0161,-0.0135,-0.0292,0.31,0,0,-37.7,$178K,-0.2%
ALTUSDT,2026-05-26 01:00:00,0.007142,0.0011213905242501987,36438.898236,-49.0,-0.0137,-0.0142,-0.0471,-0.0986,0.05,0,0,-37.7,$36K,0.11%
SKLUSDT,2026-05-26 01:00:00,0.00605,-0.004934210526315819,5735.884,-49.0,-0.0159,-0.0163,-0.0033,-0.0163,0.52,0,0,-37.7,$6K,-0.49%
ALCHUSDT,2026-05-26 01:00:00,0.07159,-0.003479955456570205,14887.35527,-49.0,-0.018,-0.0185,-0.0201,-0.0269,0.31,0,0,-37.7,$15K,-0.35%
AGLDUSDT,2026-05-26 01:00:00,0.2319,-0.0004310344827587187,11692.908179999999,-49.0,-0.0143,-0.017,-0.006,-0.0269,0.21,0,0,-37.7,$12K,-0.04%
MEGAUSDT,2026-05-26 01:00:00,0.07192,-0.006355346780878679,61996.334559999996,-50.0,-0.0333,-0.0346,-0.079,-0.114,0.39,0,0,-38.5,$62K,-0.64%
MEUSDT,2026-05-26 01:00:00,0.0946,-0.015608740894901163,18695.4196,-51.0,-0.0282,-0.0347,-0.0671,0.0238,0.2,0,0,-39.2,$19K,-1.56%
ARIAUSDT,2026-05-26 01:00:00,0.04168,-0.014890096903805161,12628.03968,-59.0,-0.0482,-0.0514,-0.0781,-0.0674,0.23,0,0,-45.4,$13K,-1.49%
MLNUSDT,2026-05-18 07:00:00,2.293,-0.00304347826086937,19215.34,-59.0,-0.024,-0.0357,-0.0962,-0.2787,0.05,0,0,-45.4,$19K,-0.3%
ATAUSDT,2026-05-18 07:00:00,0.00506,0.02429149797570851,12356.77806,-59.0,-0.0336,-0.0524,-0.138,-0.2227,0.16,0,0,-45.4,$12K,2.43%
B2USDT,2026-05-26 01:00:00,0.48,0.0029251984956120136,25951.68,-59.0,-0.0231,-0.035,-0.0801,-0.2581,0.53,0,0,-45.4,$26K,0.29%
