symbol,pass_gate,bar_dt,close,ma20w,slope_4w,n_weeks,reason
RPLUSDT,False,2026-05-18,1.674,1.844,-0.017555076054236896,89,below MA20 + slope<0
RSRUSDT,False,2026-05-18,0.00164,0.00178375,-0.09154570919276805,206,below MA20 + slope<0
RUNEUSDT,False,2026-05-18,0.4514,0.46004500000000004,-0.03426958036820116,215,below MA20 + slope<0
RVNUSDT,False,2026-05-18,0.005345,0.00597095,-0.04868159005815342,162,below MA20 + slope<0
SAFEUSDT,True,2026-05-18,0.1453,0.128185,0.0026594704525009227,83,pass
SAGAUSDT,False,2026-05-18,0.01926,0.031118,-0.2151729530006683,111,below MA20 + slope<0
SAHARAUSDT,True,2026-05-18,0.03428,0.02428,0.051560233006344935,48,pass
SANDUSDT,False,2026-05-18,0.07015,0.087044,-0.09595201620232141,233,below MA20 + slope<0
SANTOSUSDT,False,2026-05-18,0.877,1.4525,-0.07923930269413626,82,below MA20 + slope<0
SAPIENUSDT,False,2026-05-18,0.11132,0.093077,-0.06188455607405996,40,slope<0
SCRTUSDT,False,2026-05-18,0.081,0.09725,-0.028520053943359436,79,below MA20 + slope<0
SEIUSDT,False,2026-05-18,0.06076,0.0716,-0.1319370775619071,145,below MA20 + slope<0
SENTUSDT,False,,,,,18,insufficient (<24w)
SFPUSDT,False,2026-05-18,0.2745,0.297435,-0.015148505016390201,162,below MA20 + slope<0
SHELLUSDT,False,2026-05-18,0.03177,0.0342315,-0.06601456986166832,67,below MA20 + slope<0
SHIBUSDT,False,2026-05-18,5.579e-06,6.28315e-06,-0.057765414232906265,235,below MA20 + slope<0
SIGNUSDT,False,2026-05-18,0.01275,0.02999,-0.12403429088837947,56,below MA20 + slope<0
SIRENUSDT,False,2026-05-18,0.50782,0.5863785,0.2868984588035841,62,below MA20
SKLUSDT,False,2026-05-18,0.00613,0.007157000000000001,-0.09980504370794263,162,below MA20 + slope<0
SKRUSDT,False,,,,,18,insufficient (<24w)
SKYAIUSDT,True,2026-05-18,0.32855,0.136241,1.256336791898181,54,pass
SKYUSDT,False,2026-05-18,0.06983,0.070394,0.03370093540286945,37,below MA20
SLPUSDT,False,2026-05-18,0.0006184,0.000670355,-0.03308139451023395,44,below MA20 + slope<0
SNDKUSDT,False,,,,,6,insufficient (<24w)
SNXUSDT,False,2026-05-18,0.2991,0.330235,-0.0651256935794361,204,below MA20 + slope<0
SOLUSDT,False,2026-05-18,85.223,93.09885,-0.08087737311310972,253,below MA20 + slope<0
SOMIUSDT,False,2026-05-18,0.1649,0.18833,-0.08357460889029467,39,below MA20 + slope<0
SONICUSDT,False,2026-05-18,0.03857,0.045091,-0.13132013678177545,72,below MA20 + slope<0
SOONUSDT,False,2026-05-18,0.1591,0.18234,-0.1908945686900958,53,below MA20 + slope<0
SOPHUSDT,False,2026-05-18,0.007768,0.0094084,-0.09738571497097903,52,below MA20 + slope<0
SOXLUSDT,False,,,,,7,insufficient (<24w)
SOXSUSDT,False,,,,,7,insufficient (<24w)
SP500USDT,False,,,,,1,insufficient (<24w)
SPACEUSDT,False,,,,,18,insufficient (<24w)
SPCXUSDT,False,,,,,1,insufficient (<24w)
SPELLUSDT,False,2026-05-18,0.000154,0.000184305,-0.08367514356029537,160,below MA20 + slope<0
SPKUSDT,True,2026-05-18,0.02704,0.024428,0.0933422848830705,49,pass
SPXUSDT,False,2026-05-18,0.3499,0.34868,-0.08061858116570653,82,slope<0
SQDUSDT,False,2026-05-18,0.03714,0.042686,-0.10177284444210632,50,below MA20 + slope<0
SQQQUSDT,False,,,,,8,insufficient (<24w)
SSVUSDT,False,2026-05-18,2.591,2.9024,-0.07304142314202677,168,below MA20 + slope<0
STABLEUSDT,True,2026-05-18,0.03603,0.026791500000000003,0.18089256198347115,29,pass
STBLUSDT,False,2026-05-18,0.03104,0.037351499999999996,-0.09013068949977487,35,below MA20 + slope<0
STEEMUSDT,False,2026-05-18,0.05283,0.05859500000000001,-0.038472583463927235,80,below MA20 + slope<0
STGUSDT,False,2026-05-18,0.1663,0.182745,0.11037185563251906,193,below MA20
STORJUSDT,False,2026-05-18,0.1044,0.103535,-0.042185114945187174,204,slope<0
STOUSDT,False,2026-05-18,0.06649,0.0848885,-0.04774270986993023,60,below MA20 + slope<0
STRKUSDT,False,2026-05-18,0.039783,0.04626205,-0.16549475526052326,118,below MA20 + slope<0
STXSTOCKUSDT,False,,,,,6,insufficient (<24w)
STXUSDT,False,2026-05-18,0.2439,0.25444000000000006,-0.033668179487666205,167,below MA20 + slope<0
SUIUSDT,False,2026-05-18,1.032,1.068195,-0.07798574936666247,160,below MA20 + slope<0
SUNUSDT,False,2026-05-18,0.020138,0.0183073,-0.0012465800879971622,92,slope<0
SUPERUSDT,False,2026-05-18,0.1277,0.13127000000000003,-0.1388178180148264,110,below MA20 + slope<0
SUSDT,False,2026-05-18,0.0453,0.048576,-0.12918926186528024,71,below MA20 + slope<0
SUSHIUSDT,False,2026-05-18,0.2011,0.221935,-0.07507814127943335,296,below MA20 + slope<0
SXTUSDT,False,2026-05-18,0.01154,0.018754,-0.11621112158341185,55,below MA20 + slope<0
SYNUSDT,False,2026-05-18,0.04411,0.05223799999999999,-0.006570502153717683,92,below MA20 + slope<0
SYRUPUSDT,False,2026-05-18,0.1912,0.25339999999999996,-0.07371191490139473,55,below MA20 + slope<0
TACUSDT,True,2026-05-18,0.017883,0.007770299999999999,0.7135201887666216,45,pass
TAGUSDT,True,2026-05-18,0.0014644,0.0006836850000000001,0.33814491505519473,44,pass
TAIKOUSDT,False,2026-05-18,0.1079,0.1285,-0.08276526642635351,102,below MA20 + slope<0
TAOUSDT,True,2026-05-18,274.81,245.35100000000003,0.032826358749415974,111,pass
THETAUSDT,False,2026-05-18,0.193,0.20663,-0.07890161815182983,244,below MA20 + slope<0
THEUSDT,False,2026-05-18,0.0869,0.17357,-0.10179051956116747,78,below MA20 + slope<0
TIAUSDT,False,2026-05-18,0.4148,0.36661,-0.05756995411370036,134,slope<0
TLMUSDT,False,2026-05-18,0.001436,0.0018040499999999998,-0.047969603419615425,165,below MA20 + slope<0
TNSRUSDT,False,2026-05-18,0.03741,0.045551999999999995,-0.1661342730309826,111,below MA20 + slope<0
TONUSDT,True,2026-05-18,1.7622,1.477835,0.034757158511267594,158,pass
TOSHIUSDT,False,2026-05-18,0.0001589,0.000208595,-0.1393885634128228,69,below MA20 + slope<0
TOWNSUSDT,False,2026-05-18,0.003162,0.00398395,-0.12466630779878518,42,below MA20 + slope<0
TQQQUSDT,False,,,,,8,insufficient (<24w)
TRADOORUSDT,False,,,,,6,insufficient (<24w)
TRBUSDT,False,2026-05-18,17.34,16.909100000000002,-0.01926768863136774,100,slope<0
TREEUSDT,False,2026-05-18,0.06444,0.0714275,-0.10157478334150916,43,below MA20 + slope<0
TRIAUSDT,False,,,,,16,insufficient (<24w)
TRUMPUSDT,False,2026-05-18,2.059,3.3040000000000007,-0.15221184440110835,71,below MA20 + slope<0
TRUSTUSDT,False,2026-05-18,0.07329,0.0757315,-0.09471639471639492,29,below MA20 + slope<0
TRXUSDT,True,2026-05-18,0.36536,0.312233,0.04437803024094755,300,pass
TURBOUSDT,False,2026-05-18,0.001107,0.0011712,-0.10403916768665855,101,below MA20 + slope<0
TUSDT,False,2026-05-18,0.005216,0.006769599999999999,-0.09597035355390127,93,below MA20 + slope<0
TUTUSDT,False,2026-05-18,0.01063,0.0113815,-0.04361161295743876,62,below MA20 + slope<0
UAIUSDT,True,2026-05-18,0.27303,0.24427949999999998,0.10985184074583931,29,pass
UBUSDT,True,2026-05-18,0.16194,0.056450999999999994,0.5853682510707012,37,pass
UMAUSDT,False,2026-05-18,0.4564,0.49211499999999997,-0.09551816352224385,83,below MA20 + slope<0
UNIUSDT,False,2026-05-18,3.385,3.72285,-0.11218028975138628,296,below MA20 + slope<0
USARUSDT,False,,,,,2,insufficient (<24w)
USELESSUSDT,False,2026-05-18,0.07376,0.0483385,-0.09999255245861949,45,slope<0
USTCUSDT,False,2026-05-18,0.00606,0.005537499999999999,-0.010011620631089735,67,slope<0
USUALUSDT,False,2026-05-18,0.01349,0.0160195,-0.12318007662835262,75,below MA20 + slope<0
USUSDT,False,2026-05-18,0.006133,0.0048357,-0.15280576043728866,24,slope<0
VANAUSDT,False,2026-05-18,1.472,1.56595,-0.12313464176722566,75,below MA20 + slope<0
VANRYUSDT,False,2026-05-18,0.004803,0.00583705,-0.08941928941928956,114,below MA20 + slope<0
VELODROMEUSDT,False,2026-05-18,0.016171,0.0162876,-0.05888742831554161,76,below MA20 + slope<0
VELVETUSDT,False,2026-05-18,0.0948,0.09654549999999999,-0.13567917923742867,45,below MA20 + slope<0
VETUSDT,False,2026-05-18,0.006622,0.007796849999999999,-0.09615362322200716,167,below MA20 + slope<0
VIRTUALUSDT,True,2026-05-18,0.7394,0.71257,0.0019404097357949013,82,pass
VRTUSDT,False,,,,,2,insufficient (<24w)
VTHOUSDT,False,2026-05-18,0.0005089,0.00060948,-0.09362917137588489,70,below MA20 + slope<0
VVVUSDT,True,2026-05-18,19.1,7.1335999999999995,0.5683756925512267,69,pass
WALUSDT,False,2026-05-18,0.06434,0.084732,-0.12385482369972067,61,below MA20 + slope<0
WAXPUSDT,False,2026-05-18,0.006175,0.006854700000000001,-0.036896013937869565,136,below MA20 + slope<0
WCTUSDT,False,2026-05-18,0.06096,0.06256300000000001,-0.03898557625842913,58,below MA20 + slope<0
WDCUSDT,False,,,,,1,insufficient (<24w)
WETUSDT,False,2026-05-18,0.07751,0.09897249999999999,-0.1876013215407032,24,below MA20 + slope<0
WIFUSDT,False,2026-05-18,0.1874,0.21898,-0.12725678530150253,116,below MA20 + slope<0
WLDUSDT,False,2026-05-18,0.2928,0.344155,-0.14104052013527502,148,below MA20 + slope<0
WLFIUSDT,False,2026-05-18,0.0613,0.101405,-0.14259744652067297,40,below MA20 + slope<0
WOOUSDT,False,2026-05-18,0.01657,0.018965500000000003,-0.07858426857115086,195,below MA20 + slope<0
WUSDT,False,2026-05-18,0.01208,0.018431,-0.19727357853705285,112,below MA20 + slope<0
XAGUSDT,False,,,,,20,insufficient (<24w)
XAIUSDT,False,2026-05-18,0.00987,0.0110025,-0.09017613495410581,123,below MA20 + slope<0
XANUSDT,False,2026-05-18,0.00986,0.00927385,-0.1361269468663835,34,slope<0
XAUTUSDT,False,2026-05-18,4550.31,4771.4615,0.008336195926703205,60,below MA20
XAUUSDT,False,2026-05-18,4571.87,4785.5464999999995,0.009235293683456769,24,below MA20
XLMUSDT,False,2026-05-18,0.14746,0.16856000000000002,-0.07525359754659122,271,below MA20 + slope<0
XMRUSDT,False,2026-05-18,393.13,384.0245,-0.02129814988729084,28,slope<0
XPDUSDT,False,,,,,17,insufficient (<24w)
XPINUSDT,False,2026-05-18,0.0012145,0.001555625,-0.1367398524445973,37,below MA20 + slope<0
XPLUSDT,False,2026-05-18,0.08128,0.103559,-0.11427471775573039,39,below MA20 + slope<0
XPTUSDT,False,,,,,17,insufficient (<24w)
XRPUSDT,False,2026-05-18,1.3501,1.485905,-0.07015578702327574,352,below MA20 + slope<0
XTZUSDT,False,2026-05-18,0.3346,0.40192000000000005,-0.060748045756750524,297,below MA20 + slope<0
XVGUSDT,False,2026-05-18,0.003272,0.00489965,-0.07344862472934255,151,below MA20 + slope<0
XVSUSDT,False,2026-05-18,2.66,3.2247500000000002,-0.09352204528524644,107,below MA20 + slope<0
YBUSDT,False,2026-05-18,0.1304,0.16232,-0.26994692812809207,33,below MA20 + slope<0
YGGUSDT,False,2026-05-18,0.03718,0.043683,-0.11161050212523638,146,below MA20 + slope<0
ZAMAUSDT,False,,,,,16,insufficient (<24w)
ZBTUSDT,True,2026-05-18,0.14616,0.108314,0.13199107483448214,32,pass
ZECUSDT,True,2026-05-18,662.5,335.707,0.05106168479451978,32,pass
ZENUSDT,False,2026-05-18,6.121,6.508450000000001,-0.05985973984702819,72,below MA20 + slope<0
ZETAUSDT,False,2026-05-18,0.04992,0.05662550000000001,-0.06133393009589627,120,below MA20 + slope<0
ZILUSDT,False,2026-05-18,0.003879,0.0042034,-0.03761705245323621,216,below MA20 + slope<0
ZKCUSDT,False,2026-05-18,0.06722,0.084896,-0.08546805989443063,36,below MA20 + slope<0
ZKPUSDT,False,,,,,23,insufficient (<24w)
ZKUSDT,False,2026-05-18,0.0146,0.020131,-0.11605339422148064,101,below MA20 + slope<0
ZORAUSDT,False,2026-05-18,0.01089,0.0189055,-0.25233330696828293,57,below MA20 + slope<0
ZROUSDT,False,2026-05-18,1.2956,1.7017200000000003,0.0017483443708612434,101,below MA20
ZRXUSDT,False,2026-05-18,0.1041,0.11003500000000002,-0.03418765908891408,211,below MA20 + slope<0
龙虾USDT,False,,,,,11,insufficient (<24w)
