Symbol,entry_date,entry_close,exit_date,exit_close,bars_held,ret_pct,exit_reason,close_ma_atr,gap_in_atr,Name,entry_month,cma_bucket
000020,2025-09-12,6410,2025-09-22,6320,6,-1.404056162246492,STOP,0.630901287553648,0.15879828326180256,동화약품,2025-09,0.5~1.0
000050,2026-01-30,9350,2026-02-13,10370,10,10.909090909090914,TIMEOUT,1.9910141206675225,0.14762516046213095,경방,2026-01,1.5~2.0
000050,2026-04-17,10020,2026-05-04,10320,10,2.9940119760478945,TIMEOUT,1.682230869001297,0.10505836575875487,경방,2026-04,1.5~2.0
000070,2025-09-02,56921,2025-09-16,61125,10,7.385674882732207,TIMEOUT,0.6906044072840654,0.02370155176079102,삼양홀딩스,2025-09,0.5~1.0
000070,2025-11-07,69800,2025-11-21,69800,10,0.0,TIMEOUT,0.5977714724833008,0.4911922917775002,삼양홀딩스,2025-11,0.5~1.0
000070,2025-12-26,63000,2025-12-29,59100,1,-6.190476190476191,STOP,0.9090909090909091,0.16083916083916083,삼양홀딩스,2025-12,0.5~1.0
000070,2026-04-22,69000,2026-05-06,66200,8,-4.057971014492756,STOP,0.7139303482587065,0.31592039800995025,삼양홀딩스,2026-04,0.5~1.0
000080,2025-09-12,19450,2025-09-18,19180,4,-1.3881748071979394,STOP,1.3893557422969187,0.16806722689075632,하이트진로,2025-09,1.0~1.5
000100,2025-09-03,118100,2025-09-17,116200,10,-1.6088060965283701,STOP,1.4469628286491387,0.3916591115140526,유한양행,2025-09,1.0~1.5
000100,2025-09-08,121700,2025-09-17,116200,7,-4.519309778142977,STOP,2.2706896551724136,0.4844827586206897,유한양행,2025-09,2.0~2.5
000100,2025-09-22,123200,2025-09-25,118000,3,-4.2207792207792245,STOP,2.0283018867924527,0.49245283018867925,유한양행,2025-09,2.0~2.5
000100,2025-11-14,125000,2025-11-19,116000,3,-7.199999999999996,STOP,1.6914285714285715,0.038857142857142854,유한양행,2025-11,1.5~2.0
000100,2025-11-28,122000,2025-12-04,118400,4,-2.950819672131144,STOP,0.822961373390558,0.08476394849785408,유한양행,2025-11,0.5~1.0
000105,2025-09-03,105300,2025-09-17,103700,10,-1.5194681861348536,STOP,0.7188841201716738,0.09656652360515021,유한양행우,2025-09,0.5~1.0
000105,2025-09-05,105500,2025-09-17,103700,8,-1.7061611374407537,STOP,0.7777777777777778,0.19444444444444445,유한양행우,2025-09,0.5~1.0
000105,2025-09-12,106500,2025-09-17,103700,3,-2.6291079812206575,STOP,0.9322429906542056,0.48364485981308414,유한양행우,2025-09,0.5~1.0
000105,2025-09-22,108000,2025-09-25,104800,3,-2.9629629629629672,STOP,1.279642058165548,0.24608501118568232,유한양행우,2025-09,1.0~1.5
000105,2025-11-17,111900,2025-11-19,104100,2,-6.970509383378021,STOP,2.129230769230769,0.09846153846153846,유한양행우,2025-11,2.0~2.5
000120,2025-09-15,86500,2025-09-22,83400,5,-3.583815028901738,STOP,2.0759493670886076,0.08227848101265822,CJ대한통운,2025-09,2.0~2.5
000120,2025-12-02,93400,2025-12-03,100500,1,7.601713062098492,T_star,0.6089193825042881,0.4922813036020583,CJ대한통운,2025-12,0.5~1.0
000120,2025-12-18,100900,2025-12-22,94900,2,-5.946481665014868,STOP,1.8072669826224328,0.2685624012638231,CJ대한통운,2025-12,1.5~2.0
000120,2026-01-14,99600,2026-01-28,99300,10,-0.3012048192771122,TIMEOUT,1.0977961432506886,0.05647382920110193,CJ대한통운,2026-01,1.0~1.5
000120,2026-01-21,98000,2026-02-04,103400,10,5.5102040816326525,TIMEOUT,0.6360902255639098,0.3804511278195489,CJ대한통운,2026-01,0.5~1.0
000120,2026-01-28,99300,2026-02-05,109400,6,10.171198388721049,T_star,0.561624649859944,0.41316526610644255,CJ대한통운,2026-01,0.5~1.0
000120,2026-02-03,102300,2026-02-05,109400,2,6.940371456500483,T_star,0.9054916985951469,0.4610472541507024,CJ대한통운,2026-02,0.5~1.0
000140,2025-09-09,10220,2025-09-19,10120,8,-0.9784735812133127,STOP,0.5955555555555555,0.06222222222222222,하이트진로홀딩스,2025-09,0.5~1.0
000145,2025-12-19,13170,2026-01-05,12530,8,-4.859529233105542,STOP,2.1489001692047376,0.047377326565143825,하이트진로홀딩스우,2025-12,2.0~2.5
000150,2025-09-08,596000,2025-09-22,601000,10,0.8389261744966348,TIMEOUT,1.414802065404475,0.013769363166953529,두산,2025-09,1.0~1.5
000150,2025-09-11,623000,2025-09-24,576000,9,-7.54414125200642,STOP,2.0370994940978076,0.40134907251264756,두산,2025-09,2.0~2.5
000150,2026-01-16,828000,2026-01-30,851000,10,2.777777777777768,TIMEOUT,0.9257425742574258,0.0594059405940594,두산,2026-01,0.5~1.0
000150,2026-02-11,918000,2026-02-12,973000,1,5.991285403050117,T_star,0.8039568345323741,0.023381294964028777,두산,2026-02,0.5~1.0
000150,2026-03-12,1143000,2026-03-16,1088000,2,-4.81189851268592,STOP,0.8644948064211521,0.4660056657223796,두산,2026-03,0.5~1.0
000150,2026-03-25,1250000,2026-03-30,1112000,3,-11.040000000000006,STOP,1.1442091031996395,0.18071203244704823,두산,2026-03,1.0~1.5
000150,2026-04-14,1370000,2026-04-28,1583000,10,15.547445255474447,TIMEOUT,2.1098958333333333,0.1078125,두산,2026-04,2.0~2.5
000150,2026-06-02,1918000,2026-06-08,1578000,3,-17.72679874869656,STOP,1.0664788732394366,0.07492957746478873,두산,2026-06,1.0~1.5
000150,2026-06-12,1896000,2026-06-15,1709000,1,-9.862869198312241,STOP,0.92103948025987,0.3803098450774613,두산,2026-06,0.5~1.0
000155,2025-09-11,364500,2025-09-19,349500,6,-4.115226337448563,STOP,1.3154471544715447,0.07642276422764227,두산우,2025-09,1.0~1.5
000155,2026-01-15,512000,2026-01-28,497500,9,-2.83203125,STOP,0.9030837004405287,0.09691629955947137,두산우,2026-01,0.5~1.0
000155,2026-01-22,512000,2026-01-28,497500,4,-2.83203125,STOP,0.6735112936344969,0.4681724845995893,두산우,2026-01,0.5~1.0
000155,2026-04-14,557000,2026-04-28,628000,10,12.746858168761221,TIMEOUT,1.6539548022598871,0.1709039548022599,두산우,2026-04,1.5~2.0
000157,2025-09-12,382000,2025-09-17,370500,3,-3.0104712041884807,STOP,0.8090659340659341,0.006868131868131868,두산2우B,2025-09,0.5~1.0
000157,2025-09-19,383500,2025-09-23,367000,2,-4.30247718383312,STOP,0.7126245847176079,0.3538205980066445,두산2우B,2025-09,0.5~1.0
000157,2026-01-14,451000,2026-01-21,429500,5,-4.767184035476724,STOP,0.7332506203473945,0.0037220843672456576,두산2우B,2026-01,0.5~1.0
000157,2026-01-16,447000,2026-01-21,429500,3,-3.914988814317677,STOP,0.5686777920410783,0.11681643132220795,두산2우B,2026-01,0.5~1.0
000157,2026-01-20,454000,2026-01-21,429500,1,-5.396475770925113,STOP,0.7773677736777368,0.0024600246002460025,두산2우B,2026-01,0.5~1.0
000157,2026-01-23,452000,2026-01-26,433000,1,-4.2035398230088505,STOP,0.5406976744186046,0.12906976744186047,두산2우B,2026-01,0.5~1.0
000157,2026-04-16,465000,2026-04-30,564000,10,21.29032258064516,TIMEOUT,1.2054009819967266,0.13175122749590834,두산2우B,2026-04,1.0~1.5
000180,2025-09-10,8735,2025-09-12,8505,2,-2.633085289066972,STOP,0.8965163934426229,0.3637295081967213,성창기업지주,2025-09,0.5~1.0
000180,2026-04-29,7280,2026-04-30,7200,1,-1.098901098901095,STOP,0.6987179487179487,0.11752136752136752,성창기업지주,2026-04,0.5~1.0
000210,2026-01-26,39350,2026-02-09,44800,10,13.850063532401524,TIMEOUT,2.126679462571977,0.28790786948176583,DL,2026-01,2.0~2.5
000210,2026-04-14,65500,2026-04-28,70400,10,7.480916030534357,TIMEOUT,0.7489914836396235,0.4029583146571044,DL,2026-04,0.5~1.0
000210,2026-04-23,66200,2026-05-06,65500,7,-1.0574018126888185,STOP,0.6215568862275449,0.23353293413173654,DL,2026-04,0.5~1.0
000210,2026-04-30,71500,2026-05-06,65500,2,-8.391608391608397,STOP,1.25754060324826,0.3990719257540603,DL,2026-04,1.0~1.5
000215,2025-09-15,23750,2025-09-24,23050,7,-2.947368421052632,STOP,0.9110070257611241,0.01639344262295082,DL우,2025-09,0.5~1.0
000215,2025-12-12,26500,2025-12-16,24900,2,-6.037735849056602,STOP,0.5752380952380952,0.1676190476190476,DL우,2025-12,0.5~1.0
000215,2026-04-06,27800,2026-04-20,29450,10,5.935251798561159,TIMEOUT,0.9567682494684621,0.4238128986534373,DL우,2026-04,0.5~1.0
000220,2026-02-23,4740,2026-03-03,4460,5,-5.907172995780585,STOP,2.273764258555133,0.19011406844106463,유유제약,2026-02,2.0~2.5
000225,2025-12-29,5250,2026-01-07,4865,5,-7.333333333333336,STOP,1.2816593886462881,0.37336244541484714,유유제약1우,2025-12,1.0~1.5
000225,2026-02-27,4885,2026-03-04,4555,2,-6.755373592630498,STOP,0.87109375,0.0546875,유유제약1우,2026-02,0.5~1.0
000227,2025-09-12,10580,2025-09-26,10540,10,-0.3780718336483968,TIMEOUT,1.0,0.02877697841726619,유유제약2우B,2025-09,0.5~1.0
000227,2025-11-13,10690,2025-11-27,10620,10,-0.6548175865294659,TIMEOUT,1.5507614213197969,0.18527918781725888,유유제약2우B,2025-11,1.5~2.0
000227,2025-11-28,10680,2025-12-12,11110,10,4.026217228464413,TIMEOUT,0.553921568627451,0.47549019607843135,유유제약2우B,2025-11,0.5~1.0
000227,2025-12-02,10730,2025-12-16,11490,10,7.0829450139795025,TIMEOUT,0.609254498714653,0.29562982005141386,유유제약2우B,2025-12,0.5~1.0
000227,2025-12-08,10970,2025-12-22,11630,10,6.016408386508654,TIMEOUT,1.7567567567567568,0.14714714714714713,유유제약2우B,2025-12,1.5~2.0
000230,2025-09-10,9320,2025-09-12,9040,2,-3.0042918454935674,STOP,1.29,0.165,일동홀딩스,2025-09,1.0~1.5
000230,2025-09-16,9650,2025-09-24,9080,6,-5.906735751295333,STOP,1.6257110352673492,0.07167235494880546,일동홀딩스,2025-09,1.5~2.0
000240,2025-09-03,23750,2025-09-17,23300,10,-1.8947368421052602,STOP,0.6860759493670886,0.05822784810126582,한국앤컴퍼니,2025-09,0.5~1.0
000240,2025-10-24,23650,2025-11-04,23000,7,-2.748414376321351,STOP,0.8051575931232091,0.06017191977077364,한국앤컴퍼니,2025-10,0.5~1.0
000240,2025-11-06,23850,2025-11-20,26250,10,10.062893081761004,TIMEOUT,0.656084656084656,0.3968253968253968,한국앤컴퍼니,2025-11,0.5~1.0
000240,2025-12-01,28200,2025-12-10,27500,7,-2.4822695035460973,STOP,1.1467391304347827,0.483695652173913,한국앤컴퍼니,2025-12,1.0~1.5
000240,2026-01-21,27050,2026-02-02,25850,8,-4.436229205175602,STOP,1.259880239520958,0.19640718562874251,한국앤컴퍼니,2026-01,1.0~1.5
000240,2026-02-04,27700,2026-02-23,33800,10,22.021660649819495,TIMEOUT,1.197080291970803,0.2711157455683003,한국앤컴퍼니,2026-02,1.0~1.5
000240,2026-02-09,27950,2026-02-26,32900,10,17.710196779964214,TIMEOUT,0.9952963311382879,0.1599247412982126,한국앤컴퍼니,2026-02,0.5~1.0
000240,2026-02-11,29950,2026-03-03,28700,10,-4.173622704507518,STOP,1.9054170249355116,0.37833190025795355,한국앤컴퍼니,2026-02,1.5~2.0
000240,2026-04-28,25100,2026-05-06,24300,4,-3.1872509960159334,STOP,0.5173267326732673,0.42326732673267325,한국앤컴퍼니,2026-04,0.5~1.0
000270,2025-11-12,118600,2025-11-14,117000,2,-1.3490725126475533,STOP,0.8495280399777901,0.041088284286507494,기아,2025-11,0.5~1.0
000270,2026-01-12,129300,2026-01-26,155200,10,20.03093580819799,TIMEOUT,1.5067817509247843,0.32552404438964244,기아,2026-01,1.5~2.0
000270,2026-02-04,156800,2026-02-06,151900,2,-3.125,STOP,0.5975576662143827,0.40651289009497965,기아,2026-02,0.5~1.0
000270,2026-02-19,170000,2026-03-04,156700,8,-7.8235294117647065,STOP,1.6104252400548698,0.09602194787379972,기아,2026-02,1.5~2.0
000270,2026-04-20,157400,2026-04-24,153400,4,-2.541296060991105,STOP,0.615606936416185,0.010115606936416185,기아,2026-04,0.5~1.0
000270,2026-05-07,157600,2026-05-19,154900,8,-1.7131979695431454,STOP,0.5077343039126478,0.12374886260236578,기아,2026-05,0.5~1.0
000270,2026-05-12,168300,2026-05-19,154900,5,-7.961972667855022,STOP,1.7401574803149606,0.28503937007874014,기아,2026-05,1.5~2.0
000320,2026-04-17,22400,2026-05-04,22000,10,-1.7857142857142905,TIMEOUT,0.8257756563245824,0.00954653937947494,노루홀딩스,2026-04,0.5~1.0
000320,2026-04-21,22150,2026-05-06,22000,9,-0.6772009029345383,STOP,0.7169811320754716,0.4528301886792453,노루홀딩스,2026-04,0.5~1.0
000325,2026-03-25,31100,2026-04-07,30500,9,-1.9292604501607746,STOP,0.5964125560538116,0.03139013452914798,노루홀딩스우,2026-03,0.5~1.0
000325,2026-04-20,32450,2026-05-04,30850,9,-4.930662557781207,STOP,2.116883116883117,0.05194805194805195,노루홀딩스우,2026-04,2.0~2.5
000370,2025-09-10,5850,2025-09-24,5780,10,-1.1965811965811923,STOP,1.5613577023498695,0.27154046997389036,한화손해보험,2025-09,1.5~2.0
000370,2026-04-24,6710,2026-05-08,6630,8,-1.1922503725782407,STOP,0.6023391812865497,0.4191033138401559,한화손해보험,2026-04,0.5~1.0
000370,2026-04-28,6760,2026-05-08,6630,6,-1.9230769230769273,STOP,0.7530364372469636,0.4898785425101215,한화손해보험,2026-04,0.5~1.0
000370,2026-05-04,6850,2026-05-08,6630,3,-3.2116788321167933,STOP,1.0269058295964126,0.33183856502242154,한화손해보험,2026-05,1.0~1.5
000370,2026-05-18,7120,2026-05-19,7650,1,7.4438202247191,T_star,1.2092675635276533,0.09715994020926756,한화손해보험,2026-05,1.0~1.5
000390,2025-09-09,6200,2025-09-19,6080,8,-1.9354838709677469,STOP,1.257918552036199,0.06334841628959276,SP삼화,2025-09,1.0~1.5
000390,2026-02-03,7070,2026-02-20,9730,10,37.623762376237615,TIMEOUT,1.2879684418145956,0.16765285996055226,SP삼화,2026-02,1.0~1.5
000390,2026-03-17,11000,2026-03-30,9400,9,-14.54545454545455,STOP,1.5457875457875458,0.03076923076923077,SP삼화,2026-03,1.5~2.0
000390,2026-03-26,10170,2026-03-30,9400,2,-7.571288102261553,STOP,0.5308452250274424,0.44127332601536773,SP삼화,2026-03,0.5~1.0
000390,2026-04-27,9740,2026-05-04,9260,4,-4.928131416837777,STOP,0.8223028105167725,0.49773345421577514,SP삼화,2026-04,0.5~1.0
000400,2025-09-15,1789,2025-09-29,2010,10,12.353269983230852,TIMEOUT,2.364238410596026,0.20364238410595953,롯데손해보험,2025-09,2.0~2.5
000400,2025-10-15,2090,2025-10-17,1925,2,-7.8947368421052655,STOP,0.9030015797788316,0.4278041074249608,롯데손해보험,2025-10,0.5~1.0
000400,2026-04-01,2160,2026-04-02,2045,1,-5.32407407407407,STOP,0.620510774142059,0.0019952114924181963,롯데손해보험,2026-04,0.5~1.0
000400,2026-04-09,2185,2026-04-22,2110,9,-3.4324942791762014,STOP,1.0654936461388074,0.04398826979472141,롯데손해보험,2026-04,1.0~1.5
