asset,symbol,interval,entry_dt,entry_close,score,+1w,+2w,+4w,+8w
crypto,1000RATSUSDT,1w,2025-03-17,0.03125,65.0,-1.86,-19.3,-2.82,-20.99
crypto,1000RATSUSDT,1w,2025-05-05,0.03127,65.0,-21.04,-26.93,-32.75,-38.41
crypto,1000RATSUSDT,1w,2025-07-14,0.02319,65.0,-11.21,-25.7,-22.08,-12.59
crypto,1000RATSUSDT,1w,2025-09-22,0.02728,60.0,-1.47,-3.08,21.22,106.67
crypto,1000RATSUSDT,1w,2025-10-06,0.02644,60.0,13.09,25.08,40.81,17.32
crypto,1000RATSUSDT,1w,2025-11-17,0.05638,75.0,-39.3,-44.98,-27.83,-12.31
crypto,1000RATSUSDT,1w,2025-12-08,0.04126,80.0,-1.38,3.17,35.07,20.63
crypto,1000RATSUSDT,1w,2025-12-29,0.04353,75.0,28.03,13.58,45.58,-28.0
crypto,1000RATSUSDT,1w,2026-03-09,0.05108,80.0,-1.08,-10.32,-26.68,-23.96
crypto,1000SATSUSDT,1w,2024-07-15,0.000294,65.0,6.35,-35.34,-0.27,-2.24
crypto,1000SATSUSDT,1w,2024-08-05,0.000258,65.0,13.67,54.22,25.37,13.17
crypto,1000SATSUSDT,1w,2024-09-16,0.00029,65.0,17.63,0.79,1.03,-17.28
crypto,1000SATSUSDT,1w,2024-11-04,0.000279,70.0,-14.17,-9.41,11.45,-32.07
crypto,1000SATSUSDT,1w,2024-11-25,0.000282,65.0,10.23,-17.7,-37.91,-53.59
crypto,1000SATSUSDT,1w,2025-03-17,0.000137,65.0,-38.7,-69.79,-69.71,-63.72
crypto,1000SATSUSDT,1w,2025-07-14,5e-05,65.0,-6.15,-25.0,-20.83,-18.06
crypto,1000SATSUSDT,1w,2025-08-04,4.3e-05,65.0,-6.99,-4.43,-15.62,-10.09
crypto,1000SATSUSDT,1w,2026-04-13,1.4e-05,60.0,4.58,4.94,1.72,
crypto,1000SATSUSDT,1w,2026-05-04,1.6e-05,70.0,-10.79,,,
crypto,1INCHUSDT,1w,2023-01-09,0.4999,65.0,2.62,8.36,6.68,-5.22
crypto,1INCHUSDT,1w,2023-02-13,0.575,75.0,1.32,-10.68,-4.14,0.0
crypto,1INCHUSDT,1w,2023-03-13,0.5512,65.0,-7.04,-5.7,4.32,-25.0
crypto,1INCHUSDT,1w,2023-04-03,0.533,75.0,7.88,-7.28,-16.23,-30.24
crypto,1INCHUSDT,1w,2023-07-10,0.4318,65.0,-24.29,-27.79,-28.86,-44.53
crypto,1INCHUSDT,1w,2023-10-23,0.2956,70.0,11.81,28.89,20.16,41.88
crypto,1INCHUSDT,1w,2023-12-11,0.3656,60.0,14.72,16.88,26.01,14.91
crypto,1INCHUSDT,1w,2024-02-05,0.4201,80.0,7.76,18.28,53.13,34.99
crypto,1INCHUSDT,1w,2024-05-27,0.4688,85.0,-5.55,-10.41,-14.68,-22.53
crypto,1INCHUSDT,1w,2024-07-08,0.4237,65.0,1.89,-14.28,-39.98,-40.81
crypto,1INCHUSDT,1w,2024-09-23,0.2979,60.0,-11.82,-13.76,-13.76,33.3
crypto,1INCHUSDT,1w,2024-11-11,0.3011,60.0,31.88,47.82,65.76,25.47
crypto,1INCHUSDT,1w,2024-12-23,0.3924,65.0,9.73,-3.72,-20.8,-31.96
crypto,1INCHUSDT,1w,2025-05-19,0.2264,60.0,-6.67,-10.34,-26.55,41.17
crypto,1INCHUSDT,1w,2025-07-07,0.3179,90.0,0.53,-8.37,-11.58,-22.59
crypto,1INCHUSDT,1w,2025-08-04,0.2811,80.0,-8.32,-7.4,-12.45,-9.5
crypto,1INCHUSDT,1w,2025-09-01,0.2461,65.0,7.23,2.8,3.37,-29.83
crypto,1INCHUSDT,1w,2025-09-29,0.2544,75.0,-22.41,-31.37,-32.11,-26.57
crypto,1INCHUSDT,1w,2025-11-03,0.224,70.0,-16.87,-18.48,-20.4,-29.64
crypto,1MBABYDOGEUSDT,1w,2025-07-07,0.001339,65.0,15.67,11.52,4.48,-4.83
crypto,1MBABYDOGEUSDT,1w,2025-08-04,0.001398,80.0,-6.48,-7.32,-8.9,-7.84
crypto,1MBABYDOGEUSDT,1w,2025-09-01,0.001274,60.0,6.63,4.0,1.16,-24.66
crypto,AAVEUSDT,1w,2021-08-09,410.526,70.0,-2.2,-11.28,-18.81,-29.85
crypto,AAVEUSDT,1w,2021-08-30,417.345,80.0,-20.14,-18.46,-25.59,-24.68
crypto,AAVEUSDT,1w,2022-03-28,242.69,65.0,-27.43,-31.33,-39.64,-60.72
crypto,AAVEUSDT,1w,2022-07-11,88.246,60.0,2.63,10.42,21.69,3.68
crypto,AAVEUSDT,1w,2022-10-17,88.768,65.0,-5.54,-2.86,-36.91,-37.16
crypto,AAVEUSDT,1w,2022-10-31,86.232,65.0,-34.32,-35.05,-25.41,-39.54
crypto,AAVEUSDT,1w,2023-01-09,79.35,90.0,7.67,10.45,-2.61,-8.18
crypto,AAVEUSDT,1w,2023-03-13,79.41,65.0,-8.3,-8.15,4.99,-21.69
crypto,AAVEUSDT,1w,2023-04-03,76.217,65.0,9.38,-7.8,-9.84,-17.65
crypto,AAVEUSDT,1w,2023-06-19,68.76,65.0,2.83,4.45,5.04,-16.99
crypto,AAVEUSDT,1w,2023-09-25,72.152,90.0,-8.53,-11.39,17.21,35.58
crypto,AAVEUSDT,1w,2023-10-16,79.243,100.0,6.72,12.41,15.45,26.24
crypto,AAVEUSDT,1w,2023-12-11,100.037,95.0,-0.51,8.68,-0.71,-12.81
crypto,AAVEUSDT,1w,2024-01-08,99.322,75.0,-2.93,-8.27,-12.18,27.77
crypto,AAVEUSDT,1w,2024-02-12,94.716,80.0,5.98,18.96,34.07,-7.17
crypto,AAVEUSDT,1w,2024-04-01,122.852,60.0,-28.43,-25.88,-26.83,-16.08
crypto,AAVEUSDT,1w,2024-05-20,109.672,90.0,-6.0,-14.82,-26.44,-10.43
crypto,AAVEUSDT,1w,2024-06-24,97.36,80.0,-19.65,7.2,1.33,39.0
crypto,AAVEUSDT,1w,2024-07-08,104.371,90.0,-5.88,-5.48,-12.73,20.45
crypto,AAVEUSDT,1w,2024-07-22,98.655,70.0,-1.49,-7.67,37.18,64.09
crypto,AAVEUSDT,1w,2024-08-12,111.21,85.0,21.69,8.52,28.79,39.03
crypto,AAVEUSDT,1w,2024-10-21,147.81,60.0,-10.13,28.77,15.8,115.66
crypto,AAVEUSDT,1w,2024-11-04,190.33,90.0,-14.81,-10.07,48.62,79.5
crypto,AAVEUSDT,1w,2025-01-20,316.46,75.0,-18.43,-23.82,-21.78,-41.55
crypto,AAVEUSDT,1w,2025-02-10,253.7,65.0,-2.44,-11.94,-35.09,-45.2
crypto,AAVEUSDT,1w,2025-04-28,171.18,60.0,29.26,35.66,43.75,62.58
crypto,AAVEUSDT,1w,2025-06-02,253.73,70.0,8.32,-10.25,13.27,2.48
crypto,AAVEUSDT,1w,2025-06-23,278.31,100.0,3.26,9.81,9.61,25.32
crypto,AAVEUSDT,1w,2025-07-21,305.06,70.0,-14.77,0.38,14.33,-3.57
crypto,AAVEUSDT,1w,2026-05-04,102.11,65.0,-5.62,,,
crypto,ACTUSDT,1w,2025-07-14,0.04949,65.0,-4.0,-22.17,-16.61,-20.75
crypto,ACTUSDT,1w,2025-12-15,0.03389,65.0,22.99,-17.47,-28.71,-54.15
crypto,ADAUSDT,1w,2020-12-28,0.20655,65.0,46.15,84.46,67.12,536.09
crypto,ADAUSDT,1w,2021-04-12,1.27715,75.0,-14.63,3.94,80.15,21.78
crypto,ADAUSDT,1w,2021-04-26,1.32743,80.0,33.04,73.33,18.76,0.79
crypto,ADAUSDT,1w,2021-05-24,1.5765,75.0,6.3,-1.34,-15.13,-22.1
crypto,ADAUSDT,1w,2021-06-28,1.46033,60.0,-7.65,-19.12,-10.06,95.27
crypto,ADAUSDT,1w,2021-08-02,1.42649,65.0,52.07,89.77,104.22,57.86
crypto,ADAUSDT,1w,2021-11-08,2.04012,65.0,-10.03,-21.92,-34.03,-42.65
crypto,ADAUSDT,1w,2022-01-10,1.41095,60.0,-20.29,-26.68,-26.18,-44.27
crypto,ADAUSDT,1w,2022-03-21,1.18278,65.0,0.23,-13.32,-25.2,-54.23
crypto,ADAUSDT,1w,2022-07-18,0.51176,65.0,0.76,3.02,-9.6,-12.57
crypto,ADAUSDT,1w,2022-08-29,0.5035,65.0,1.25,-11.14,-16.75,-19.43
crypto,ADAUSDT,1w,2023-01-09,0.35096,65.0,7.3,13.36,3.78,-6.05
crypto,ADAUSDT,1w,2023-02-13,0.3994,60.0,-7.68,-15.74,-13.72,13.02
crypto,ADAUSDT,1w,2023-03-13,0.34461,60.0,3.14,10.67,30.99,7.55
crypto,ADAUSDT,1w,2023-03-27,0.38139,85.0,2.01,18.36,3.6,0.26
crypto,ADAUSDT,1w,2023-04-24,0.39513,75.0,-4.92,-6.2,-3.22,-26.18
crypto,ADAUSDT,1w,2023-05-22,0.38239,80.0,-1.38,-28.89,-23.72,-17.17
crypto,ADAUSDT,1w,2023-10-23,0.29533,70.0,15.74,29.88,31.1,100.55
crypto,ADAUSDT,1w,2024-01-01,0.49493,60.0,6.13,1.71,-0.28,47.38
crypto,ADAUSDT,1w,2024-02-05,0.54205,80.0,14.34,9.22,32.42,8.77
crypto,ADAUSDT,1w,2024-07-08,0.43118,75.0,3.58,-5.6,-24.12,-21.49
crypto,ADAUSDT,1w,2024-09-23,0.3976,65.0,-10.19,-12.35,-14.56,157.24
crypto,ADAUSDT,1w,2024-10-14,0.3649,65.0,-6.91,-8.5,92.68,201.34
crypto,ADAUSDT,1w,2024-11-04,0.5911,90.0,18.95,73.03,102.15,84.59
crypto,ADAUSDT,1w,2024-12-16,0.8832,60.0,-2.83,23.54,12.35,-12.73
crypto,ADAUSDT,1w,2024-12-30,1.0911,100.0,-11.31,-9.06,-26.33,3.94
crypto,ADAUSDT,1w,2025-01-13,0.9923,85.0,-3.99,-19.0,-22.32,-28.99
crypto,ADAUSDT,1w,2025-02-24,1.1341,100.0,-36.44,-37.87,-41.72,-38.0
crypto,ADAUSDT,1w,2025-05-05,0.8053,65.0,-5.6,-5.6,-16.81,-27.31
crypto,ADAUSDT,1w,2025-07-07,0.7363,75.0,16.68,13.02,8.84,13.36
crypto,ADAUSDT,1w,2025-09-01,0.8347,85.0,6.39,6.01,0.28,-26.91
crypto,ADAUSDT,1w,2025-09-29,0.837,85.0,-16.43,-22.05,-27.11,-50.53
crypto,AGLDUSDT,1w,2023-12-18,1.2369,80.0,-0.65,-9.74,-3.03,13.35
crypto,AGLDUSDT,1w,2024-01-08,1.3121,65.0,-8.59,-19.01,-5.45,39.01
crypto,AGLDUSDT,1w,2024-01-29,1.1485,65.0,8.02,22.07,40.76,49.39
crypto,AGLDUSDT,1w,2024-03-04,1.824,65.0,-19.96,-21.08,-19.73,-41.72
crypto,AGLDUSDT,1w,2024-03-25,1.7158,80.0,-14.66,-33.79,-33.75,-26.3
crypto,AGLDUSDT,1w,2024-05-20,1.2646,70.0,14.6,33.13,-18.95,-19.12
crypto,AGLDUSDT,1w,2024-09-16,0.9257,65.0,7.05,2.44,37.67,60.99
crypto,AGLDUSDT,1w,2024-10-07,1.0213,65.0,24.78,0.02,58.99,61.09
crypto,AGLDUSDT,1w,2024-10-28,1.1862,75.0,36.89,25.64,30.24,112.35
crypto,AGLDUSDT,1w,2024-11-25,1.5449,80.0,6.49,-10.42,63.05,1.32
crypto,AGLDUSDT,1w,2024-12-16,1.627,85.0,54.82,69.4,-2.13,-30.18
crypto,AGLDUSDT,1w,2025-02-17,1.5063,65.0,-7.03,-31.37,-34.68,-44.43
crypto,AGLDUSDT,1w,2025-07-14,0.8463,60.0,-5.18,-18.32,-15.44,-19.35
crypto,AGLDUSDT,1w,2026-01-12,0.3079,60.0,4.32,-25.07,-25.85,-20.33
crypto,AGLDUSDT,1w,2026-02-16,0.3857,65.0,-42.99,-31.24,-39.67,-32.77
crypto,AGLDUSDT,1w,2026-05-04,0.2711,70.0,-5.13,,,
crypto,AIXBTUSDT,1w,2025-04-28,0.16763,60.0,26.07,14.01,17.91,-16.87
crypto,AIXBTUSDT,1w,2025-05-26,0.19766,60.0,-10.56,-12.15,-29.5,-23.52
crypto,AIXBTUSDT,1w,2025-07-14,0.17218,65.0,-12.2,-30.02,-29.99,-30.55
crypto,AIXBTUSDT,1w,2026-05-04,0.03535,65.0,-13.15,,,
crypto,ALCHUSDT,1w,2025-06-23,0.13142,70.0,3.47,11.57,7.35,-24.37
crypto,ALCHUSDT,1w,2025-07-21,0.14108,65.0,11.63,1.03,-29.55,-48.25
crypto,ALCHUSDT,1w,2025-11-10,0.16067,90.0,-12.75,1.44,12.1,-15.63
crypto,ALCHUSDT,1w,2025-11-24,0.16299,75.0,25.41,10.5,-13.06,-32.77
crypto,ALCHUSDT,1w,2026-05-04,0.09867,60.0,-16.26,,,
crypto,ALGOUSDT,1w,2022-09-19,0.3879,65.0,-8.77,-12.79,-18.66,-34.0
crypto,ALGOUSDT,1w,2022-10-24,0.3587,80.0,12.1,-27.01,-33.12,-53.89
crypto,ALGOUSDT,1w,2023-04-10,0.2343,65.0,-19.89,-23.26,-30.56,-52.8
crypto,ALGOUSDT,1w,2023-08-07,0.1168,65.0,-16.95,-18.66,-21.4,-13.53
crypto,ALGOUSDT,1w,2023-10-30,0.1215,90.0,20.16,15.72,24.36,83.37
crypto,ALGOUSDT,1w,2024-01-01,0.1781,60.0,3.09,-4.66,-10.89,41.04
crypto,ALGOUSDT,1w,2024-02-05,0.1797,80.0,9.29,15.53,46.3,31.0
crypto,ALGOUSDT,1w,2024-05-20,0.1893,65.0,-3.75,-10.14,-30.11,-16.06
crypto,ALGOUSDT,1w,2024-07-15,0.1589,65.0,-12.59,-28.01,-25.42,-20.7
crypto,ALGOUSDT,1w,2024-09-16,0.1321,60.0,6.81,-4.01,-1.29,39.14
crypto,ALGOUSDT,1w,2024-10-14,0.1304,65.0,-11.2,-16.18,40.95,231.06
crypto,ALGOUSDT,1w,2024-11-04,0.1456,90.0,26.24,95.4,241.48,178.5
crypto,ALGOUSDT,1w,2024-12-30,0.4055,70.0,-11.27,-1.75,-26.12,-28.29
crypto,ALGOUSDT,1w,2025-01-13,0.3984,85.0,-4.22,-24.8,-30.97,-53.21
crypto,ALGOUSDT,1w,2025-04-21,0.2215,65.0,-9.84,8.35,0.05,-27.86
crypto,ALGOUSDT,1w,2025-05-05,0.24,65.0,-5.17,-7.67,-20.62,-26.29
crypto,ALGOUSDT,1w,2025-07-07,0.2643,100.0,10.48,8.21,0.95,-12.6
crypto,ALGOUSDT,1w,2025-08-18,0.2718,85.0,-14.79,-15.01,-14.94,-32.49
crypto,ALGOUSDT,1w,2025-09-01,0.231,60.0,3.77,0.09,-5.32,-22.81
crypto,ALGOUSDT,1w,2026-03-30,0.1212,65.0,-16.09,-16.34,-6.6,
crypto,ALGOUSDT,1w,2026-04-20,0.1198,75.0,-5.51,7.68,,
crypto,ALGOUSDT,1w,2026-05-04,0.129,90.0,-9.53,,,
crypto,APEUSDT,1w,2022-09-19,5.718,60.0,-12.45,-7.97,-18.92,-46.89
crypto,APEUSDT,1w,2022-12-05,4.299,60.0,-19.21,-16.59,3.61,34.31
crypto,APEUSDT,1w,2023-01-09,5.142,90.0,7.58,21.02,1.54,-12.33
crypto,APEUSDT,1w,2023-02-13,5.584,75.0,-6.02,-14.79,-23.59,-19.02
crypto,APEUSDT,1w,2023-10-23,1.401,65.0,3.5,5.92,16.77,21.27
crypto,APEUSDT,1w,2023-11-20,1.636,65.0,-2.93,9.29,3.85,-14.67
crypto,APEUSDT,1w,2023-12-04,1.788,75.0,-6.26,-4.98,-23.66,-23.99
crypto,APEUSDT,1w,2024-02-12,1.731,90.0,6.24,29.12,21.78,-29.12
crypto,APEUSDT,1w,2024-03-25,2.01,65.0,-14.23,-38.96,-36.53,-36.37
crypto,APEUSDT,1w,2024-09-02,0.7444,65.0,-2.34,4.49,-1.17,24.06
crypto,APEUSDT,1w,2024-09-16,0.7778,60.0,7.47,-5.41,91.42,38.71
crypto,APEUSDT,1w,2024-10-14,1.4889,90.0,-24.14,-37.97,-27.54,8.07
crypto,APEUSDT,1w,2024-11-04,1.1166,80.0,-3.38,23.41,69.38,21.01
crypto,APEUSDT,1w,2024-11-18,1.378,80.0,10.54,37.25,-17.76,-28.47
crypto,APEUSDT,1w,2024-12-09,1.609,60.0,-29.57,-25.44,-32.12,-57.3
crypto,APEUSDT,1w,2024-12-23,1.1997,65.0,12.63,-8.96,-18.6,-41.39
crypto,APEUSDT,1w,2025-05-05,0.6618,65.0,2.9,-1.83,7.04,-7.48
crypto,APEUSDT,1w,2025-06-02,0.7084,60.0,-6.13,-20.86,-13.57,-21.37
crypto,APEUSDT,1w,2025-06-23,0.6265,65.0,-2.27,5.47,3.34,-1.61
crypto,APEUSDT,1w,2025-07-07,0.6608,75.0,6.13,-2.03,-3.68,-11.49
crypto,APEUSDT,1w,2025-08-04,0.6365,90.0,-1.52,-3.16,-8.11,-11.96
crypto,APEUSDT,1w,2026-04-13,0.1005,60.0,44.28,64.98,48.76,
crypto,API3USDT,1w,2023-01-09,1.431,65.0,11.32,14.95,15.23,-4.12
crypto,API3USDT,1w,2023-02-13,1.849,70.0,-12.87,-21.8,1.51,-6.22
crypto,API3USDT,1w,2023-03-13,1.877,80.0,-17.58,-17.9,-7.62,-30.1
crypto,API3USDT,1w,2023-04-03,1.578,65.0,9.89,-7.03,-12.36,-17.43
crypto,API3USDT,1w,2023-07-31,1.406,65.0,-15.79,-32.08,-18.85,-16.86
crypto,API3USDT,1w,2023-08-28,1.141,65.0,-8.41,-7.98,2.45,8.94
crypto,API3USDT,1w,2023-09-25,1.169,65.0,-10.52,-11.12,6.33,24.89
crypto,API3USDT,1w,2023-10-23,1.243,80.0,7.16,27.76,17.46,50.28
crypto,API3USDT,1w,2023-12-11,1.694,85.0,10.27,17.95,-3.48,86.36
crypto,API3USDT,1w,2024-03-04,3.893,75.0,-13.51,-7.35,-12.77,-36.84
crypto,API3USDT,1w,2024-03-25,3.685,75.0,-7.84,-34.95,-35.36,-26.35
crypto,API3USDT,1w,2024-05-13,2.49,60.0,9.0,28.59,13.94,-22.65
crypto,API3USDT,1w,2024-10-14,1.829,60.0,-6.4,-24.55,-5.96,18.43
crypto,API3USDT,1w,2024-11-04,1.763,65.0,-2.44,18.15,52.47,0.74
crypto,API3USDT,1w,2024-11-18,2.083,80.0,7.35,29.04,-25.4,-35.48
crypto,API3USDT,1w,2025-03-17,1.3704,65.0,-20.91,-46.74,-47.78,-38.19
crypto,API3USDT,1w,2025-07-14,0.8047,70.0,-0.68,-15.45,-2.91,21.55
crypto,API3USDT,1w,2025-08-11,0.7813,60.0,74.98,40.01,25.19,-7.1
crypto,API3USDT,1w,2026-04-13,0.3225,60.0,7.01,18.42,12.65,
crypto,APTUSDT,1w,2023-03-13,13.018,65.0,-9.14,-6.68,-3.35,-34.98
crypto,APTUSDT,1w,2023-03-27,12.148,65.0,-8.99,3.57,-15.19,-29.97
crypto,APTUSDT,1w,2023-04-10,12.582,70.0,-18.96,-18.11,-32.73,-50.41
crypto,APTUSDT,1w,2023-10-16,6.148,65.0,9.4,11.66,17.18,30.81
crypto,APTUSDT,1w,2023-11-20,7.267,75.0,0.44,16.02,28.07,16.07
crypto,APTUSDT,1w,2023-12-18,9.307,85.0,0.88,-9.03,-9.37,4.13
crypto,APTUSDT,1w,2024-08-19,7.328,65.0,-16.05,-17.73,8.68,36.44
crypto,APTUSDT,1w,2024-09-16,7.964,75.0,1.44,9.24,25.54,47.99
crypto,APTUSDT,1w,2024-11-04,10.905,90.0,8.08,14.86,33.14,-7.5
crypto,APTUSDT,1w,2024-12-09,13.653,70.0,-32.47,-34.99,-35.36,-56.79
crypto,APTUSDT,1w,2024-12-30,10.087,60.0,-12.51,-15.69,-38.99,-33.03
crypto,APTUSDT,1w,2025-07-07,4.9379,65.0,7.65,-0.77,-4.83,-13.44
crypto,APTUSDT,1w,2025-08-04,4.6992,65.0,1.82,-1.62,-9.04,16.09
crypto,APTUSDT,1w,2025-09-29,5.4555,90.0,-28.51,-41.51,-38.2,-63.67
crypto,APTUSDT,1w,2026-05-04,1.1525,65.0,-10.55,,,
crypto,ARBUSDT,1w,2023-10-23,0.9482,65.0,14.97,21.85,9.27,42.63
crypto,ARBUSDT,1w,2023-11-27,1.0969,60.0,5.38,0.81,42.38,63.77
crypto,ARBUSDT,1w,2023-12-18,1.3524,80.0,15.48,27.11,34.19,50.78
crypto,ARBUSDT,1w,2024-02-26,2.0451,75.0,1.09,-15.07,-18.7,-46.24
crypto,ARBUSDT,1w,2024-09-23,0.6454,60.0,-13.29,-18.02,-19.51,33.62
crypto,ARBUSDT,1w,2024-10-14,0.6125,65.0,-15.18,-21.34,10.11,65.99
crypto,ARBUSDT,1w,2024-11-04,0.6301,65.0,7.03,36.87,84.0,45.37
crypto,ARBUSDT,1w,2024-12-30,0.916,70.0,-20.29,-23.7,-46.12,-49.49
crypto,ARBUSDT,1w,2025-05-05,0.4515,65.0,-12.49,-12.8,-24.21,-25.96
crypto,ARBUSDT,1w,2025-06-23,0.3667,65.0,-8.84,11.86,25.58,57.89
crypto,ARBUSDT,1w,2025-07-07,0.4102,65.0,17.92,12.26,13.82,20.89
crypto,ARBUSDT,1w,2025-08-04,0.4669,90.0,14.82,24.01,6.21,-7.47
crypto,ARBUSDT,1w,2025-09-08,0.5138,85.0,-6.48,-16.31,-34.92,-41.79
crypto,ARCUSDT,1w,2025-11-03,0.03015,90.0,1.26,-9.75,30.08,19.7
crypto,ARCUSDT,1w,2026-01-05,0.04904,70.0,12.17,3.2,54.69,-28.96
crypto,ARCUSDT,1w,2026-02-02,0.07586,90.0,1.63,19.44,-54.07,-29.44
crypto,ARCUSDT,1w,2026-03-30,0.05353,75.0,39.85,22.79,28.36,
crypto,ARKMUSDT,1w,2023-12-11,0.6048,65.0,11.43,-3.04,-11.28,-0.55
crypto,ARKMUSDT,1w,2024-01-08,0.5366,65.0,-1.62,-2.87,12.09,498.1
crypto,ARKMUSDT,1w,2024-02-05,0.6015,70.0,73.9,171.72,433.57,274.73
crypto,ARKMUSDT,1w,2024-04-29,2.6295,70.0,-6.16,-12.15,-5.74,-31.81
crypto,ARKMUSDT,1w,2024-05-27,2.4786,70.0,-7.72,-23.53,-27.66,-43.07
crypto,ARKMUSDT,1w,2024-09-16,1.1772,65.0,37.86,26.68,53.65,75.9
crypto,ARKMUSDT,1w,2024-10-07,1.7891,75.0,1.1,-13.13,23.53,34.77
crypto,ARKMUSDT,1w,2024-10-28,1.6494,60.0,33.99,25.54,42.03,-11.57
crypto,ARKMUSDT,1w,2024-12-09,2.0814,60.0,-31.12,-29.92,-35.5,-68.78
crypto,ARKMUSDT,1w,2024-12-30,1.6884,60.0,-20.49,-25.97,-48.19,-59.29
crypto,ARKMUSDT,1w,2025-05-19,0.6828,60.0,-18.44,-22.86,-42.6,-10.85
crypto,ARKMUSDT,1w,2025-07-07,0.5483,65.0,11.02,6.37,-1.08,-9.94
crypto,ARKMUSDT,1w,2025-08-04,0.5424,65.0,2.71,0.24,-8.96,-1.6
crypto,ARKMUSDT,1w,2025-09-08,0.6331,80.0,-5.32,-15.27,-40.55,-46.31
crypto,ARKMUSDT,1w,2026-04-13,0.1306,65.0,-7.58,-8.42,1.0,
crypto,ARKMUSDT,1w,2026-05-04,0.1441,65.0,-8.47,,,
crypto,ARUSDT,1w,2022-07-11,15.426,65.0,-13.7,0.26,-10.07,-26.89
crypto,ARUSDT,1w,2022-10-17,10.581,60.0,-1.92,34.26,-10.69,-27.13
crypto,ARUSDT,1w,2022-10-31,14.206,75.0,-38.98,-33.48,-34.61,-55.22
crypto,ARUSDT,1w,2023-01-30,11.509,75.0,-3.43,8.74,-24.28,-27.87
crypto,ARUSDT,1w,2023-04-10,9.381,70.0,-17.22,-19.6,-29.26,-46.72
crypto,ARUSDT,1w,2023-07-17,6.135,65.0,-10.59,-14.72,-26.75,-29.73
crypto,ARUSDT,1w,2023-10-16,4.208,65.0,24.31,57.84,116.49,123.12
crypto,ARUSDT,1w,2024-01-01,8.055,60.0,25.6,17.23,4.8,275.64
crypto,ARUSDT,1w,2024-02-05,8.65,75.0,38.36,81.57,377.58,291.33
crypto,ARUSDT,1w,2024-04-22,35.884,85.0,13.16,16.86,7.22,-24.36
crypto,ARUSDT,1w,2024-07-15,34.264,80.0,-10.4,-38.83,-38.22,-44.44
crypto,ARUSDT,1w,2024-09-23,23.401,65.0,-16.08,-17.52,-30.81,-5.75
crypto,ARUSDT,1w,2024-11-18,22.055,80.0,14.2,21.41,-27.05,-29.9
crypto,ARUSDT,1w,2025-04-28,7.252,60.0,12.15,6.16,-10.04,-25.74
crypto,ARUSDT,1w,2025-07-07,6.84,65.0,27.06,15.57,14.96,-3.89
crypto,ARUSDT,1w,2025-08-04,7.863,90.0,-6.94,-9.08,-16.39,-23.86
