asset,symbol,interval,entry_dt,entry_close,score,+1w,+2w,+4w,+8w
kr,003670,1w,2023-09-22,383848.0,60.0,-9.22,-15.91,-24.24,-27.78
kr,003670,1w,2023-12-01,304365.0,60.0,9.24,14.81,14.33,-14.97
kr,003670,1w,2023-12-29,347984.0,60.0,-4.46,-12.53,-25.63,-12.4
kr,003670,1w,2024-02-23,304849.0,65.0,0.8,1.91,1.27,-19.4
kr,003670,1w,2024-06-07,273346.0,80.0,-3.19,-8.51,-5.5,-19.86
kr,003670,1w,2024-07-12,264623.0,60.0,-5.86,-23.44,-24.73,-20.88
kr,003670,1w,2024-09-13,224881.0,65.0,0.86,8.19,6.25,-8.62
kr,003670,1w,2024-09-27,243298.0,75.0,-3.39,-1.79,-9.56,-28.92
kr,003670,1w,2024-10-11,238936.0,60.0,-6.49,-7.91,-14.0,-32.98
kr,003670,1w,2025-02-21,141229.0,65.0,-3.02,-3.02,-5.49,-13.11
kr,003670,1w,2025-06-13,123200.0,70.0,4.87,0.32,12.82,22.08
kr,003670,1w,2025-07-04,131200.0,85.0,5.95,19.59,4.5,7.7
kr,003670,1w,2025-08-08,150400.0,90.0,8.51,0.53,-12.5,-2.59
kr,003670,1w,2025-09-19,141300.0,65.0,0.0,3.68,36.94,48.27
kr,003670,1w,2025-10-03,146500.0,75.0,-0.14,32.08,47.78,40.96
kr,003670,1w,2025-12-05,206000.0,60.0,7.52,-7.23,-14.13,8.5
kr,003670,1w,2025-12-26,196200.0,75.0,-9.84,-10.35,9.07,18.76
kr,003670,1w,2026-01-16,188700.0,70.0,13.41,18.44,18.71,1.17
kr,003670,1w,2026-03-06,215500.0,70.0,-11.42,-7.56,-1.86,16.94
kr,003670,1w,2026-03-27,209000.0,80.0,1.2,4.07,20.57,
kr,003690,1w,2020-05-15,5163.0,70.0,-1.55,-11.5,-5.52,-9.7
kr,003690,1w,2020-06-12,4878.0,60.0,-6.72,-6.83,-4.43,-10.39
kr,003690,1w,2020-07-31,4409.0,60.0,-0.86,4.74,4.06,4.6
kr,003690,1w,2020-08-14,4618.0,90.0,-5.87,-0.65,-2.53,2.43
kr,003690,1w,2020-08-28,4588.0,90.0,-2.29,-1.9,0.52,6.47
kr,003690,1w,2020-09-18,4618.0,65.0,-0.13,-0.26,0.95,2.56
kr,003690,1w,2020-10-09,4730.0,65.0,-1.44,3.28,-1.84,5.5
kr,003690,1w,2020-11-06,4643.0,75.0,2.0,1.36,7.47,5.06
kr,003690,1w,2020-11-27,4780.0,75.0,4.39,4.79,10.33,-2.34
kr,003690,1w,2021-01-01,4878.0,60.0,-0.37,-2.64,-5.68,-0.37
kr,003690,1w,2021-02-05,4761.0,65.0,3.11,1.18,8.07,9.87
kr,003690,1w,2021-06-18,5843.0,95.0,4.67,3.29,1.8,-1.27
kr,003690,1w,2021-10-01,5880.0,80.0,1.16,3.37,1.58,1.9
kr,003690,1w,2021-11-05,5955.0,70.0,0.52,0.62,-2.7,-3.95
kr,003690,1w,2021-11-26,5992.0,70.0,-3.3,-0.93,-1.45,1.95
kr,003690,1w,2021-12-10,5936.0,100.0,0.4,-0.52,-2.17,11.46
kr,003690,1w,2022-01-07,5807.0,70.0,4.46,5.2,13.93,4.25
kr,003690,1w,2022-03-25,6091.0,90.0,1.33,3.04,2.04,-4.97
kr,003690,1w,2022-05-20,5788.0,60.0,1.17,1.8,0.33,-10.49
kr,003690,1w,2022-11-18,4823.0,75.0,3.86,7.84,6.49,7.38
kr,003690,1w,2023-01-06,5201.0,60.0,-0.42,7.79,4.17,13.07
kr,003690,1w,2023-01-20,5606.0,90.0,-0.64,-3.35,0.52,-6.19
kr,003690,1w,2023-04-21,5454.0,90.0,0.4,2.13,0.92,-5.04
kr,003690,1w,2023-08-04,5107.0,65.0,1.55,6.52,10.34,16.7
kr,003690,1w,2023-11-03,6243.0,70.0,2.77,5.22,4.81,-2.8
kr,003690,1w,2024-01-12,5958.0,60.0,-0.86,3.27,13.81,17.24
kr,003690,1w,2024-04-05,6696.0,70.0,-3.05,0.13,1.14,2.4
kr,003690,1w,2024-04-19,6705.0,90.0,2.77,1.0,1.0,-2.67
kr,003690,1w,2024-07-05,6806.0,70.0,-0.25,1.5,1.75,5.61
kr,003690,1w,2024-07-19,6908.0,85.0,-0.98,0.25,4.18,6.4
kr,003690,1w,2024-08-02,6925.0,60.0,-0.25,3.93,3.8,1.85
kr,003690,1w,2024-08-16,7197.0,80.0,4.95,-0.13,2.13,-0.6
kr,003690,1w,2024-09-13,7350.0,80.0,-3.59,-4.04,-2.67,8.98
kr,003690,1w,2024-12-13,8110.0,100.0,-1.97,0.12,1.6,0.86
kr,003690,1w,2025-04-18,7910.0,60.0,0.51,3.03,7.59,25.66
kr,003690,1w,2025-05-02,8150.0,90.0,-0.61,4.42,13.37,26.26
kr,003690,1w,2025-08-01,10290.0,70.0,5.73,6.61,5.34,5.83
kr,003690,1w,2026-03-06,12790.0,70.0,2.89,2.97,-4.77,-3.44
kr,003690,1w,2026-04-17,12310.0,70.0,0.41,0.32,-0.89,
kr,003850,1w,2020-05-29,11091.0,80.0,4.74,10.17,12.54,15.25
kr,003850,1w,2020-07-10,11730.0,70.0,0.64,8.97,10.9,7.69
kr,003850,1w,2020-11-06,11617.0,60.0,6.15,7.45,26.22,34.75
kr,003850,1w,2021-02-12,16641.0,75.0,-0.99,5.93,3.95,6.17
kr,003850,1w,2021-02-26,17627.0,80.0,-3.97,-1.87,-0.47,12.59
kr,003850,1w,2021-07-16,19400.0,85.0,-6.44,-7.47,-7.73,-15.72
kr,003850,1w,2021-08-13,17900.0,60.0,-8.94,-6.7,-8.66,-19.27
kr,003850,1w,2021-12-03,16200.0,75.0,3.4,-4.63,-9.88,-25.93
kr,003850,1w,2022-03-18,13250.0,65.0,-1.13,-1.51,-0.75,-10.19
kr,003850,1w,2022-07-29,11200.0,75.0,2.23,0.45,-6.7,-8.93
kr,003850,1w,2022-11-11,10650.0,80.0,4.69,0.47,4.23,-15.02
kr,003850,1w,2023-04-07,9050.0,65.0,2.32,2.1,-2.98,-0.44
kr,003850,1w,2023-05-19,8860.0,60.0,0.68,1.69,-4.74,-9.14
kr,003850,1w,2023-08-04,8870.0,90.0,2.82,0.34,1.92,13.87
kr,003850,1w,2023-10-20,9810.0,70.0,-7.95,-7.24,-1.73,11.82
kr,003850,1w,2023-11-10,9840.0,90.0,-2.03,2.64,1.52,16.06
kr,003850,1w,2024-02-09,12110.0,85.0,0.08,0.0,5.2,-3.88
kr,003850,1w,2024-04-05,11640.0,70.0,-1.29,-5.07,-4.9,-11.68
kr,003850,1w,2024-05-17,11200.0,60.0,-5.54,-8.21,-8.3,-5.18
kr,003850,1w,2024-07-12,10620.0,65.0,-0.47,0.56,1.6,-5.08
kr,003850,1w,2024-07-26,10680.0,60.0,-0.94,1.03,3.0,15.07
kr,003850,1w,2024-08-09,10790.0,70.0,1.11,1.95,-6.58,-1.39
kr,003850,1w,2024-08-30,11850.0,90.0,-14.94,-12.24,-7.68,-7.76
kr,003850,1w,2024-09-20,12290.0,90.0,-10.98,-13.43,-6.02,-14.16
kr,003850,1w,2024-10-11,11720.0,100.0,-1.45,-6.74,-5.38,-16.98
kr,003850,1w,2024-11-01,10650.0,60.0,4.13,-0.94,-4.41,-4.13
kr,003850,1w,2025-01-03,10370.0,65.0,1.74,-0.1,-1.64,-3.66
kr,003850,1w,2025-01-24,10360.0,60.0,-1.54,-1.25,0.19,-9.27
kr,003850,1w,2025-02-21,10380.0,60.0,-3.76,-5.3,-9.44,-17.44
kr,003850,1w,2025-05-30,8740.0,65.0,-1.03,-2.63,-6.18,2.29
kr,003850,1w,2025-07-11,8640.0,60.0,-0.12,3.47,-2.66,-0.58
kr,003850,1w,2025-07-25,8940.0,70.0,-7.72,-5.93,-8.28,-2.57
kr,003850,1w,2025-08-15,8550.0,60.0,-4.09,-2.34,0.7,-0.7
kr,003850,1w,2025-09-05,8590.0,80.0,0.23,1.4,0.0,2.79
kr,003850,1w,2025-10-03,8590.0,85.0,-1.16,-3.03,2.79,4.07
kr,003850,1w,2025-10-24,8530.0,65.0,3.52,0.94,-2.46,8.44
kr,003850,1w,2025-11-28,8940.0,90.0,1.01,2.8,0.89,2.8
kr,003850,1w,2026-01-02,9350.0,75.0,-5.78,-6.95,-1.07,6.42
kr,003850,1w,2026-01-23,9190.0,100.0,0.65,1.2,12.62,1.96
kr,003850,1w,2026-03-06,9470.0,70.0,1.27,-1.06,-3.59,4.96
kr,004000,1w,2020-05-22,36600.0,70.0,3.42,4.51,4.23,25.14
kr,004000,1w,2020-06-19,38150.0,75.0,-7.47,-9.83,20.05,20.05
kr,004000,1w,2020-07-10,46150.0,90.0,-0.76,-7.04,0.54,14.84
kr,004000,1w,2020-08-21,45500.0,70.0,-1.21,16.48,14.95,16.92
kr,004000,1w,2020-12-18,54900.0,70.0,-0.18,0.55,1.09,2.91
kr,004000,1w,2021-02-05,56900.0,100.0,-0.7,-4.57,-9.84,1.41
kr,004000,1w,2021-03-12,52700.0,60.0,3.04,8.92,18.79,25.05
kr,004000,1w,2021-05-14,61400.0,70.0,0.49,8.31,5.37,9.12
kr,004000,1w,2021-08-13,67800.0,70.0,-5.46,3.1,25.07,28.61
kr,004000,1w,2021-08-27,69900.0,90.0,1.43,21.32,33.05,22.89
kr,004000,1w,2021-10-29,85100.0,60.0,-4.47,-4.94,-5.41,-10.81
kr,004000,1w,2021-11-26,80500.0,65.0,-1.99,-1.24,-5.71,-11.18
kr,004000,1w,2021-12-10,79500.0,60.0,-2.64,-4.53,-5.03,-5.41
kr,004000,1w,2022-01-07,75500.0,60.0,-2.25,-5.3,-0.4,1.99
kr,004000,1w,2022-02-04,75200.0,65.0,0.66,4.92,2.39,10.11
kr,004000,1w,2022-03-11,78800.0,70.0,-2.28,1.78,8.25,3.3
kr,004000,1w,2022-03-25,80200.0,75.0,3.24,6.36,4.74,4.74
kr,004000,1w,2022-04-29,81500.0,70.0,-0.12,-2.45,4.17,-14.23
kr,004000,1w,2022-08-12,69800.0,65.0,0.86,3.87,-1.43,-17.48
kr,004000,1w,2022-08-26,72500.0,60.0,-5.38,-5.1,-15.17,-20.28
kr,004000,1w,2022-11-11,60800.0,65.0,0.99,0.99,-0.66,-12.01
kr,004000,1w,2023-02-10,58200.0,70.0,1.03,2.06,-4.47,-1.2
kr,004000,1w,2023-03-31,58400.0,75.0,-1.54,1.2,4.97,0.68
kr,004000,1w,2023-04-14,59100.0,75.0,2.03,3.72,4.57,9.31
kr,004000,1w,2023-05-26,58800.0,60.0,0.51,9.86,13.61,14.8
kr,004000,1w,2023-06-23,66800.0,85.0,3.89,-0.9,1.05,-10.63
kr,004000,1w,2023-07-28,65400.0,70.0,-5.96,-5.5,-8.26,-11.31
kr,004000,1w,2023-08-11,61800.0,65.0,-3.4,-2.91,1.13,-6.15
kr,004000,1w,2023-09-08,62500.0,80.0,-4.8,-7.2,-7.2,-9.12
kr,004000,1w,2023-11-17,59000.0,60.0,0.34,-3.39,-0.17,-13.39
kr,004000,1w,2023-12-22,60500.0,75.0,-4.13,-9.42,-21.32,-17.77
kr,004000,1w,2024-05-31,47950.0,70.0,-1.25,-3.23,-7.19,-2.29
kr,004000,1w,2024-07-05,46150.0,65.0,0.65,3.47,-0.22,5.53
kr,004000,1w,2024-08-23,48250.0,80.0,0.93,2.07,-9.74,-2.38
kr,004000,1w,2024-09-27,49300.0,80.0,-4.26,-2.13,-8.52,-25.66
kr,004000,1w,2025-02-14,41500.0,65.0,2.53,-2.41,-2.65,-24.46
kr,004000,1w,2025-03-07,43000.0,75.0,-6.05,-4.65,-18.37,-18.72
kr,004000,1w,2025-03-21,41000.0,60.0,-5.0,-14.39,-17.44,-11.95
kr,004000,1w,2025-05-30,37900.0,65.0,0.53,0.66,4.49,11.74
kr,004000,1w,2025-06-27,39600.0,75.0,2.27,4.17,6.94,2.53
kr,004000,1w,2025-08-08,43000.0,90.0,-3.49,-5.58,3.84,6.98
kr,004000,1w,2025-08-29,41700.0,85.0,7.07,9.71,12.71,17.15
kr,004000,1w,2025-10-17,47000.0,85.0,3.94,-2.98,-0.43,0.96
kr,004000,1w,2026-02-13,48550.0,90.0,2.99,5.25,5.87,5.46
kr,004000,1w,2026-03-13,51400.0,60.0,2.53,0.78,-0.39,21.79
kr,004020,1w,2020-05-22,19900.0,60.0,9.8,23.37,13.07,20.1
kr,004020,1w,2020-07-17,23900.0,90.0,6.49,3.77,19.67,3.97
kr,004020,1w,2020-09-04,25050.0,60.0,-0.8,0.2,-1.8,15.37
kr,004020,1w,2020-10-02,24600.0,80.0,8.33,25.41,17.48,34.55
kr,004020,1w,2021-01-29,38800.0,60.0,5.67,5.54,2.96,19.59
kr,004020,1w,2021-02-19,39950.0,60.0,0.0,8.26,8.64,22.65
kr,004020,1w,2021-03-05,43250.0,90.0,-1.16,0.35,8.55,28.32
kr,004020,1w,2021-05-28,53300.0,70.0,-0.38,0.0,2.25,-1.5
kr,004020,1w,2021-06-18,51900.0,60.0,5.01,4.24,0.96,-2.7
kr,004020,1w,2021-09-03,50900.0,65.0,4.72,1.18,-9.82,-12.67
kr,004020,1w,2021-12-17,44250.0,65.0,-3.73,-7.34,1.36,-8.02
kr,004020,1w,2022-01-07,44900.0,75.0,-0.11,-6.35,-12.92,-7.68
kr,004020,1w,2022-03-04,41450.0,65.0,-5.43,-5.07,-1.69,4.95
kr,004020,1w,2022-03-25,41750.0,70.0,-2.4,-3.35,6.71,-3.83
kr,004020,1w,2022-04-15,41300.0,75.0,7.87,5.33,-1.94,-1.82
kr,004020,1w,2022-06-03,41700.0,60.0,-2.76,-13.43,-21.22,-18.23
kr,004020,1w,2022-09-16,34600.0,60.0,-8.38,-18.79,-11.85,-7.95
kr,004020,1w,2022-11-11,31850.0,75.0,3.61,4.87,3.92,1.57
kr,004020,1w,2022-12-23,32350.0,65.0,-5.41,0.0,8.81,8.04
kr,004020,1w,2023-01-06,32350.0,60.0,6.65,8.81,5.1,17.77
kr,004020,1w,2023-02-10,33600.0,60.0,4.02,8.48,1.93,2.38
kr,004020,1w,2023-04-14,36700.0,90.0,1.91,-0.68,-5.04,-7.63
kr,004020,1w,2023-06-30,33750.0,60.0,-2.37,2.07,6.22,3.26
kr,004020,1w,2023-07-14,34450.0,85.0,-2.18,4.06,0.73,13.06
kr,004020,1w,2023-07-28,35850.0,100.0,-0.14,-3.21,-2.79,10.6
kr,004020,1w,2023-08-25,34850.0,85.0,9.04,11.76,13.77,-7.89
kr,004020,1w,2023-10-06,35850.0,60.0,-6.14,-10.46,-7.53,-2.65
kr,004020,1w,2023-11-10,34250.0,70.0,2.63,3.8,1.46,-0.73
kr,004020,1w,2023-12-22,35100.0,70.0,3.99,-3.13,-9.97,4.84
kr,004020,1w,2024-02-02,35650.0,85.0,1.96,3.23,0.84,-10.8
kr,004020,1w,2024-03-01,35950.0,80.0,-4.87,-7.93,-11.54,-12.38
kr,004020,1w,2024-09-27,27950.0,75.0,-3.76,-1.97,-8.59,-22.54
kr,004020,1w,2024-10-11,27400.0,70.0,-0.55,-6.75,-12.04,-22.81
kr,004020,1w,2025-01-10,22300.0,60.0,-3.36,5.16,-0.67,42.83
kr,004020,1w,2025-01-24,23450.0,75.0,-1.28,-5.54,12.79,22.81
kr,004020,1w,2025-02-14,24200.0,75.0,9.3,10.12,19.01,-7.44
kr,004020,1w,2025-03-28,25800.0,60.0,-6.4,-13.18,-6.78,-6.59
kr,004020,1w,2025-05-02,24700.0,65.0,-0.61,1.21,14.17,22.27
kr,004020,1w,2025-05-16,25000.0,65.0,-3.6,12.8,17.4,40.0
kr,004020,1w,2025-05-30,28200.0,100.0,-0.18,4.08,7.09,33.33
kr,004020,1w,2025-08-08,33150.0,70.0,-0.45,-1.66,4.98,0.15
kr,004020,1w,2025-09-05,34800.0,90.0,4.45,7.76,-4.6,-5.17
kr,004020,1w,2025-11-14,32150.0,75.0,-6.84,-6.07,-1.56,-9.18
kr,004020,1w,2025-12-05,31500.0,60.0,0.48,-3.02,-2.86,-0.79
kr,004020,1w,2026-01-16,30850.0,80.0,13.29,1.3,8.59,19.94
kr,004020,1w,2026-02-13,33500.0,80.0,16.27,38.81,10.45,20.6
kr,004020,1w,2026-04-10,40400.0,100.0,-3.22,5.2,6.19,
kr,004170,1w,2020-05-22,242500.0,60.0,1.03,4.12,-9.07,-11.13
kr,004170,1w,2020-08-14,230000.0,90.0,-10.43,-10.65,-9.13,-9.57
kr,004170,1w,2020-10-02,212500.0,65.0,-2.12,1.18,-2.35,8.47
kr,004170,1w,2020-10-16,215000.0,70.0,3.95,-3.49,6.98,17.67
kr,004170,1w,2020-11-06,213000.0,65.0,7.98,8.92,10.56,12.44
kr,004170,1w,2020-11-27,230500.0,60.0,2.17,9.76,2.39,8.89
kr,004170,1w,2020-12-25,236000.0,60.0,1.48,4.87,6.36,9.96
kr,004170,1w,2021-04-16,277500.0,70.0,-0.9,9.73,10.99,7.93
kr,004170,1w,2021-06-11,299500.0,60.0,-6.68,-5.18,-9.18,-9.85
kr,004170,1w,2021-07-16,282000.0,65.0,-2.84,-5.67,-3.72,-2.3
kr,004170,1w,2021-08-27,264500.0,60.0,3.78,4.16,2.84,-4.91
kr,004170,1w,2021-09-24,272000.0,75.0,-6.43,-5.33,-7.54,-13.6
kr,004170,1w,2021-10-15,266000.0,70.0,-5.45,-6.77,-8.65,-4.14
kr,004170,1w,2021-12-03,241000.0,60.0,5.81,1.24,5.39,-3.73
kr,004170,1w,2021-12-24,247000.0,65.0,2.83,1.21,-2.83,4.86
kr,004170,1w,2022-02-04,247000.0,65.0,4.66,4.86,6.88,6.48
kr,004170,1w,2022-03-11,271000.0,75.0,-4.06,-4.61,-5.9,-12.36
kr,004170,1w,2022-04-22,256500.0,75.0,-3.12,-7.41,-3.31,-9.94
kr,004170,1w,2022-05-13,255000.0,90.0,-2.75,-2.55,0.2,-14.71
kr,004170,1w,2022-06-03,260500.0,80.0,-1.92,-11.32,-17.08,-16.12
kr,004170,1w,2022-08-12,224000.0,70.0,-1.12,-0.22,2.9,3.79
kr,004170,1w,2022-08-26,223500.0,70.0,-1.57,3.13,7.16,2.01
kr,004170,1w,2022-09-09,230500.0,65.0,2.82,3.9,0.87,-4.56
kr,004170,1w,2022-10-07,232500.0,60.0,-0.43,-1.94,-5.38,-8.17
kr,004170,1w,2022-12-02,213500.0,70.0,6.79,-0.23,3.04,10.3
kr,004170,1w,2022-12-30,220000.0,70.0,2.95,6.59,7.05,-6.14
kr,004170,1w,2023-04-14,212000.0,75.0,-3.07,-2.83,-3.3,-7.92
kr,004170,1w,2023-05-19,209500.0,65.0,-1.91,-6.59,-11.98,-8.02
kr,004170,1w,2023-07-14,192700.0,75.0,-0.88,-1.61,6.9,9.5
kr,004170,1w,2023-08-04,199300.0,65.0,3.36,1.1,2.61,-4.62
kr,004170,1w,2023-08-25,203000.0,60.0,0.74,3.94,0.0,-15.71
kr,004170,1w,2023-09-08,211000.0,70.0,0.47,-3.79,-13.93,-20.47
kr,004170,1w,2023-12-15,175600.0,65.0,0.63,-0.23,-5.87,6.44
kr,004170,1w,2024-02-02,179900.0,75.0,3.89,2.5,-2.83,-7.0
kr,004170,1w,2024-05-10,176700.0,75.0,-2.09,-3.96,-7.53,-11.71
kr,004170,1w,2024-05-24,169700.0,60.0,-3.83,-3.71,-6.72,-7.01
kr,004170,1w,2024-06-07,163400.0,60.0,-1.84,-3.12,-4.53,-6.73
kr,004170,1w,2024-09-06,156800.0,75.0,1.59,-1.21,0.0,-4.27
kr,004170,1w,2024-09-27,162300.0,75.0,-3.39,-6.04,-9.8,-19.9
kr,004170,1w,2025-01-17,133100.0,60.0,-0.38,-0.3,1.95,12.47
kr,004170,1w,2025-02-14,135700.0,65.0,9.8,4.86,10.32,6.85
kr,004170,1w,2025-03-07,160500.0,90.0,-6.73,-8.6,-4.98,-1.37
kr,004170,1w,2025-03-28,143000.0,60.0,6.64,1.4,6.99,21.96
kr,004170,1w,2025-04-18,153900.0,90.0,-0.58,2.86,9.62,11.44
kr,004170,1w,2025-07-25,176400.0,60.0,-4.48,-2.89,-6.24,16.5
kr,004170,1w,2025-08-08,171300.0,85.0,-4.2,-3.44,-0.82,6.36
kr,004170,1w,2025-08-29,165300.0,60.0,2.78,6.84,12.95,7.8
kr,004170,1w,2025-10-24,178200.0,60.0,-2.53,7.74,27.95,40.29
kr,004170,1w,2026-01-02,231000.0,70.0,12.77,23.59,38.31,59.52
kr,004170,1w,2026-03-06,334000.0,70.0,-2.4,2.99,-8.68,21.86
kr,004170,1w,2026-04-10,341000.0,90.0,11.14,19.35,25.66,
kr,004370,1w,2020-07-31,369000.0,85.0,2.03,0.41,-1.36,-15.85
kr,004370,1w,2020-12-18,307500.0,75.0,-1.14,-2.44,-3.25,-6.18
kr,004370,1w,2021-01-08,305000.0,80.0,-2.46,-4.75,-5.08,-10.33
kr,004370,1w,2021-04-09,293500.0,80.0,-0.17,-3.58,-0.85,2.9
kr,004370,1w,2021-04-30,285000.0,60.0,2.11,5.61,5.09,11.23
kr,004370,1w,2021-05-28,299500.0,65.0,0.83,0.67,5.84,8.01
kr,004370,1w,2021-07-09,307000.0,60.0,9.93,5.37,4.89,-2.12
kr,004370,1w,2021-10-08,292500.0,65.0,-0.17,-0.34,-5.13,-2.22
kr,004370,1w,2021-11-26,286500.0,60.0,-0.17,1.57,10.12,7.68
kr,004370,1w,2021-12-10,291000.0,60.0,8.76,8.42,10.65,17.18
kr,004370,1w,2021-12-31,318500.0,75.0,1.1,-1.1,1.41,-1.88
kr,004370,1w,2022-01-21,308500.0,70.0,4.7,10.53,6.81,-4.54
kr,004370,1w,2022-02-18,329500.0,70.0,-5.16,-6.22,-10.62,-6.37
kr,004370,1w,2022-04-01,298500.0,60.0,4.86,3.35,1.68,-7.54
kr,004370,1w,2022-05-13,303000.0,70.0,-7.76,-8.91,-9.08,-6.6
kr,004370,1w,2022-07-01,285000.0,75.0,-0.7,-1.58,-1.93,6.49
kr,004370,1w,2022-07-29,279500.0,60.0,0.18,5.19,8.59,8.59
kr,004370,1w,2022-09-16,295500.0,60.0,2.71,0.85,-0.51,2.71
kr,004370,1w,2022-10-07,296000.0,60.0,-0.68,-0.51,4.05,10.3
kr,004370,1w,2023-01-13,343500.0,100.0,1.46,-0.73,3.64,1.31
kr,004370,1w,2023-03-10,348000.0,70.0,4.31,3.16,10.63,16.81
kr,004370,1w,2023-05-19,419500.0,90.0,2.5,6.67,4.41,-3.58
kr,004370,1w,2023-06-23,404500.0,70.0,-1.61,1.36,0.25,16.19
kr,004370,1w,2023-09-08,439000.0,70.0,1.25,0.23,10.71,4.44
kr,004370,1w,2023-10-27,440500.0,70.0,4.09,9.08,-3.63,-7.72
kr,004370,1w,2023-12-15,401000.0,60.0,1.37,1.5,-4.24,-5.11
kr,004370,1w,2024-03-29,368500.0,60.0,2.99,-1.63,5.97,12.08
kr,004370,1w,2024-04-19,373500.0,70.0,4.55,7.23,6.83,46.72
kr,004370,1w,2024-07-05,452000.0,60.0,-0.88,-0.11,2.65,-14.6
kr,004370,1w,2024-08-02,464000.0,75.0,-5.17,-11.85,-16.81,-15.3
kr,004370,1w,2024-12-13,369500.0,65.0,3.11,3.79,-0.27,-4.6
kr,004370,1w,2025-03-07,394000.0,90.0,-2.79,8.63,1.78,2.79
kr,004370,1w,2025-04-11,387000.0,60.0,5.04,1.94,9.56,8.66
kr,004370,1w,2025-07-04,395500.0,60.0,1.26,3.79,-3.16,3.67
kr,004370,1w,2025-08-29,410000.0,100.0,3.41,27.32,6.59,4.63
kr,004370,1w,2025-10-31,436000.0,75.0,-2.75,-3.1,2.52,-0.69
kr,004370,1w,2025-11-21,464500.0,100.0,-3.77,-7.1,-7.21,-11.19
kr,004370,1w,2026-01-02,428500.0,60.0,-5.13,-3.73,-4.9,0.35
kr,004370,1w,2026-01-16,412500.0,60.0,-0.12,-1.21,9.21,-10.55
kr,004370,1w,2026-02-06,420000.0,65.0,7.26,5.36,-6.07,-12.62
kr,004370,1w,2026-05-15,389500.0,70.0,,,,
kr,004490,1w,2020-06-05,31250.0,75.0,3.04,0.32,-3.84,-4.96
kr,004490,1w,2020-07-31,29700.0,75.0,2.19,3.54,-9.26,-10.61
kr,004490,1w,2020-10-09,28600.0,60.0,-2.97,-1.05,3.67,36.36
kr,004490,1w,2020-10-23,28300.0,65.0,-2.83,4.77,27.21,76.15
kr,004490,1w,2020-11-06,29650.0,75.0,9.95,21.42,31.53,132.38
kr,004490,1w,2021-04-02,80700.0,60.0,-4.09,12.52,7.06,17.97
kr,004490,1w,2021-04-16,90800.0,90.0,5.62,-4.85,-9.25,20.04
kr,004490,1w,2021-09-10,91500.0,80.0,-2.19,-6.67,-9.95,-12.68
kr,004490,1w,2021-11-19,85000.0,85.0,-6.82,-10.0,-10.0,-18.59
kr,004490,1w,2022-04-15,73600.0,70.0,11.68,3.26,-6.25,-16.85
kr,004490,1w,2022-11-18,48300.0,75.0,-5.69,5.59,-6.73,-6.42
kr,004490,1w,2022-12-02,51000.0,90.0,-7.06,-11.67,-16.96,-7.84
kr,004490,1w,2023-01-13,45200.0,60.0,0.33,3.98,5.86,24.34
kr,004490,1w,2023-01-27,47000.0,65.0,2.02,1.81,9.15,8.3
kr,004490,1w,2023-03-17,49600.0,60.0,2.62,12.1,13.1,9.48
kr,004490,1w,2023-07-21,49900.0,70.0,-7.11,-3.71,0.2,27.25
kr,004490,1w,2023-08-18,50000.0,75.0,0.2,20.2,27.0,11.6
kr,004490,1w,2023-10-06,56700.0,60.0,-1.59,-4.94,-6.88,-2.65
kr,004490,1w,2023-11-17,53600.0,85.0,0.56,2.99,7.46,11.19
kr,004490,1w,2024-01-05,57500.0,70.0,3.65,-2.43,7.65,38.43
kr,004490,1w,2024-02-02,61900.0,85.0,29.73,33.12,28.59,26.98
kr,004490,1w,2024-04-05,79900.0,85.0,9.51,13.64,29.29,28.54
kr,004490,1w,2024-06-28,104000.0,70.0,-10.38,-9.62,-14.42,0.67
kr,004490,1w,2024-08-16,99800.0,100.0,4.91,1.7,-10.62,-22.75
kr,004490,1w,2025-01-10,79000.0,65.0,6.58,4.18,7.72,-9.24
kr,004490,1w,2025-02-07,85100.0,80.0,-7.64,-7.76,-15.75,-21.39
kr,004490,1w,2025-04-25,70000.0,70.0,-0.29,-2.57,-9.0,-1.29
kr,004490,1w,2025-05-16,69500.0,60.0,-8.35,-3.74,-2.45,3.74
kr,004490,1w,2025-06-20,69100.0,60.0,-1.88,1.45,4.05,-6.95
kr,004490,1w,2025-07-04,70100.0,60.0,2.85,2.57,-10.27,-11.13
kr,004490,1w,2025-10-03,65400.0,70.0,-2.45,-0.46,-0.31,2.29
kr,004490,1w,2025-11-28,66900.0,75.0,1.49,0.75,-3.29,-4.04
kr,004490,1w,2025-12-19,66400.0,60.0,-2.56,-6.02,-4.22,0.75
kr,004490,1w,2026-01-23,64200.0,75.0,-0.62,-1.87,7.79,-4.52
kr,004490,1w,2026-02-13,66900.0,80.0,3.44,2.99,-9.42,-9.57
kr,004490,1w,2026-04-24,64300.0,75.0,2.64,0.16,,
kr,004800,1w,2020-05-22,51535.0,60.0,0.6,4.33,-2.39,-1.2
kr,004800,1w,2020-07-17,50919.0,75.0,3.93,3.33,8.32,17.7
kr,004800,1w,2020-10-30,57005.0,70.0,4.05,6.62,8.11,10.0
kr,004800,1w,2020-12-25,62705.0,70.0,-6.14,-2.33,-5.4,9.34
kr,004800,1w,2021-02-05,68483.0,90.0,2.25,0.11,-8.32,-2.59
kr,004800,1w,2021-06-18,78189.0,85.0,1.97,3.94,20.69,12.32
kr,004800,1w,2021-08-13,87818.0,70.0,-3.07,1.75,7.89,-4.82
