asset,symbol,interval,entry_dt,entry_close,score,+5d,+10d,+20d,+40d
crypto,0GUSDT,1d,2025-11-03,1.2159,80.0,18.02,7.25,6.8,-25.52
crypto,0GUSDT,1d,2025-11-08,1.435,75.0,-9.12,-13.3,-14.23,-50.16
crypto,0GUSDT,1d,2025-12-25,1.0298,100.0,-1.84,-3.88,-14.02,-42.18
crypto,0GUSDT,1d,2026-01-22,0.8196,90.0,3.06,-21.41,-31.43,-25.05
crypto,0GUSDT,1d,2026-01-30,0.8409,85.0,-27.27,-35.35,-26.85,-30.98
crypto,0GUSDT,1d,2026-02-12,0.6429,85.0,5.79,-0.14,-4.43,-18.63
crypto,0GUSDT,1d,2026-04-12,0.6134,85.0,0.7,-5.28,-11.85,
crypto,1000000MOGUSDT,1d,2024-09-10,1.015,65.0,-8.63,17.93,45.3,124.43
crypto,1000000MOGUSDT,1d,2024-10-04,1.514,65.0,-6.13,38.47,28.13,59.48
crypto,1000000MOGUSDT,1d,2024-10-11,1.6688,65.0,22.43,26.07,19.51,24.12
crypto,1000000MOGUSDT,1d,2024-11-06,2.2555,60.0,-14.36,17.53,4.53,32.72
crypto,1000000MOGUSDT,1d,2024-11-13,2.4145,95.0,-0.92,9.73,2.39,-3.79
crypto,1000000MOGUSDT,1d,2024-11-15,2.7973,75.0,-25.95,-11.31,2.23,-11.3
crypto,1000000MOGUSDT,1d,2024-11-21,2.5709,60.0,-8.29,-6.27,28.4,-21.53
crypto,1000000MOGUSDT,1d,2024-12-03,2.4722,65.0,53.64,25.6,-6.04,-25.9
crypto,1000000MOGUSDT,1d,2024-12-05,2.8596,75.0,17.04,7.39,-13.23,-32.98
crypto,1000000MOGUSDT,1d,2025-01-03,2.5666,85.0,-14.96,-30.15,-38.26,-65.29
crypto,1000000MOGUSDT,1d,2025-01-05,2.8913,60.0,-32.58,-29.8,-51.0,-70.2
crypto,1000000MOGUSDT,1d,2025-01-31,1.2575,65.0,-31.29,-31.86,-37.3,-64.88
crypto,1000000MOGUSDT,1d,2025-02-03,1.0311,65.0,-15.55,-20.53,-22.1,-55.11
crypto,1000000MOGUSDT,1d,2025-03-24,0.5552,65.0,-25.95,-30.66,-14.5,1.77
crypto,1000000MOGUSDT,1d,2025-04-07,0.3418,85.0,46.26,30.08,76.51,187.07
crypto,1000000MOGUSDT,1d,2025-04-09,0.4099,75.0,15.47,13.17,45.62,160.92
crypto,1000000MOGUSDT,1d,2025-05-06,0.658,70.0,75.06,51.58,76.53,36.87
crypto,1000000MOGUSDT,1d,2025-06-09,1.0942,65.0,-18.86,-20.73,-3.45,45.91
crypto,1000000MOGUSDT,1d,2025-06-23,0.92,85.0,-0.08,14.15,107.08,26.64
crypto,1000000MOGUSDT,1d,2025-06-29,1.0565,60.0,-9.02,13.37,51.12,28.78
crypto,1000000MOGUSDT,1d,2025-07-02,1.0347,75.0,-6.69,67.75,56.78,29.92
crypto,1000000MOGUSDT,1d,2025-07-08,1.0625,60.0,79.3,43.61,39.0,9.83
crypto,1000000MOGUSDT,1d,2025-08-22,1.1807,60.0,-18.1,-31.09,-19.09,-38.31
crypto,1000000MOGUSDT,1d,2025-09-17,1.0189,75.0,-27.79,-36.77,-22.99,-55.34
crypto,1000000MOGUSDT,1d,2025-10-02,0.8464,75.0,-7.29,-38.16,-48.95,-58.26
crypto,1000000MOGUSDT,1d,2025-10-12,0.5234,75.0,-17.04,-17.44,4.2,-47.48
crypto,1000000MOGUSDT,1d,2025-11-01,0.5454,100.0,-33.48,-35.22,-49.6,-48.9
crypto,1000000MOGUSDT,1d,2025-11-05,0.3819,85.0,-0.26,-2.46,-30.01,-36.27
crypto,1000000MOGUSDT,1d,2025-11-07,0.3916,60.0,-1.99,-14.2,-21.91,-42.9
crypto,1000000MOGUSDT,1d,2025-11-12,0.3838,60.0,-12.45,-30.2,-20.3,-44.37
crypto,1000000MOGUSDT,1d,2026-01-02,0.2775,75.0,18.88,12.47,-9.73,-41.73
crypto,1000000MOGUSDT,1d,2026-02-06,0.178,65.0,-9.16,1.07,-7.19,-9.61
crypto,1000000MOGUSDT,1d,2026-04-16,0.1477,60.0,3.93,6.57,6.09,
crypto,1000000MOGUSDT,1d,2026-04-20,0.1595,85.0,-4.64,-7.65,6.46,
crypto,1000000MOGUSDT,1d,2026-04-22,0.1648,70.0,-6.61,-5.64,0.67,
crypto,1000BONKUSDT,1d,2024-04-20,0.019523,75.0,37.34,16.05,17.18,73.3
crypto,1000BONKUSDT,1d,2024-04-23,0.024681,75.0,1.57,10.08,-5.55,28.45
crypto,1000BONKUSDT,1d,2024-04-25,0.026812,70.0,-15.5,-1.75,-7.4,23.69
crypto,1000BONKUSDT,1d,2024-05-18,0.026254,60.0,34.19,56.75,9.69,-6.22
crypto,1000BONKUSDT,1d,2024-05-20,0.030476,75.0,14.8,11.02,-6.27,-26.77
crypto,1000BONKUSDT,1d,2024-05-23,0.03523,70.0,16.81,-10.01,-17.83,-27.98
crypto,1000BONKUSDT,1d,2024-05-27,0.039188,60.0,-15.4,-18.81,-35.62,-40.97
crypto,1000BONKUSDT,1d,2024-07-01,0.025565,85.0,-9.51,-8.1,26.89,-20.12
crypto,1000BONKUSDT,1d,2024-07-05,0.021797,60.0,21.26,22.36,23.84,-11.88
crypto,1000BONKUSDT,1d,2024-07-08,0.02395,75.0,-5.25,11.97,16.72,-25.06
crypto,1000BONKUSDT,1d,2024-07-19,0.031486,60.0,-12.8,-14.46,-31.02,-42.58
crypto,1000BONKUSDT,1d,2024-09-26,0.020941,85.0,13.95,4.66,16.35,-8.4
crypto,1000BONKUSDT,1d,2024-09-30,0.023803,60.0,-13.52,-14.86,1.76,-5.9
crypto,1000BONKUSDT,1d,2024-11-06,0.022624,85.0,18.26,109.67,88.09,63.17
crypto,1000BONKUSDT,1d,2024-11-10,0.025457,85.0,78.18,94.15,76.41,31.68
crypto,1000BONKUSDT,1d,2024-11-15,0.04536,60.0,8.96,-4.27,-5.88,-27.59
crypto,1000BONKUSDT,1d,2024-11-17,0.05126,60.0,-3.27,-14.42,-9.23,-37.49
crypto,1000BONKUSDT,1d,2024-12-20,0.033522,65.0,-2.02,-7.5,-18.94,-27.27
crypto,1000BONKUSDT,1d,2025-01-03,0.036098,60.0,-20.22,-27.43,-13.47,-49.57
crypto,1000BONKUSDT,1d,2025-01-17,0.03328,75.0,-3.67,-21.46,-49.68,-59.7
crypto,1000BONKUSDT,1d,2025-01-21,0.032336,60.0,-15.84,-23.24,-45.87,-51.8
crypto,1000BONKUSDT,1d,2025-03-02,0.015585,65.0,-23.03,-31.52,-22.34,-19.76
crypto,1000BONKUSDT,1d,2025-03-23,0.013897,65.0,-11.88,-20.68,-0.09,34.94
crypto,1000BONKUSDT,1d,2025-04-01,0.012496,65.0,-21.52,0.08,-1.39,77.99
crypto,1000BONKUSDT,1d,2025-04-11,0.012506,75.0,-6.21,-1.47,50.15,64.58
crypto,1000BONKUSDT,1d,2025-04-22,0.015245,95.0,22.3,23.01,49.28,10.64
crypto,1000BONKUSDT,1d,2025-04-25,0.019808,75.0,-1.53,-14.36,5.34,-20.73
crypto,1000BONKUSDT,1d,2025-04-28,0.020793,75.0,-19.81,-4.28,-0.79,-25.32
crypto,1000BONKUSDT,1d,2025-05-10,0.023815,70.0,-12.38,-15.93,-32.08,-40.16
crypto,1000BONKUSDT,1d,2025-06-23,0.013962,75.0,5.66,19.31,88.67,78.0
crypto,1000BONKUSDT,1d,2025-06-28,0.014752,75.0,12.92,49.33,120.42,76.4
crypto,1000BONKUSDT,1d,2025-07-02,0.015723,85.0,44.79,60.0,135.78,58.43
crypto,1000BONKUSDT,1d,2025-07-05,0.018933,90.0,25.63,56.87,86.71,25.72
crypto,1000BONKUSDT,1d,2025-07-10,0.023785,85.0,24.87,38.0,19.54,-9.8
crypto,1000BONKUSDT,1d,2025-07-12,0.025157,75.0,40.03,47.36,1.49,-14.87
crypto,1000BONKUSDT,1d,2025-07-15,0.029701,75.0,10.51,19.02,-10.41,-24.78
crypto,1000BONKUSDT,1d,2025-08-22,0.023835,60.0,-11.7,-15.09,2.69,-13.77
crypto,1000BONKUSDT,1d,2025-09-08,0.023257,60.0,12.21,8.69,-15.86,-38.75
crypto,1000BONKUSDT,1d,2025-10-06,0.02176,60.0,-37.94,-34.09,-29.51,-49.24
crypto,1000BONKUSDT,1d,2025-10-12,0.01544,60.0,-8.84,-10.47,-7.84,-42.69
crypto,1000BONKUSDT,1d,2025-11-07,0.013338,65.0,-9.39,-24.13,-25.75,-38.87
crypto,1000BONKUSDT,1d,2025-11-24,0.010128,65.0,-4.97,-5.01,-10.84,-7.86
crypto,1000BONKUSDT,1d,2026-01-02,0.009281,65.0,20.34,9.89,-3.15,-36.76
crypto,1000BONKUSDT,1d,2026-01-04,0.011962,100.0,-9.55,-7.82,-25.96,-47.61
crypto,1000BONKUSDT,1d,2026-01-13,0.011497,65.0,-16.33,-21.38,-37.43,-46.91
crypto,1000BONKUSDT,1d,2026-02-06,0.006514,75.0,-9.9,0.95,-5.96,-5.4
crypto,1000BONKUSDT,1d,2026-03-16,0.006637,70.0,-13.23,-11.07,-14.68,-6.49
crypto,1000BONKUSDT,1d,2026-04-13,0.006108,60.0,-1.16,3.91,2.16,
crypto,1000BONKUSDT,1d,2026-04-16,0.006494,60.0,-4.97,-3.06,4.84,
crypto,1000RATSUSDT,1d,2024-01-11,0.28002,65.0,13.5,-7.26,-0.33,-9.23
crypto,1000RATSUSDT,1d,2024-01-13,0.3444,65.0,-17.27,-36.88,-32.47,-27.94
crypto,1000RATSUSDT,1d,2024-01-15,0.33011,65.0,-21.72,-35.82,-34.38,-22.95
crypto,1000RATSUSDT,1d,2024-01-31,0.27909,65.0,-20.52,-14.0,-8.93,44.2
crypto,1000RATSUSDT,1d,2024-03-02,0.35522,60.0,11.26,17.13,-28.06,-29.06
crypto,1000RATSUSDT,1d,2024-03-04,0.52486,95.0,-19.72,-28.51,-48.05,-74.37
crypto,1000RATSUSDT,1d,2024-03-30,0.28605,65.0,-12.9,-14.65,-53.82,-58.47
crypto,1000RATSUSDT,1d,2024-04-06,0.28195,85.0,-10.62,-54.01,-48.2,-54.16
crypto,1000RATSUSDT,1d,2024-04-20,0.17186,85.0,-10.89,-32.45,-36.16,-0.08
crypto,1000RATSUSDT,1d,2024-05-11,0.12126,75.0,6.59,20.59,33.27,-43.07
crypto,1000RATSUSDT,1d,2024-05-13,0.12343,60.0,10.22,6.61,22.57,-11.11
crypto,1000RATSUSDT,1d,2024-05-15,0.13712,85.0,6.94,-1.23,26.29,-25.71
crypto,1000RATSUSDT,1d,2024-05-30,0.17173,75.0,0.84,-13.51,-60.65,-52.97
crypto,1000RATSUSDT,1d,2024-06-22,0.10972,100.0,22.67,17.06,-11.3,-1.52
crypto,1000RATSUSDT,1d,2024-06-25,0.11971,75.0,20.23,-27.48,-4.35,-30.01
crypto,1000RATSUSDT,1d,2024-07-10,0.09416,60.0,21.6,28.19,40.08,1.82
crypto,1000RATSUSDT,1d,2024-07-12,0.09732,60.0,14.2,14.97,11.03,5.16
crypto,1000RATSUSDT,1d,2024-07-15,0.1145,60.0,5.41,-10.67,-26.83,5.28
crypto,1000RATSUSDT,1d,2024-07-26,0.13295,60.0,-8.31,-46.12,-35.63,-30.14
crypto,1000RATSUSDT,1d,2024-08-06,0.08191,60.0,4.21,0.56,23.22,16.46
crypto,1000RATSUSDT,1d,2024-09-02,0.09292,85.0,10.51,18.55,41.4,39.91
crypto,1000RATSUSDT,1d,2024-09-18,0.11389,60.0,21.63,33.51,12.92,-4.47
crypto,1000RATSUSDT,1d,2024-09-21,0.14452,85.0,7.87,-19.8,-8.86,-32.36
crypto,1000RATSUSDT,1d,2024-09-24,0.15353,60.0,-0.79,-21.72,-5.05,-40.57
crypto,1000RATSUSDT,1d,2024-10-06,0.13611,60.0,-3.23,-9.21,-26.14,-16.83
crypto,1000RATSUSDT,1d,2024-11-07,0.11945,70.0,-4.19,-8.5,-17.48,-31.9
crypto,1000RATSUSDT,1d,2024-11-11,0.13149,70.0,-11.64,-24.35,-18.47,-53.25
crypto,1000RATSUSDT,1d,2024-12-03,0.1259,65.0,1.29,-27.15,-47.03,-58.35
crypto,1000RATSUSDT,1d,2025-01-04,0.07478,60.0,-29.79,-31.39,-55.39,-77.55
crypto,1000RATSUSDT,1d,2025-02-22,0.02054,65.0,30.09,57.79,-5.94,46.88
crypto,1000RATSUSDT,1d,2025-02-25,0.02445,85.0,36.07,17.01,1.39,3.15
crypto,1000RATSUSDT,1d,2025-02-28,0.03005,65.0,19.23,-15.14,-13.84,-11.95
crypto,1000RATSUSDT,1d,2025-05-17,0.02527,70.0,3.96,-8.86,-18.99,-25.41
crypto,1000RATSUSDT,1d,2025-06-13,0.02332,100.0,-7.85,-5.66,-11.62,-17.62
crypto,1000RATSUSDT,1d,2025-08-08,0.01845,70.0,-2.49,0.92,8.29,17.56
crypto,1000RATSUSDT,1d,2025-08-16,0.01867,85.0,-7.61,5.84,8.52,47.56
crypto,1000RATSUSDT,1d,2025-08-22,0.02026,100.0,-2.57,-10.37,6.71,34.25
crypto,1000RATSUSDT,1d,2025-09-02,0.02123,60.0,-6.45,4.99,-2.68,24.54
crypto,1000RATSUSDT,1d,2025-09-05,0.02026,60.0,3.5,6.37,35.98,34.35
crypto,1000RATSUSDT,1d,2025-09-23,0.0248,95.0,10.0,9.76,14.44,45.73
crypto,1000RATSUSDT,1d,2025-10-11,0.0139,60.0,96.83,93.81,145.04,200.0
crypto,1000RATSUSDT,1d,2025-11-05,0.04147,85.0,-1.25,2.05,4.17,-0.55
crypto,1000RATSUSDT,1d,2025-11-23,0.05638,100.0,-34.69,-38.24,-25.29,-24.85
crypto,1000RATSUSDT,1d,2026-01-07,0.05395,85.0,-0.46,-11.96,8.82,-7.51
crypto,1000RATSUSDT,1d,2026-01-13,0.06701,95.0,-26.22,-34.31,-7.83,-28.37
crypto,1000RATSUSDT,1d,2026-01-26,0.04602,65.0,33.77,12.17,0.89,-5.78
crypto,1000RATSUSDT,1d,2026-03-02,0.03877,75.0,11.84,29.58,30.33,-3.12
crypto,1000RATSUSDT,1d,2026-03-26,0.05847,95.0,-28.58,-33.85,-24.44,-32.72
crypto,1000RATSUSDT,1d,2026-04-15,0.04418,65.0,-23.02,-15.17,-10.96,
crypto,1000RATSUSDT,1d,2026-04-23,0.04031,85.0,-0.05,-4.49,-12.33,
crypto,1000SATSUSDT,1d,2024-01-26,0.000496,85.0,2.56,-14.5,-4.58,27.39
crypto,1000SATSUSDT,1d,2024-02-16,0.000524,75.0,-9.38,-4.75,18.92,-6.13
crypto,1000SATSUSDT,1d,2024-03-02,0.000658,60.0,-5.41,3.78,-24.21,-28.63
crypto,1000SATSUSDT,1d,2024-03-04,0.000742,75.0,-12.5,-15.44,-32.07,-60.95
crypto,1000SATSUSDT,1d,2024-03-12,0.000683,60.0,-25.46,-26.97,-25.46,-50.24
crypto,1000SATSUSDT,1d,2024-04-20,0.000376,100.0,-19.85,-32.55,-32.33,-6.88
crypto,1000SATSUSDT,1d,2024-05-15,0.00028,60.0,8.88,4.6,19.57,-40.14
crypto,1000SATSUSDT,1d,2024-05-30,0.000351,85.0,-4.31,-17.15,-52.75,-55.29
crypto,1000SATSUSDT,1d,2024-06-22,0.000193,75.0,6.32,-6.74,12.91,34.89
crypto,1000SATSUSDT,1d,2024-06-27,0.000205,95.0,-12.29,-20.48,41.0,15.65
crypto,1000SATSUSDT,1d,2024-07-07,0.000163,85.0,33.54,77.31,94.73,71.18
crypto,1000SATSUSDT,1d,2024-07-10,0.000195,85.0,33.38,46.84,49.15,48.95
crypto,1000SATSUSDT,1d,2024-07-12,0.000218,85.0,32.78,21.12,19.47,47.34
crypto,1000SATSUSDT,1d,2024-07-15,0.00026,60.0,10.09,18.56,-26.72,56.53
crypto,1000SATSUSDT,1d,2024-07-24,0.000289,60.0,1.9,-22.07,13.44,7.05
crypto,1000SATSUSDT,1d,2024-08-05,0.000209,70.0,29.86,37.61,90.53,48.56
crypto,1000SATSUSDT,1d,2024-08-08,0.000252,60.0,30.27,16.42,18.56,14.88
crypto,1000SATSUSDT,1d,2024-08-12,0.000321,60.0,-11.73,-1.56,-15.84,-3.73
crypto,1000SATSUSDT,1d,2024-08-23,0.000389,60.0,-23.24,-20.42,-19.13,-35.08
crypto,1000SATSUSDT,1d,2024-09-02,0.00031,60.0,6.91,1.61,-6.45,-9.71
crypto,1000SATSUSDT,1d,2024-09-26,0.000335,75.0,-20.41,-12.67,-16.71,-37.42
crypto,1000SATSUSDT,1d,2024-11-06,0.000248,85.0,20.17,1.21,-3.06,-7.53
crypto,1000SATSUSDT,1d,2024-11-09,0.000261,60.0,-2.99,-6.91,3.76,-35.84
crypto,1000SATSUSDT,1d,2024-12-03,0.000316,75.0,-1.55,-25.7,-42.4,-54.54
crypto,1000SATSUSDT,1d,2025-01-10,0.00015,60.0,-1.14,-25.78,-6.55,-16.77
crypto,1000SATSUSDT,1d,2025-01-21,0.000122,70.0,7.72,13.56,2.79,10.35
crypto,1000SATSUSDT,1d,2025-01-25,0.000141,70.0,-0.85,-12.19,-8.36,-12.4
crypto,1000SATSUSDT,1d,2025-01-29,0.000126,95.0,2.14,-0.24,-1.74,-3.81
crypto,1000SATSUSDT,1d,2025-03-23,0.000137,90.0,-33.58,-58.3,-68.4,-66.86
crypto,1000SATSUSDT,1d,2025-04-23,4.7e-05,60.0,1.5,-12.66,25.54,0.43
crypto,1000SATSUSDT,1d,2025-05-09,5e-05,65.0,22.38,6.85,8.47,-22.38
crypto,1000SATSUSDT,1d,2025-05-14,6.1e-05,65.0,-12.69,-9.88,-21.58,-37.4
crypto,1000SATSUSDT,1d,2025-07-02,4e-05,65.0,-5.97,9.45,24.13,-0.5
crypto,1000SATSUSDT,1d,2025-08-22,4.2e-05,75.0,-11.93,-19.33,-2.63,-8.14
crypto,1000SATSUSDT,1d,2025-09-10,4.2e-05,75.0,-6.7,-2.87,-10.24,-40.98
crypto,1000SATSUSDT,1d,2025-09-25,4e-05,85.0,-6.9,-4.29,-36.28,-51.36
crypto,1000SATSUSDT,1d,2025-10-12,2.8e-05,60.0,-15.31,-20.11,-18.07,-40.09
crypto,1000SATSUSDT,1d,2025-11-07,2.6e-05,60.0,-18.28,-27.64,-29.64,-44.15
crypto,1000SATSUSDT,1d,2026-01-13,2.1e-05,100.0,-16.45,-23.93,-37.79,-48.11
crypto,1000SATSUSDT,1d,2026-02-03,1.4e-05,60.0,-15.35,-13.6,-23.71,-11.56
crypto,1000SATSUSDT,1d,2026-03-09,1.1e-05,60.0,7.9,-1.05,-11.94,30.2
crypto,1000SATSUSDT,1d,2026-03-12,1.3e-05,85.0,-5.64,-19.42,-16.91,13.1
crypto,1000SATSUSDT,1d,2026-04-13,1.2e-05,60.0,28.96,25.65,27.57,
crypto,1000SATSUSDT,1d,2026-04-15,1.3e-05,75.0,11.55,8.3,14.64,
crypto,1INCHUSDT,1d,2022-07-28,0.7727,65.0,-4.02,4.36,-0.09,-21.33
crypto,1INCHUSDT,1d,2022-09-02,0.7123,65.0,-11.51,-9.21,-16.87,-20.12
crypto,1INCHUSDT,1d,2022-10-07,0.6143,95.0,-7.37,-6.28,-3.29,-14.98
crypto,1INCHUSDT,1d,2022-11-04,0.6528,70.0,-19.35,-21.11,-19.26,-34.01
crypto,1INCHUSDT,1d,2022-11-10,0.5685,70.0,-6.77,-11.42,-7.46,-29.04
crypto,1INCHUSDT,1d,2023-02-21,0.685,100.0,-14.95,-22.88,-27.05,-24.12
crypto,1INCHUSDT,1d,2023-03-19,0.5512,60.0,-8.16,-6.01,-3.83,-12.5
crypto,1INCHUSDT,1d,2023-03-30,0.5664,85.0,-4.59,-5.9,-9.78,-26.69
crypto,1INCHUSDT,1d,2023-06-02,0.381,60.0,-17.72,-29.21,-20.16,-14.67
crypto,1INCHUSDT,1d,2023-07-03,0.3417,60.0,-10.36,2.19,-4.33,-10.42
crypto,1INCHUSDT,1d,2023-07-12,0.3251,65.0,24.21,0.8,-1.38,-25.01
crypto,1INCHUSDT,1d,2023-07-15,0.3706,100.0,-11.36,-18.46,-17.62,-32.25
crypto,1INCHUSDT,1d,2023-11-06,0.3585,80.0,7.73,-0.53,-0.92,5.1
crypto,1INCHUSDT,1d,2023-11-08,0.3654,75.0,-2.46,-4.19,-5.99,-1.07
crypto,1INCHUSDT,1d,2023-12-04,0.3664,60.0,10.18,4.31,14.47,33.71
crypto,1INCHUSDT,1d,2023-12-08,0.4105,60.0,-8.82,-11.94,4.19,11.4
crypto,1INCHUSDT,1d,2024-01-01,0.4881,90.0,-4.81,5.39,-14.42,-13.87
crypto,1INCHUSDT,1d,2024-01-10,0.4575,60.0,1.4,-7.19,-10.25,0.96
crypto,1INCHUSDT,1d,2024-02-23,0.472,60.0,6.14,24.94,39.22,13.52
crypto,1INCHUSDT,1d,2024-03-06,0.6352,60.0,4.27,-11.32,-4.22,-36.93
crypto,1INCHUSDT,1d,2024-04-08,0.6113,80.0,-36.19,-33.5,-30.46,-35.06
crypto,1INCHUSDT,1d,2024-05-28,0.4594,85.0,2.05,0.17,-11.12,-19.39
crypto,1INCHUSDT,1d,2024-06-19,0.4466,85.0,-11.46,-13.99,-8.84,-17.51
crypto,1INCHUSDT,1d,2024-09-04,0.2769,100.0,-5.13,-5.38,5.6,-1.84
crypto,1INCHUSDT,1d,2024-10-20,0.2911,70.0,-14.91,-10.75,-5.12,46.72
crypto,1INCHUSDT,1d,2024-11-16,0.3174,60.0,5.8,23.22,72.5,23.22
crypto,1INCHUSDT,1d,2024-11-18,0.3332,60.0,13.18,25.18,87.94,24.07
crypto,1INCHUSDT,1d,2024-12-02,0.4891,80.0,9.2,5.44,-22.33,-21.2
crypto,1INCHUSDT,1d,2024-12-08,0.6262,75.0,-18.67,-32.79,-33.98,-36.47
crypto,1INCHUSDT,1d,2024-12-11,0.4929,60.0,-0.61,-23.03,-22.26,-31.06
crypto,1INCHUSDT,1d,2025-02-03,0.2744,60.0,-5.5,-0.33,-2.7,-25.29
crypto,1INCHUSDT,1d,2025-05-10,0.2448,70.0,-7.31,-8.05,-15.16,-23.65
crypto,1INCHUSDT,1d,2025-07-05,0.1799,70.0,30.57,89.11,55.48,41.02
crypto,1INCHUSDT,1d,2025-07-08,0.2046,80.0,55.38,54.59,32.11,25.95
crypto,1INCHUSDT,1d,2025-07-10,0.2349,75.0,44.83,36.06,12.56,2.55
crypto,1INCHUSDT,1d,2025-07-14,0.3529,85.0,-9.89,-22.44,-28.93,-24.37
crypto,1INCHUSDT,1d,2025-09-30,0.256,60.0,-0.62,-27.15,-30.59,-12.5
crypto,1INCHUSDT,1d,2025-10-12,0.1974,60.0,-13.53,-14.84,-13.63,-13.17
crypto,1INCHUSDT,1d,2025-11-05,0.1902,100.0,17.3,-1.0,-0.26,-15.04
crypto,1INCHUSDT,1d,2025-11-07,0.2114,85.0,-0.28,-13.34,-4.92,-27.67
crypto,1INCHUSDT,1d,2025-11-09,0.224,60.0,-19.2,-17.19,-12.14,-30.49
crypto,1INCHUSDT,1d,2026-01-13,0.167,75.0,-9.58,-14.55,-32.04,-45.27
crypto,1INCHUSDT,1d,2026-02-01,0.1132,70.0,-12.72,-18.46,-17.93,-13.69
crypto,1INCHUSDT,1d,2026-03-04,0.0992,60.0,-6.45,-2.32,-4.44,-3.43
crypto,1MBABYDOGEUSDT,1d,2024-10-08,0.002372,65.0,29.65,35.29,9.03,0.25
crypto,1MBABYDOGEUSDT,1d,2024-11-06,0.002539,75.0,7.65,-1.85,-11.82,65.48
crypto,1MBABYDOGEUSDT,1d,2024-11-10,0.002795,60.0,-8.17,-24.84,-9.08,28.68
crypto,1MBABYDOGEUSDT,1d,2024-12-07,0.004308,100.0,16.78,-9.05,-24.2,-35.68
crypto,1MBABYDOGEUSDT,1d,2024-12-09,0.005594,100.0,-21.8,-37.52,-44.34,-52.15
crypto,1MBABYDOGEUSDT,1d,2025-02-12,0.00191,75.0,-13.19,-10.7,-32.82,-27.37
crypto,1MBABYDOGEUSDT,1d,2025-05-10,0.001809,65.0,-5.27,-6.77,-25.94,-37.55
crypto,1MBABYDOGEUSDT,1d,2025-05-13,0.002006,65.0,-12.88,-17.92,-28.42,-47.94
crypto,1MBABYDOGEUSDT,1d,2025-06-23,0.001145,60.0,0.71,5.2,16.88,6.95
crypto,1MBABYDOGEUSDT,1d,2025-07-08,0.001203,60.0,11.27,23.6,17.52,8.72
crypto,1MBABYDOGEUSDT,1d,2025-07-10,0.001334,60.0,4.05,16.07,2.27,-10.01
crypto,1MBABYDOGEUSDT,1d,2025-08-22,0.001349,85.0,-10.09,-15.69,0.72,-6.76
crypto,1MBABYDOGEUSDT,1d,2025-09-07,0.001274,60.0,8.89,9.41,-8.15,-22.95
crypto,1MBABYDOGEUSDT,1d,2025-09-11,0.001359,60.0,0.36,-2.49,-7.43,-26.67
crypto,1MBABYDOGEUSDT,1d,2025-10-12,0.001143,60.0,-14.11,-13.35,-14.3,-41.94
crypto,1MBABYDOGEUSDT,1d,2025-11-07,0.000899,75.0,-9.22,-17.04,-15.06,-34.79
crypto,1MBABYDOGEUSDT,1d,2025-12-28,0.000606,60.0,17.88,15.29,11.22,-29.61
crypto,1MBABYDOGEUSDT,1d,2026-02-25,0.000413,65.0,-4.77,-9.88,4.09,-5.28
crypto,1MBABYDOGEUSDT,1d,2026-04-13,0.000406,60.0,3.05,4.7,2.34,
crypto,1MBABYDOGEUSDT,1d,2026-04-16,0.000447,80.0,-5.81,-6.13,-1.39,
crypto,AAVEUSDT,1d,2021-04-14,429.031,60.0,-19.74,-26.05,4.51,-9.71
crypto,AAVEUSDT,1d,2021-05-14,595.714,60.0,-30.98,-34.97,-33.1,-65.2
crypto,AAVEUSDT,1d,2021-05-20,466.959,65.0,-20.67,-30.54,-27.45,-48.98
crypto,AAVEUSDT,1d,2021-05-24,387.376,75.0,-23.19,2.88,-18.4,-33.09
crypto,AAVEUSDT,1d,2021-05-26,415.385,60.0,-8.12,-14.21,-24.93,-25.93
crypto,AAVEUSDT,1d,2021-05-31,381.661,60.0,-6.63,-18.76,-28.58,-22.76
crypto,AAVEUSDT,1d,2021-07-03,259.196,60.0,12.21,4.66,11.93,51.55
crypto,AAVEUSDT,1d,2021-08-27,373.047,60.0,10.89,9.65,2.95,-16.42
crypto,AAVEUSDT,1d,2021-08-31,392.078,70.0,6.44,-20.24,-25.53,-26.55
crypto,AAVEUSDT,1d,2021-09-14,384.821,60.0,-11.57,-27.05,-21.78,-20.02
crypto,AAVEUSDT,1d,2021-09-22,301.909,60.0,-9.48,3.94,-5.86,7.47
crypto,AAVEUSDT,1d,2022-03-17,155.551,80.0,-1.79,8.73,22.88,1.44
crypto,AAVEUSDT,1d,2022-03-29,223.247,85.0,8.71,-17.93,-24.27,-43.64
crypto,AAVEUSDT,1d,2022-04-01,244.558,85.0,-21.84,-35.51,-29.03,-66.26
crypto,AAVEUSDT,1d,2022-05-30,117.266,65.0,-8.95,-18.27,-53.91,-30.21
crypto,AAVEUSDT,1d,2022-06-20,61.586,65.0,13.49,-7.44,26.23,54.48
crypto,AAVEUSDT,1d,2022-07-13,79.784,75.0,20.55,11.95,16.94,10.77
crypto,AAVEUSDT,1d,2022-10-18,82.382,60.0,7.75,2.06,5.82,-25.2
crypto,AAVEUSDT,1d,2022-11-04,94.626,60.0,-38.69,-37.6,-38.58,-33.92
crypto,AAVEUSDT,1d,2023-01-04,56.705,70.0,7.87,33.97,40.92,45.3
crypto,AAVEUSDT,1d,2023-01-08,59.305,70.0,20.01,38.08,41.88,45.83
crypto,AAVEUSDT,1d,2023-01-17,85.673,60.0,-0.27,2.03,-1.88,-4.02
