asset,symbol,interval,entry_dt,entry_close,score,+5d,+10d,+20d,+40d
kr,003540,1d,2020-09-23,11500.0,75.0,6.52,7.83,20.87,22.61
kr,003540,1d,2020-09-25,12500.0,90.0,-1.2,-2.4,8.4,12.4
kr,003540,1d,2020-10-22,13600.0,60.0,-0.37,-1.1,0.74,0.74
kr,003540,1d,2021-02-09,13350.0,60.0,3.37,4.49,10.49,25.84
kr,003540,1d,2021-02-25,13950.0,70.0,7.89,5.73,11.47,31.9
kr,003540,1d,2021-03-03,14850.0,70.0,-5.05,-1.68,9.43,31.31
kr,003540,1d,2021-03-23,15450.0,80.0,2.59,3.56,10.36,18.45
kr,003540,1d,2021-04-23,18400.0,60.0,5.43,7.61,-0.54,1.09
kr,003540,1d,2021-06-28,20100.0,80.0,-3.48,-6.72,-8.21,-6.97
kr,003540,1d,2021-09-14,21200.0,60.0,-0.94,-5.19,-1.18,-4.95
kr,003540,1d,2021-12-03,20800.0,80.0,0.96,2.64,-11.3,-18.75
kr,003540,1d,2022-03-02,17750.0,70.0,0.85,-0.85,0.28,-1.41
kr,003540,1d,2022-06-09,17250.0,80.0,-6.09,-15.65,-13.62,-11.88
kr,003540,1d,2023-02-01,14250.0,85.0,-1.75,-6.11,-7.93,-11.23
kr,003540,1d,2024-01-26,14820.0,70.0,7.15,9.51,9.85,7.83
kr,003540,1d,2024-02-01,16040.0,70.0,-0.87,0.0,8.48,-4.61
kr,003540,1d,2024-03-05,17400.0,60.0,-1.61,1.61,-12.07,-11.21
kr,003540,1d,2024-06-17,15870.0,70.0,6.68,6.36,7.5,2.96
kr,003540,1d,2025-05-08,18930.0,60.0,5.02,8.82,34.18,29.69
kr,003540,1d,2025-05-29,22550.0,80.0,12.64,9.98,8.2,13.3
kr,003540,1d,2025-07-08,27200.0,85.0,14.71,4.78,-9.38,0.92
kr,003540,1d,2025-08-28,27400.0,70.0,-0.55,4.93,-4.56,5.29
kr,003540,1d,2025-09-09,28950.0,80.0,-2.76,-3.97,-9.15,-2.59
kr,003540,1d,2025-10-20,28600.0,70.0,0.7,4.55,1.75,-4.02
kr,003540,1d,2025-11-12,30150.0,70.0,-9.95,-11.61,-11.11,-14.43
kr,003540,1d,2025-12-12,28450.0,80.0,-4.04,-3.69,-6.85,22.32
kr,003540,1d,2026-01-23,29400.0,80.0,6.46,2.04,56.97,29.93
kr,003540,1d,2026-02-10,35500.0,85.0,38.03,26.34,11.69,4.93
kr,003540,1d,2026-02-13,41400.0,90.0,11.47,-3.62,-4.23,-5.31
kr,003540,1d,2026-05-04,39950.0,70.0,-8.14,,,
kr,003550,1d,2020-06-04,67449.0,60.0,3.78,6.58,1.12,2.8
kr,003550,1d,2020-06-17,74723.0,80.0,-5.94,-9.73,-6.95,12.01
kr,003550,1d,2020-08-05,77746.0,60.0,7.65,-3.89,0.85,-6.68
kr,003550,1d,2020-12-23,81619.0,90.0,12.15,19.21,27.89,8.68
kr,003550,1d,2021-01-04,91538.0,75.0,6.29,5.26,6.29,-5.06
kr,003550,1d,2021-01-07,101551.0,75.0,0.93,7.44,-5.12,-16.84
kr,003550,1d,2021-04-14,95883.0,70.0,7.39,24.63,24.63,2.21
kr,003550,1d,2021-04-26,117138.0,80.0,2.02,2.02,2.02,-10.79
kr,003550,1d,2021-04-28,119500.0,60.0,0.0,0.0,-10.46,-10.88
kr,003550,1d,2022-05-13,75000.0,80.0,1.33,-0.4,2.67,2.53
kr,003550,1d,2022-05-30,81900.0,90.0,-1.47,-6.96,-3.17,-2.44
kr,003550,1d,2022-08-11,83400.0,60.0,0.48,-0.36,-2.16,-8.15
kr,003550,1d,2023-03-10,85900.0,85.0,5.36,-3.38,-2.68,4.89
kr,003550,1d,2023-04-12,93500.0,90.0,-1.93,-8.13,-5.45,-3.85
kr,003550,1d,2023-11-06,84600.0,70.0,-3.31,0.95,-2.6,-4.61
kr,003550,1d,2024-01-31,82000.0,80.0,14.51,17.68,15.85,5.61
kr,003550,1d,2024-09-03,85400.0,90.0,-2.58,-0.82,-8.08,-11.01
kr,003550,1d,2025-05-29,74400.0,80.0,1.75,1.61,6.99,5.65
kr,003550,1d,2025-06-23,81800.0,70.0,-2.69,-2.69,-2.08,-10.51
kr,003550,1d,2025-08-28,75500.0,60.0,0.0,1.99,-1.32,9.54
kr,003550,1d,2025-11-06,86500.0,70.0,-2.08,-6.82,-5.78,-2.54
kr,003550,1d,2025-12-05,85600.0,60.0,-1.87,-4.56,-3.97,9.23
kr,003550,1d,2026-01-16,87500.0,60.0,6.63,4.8,9.37,3.43
kr,003550,1d,2026-01-23,93300.0,70.0,-1.71,-3.86,7.07,-6.22
kr,003550,1d,2026-02-11,98300.0,60.0,1.22,4.27,-7.43,-7.02
kr,003550,1d,2026-02-26,103400.0,60.0,-9.09,-12.96,-13.93,-7.16
kr,003550,1d,2026-05-12,110400.0,60.0,,,,
kr,003550,1d,2026-05-14,117000.0,70.0,,,,
kr,003570,1d,2020-06-17,5590.0,65.0,-9.12,-9.48,-8.23,-8.77
kr,003570,1d,2020-12-08,5650.0,85.0,0.71,2.3,5.84,14.69
kr,003570,1d,2021-01-21,6640.0,75.0,-3.01,-3.46,7.23,17.32
kr,003570,1d,2021-03-02,7250.0,60.0,2.34,5.1,4.97,18.62
kr,003570,1d,2021-04-26,8090.0,75.0,1.36,1.85,7.54,29.17
kr,003570,1d,2021-05-14,8800.0,60.0,-0.91,3.98,18.75,19.89
kr,003570,1d,2021-06-08,11100.0,90.0,-8.56,-4.95,-5.41,-2.7
kr,003570,1d,2021-10-22,9600.0,75.0,-3.33,-4.37,-5.1,-7.81
kr,003570,1d,2022-02-24,8550.0,65.0,0.35,-1.64,-1.52,-0.23
kr,003570,1d,2022-05-04,9590.0,75.0,-10.64,-7.92,-11.37,-30.14
kr,003570,1d,2022-06-08,8760.0,65.0,-3.42,-16.67,-23.52,-3.54
kr,003570,1d,2022-07-22,7820.0,90.0,7.16,6.01,21.61,25.96
kr,003570,1d,2022-08-08,9120.0,95.0,7.46,8.33,25.55,5.81
kr,003570,1d,2022-08-24,10800.0,90.0,5.09,1.39,-12.69,-21.94
kr,003570,1d,2022-08-26,12150.0,85.0,-9.05,-16.05,-26.83,-30.86
kr,003570,1d,2022-11-21,9010.0,60.0,3.88,2.22,3.66,4.66
kr,003570,1d,2022-11-30,10400.0,90.0,-10.0,-11.06,-9.33,2.98
kr,003570,1d,2022-12-27,9580.0,75.0,-7.62,-1.36,2.51,-0.1
kr,003570,1d,2023-01-30,10710.0,85.0,-3.17,-8.4,-13.07,-19.79
kr,003570,1d,2023-04-20,9520.0,85.0,2.73,-0.74,7.46,9.77
kr,003570,1d,2023-04-24,9950.0,75.0,-3.32,-3.62,3.72,2.01
kr,003570,1d,2023-08-28,10390.0,60.0,2.02,18.48,8.37,34.74
kr,003570,1d,2023-08-30,10950.0,80.0,3.29,8.58,3.2,22.37
kr,003570,1d,2023-09-11,12310.0,100.0,-4.63,-8.53,-7.23,7.96
kr,003570,1d,2023-10-20,11680.0,60.0,8.73,22.43,33.13,30.39
kr,003570,1d,2023-10-26,12200.0,65.0,7.05,11.15,16.31,22.21
kr,003570,1d,2023-11-03,14300.0,80.0,-6.99,8.74,10.91,3.15
kr,003570,1d,2023-11-17,15550.0,85.0,-11.25,1.99,-2.06,-9.2
kr,003570,1d,2023-12-01,15860.0,80.0,1.51,-3.97,-7.0,-7.76
kr,003570,1d,2024-01-29,15150.0,80.0,2.24,11.95,21.06,10.1
kr,003570,1d,2024-02-01,15540.0,80.0,-0.77,10.04,14.09,14.67
kr,003570,1d,2024-02-14,16960.0,80.0,-0.59,8.14,-1.65,5.72
kr,003570,1d,2024-03-29,17420.0,65.0,-0.06,0.06,-5.05,6.37
kr,003570,1d,2024-05-28,19060.0,90.0,3.15,-3.25,13.59,9.65
kr,003570,1d,2024-06-24,21800.0,60.0,-3.67,-4.82,-4.59,3.21
kr,003570,1d,2024-08-08,23750.0,70.0,0.63,-9.47,-16.21,6.74
kr,003570,1d,2024-09-20,25750.0,100.0,-6.41,-1.17,3.69,-2.52
kr,003570,1d,2024-11-06,25650.0,60.0,-4.48,-2.14,-25.15,-24.76
kr,003570,1d,2025-01-24,23500.0,90.0,7.66,21.7,25.53,27.45
kr,003570,1d,2025-02-07,26650.0,60.0,9.94,19.51,36.96,3.38
kr,003570,1d,2025-02-12,28700.0,75.0,2.26,2.96,25.44,5.05
kr,003570,1d,2025-03-04,31750.0,85.0,13.23,10.08,-3.46,2.2
kr,003570,1d,2025-05-08,36300.0,60.0,-8.82,7.99,26.72,33.75
kr,003570,1d,2025-05-16,34950.0,60.0,12.88,20.17,56.8,55.65
kr,003570,1d,2025-05-20,39300.0,95.0,3.18,20.36,42.49,38.17
kr,003570,1d,2025-06-13,54700.0,70.0,4.02,-1.1,-1.1,-4.57
kr,003570,1d,2025-07-09,53300.0,60.0,2.25,-4.69,11.44,13.51
kr,003570,1d,2025-07-31,58600.0,60.0,-7.0,-2.39,6.66,23.21
kr,003570,1d,2025-09-19,71300.0,80.0,1.26,-3.93,-11.36,-41.73
kr,003570,1d,2025-12-08,47500.0,85.0,-0.74,3.16,8.0,5.26
kr,003570,1d,2025-12-12,49150.0,70.0,-1.53,-6.31,13.33,0.61
kr,003570,1d,2026-01-08,51300.0,60.0,10.53,-2.83,-2.53,1.36
kr,003570,1d,2026-02-13,55000.0,95.0,6.18,-9.27,-12.64,2.36
kr,003570,1d,2026-04-10,56300.0,85.0,-2.49,3.55,-9.24,
kr,003570,1d,2026-04-29,58200.0,60.0,-9.45,,,
kr,003620,1d,2020-05-19,7210.0,85.0,7.39,15.15,45.78,163.4
kr,003620,1d,2020-06-05,9774.0,85.0,9.1,54.3,72.74,91.45
kr,003620,1d,2020-06-18,11603.0,85.0,47.48,44.63,74.63,54.71
kr,003620,1d,2020-06-26,18890.0,85.0,-10.62,4.97,5.37,0.8
kr,003620,1d,2020-07-07,20947.0,95.0,-9.34,-4.73,-12.61,-11.52
kr,003620,1d,2020-08-20,17012.0,70.0,7.61,9.7,40.29,26.56
kr,003620,1d,2020-09-10,21608.0,75.0,10.45,-5.77,0.58,-5.05
kr,003620,1d,2020-09-14,28538.0,100.0,-21.53,-31.4,-19.92,-32.03
kr,003620,1d,2020-10-16,22852.0,80.0,-6.78,-2.34,-15.11,-15.0
kr,003620,1d,2020-12-17,18332.0,90.0,-23.27,-23.27,-23.27,-23.27
kr,003620,1d,2023-04-28,14795.0,75.0,-16.86,-25.04,-28.51,-47.33
kr,003620,1d,2023-05-12,11583.0,60.0,-5.36,-12.85,-15.07,-20.33
kr,003620,1d,2023-07-05,9313.0,95.0,-1.15,-8.62,-7.47,1.04
kr,003620,1d,2023-07-10,9420.0,85.0,-4.66,-14.43,-7.73,0.69
kr,003620,1d,2023-08-24,9110.0,90.0,3.29,5.75,5.87,-11.64
kr,003620,1d,2023-08-30,9517.0,70.0,2.47,7.99,-2.93,-14.74
kr,003620,1d,2023-11-24,8971.0,80.0,-5.85,-0.25,0.95,-5.73
kr,003620,1d,2023-12-07,8789.0,70.0,4.14,4.51,0.49,0.24
kr,003620,1d,2024-07-16,5984.0,65.0,8.76,6.43,7.34,-3.41
kr,003620,1d,2025-02-24,4287.0,65.0,11.99,-4.88,-4.74,-18.59
kr,003620,1d,2025-02-26,4817.0,90.0,4.9,-12.33,-15.34,-27.55
kr,003620,1d,2025-05-13,3605.0,85.0,-6.66,-7.07,-3.19,2.77
kr,003620,1d,2025-12-02,3690.0,90.0,-3.66,0.0,-5.28,5.28
kr,003620,1d,2026-01-28,3980.0,90.0,-5.9,0.88,-4.27,-16.33
kr,003620,1d,2026-02-05,3920.0,60.0,4.08,3.44,-9.82,-10.08
kr,003620,1d,2026-02-25,4270.0,60.0,-17.8,-16.98,-19.2,-4.68
kr,003620,1d,2026-04-10,3810.0,70.0,14.44,9.71,6.43,
kr,003620,1d,2026-04-14,4040.0,70.0,3.59,7.43,-3.22,
kr,003670,1d,2020-06-16,62594.0,85.0,13.81,9.16,13.96,38.95
kr,003670,1d,2020-08-05,77970.0,100.0,11.09,1.98,4.67,-2.1
kr,003670,1d,2020-08-07,87341.0,80.0,-3.02,-5.94,-7.71,-10.42
kr,003670,1d,2020-09-18,82974.0,70.0,-14.47,-7.79,-16.67,-12.61
kr,003670,1d,2020-11-27,83428.0,70.0,7.53,23.74,20.25,64.98
kr,003670,1d,2020-12-02,88160.0,60.0,16.0,14.35,29.74,47.88
kr,003670,1d,2020-12-09,102262.0,95.0,-1.42,-0.95,20.85,32.23
kr,003670,1d,2021-01-04,114379.0,85.0,8.05,4.66,13.98,34.75
kr,003670,1d,2021-02-19,168176.0,60.0,-8.93,-12.97,-15.85,-3.75
kr,003670,1d,2021-07-08,154121.0,80.0,3.46,-2.83,-0.94,-5.03
kr,003670,1d,2021-08-25,148305.0,90.0,1.63,0.33,11.76,-2.61
kr,003670,1d,2021-09-27,165752.0,70.0,2.92,-8.48,-12.87,-10.82
kr,003670,1d,2021-09-29,172053.0,80.0,-7.89,-8.73,-18.03,-10.42
kr,003670,1d,2021-11-25,158483.0,90.0,-8.87,-8.56,-12.84,-22.32
kr,003670,1d,2022-03-17,103232.0,80.0,6.1,13.15,22.53,19.25
kr,003670,1d,2022-04-08,134734.0,95.0,-6.12,-9.35,-8.63,-6.83
kr,003670,1d,2022-05-20,132311.0,80.0,-5.86,-5.49,-8.79,-16.85
kr,003670,1d,2022-07-28,131342.0,100.0,0.0,18.45,20.66,24.72
kr,003670,1d,2022-08-08,139096.0,60.0,12.89,10.8,17.77,12.54
kr,003670,1d,2022-09-13,173992.0,60.0,-0.28,-5.85,-11.7,22.28
kr,003670,1d,2022-10-18,177384.0,70.0,8.2,11.48,28.96,1.91
kr,003670,1d,2022-11-03,205494.0,70.0,3.54,5.9,4.01,-15.09
kr,003670,1d,2023-01-26,202102.0,95.0,7.43,16.31,4.32,25.18
kr,003670,1d,2023-02-09,235059.0,70.0,-3.92,-10.31,1.86,22.06
kr,003670,1d,2023-03-07,252506.0,95.0,-8.25,-4.22,8.64,32.44
kr,003670,1d,2023-03-16,261230.0,85.0,-3.34,-2.97,12.43,12.62
kr,003670,1d,2023-04-14,331990.0,85.0,10.8,-2.19,-9.49,9.2
kr,003670,1d,2023-04-19,401296.0,70.0,-19.69,-18.24,-24.88,-9.78
kr,003670,1d,2023-07-07,386272.0,60.0,0.63,23.09,20.58,10.67
kr,003670,1d,2023-07-18,443946.0,95.0,30.57,11.14,-10.37,-15.5
kr,003670,1d,2023-07-21,475449.0,60.0,3.98,-2.04,-13.15,-16.31
kr,003670,1d,2023-08-24,454608.0,60.0,-4.16,-12.05,-15.14,-46.8
kr,003670,1d,2023-11-06,338775.0,95.0,-21.46,-14.02,-0.43,-5.44
kr,003670,1d,2023-12-04,337321.0,85.0,-2.3,5.03,-5.03,-25.29
kr,003670,1d,2023-12-14,339260.0,70.0,5.14,0.57,-13.29,-14.14
kr,003670,1d,2024-04-22,268500.0,60.0,3.25,1.99,-5.6,-6.86
kr,003670,1d,2024-04-24,287886.0,60.0,-5.72,-5.56,-7.41,-14.48
kr,003670,1d,2024-05-27,266561.0,60.0,-7.27,4.0,-7.64,-14.91
kr,003670,1d,2024-09-02,238936.0,95.0,-16.43,-5.27,2.84,-4.26
kr,003670,1d,2024-09-11,212764.0,60.0,9.34,13.9,6.61,-15.63
kr,003670,1d,2025-02-13,129694.0,70.0,6.88,10.16,2.69,-2.62
kr,003670,1d,2025-02-19,134831.0,80.0,8.56,-2.52,3.16,-9.85
kr,003670,1d,2025-02-24,148305.0,60.0,-14.77,-6.41,-11.31,-18.63
kr,003670,1d,2025-04-10,133377.0,85.0,-8.87,-5.38,-12.72,-3.78
kr,003670,1d,2025-05-28,110598.0,85.0,4.29,11.39,11.76,34.36
kr,003670,1d,2025-06-12,128337.0,70.0,-1.98,0.44,0.91,18.05
kr,003670,1d,2025-07-11,139000.0,80.0,12.88,6.91,8.2,-4.46
kr,003670,1d,2025-07-18,156900.0,100.0,-5.29,-12.62,-1.02,-15.68
kr,003670,1d,2025-08-11,162900.0,70.0,-5.34,-5.22,-18.35,2.33
kr,003670,1d,2025-09-25,145900.0,60.0,0.41,31.25,50.79,41.88
kr,003670,1d,2025-10-13,157700.0,80.0,23.97,55.68,33.16,39.82
kr,003670,1d,2025-10-16,191500.0,80.0,6.27,14.88,15.14,15.93
kr,003670,1d,2025-10-24,242000.0,85.0,-10.54,-14.46,-20.45,-21.03
kr,003670,1d,2025-12-08,220500.0,70.0,2.95,-11.07,-19.05,2.27
kr,003670,1d,2026-01-22,217000.0,80.0,8.29,3.92,8.76,-6.68
kr,003670,1d,2026-01-26,228500.0,70.0,-4.81,-1.31,8.1,-8.53
kr,003670,1d,2026-04-21,256500.0,70.0,2.53,15.4,,
kr,003670,1d,2026-04-28,263000.0,60.0,12.55,-4.75,,
kr,003670,1d,2026-05-06,288500.0,80.0,-12.82,,,
kr,003690,1d,2021-02-08,4941.0,60.0,-0.26,-2.0,4.86,6.13
kr,003690,1d,2021-04-19,5565.0,80.0,3.13,1.11,7.67,4.89
kr,003690,1d,2021-06-25,6116.0,60.0,-1.32,-4.05,-3.55,-9.91
kr,003690,1d,2022-01-19,6172.0,70.0,-0.73,6.19,0.18,-0.91
kr,003690,1d,2022-01-26,6127.0,70.0,6.97,5.47,-2.51,-1.7
kr,003690,1d,2022-02-03,6616.0,60.0,2.34,-3.73,-8.49,-4.67
kr,003690,1d,2022-06-14,5948.0,80.0,-4.25,-9.45,-12.05,-9.67
kr,003690,1d,2022-11-14,4780.0,60.0,1.15,4.79,11.38,9.56
kr,003690,1d,2023-01-17,5397.0,60.0,0.93,0.93,3.21,-2.56
kr,003690,1d,2023-02-27,5975.0,60.0,-4.12,-8.95,-13.21,-7.38
kr,003690,1d,2023-05-10,5635.0,60.0,0.27,-3.98,-4.37,-14.37
kr,003690,1d,2023-08-14,5476.0,80.0,-1.72,2.9,7.52,15.07
kr,003690,1d,2023-11-17,6569.0,70.0,1.93,-0.4,-8.27,-9.56
kr,003690,1d,2024-02-01,6628.0,60.0,2.31,4.87,3.46,4.22
kr,003690,1d,2024-03-07,7086.0,60.0,0.24,0.0,-5.02,-2.99
kr,003690,1d,2024-07-18,7078.0,70.0,-3.36,0.35,1.68,3.84
kr,003690,1d,2024-12-03,8500.0,60.0,-6.0,-8.24,-6.12,-3.88
kr,003690,1d,2025-05-16,8510.0,70.0,9.64,8.58,17.39,35.61
kr,003690,1d,2025-07-09,11280.0,80.0,-0.18,-2.39,-5.85,-3.72
kr,003690,1d,2025-07-14,11600.0,60.0,-4.91,-9.57,-6.98,-3.97
kr,003690,1d,2025-11-10,11980.0,60.0,-3.09,-7.51,-5.93,-4.92
kr,003690,1d,2026-01-05,12020.0,70.0,-8.99,-8.57,-4.58,6.41
kr,003850,1d,2020-05-14,10828.0,70.0,-1.39,1.39,15.62,10.07
kr,003850,1d,2020-05-26,11880.0,95.0,-3.48,3.8,6.33,-2.85
kr,003850,1d,2020-07-23,12444.0,70.0,-1.51,5.14,-4.53,0.6
kr,003850,1d,2020-08-05,13159.0,60.0,-4.57,-11.72,-4.0,-9.43
kr,003850,1d,2020-09-16,13159.0,60.0,-9.72,-10.57,-13.72,-8.57
kr,003850,1d,2020-11-25,15565.0,100.0,8.45,-9.66,-4.11,15.35
kr,003850,1d,2020-11-27,15528.0,70.0,-5.57,-7.75,-3.16,9.29
kr,003850,1d,2020-12-01,16655.0,80.0,-15.57,-13.32,-6.01,5.59
kr,003850,1d,2021-01-05,16435.0,70.0,18.25,7.0,4.75,3.0
kr,003850,1d,2021-01-11,21201.0,100.0,-16.86,-15.31,-22.48,-19.96
kr,003850,1d,2021-01-20,18900.0,70.0,-10.21,-8.26,-12.82,-3.69
kr,003850,1d,2021-01-29,17586.0,75.0,-5.61,-3.27,-2.8,-2.8
kr,003850,1d,2021-03-19,18654.0,90.0,-5.95,-7.05,2.86,-2.42
kr,003850,1d,2021-04-13,18900.0,80.0,-3.04,1.52,-0.22,1.09
kr,003850,1d,2021-04-16,19188.0,60.0,3.43,14.35,-5.14,2.86
kr,003850,1d,2021-04-23,19846.0,70.0,10.56,-9.11,-7.04,-2.67
kr,003850,1d,2021-04-28,20380.0,75.0,-10.08,-7.06,-7.26,-4.6
kr,003850,1d,2021-04-30,21941.0,85.0,-17.79,-17.04,-12.92,-9.09
kr,003850,1d,2021-08-23,17650.0,90.0,-5.95,-3.97,-6.8,-17.85
kr,003850,1d,2021-09-13,16900.0,65.0,-2.66,-4.44,-13.02,-14.2
kr,003850,1d,2021-12-01,15950.0,100.0,6.58,0.63,-7.52,-28.53
kr,003850,1d,2022-07-27,10900.0,70.0,1.83,1.83,-4.59,-8.99
kr,003850,1d,2022-09-07,11250.0,90.0,-5.78,-9.33,-18.4,-7.56
kr,003850,1d,2022-10-12,9620.0,65.0,3.95,5.51,8.63,12.79
kr,003850,1d,2023-02-16,9440.0,60.0,-4.03,-3.18,-12.08,-1.91
kr,003850,1d,2023-08-01,8670.0,70.0,0.23,4.38,6.92,16.49
kr,003850,1d,2023-08-03,8960.0,60.0,2.57,-0.67,0.89,12.72
kr,003850,1d,2023-08-09,9110.0,60.0,-1.76,-1.21,4.28,19.32
kr,003850,1d,2023-08-25,9630.0,90.0,-6.13,1.45,7.17,-6.23
kr,003850,1d,2023-09-05,9650.0,75.0,4.25,8.6,5.91,-1.97
kr,003850,1d,2023-11-23,10570.0,60.0,-9.93,-4.35,7.0,16.37
kr,003850,1d,2023-12-11,11190.0,100.0,-1.34,4.29,3.75,8.22
kr,003850,1d,2024-03-06,12450.0,60.0,5.94,5.54,0.4,-11.08
kr,003850,1d,2024-03-13,13190.0,60.0,-0.38,-0.08,-14.1,-16.6
kr,003850,1d,2024-06-20,10610.0,60.0,-11.12,-7.54,2.17,2.83
kr,003850,1d,2024-07-05,10170.0,60.0,4.42,3.93,4.03,12.0
kr,003850,1d,2024-08-07,10870.0,95.0,-3.4,0.09,-5.15,7.82
kr,003850,1d,2024-08-28,11510.0,70.0,-6.86,-10.77,-5.99,-3.3
kr,003850,1d,2024-09-20,12290.0,100.0,-10.98,-9.85,-9.6,-16.52
kr,003850,1d,2024-10-08,11080.0,60.0,7.94,0.27,-1.53,-8.66
kr,003850,1d,2024-12-13,10260.0,60.0,-1.56,0.29,0.68,0.39
kr,003850,1d,2025-07-25,8940.0,65.0,-7.72,-5.93,-7.49,-1.01
kr,003850,1d,2026-02-03,9620.0,70.0,-0.83,7.59,-5.2,-5.3
kr,003850,1d,2026-02-19,10680.0,85.0,-5.71,-11.33,-12.27,-4.31
kr,003850,1d,2026-04-07,9400.0,60.0,6.38,5.11,2.77,
kr,004000,1d,2020-06-16,38300.0,70.0,-3.26,-10.05,19.58,22.98
kr,004000,1d,2020-07-06,39750.0,100.0,16.98,15.35,9.81,12.33
kr,004000,1d,2020-08-04,48200.0,85.0,-2.28,-7.78,-6.33,5.19
kr,004000,1d,2020-09-03,48000.0,70.0,18.33,6.25,5.0,8.75
kr,004000,1d,2020-11-19,57200.0,90.0,-2.1,1.4,-4.9,-4.2
kr,004000,1d,2021-01-05,57200.0,60.0,-1.4,-4.2,-2.1,-10.31
kr,004000,1d,2021-01-20,57600.0,60.0,0.35,-2.6,-5.73,-1.39
kr,004000,1d,2021-03-22,56800.0,60.0,-0.53,8.1,21.83,6.87
kr,004000,1d,2021-04-05,61400.0,80.0,-1.14,12.7,8.31,8.63
kr,004000,1d,2021-04-16,67400.0,100.0,4.45,0.89,-9.94,-2.67
kr,004000,1d,2021-05-28,66500.0,60.0,-0.15,-2.71,-4.36,9.32
kr,004000,1d,2021-06-30,66000.0,60.0,4.09,11.06,10.0,3.03
kr,004000,1d,2021-07-14,73300.0,80.0,-2.05,-0.95,-5.59,13.1
kr,004000,1d,2021-07-16,76800.0,60.0,-5.34,-5.6,-11.72,16.54
kr,004000,1d,2021-09-08,79300.0,95.0,14.12,17.28,14.0,-0.63
kr,004000,1d,2021-09-13,89500.0,70.0,5.14,1.9,0.89,-9.61
kr,004000,1d,2021-09-29,98500.0,60.0,-12.08,-8.93,-13.6,-18.27
kr,004000,1d,2021-11-03,91400.0,70.0,-13.79,-12.58,-17.07,-16.3
kr,004000,1d,2022-02-03,71700.0,60.0,6.69,8.51,7.39,14.09
kr,004000,1d,2022-04-01,82800.0,70.0,3.02,0.85,-1.57,0.85
kr,004000,1d,2022-04-25,89000.0,80.0,-7.75,-11.01,-6.07,-22.47
kr,004000,1d,2023-04-19,61300.0,60.0,-0.49,1.96,-1.63,12.07
kr,004000,1d,2023-06-08,65400.0,80.0,-5.2,6.12,1.53,-7.03
kr,004000,1d,2023-06-19,67300.0,70.0,2.97,4.61,-0.74,-7.88
kr,004000,1d,2023-09-08,62500.0,75.0,-4.8,-7.2,-6.88,-7.68
kr,004000,1d,2023-12-04,58900.0,60.0,1.19,0.17,-4.41,-13.41
kr,004000,1d,2023-12-26,62900.0,60.0,-10.49,-19.24,-22.1,-24.56
kr,004000,1d,2024-07-18,48250.0,70.0,-3.11,-2.28,-8.29,-2.28
kr,004000,1d,2024-08-21,47050.0,60.0,3.19,5.21,-4.14,-3.4
kr,004000,1d,2024-09-03,50600.0,70.0,-7.71,-13.93,-2.67,-17.89
kr,004000,1d,2024-09-27,49300.0,60.0,-0.1,-4.56,-9.33,-28.7
kr,004000,1d,2024-10-07,49900.0,60.0,-4.31,-8.62,-16.13,-28.86
kr,004000,1d,2025-02-05,40900.0,60.0,-0.37,4.28,3.79,-14.3
kr,004000,1d,2025-03-05,42300.0,80.0,-2.84,-3.9,-14.89,-17.85
kr,004000,1d,2025-07-18,43000.0,80.0,-1.51,-5.12,-5.23,7.91
kr,004000,1d,2025-08-08,43000.0,60.0,-5.23,-1.74,5.47,5.81
kr,004000,1d,2025-09-03,43400.0,60.0,4.72,5.41,6.45,4.49
kr,004000,1d,2025-09-18,48900.0,70.0,-2.15,-5.93,-1.74,-4.81
kr,004000,1d,2026-01-27,48200.0,60.0,1.24,0.1,6.02,3.53
kr,004000,1d,2026-02-04,50500.0,60.0,-5.05,-0.79,-4.65,-3.96
kr,004000,1d,2026-03-09,48000.0,70.0,6.46,8.13,-0.42,35.0
kr,004000,1d,2026-03-11,51800.0,80.0,5.6,-2.32,-2.32,20.85
kr,004000,1d,2026-04-24,61500.0,85.0,8.29,-4.23,,
kr,004000,1d,2026-04-28,64500.0,60.0,-0.78,-8.99,,
kr,004020,1d,2020-05-27,21400.0,60.0,17.99,14.02,0.23,26.87
kr,004020,1d,2020-06-03,25250.0,100.0,-3.37,-14.65,-19.01,1.58
kr,004020,1d,2020-07-15,22400.0,85.0,21.21,14.51,27.23,11.61
kr,004020,1d,2020-07-20,26300.0,95.0,-1.33,-8.17,0.95,-3.8
kr,004020,1d,2020-10-05,26850.0,90.0,5.03,16.2,13.41,25.33
kr,004020,1d,2020-10-13,28200.0,70.0,10.64,5.85,14.01,32.09
kr,004020,1d,2020-10-15,29700.0,90.0,6.9,-0.67,9.26,36.7
kr,004020,1d,2020-12-04,37800.0,80.0,8.73,3.04,12.17,7.94
kr,004020,1d,2020-12-09,39950.0,70.0,-0.75,-4.76,14.02,1.75
kr,004020,1d,2021-01-05,43550.0,60.0,1.95,4.25,-7.46,-0.69
kr,004020,1d,2021-01-08,46750.0,60.0,-7.38,-4.39,-12.3,-11.44
kr,004020,1d,2021-04-05,49900.0,60.0,0.0,-0.8,10.22,8.22
kr,004020,1d,2021-04-27,56700.0,90.0,-2.47,6.88,-7.41,-2.82
kr,004020,1d,2021-06-11,53300.0,60.0,-2.63,2.25,-3.19,-3.38
kr,004020,1d,2021-09-07,53200.0,60.0,-0.19,-8.55,-14.38,-22.09
