이격_측정시점_일전,과거_이격_이하_pct,현재_근접_이내_pct,보유기간_일,표본수_중복제거,표본수_원본,윈율,평균_숏수익_capped,평균_숏수익_raw,중위_숏수익,p25_숏수익,p75_숏수익,표준편차,최대손실,Sharpe_like
40,0.3,0.03,60,372,1197,0.6102150537634409,-0.0009148815280549683,-0.010203784075056432,0.07945462181365387,-0.17725838811687528,0.2189572369637043,0.36717924755400033,-2.0311303904057154,-0.027789653535786447
40,0.3,0.05,10,631,2609,0.6830427892234548,0.0365987883954461,0.03658245881220156,0.07291981845688356,-0.032182366744887725,0.14567333602802485,0.17559878871258391,-1.0103039670273057,0.20832979020190676
40,0.3,0.05,20,544,2306,0.6691176470588235,0.03712543435265976,0.036011267311797615,0.07872138368871995,-0.05513398518466689,0.19205824170177785,0.23339277836214645,-1.6061068702290076,0.15429469396829554
40,0.3,0.05,40,475,2055,0.6484210526315789,0.05247529078517308,0.04733658126996823,0.09502262443438914,-0.09190473743123162,0.2705464597882901,0.32654334575846367,-2.6759377392191888,0.14496262712081714
40,0.3,0.05,60,448,1957,0.5892857142857143,-0.012708435679064089,-0.027465446240731484,0.06723391394334832,-0.1811556574529487,0.21586340880302882,0.39511931576633913,-2.4669532509403544,-0.06951177820163484
40,0.3,0.08,10,818,4381,0.6735941320293398,0.04193301460906788,0.04171607651965118,0.0705785636931035,-0.032904354414583115,0.14311340271922804,0.15858242782425475,-1.1774553571428572,0.26305610963329457
40,0.3,0.08,20,704,3856,0.6647727272727273,0.042068415402418284,0.04132918939764046,0.07262235382522808,-0.03758610282652558,0.1877990407649038,0.22096333931139628,-1.3377251949448778,0.18704093414969897
40,0.3,0.08,40,621,3396,0.6409017713365539,0.048127782466844064,0.045730857448279635,0.09458800585080451,-0.09336686576548248,0.2612950239433687,0.3018877595440859,-1.6952092511013213,0.15148298002324725
40,0.3,0.08,60,580,3205,0.5827586206896552,-0.017898310231024284,-0.029844918437162776,0.0564200382643662,-0.20450916631314392,0.21586340880302882,0.3919601035939032,-2.7907396271797955,-0.07614274555882887
40,0.4,0.03,10,227,645,0.6916299559471366,0.04168068996340471,0.04168068996340471,0.08027644869750139,-0.0463764280023502,0.1552383990354409,0.17911202733671946,-0.9109042553191491,0.23270737640106998
40,0.4,0.03,20,206,599,0.7378640776699029,0.07616547105215464,0.07616547105215464,0.12379776552460042,-0.013680775077483054,0.2326189777360948,0.22392623390341687,-0.8269966828272519,0.34013643566660473
40,0.4,0.03,40,184,557,0.7065217391304348,0.12333747852824864,0.11422912124988349,0.19300559464196843,-0.043505032533013854,0.32130904879198385,0.33242870736553864,-2.6759377392191888,0.34361990622030464
40,0.4,0.03,60,177,533,0.6610169491525424,0.02984245498326071,0.01927704936154285,0.104992808711732,-0.06324727083694337,0.2383875918894902,0.3783981444530615,-2.0311303904057154,0.05094382634831888
40,0.4,0.05,10,273,1037,0.706959706959707,0.04527828119929817,0.04527828119929817,0.08567810917276308,-0.040064102564102644,0.16056218057921623,0.1793545230577155,-0.8721117678667383,0.2524512927099576
40,0.4,0.05,20,244,963,0.7213114754098361,0.07042731496668514,0.07042731496668514,0.1290987748093384,-0.022780239531760116,0.2299062993514359,0.2353906768002623,-0.9909745352960138,0.2991933067359559
40,0.4,0.05,40,221,895,0.7104072398190046,0.1200701313966837,0.11211088477361791,0.17464114832535882,-0.04576466678396174,0.327488718534225,0.331871280618593,-2.6759377392191888,0.33781436153393063
40,0.4,0.05,60,211,859,0.6777251184834123,0.03772462422047105,0.014701776596745464,0.104992808711732,-0.0706084454903938,0.25296384635418545,0.43667921566586626,-2.5207908026216828,0.03366722314531869
40,0.4,0.08,10,377,1708,0.7082228116710876,0.04397685018180347,0.04397685018180347,0.07957353668008171,-0.02450928381962858,0.15757087963443772,0.17079218328398454,-0.7599792638672886,0.2574874876368376
40,0.4,0.08,20,339,1561,0.7079646017699115,0.06651744692644736,0.06623643124154878,0.10534452296819796,-0.03406382455924817,0.2220431406978733,0.22313018082570552,-1.0952643171806167,0.29685106244452103
