symbol,ts_kst,close,body_pct,wick,entry_close_to_ma10_pct,t+1_close,t+1_pct,t+2_close,t+2_pct,t+3_close,t+3_pct,t+4_close,t+4_pct,t+5_close,t+5_pct,t+6_close,t+6_pct,t+7_close,t+7_pct,t+8_close,t+8_pct,t+9_close,t+9_pct,t+10_close,t+10_pct,t+11_close,t+11_pct,t+12_close,t+12_pct,t+13_close,t+13_pct,t+14_close,t+14_pct,t+15_close,t+15_pct,t+16_close,t+16_pct,t+17_close,t+17_pct,t+18_close,t+18_pct,t+19_close,t+19_pct,t+20_close,t+20_pct,close_now,change_now_pct
MAGMAUSDT,2026-06-03 15:00,0.3001,8.331528409501116,0.9529314616019806,6.61654990123491,0.33756,12.482505831389554,0.33754,12.475841386204609,0.34512,15.001666111296238,0.36533,21.736087970676447,0.36296,20.94635121626126,0.39169,30.519826724425197,0.39081,30.22659113628791,0.38319,27.687437520826393,0.4114,37.087637454181944,0.42057,40.143285571476184,0.43063,43.495501499500186,0.44973,49.86004665111631,0.43765,45.83472175941353,0.43583,45.228257247584146,0.43993,46.594468510496505,0.43484,44.8983672109297,0.44,46.617794068643796,0.4381,45.98467177607465,0.44613,48.66044651782741,,,0.44613,48.66044651782741
BEATUSDT,2026-06-03 15:00,1.2165,7.021263493124769,0.9790235525024522,7.825766325211012,1.19552,-1.7246198109330046,1.21415,-0.1931771475544474,1.22719,0.8787505137690168,1.25113,2.846691327579134,1.2463,2.4496506370735758,1.235,1.5207562679819304,1.27651,4.933004521167293,1.269,4.315659679408138,1.27348,4.683929305384302,1.25161,2.886148787505136,1.28243,5.4196465269215,1.3101,7.694204685573378,1.37865,13.32922318125771,1.40118,15.181257706535156,1.33752,9.948212083847114,1.3146,8.064118372379784,1.29814,6.711056309083449,1.3172,8.277846280312373,1.30761,7.489519112207155,,,1.30761,7.489519112207155
SUSHIUSDT,2026-06-03 13:00,0.2166,7.868525896414333,1.0,7.605941676188564,0.2202,1.6620498614958539,0.218,0.6463527239150565,0.222,2.4930747922437746,0.2213,2.1698984302862465,0.2168,0.09233610341643848,0.2213,2.1698984302862465,0.2205,1.8005540166205054,0.2223,2.631578947368426,0.2232,3.0470914127423927,0.225,3.8781163434903134,0.2229,2.9085872576177287,0.2259,4.293628808864267,0.2301,6.232686980609424,0.2318,7.017543859649132,0.2279,5.216989843028626,0.2235,3.1855955678670442,0.2349,8.448753462603884,0.231,6.648199445983391,0.2299,6.140350877192986,0.2343,8.171745152354582,0.2167,0.046168051708225646
INUSDT,2026-06-03 13:00,0.08385,5.2730696798493355,1.0,0.96327513546056,0.08672,3.4227787716159948,0.094,12.104949314251648,0.0936,11.627906976744198,0.09588,14.347048300536688,0.09532,13.679189028026247,0.10085,20.27429934406679,0.10277,22.564102564102573,0.10635,26.833631484794285,0.10751,28.217054263565895,0.10888,29.85092426952893,0.10845,29.33810375670842,0.10955,30.64997018485391,0.11082,32.164579606440086,0.11623,38.61657722122839,0.11556,37.81753130590341,0.11418,36.171735241502695,0.11277,34.49016100178891,0.11087,32.22420989862851,0.1104,31.66368515205725,0.11448,36.52951699463328,0.10787,28.646392367322605
EPICUSDT,2026-06-03 13:00,0.431,5.070697220867865,0.9327354260089685,9.23560421735605,0.4222,-2.0417633410672797,0.4375,1.5081206496519735,0.4449,3.2250580046403763,0.4577,6.194895591647332,0.4708,9.234338747099768,0.571,32.482598607888626,0.4947,14.779582366589322,0.519,20.41763341067286,0.5162,19.76798143851508,0.5025,16.589327146171684,0.4613,7.030162412993038,0.4783,10.974477958236662,0.4603,6.798143851508119,0.4782,10.95127610208817,0.4767,10.603248259860793,0.4947,14.779582366589322,0.4812,11.64733178654293,0.4788,11.09048723897912,0.4751,10.232018561484924,0.4954,14.941995359628773,0.5013,16.310904872389788
IOUSDT,2026-06-03 13:00,0.1758,5.269461077844313,0.9565217391304365,3.3935187908016218,0.1786,1.5927189988623418,0.1784,1.4789533560864567,0.178,1.2514220705346868,0.1791,1.8771331058020462,0.1771,0.7394766780432284,0.1832,4.209328782707616,0.1817,3.356086461888503,0.1832,4.209328782707616,0.1854,5.460750853242319,0.189,7.508532423208185,0.1841,4.72127417519909,0.1849,5.176336746302614,0.1805,2.6734926052332093,0.1807,2.7872582480090937,0.1784,1.4789533560864567,0.1766,0.45506257110352394,0.1862,5.915813424345843,0.1841,4.72127417519909,0.1827,3.924914675767912,0.1819,3.4698521046643878,0.1752,-0.3412969283276548
ARKMUSDT,2026-06-03 13:00,0.1386,5.079605761940873,1.0,2.689486552567233,0.1398,0.8658008658008705,0.1405,1.37085137085138,0.146,5.339105339105331,0.1466,5.772005772005777,0.1459,5.266955266955268,0.1485,7.142857142857137,0.1464,5.6277056277056285,0.1493,7.72005772005771,0.1502,8.369408369408369,0.1529,10.317460317460322,0.152,9.668109668109665,0.151,8.946608946608944,0.1496,7.936507936507943,0.1493,7.72005772005771,0.1494,7.792207792207795,0.1453,4.834054834054842,0.1518,9.523809523809517,0.1491,7.575757575757583,0.1479,6.709956709956712,0.1454,4.9062049062049065,0.1389,0.21645021645021265
NEARUSDT,2026-06-03 13:00,2.8196,5.205029663072272,0.9432048681541584,4.730244219518984,2.8639,1.571144843240184,2.8112,-0.29791459781529167,2.857,1.3264292807490539,2.8693,1.7626613704071525,2.8301,0.37239324726911455,2.9557,4.826925805078747,2.9473,4.529011207263439,2.9738,5.468860831323604,3.0507,8.196198042275503,3.008,6.6817988367144325,2.9414,4.319761668321745,2.8525,1.1668321747765695,2.8017,-0.6348418215349705,2.8759,1.99673712583346,2.8504,1.0923535253227465,2.7973,-0.7908923251525035,2.9133,3.3231664065824984,2.8294,0.34756703078451745,2.8158,-0.13477088948787153,2.7889,-1.088806922967795,2.6969,-4.351681089516244
FETUSDT,2026-06-03 13:00,0.261,5.030181086519119,0.9541984732824436,4.861390116512667,0.2642,1.2260536398467359,0.2602,-0.30651340996169457,0.2645,1.3409961685823766,0.2624,0.5363984674329549,0.2632,0.8429118773946281,0.2689,3.026819923371633,0.2635,0.957854406130269,0.2637,1.034482758620682,0.2675,2.4904214559386997,0.2698,3.371647509578534,0.2661,1.9540229885057447,0.2623,0.4980842911877272,0.261,0.0,0.2626,0.6130268199233679,0.2584,-0.9961685823754755,0.2535,-2.873563218390807,0.2639,1.1111111111111163,0.2601,-0.3448275862069011,0.2537,-2.796934865900394,0.2501,-4.176245210727977,0.2452,-6.053639846743298
MYXUSDT,2026-06-03 11:00,0.3612,6.737588652482282,0.9460580912863084,2.5349873676441503,0.3799,5.177187153931338,0.4006,10.908084163898115,0.4056,12.292358803986708,0.4145,14.756367663344394,0.3993,10.548172757475074,0.3975,10.049833887043189,0.3882,7.475083056478396,0.3949,9.330011074197108,0.3839,6.284606866002214,0.3864,6.976744186046512,0.3948,9.302325581395337,0.3795,5.066445182724247,0.3702,2.4916943521594552,0.3552,-1.6611295681063138,0.3011,-16.638981173864906,0.2828,-21.705426356589154,0.2603,-27.93466223698783,0.2309,-36.07419712070875,0.2477,-31.423034330011077,0.2812,-22.1483942414175,0.291,-19.435215946843865
INITUSDT,2026-06-03 09:00,0.06848,5.907825549025679,0.9896373056994823,3.704152406336114,0.06946,1.4310747663551326,0.0675,-1.4310747663551326,0.06698,-2.1904205607476657,0.06752,-1.4018691588785084,0.06832,-0.2336448598130746,0.06842,-0.08761682242991312,0.06978,1.898364485981302,0.07037,2.75992990654206,0.06887,0.5695093457943947,0.06883,0.511098130841126,0.06867,0.2774532710280312,0.06819,-0.4234813084112129,0.06831,-0.24824766355140698,0.06778,-1.0221962616822318,0.06689,-2.3218457943925146,0.06674,-2.5408878504672976,0.06654,-2.832943925233641,0.0659,-3.76752336448598,0.0658,-3.9135514018691615,0.06468,-5.549065420560745,0.06145,-10.265771028037385
龙虾USDT,2026-06-03 08:00,0.007183,5.106818846941767,0.9775910364145654,1.1932434526576916,0.007575,5.4573298064875395,0.007493,4.315745510232487,0.007437,3.536126966448557,0.007484,4.190449672838648,0.007589,5.652234442433525,0.007663,6.682444661005145,0.007637,6.320478908534032,0.007788,8.42266462480857,0.008012,11.541138799944312,0.00814,13.323124042879012,0.009163,27.565084226646235,0.009056,26.075455937630508,0.009218,28.330781010719758,0.009408,30.975915355700955,0.009252,28.80412084087428,0.009213,28.261172212167622,0.008,11.374077683419184,0.008366,16.469441737435613,0.00842,17.221216761798694,0.008239,14.701378254211328,0.00865,20.423221495196987
SIRENUSDT,2026-06-03 08:00,0.56907,5.4712260216847355,0.9869608826479438,1.5007419879569706,0.57636,1.281037482207816,0.5724,0.5851652696504921,0.56742,-0.2899467552322086,0.56958,0.08961990616268832,0.5724,0.5851652696504921,0.5698,0.12827947352698413,0.57112,0.3602368777127588,0.57783,1.5393536823237897,0.57669,1.3390268332542694,0.5835,2.5357161684854335,0.58119,2.129790711160318,0.59742,4.981812430808159,0.5918,3.994236209956601,0.59402,4.384346389723589,0.60129,5.661869365807375,0.5937,4.328114291739161,0.58469,2.7448292828650396,0.59308,4.2191646018943345,0.59506,4.567100708172997,0.59105,3.8624422303055863,0.57673,1.3460558455023108
LITUSDT,2026-06-03 02:00,1.572,8.864265927977847,0.9846153846153847,14.360541248363162,1.576,0.2544529262086516,1.567,-0.3180661577608216,1.554,-1.1450381679389323,1.565,-0.4452926208651474,1.579,0.44529262086513327,1.606,2.162849872773539,1.585,0.8269720101781107,1.62,3.0534351145038197,1.602,1.9083969465648873,1.549,-1.4631043256997538,1.612,2.5445292620865163,1.637,4.134860050890582,1.669,6.170483460559795,1.631,3.753180661577604,1.664,5.8524173027989725,1.694,7.760814249363861,1.728,9.9236641221374,1.69,7.506361323155208,1.752,11.450381679389308,1.79,13.867684478371498,1.63,3.6895674300254346
VVVUSDT,2026-06-03 01:00,18.292,5.7769039495749865,0.997005988023952,2.148285894579318,18.632,1.858736059479553,18.314,0.1202711567898451,18.801,2.782637218456138,18.932,3.498797288432085,19.346,5.762081784386608,18.471,0.9785698666083451,18.502,1.1480428602667685,18.835,2.9685108244041065,19.532,6.778919746337188,19.53,6.767986004810843,18.788,2.711567898534871,19.227,5.111524163568766,19.312,5.576208178438659,19.552,6.888257161600689,19.386,5.98075661491361,19.268,5.3356658648589494,19.4,6.057292805598059,19.528,6.75705226328448,21.207,15.93592827465558,20.809,13.76011371091187,19.486,6.527443691231134
APRUSDT,2026-06-03 00:00,0.20023,13.015747587063272,0.9393075356415471,12.621632262781945,0.21753,8.640063926484547,0.22603,12.885182040653259,0.22836,14.048843829595972,0.23663,18.17909404185188,0.2434,21.56020576337213,0.2346,17.165259951056292,0.24403,21.8748439294811,0.24345,21.58517704639665,0.23166,15.696948509214412,0.23997,19.847175747889924,0.26313,31.413874044848416,0.24931,24.511811416870607,0.25098,25.345852269889622,0.241,20.361584178195077,0.24444,22.079608450282176,0.24329,21.505268940718185,0.2512,25.45572591519752,0.24996,24.83643809618938,0.2532,26.454577236178388,0.2547,27.203715726914048,0.2299,14.81795934675124
ASTSUSDT,2026-06-02 22:00,114.68,5.239974304854555,0.9844827586206915,4.544418615251377,115.37,0.6016742239274483,113.82,-0.7499128008371239,115.14,0.40111614928496137,117.42,2.3892570631321894,117.01,2.0317404952912437,118.13,3.0083711196372414,117.51,2.4677363097314253,117.45,2.4154168119986013,116.99,2.0143006627136275,116.46,1.5521450994070343,117.2,2.19741890477851,116.93,1.9619811649808159,116.67,1.7352633414719172,116.27,1.3864666899197673,115.99,1.1423090338332647,115.83,1.0027903732124097,116.68,1.7439832577607253,117.16,2.1625392396232903,113.8,-0.7673526334147276,112.53,-1.8747820020927848,105.21,-8.257760725497047
COHRUSDT,2026-06-02 22:00,416.4,9.005235602094235,0.96062552359676,9.736332371427423,428.73,2.961095100864563,427.05,2.5576368876080777,423.67,1.7459173871277711,426.87,2.514409221902024,423.77,1.7699327569644585,426.43,2.4087415946205644,427.46,2.656099903938521,429.07,3.042747358309322,428.79,2.9755043227665814,426.75,2.485590778097988,444.79,6.8179634966378595,444.69,6.793948126801158,456.91,9.728626320845352,457.72,9.923150816522588,452.32,8.626320845341022,445.06,6.882804995196932,440.36,5.7540826128722475,444.52,6.753121998078772,445.33,6.947646493756006,425.09,2.0869356388088374,401.88,-3.4870317002881803
XANUSDT,2026-06-02 22:00,0.010359,5.060851926977682,1.0,7.033259973342419,0.010772,3.9868713196254477,0.011034,6.516072980017379,0.010811,4.363355536248665,0.011142,7.558644656820163,0.010971,5.907906168549085,0.010923,5.444540978858966,0.011225,8.359880297326,0.011641,12.375711941307078,0.011192,8.04131672941404,0.011419,10.232647938990251,0.011836,14.258133024423197,0.011712,13.061106284390386,0.011936,15.22347716961097,0.011298,9.064581523313068,0.011774,13.659619654406793,0.012056,16.381890143836284,0.010337,-0.21237571194130175,0.010447,0.8495028477652239,0.010653,2.838111786852004,0.010314,-0.4344048653344908,0.009385,-9.402451974128786
ZORAUSDT,2026-06-02 22:00,0.0124,8.013937282229955,0.9892473118279574,10.349737474414871,0.01189,-4.112903225806452,0.01166,-5.967741935483866,0.01202,-3.0645161290322593,0.0122,-1.6129032258064417,0.01231,-0.7258064516129017,0.01197,-3.467741935483869,0.01196,-3.5483870967741886,0.01206,-2.741935483870968,0.01169,-5.725806451612894,0.0119,-4.032258064516118,0.01211,-2.3387096774193576,0.01187,-4.274193548387091,0.01221,-1.5322580645161226,0.0122,-1.6129032258064417,0.0126,1.6129032258064557,0.01277,2.98387096774194,0.01318,6.290322580645171,0.01242,0.16129032258065257,0.01273,2.661290322580649,0.01352,9.032258064516139,0.01198,-3.3870967741935503
MYXUSDT,2026-06-02 20:00,0.3413,6.589631480324799,0.9768518518518519,10.296018614270942,0.3394,-0.556694989745096,0.3485,2.1095810137708715,0.3488,2.197480222677998,0.35,2.5490770583064712,0.3496,2.431878113096991,0.352,3.135071784353937,0.3496,2.431878113096991,0.3501,2.5783767946088574,0.3503,2.6369762672135972,0.3473,1.7579841781423984,0.3452,1.1426897157925622,0.3511,2.8713741576325904,0.3775,10.606504541459131,0.3384,-0.849692352768829,0.3612,5.830647524172291,0.3799,11.309698212716093,0.4006,17.37474362730736,0.4056,18.839730442426024,0.4145,21.447406973337237,0.3993,16.993847055376502,0.291,-14.737767360093763
LABUSDT,2026-06-02 18:00,18.75549,5.616119228501597,0.9084466629623897,4.1902958954873375,18.89347,0.7356779268363496,19.15445,2.1271638330963296,19.78482,5.4881530687814495,19.40598,3.4682644921566843,18.94332,1.001466770529579,19.61669,4.591722210403442,19.9624,6.434969174359065,20.5869,9.764660907286336,21.71308,15.769196112711528,22.57741,20.377606770071047,24.34804,29.818202563622698,20.93591,11.625502719470395,8.10445,-56.78891887122117,16.02922,-14.535850569619896,15.4235,-17.765411620810763,14.0,-25.355189333896377,13.51915,-27.91897199166751,13.9808,-25.457559359952743,14.137,-24.624736543806645,14.284,-23.840966031812556,16.20066,-13.62177154529155
USELESSUSDT,2026-06-02 17:00,0.09153,5.037870094101452,0.9909706546275399,9.69427499670424,0.08827,-3.5616737681634425,0.09257,1.1362394843220793,0.0953,4.118868130667535,0.09737,6.3804217196547555,0.1,9.253796569430794,0.09711,6.096361848574239,0.09418,2.8952256090899153,0.09842,7.5275865836337745,0.09807,7.145198295640778,0.09388,2.5674642193816286,0.09397,2.6657926362941087,0.09733,6.336720201026985,0.09689,5.856003496121494,0.0944,3.135583961542661,0.09374,2.4145089041844243,0.09573,4.588659455916088,0.09678,5.735824319895121,0.0956,4.446629520375837,0.094,2.6985687752649405,0.10049,9.789140172620995,0.09331,1.9447175789358722
USELESSUSDT,2026-06-02 16:00,0.08714,5.85519922254615,0.9043151969981219,5.653697394425113,0.09153,5.037870094101452,0.08827,1.296763828322247,0.09257,6.231351847601566,0.0953,9.364241450539364,0.09737,11.739729171448248,0.1,14.757860913472587,0.09711,11.441358733073224,0.09418,8.078953408308474,0.09842,12.944686711039704,0.09807,12.543034197842564,0.09388,7.7346798255680635,0.09397,7.837961900390181,0.09733,11.693826027082862,0.09689,11.188891439063585,0.0944,8.331420702318113,0.09374,7.5740188202892,0.09573,9.857700252467296,0.09678,11.062657792058769,0.0956,9.708515033279792,0.094,7.872389258664225,0.09331,7.080560018361267
USUSDT,2026-06-02 15:00,0.011296,12.174776564051633,0.93730886850153,22.09779929958061,0.011559,2.328257790368266,0.01123,-0.5842776203966014,0.011787,4.346671388101984,0.011456,1.416430594900838,0.011347,0.4514872521246367,0.010885,-3.6384560906515575,0.011511,1.9033286118980162,0.011505,1.8502124645892273,0.01128,-0.14164305949008843,0.011282,-0.12393767705382544,0.011207,-0.7878895184136024,0.011351,0.4868980169971626,0.011592,2.6203966005665666,0.011847,4.8778328611897965,0.012866,13.89872521246459,0.014229,25.964943342776202,0.016305,44.34313031161473,0.011865,5.037181303116148,0.012758,12.942634560906512,0.012715,12.561968838526912,0.013137,16.297804532577892
MUSDT,2026-06-02 02:00,3.26338,7.552872082024656,0.9079275781466665,8.421073964596323,3.29866,1.0810877066109295,3.24699,-0.5022400088252164,3.29693,1.0280751858502524,3.25002,-0.4093914898050499,3.25506,-0.2549503888606392,3.25894,-0.13605525559390022,3.24237,-0.6438110180242562,3.28064,0.5288994845834635,3.32783,1.9749462214023465,3.28348,0.6159258192426191,3.3604,2.9729911931800665,3.34359,2.457881092609493,3.39567,4.053772469035166,3.3612,2.997505653647446,3.36964,3.256133211578174,3.33765,2.275861223639289,3.31415,1.555748947410353,3.31026,1.43654738338777,3.30987,1.4245965839099313,3.3256,1.9066121628495591,3.36358,3.070436173537854
PIEVERSEUSDT,2026-06-02 00:00,0.85355,5.429908966266876,0.9617151607963264,11.80564379118784,0.90748,6.318317614668141,0.8844,3.6143166774061193,0.86835,1.7339347431316179,0.88416,3.586198816706686,0.90338,5.8379708277195155,0.86597,1.4550992911955933,0.90022,5.467752328510338,0.91889,7.655087575420298,0.88581,3.779509109015284,0.91555,7.263780680686538,0.9882,15.775291429910364,0.93836,9.9361490246617,0.95325,11.680627965555622,0.93536,9.584675765918801,0.94525,10.743365942241228,0.92127,7.933923027356335,0.90485,6.010192724503545,0.951,11.417023021498439,0.98975,15.956885946927535,1.0123,18.598793275144978,0.86865,1.7690820690059166
INFQUSDT,2026-06-01 23:00,17.236,7.029309488325891,1.0,5.837780083879334,18.25,5.883035507078204,18.328,6.33557669993037,18.195,5.563935948015779,18.265,5.970062659549779,17.732,2.877697841726611,17.907,3.8930146205616114,17.911,3.9162218612207047,17.912,3.9220236713854626,17.912,3.9220236713854626,17.802,3.2838245532606116,17.65,2.4019494082153514,17.602,2.1234625203063335,17.579,1.9900208865165931,17.584,2.019029937340444,17.611,2.175678811789278,17.685,2.6050127639823515,17.88,3.7363657461127775,18.143,5.2622418194476674,18.169,5.4130888837317235,17.941,4.090276166163833,17.095,-0.818055233232779
CRWVUSDT,2026-06-01 23:00,126.79,6.761535870663524,0.9745145631067968,8.915824105969358,123.51,-2.5869548071614488,125.56,-0.9701080526855461,127.32,0.4180140389620529,125.17,-1.2777032889029138,125.02,-1.3960091489865212,125.36,-1.1278491994636854,126.0,-0.6230775297736464,125.1,-1.3329126902752677,126.56,-0.18140231879486077,124.47,-1.8297973026263958,125.45,-1.056865683413521,125.55,-0.9779951100244569,125.51,-1.0095433393800781,127.26,0.37069169492862125,127.5,0.5599810710623817,128.89,1.6562820411704235,129.3,1.9796513920656245,129.78,2.3582301443331453,129.62,2.232037226910638,127.98,0.9385598233299137,107.83,-14.9538607145674
MRVLUSDT,2026-06-01 23:00,214.33,6.679607784580169,0.9378057302585614,4.979330342273871,214.86,0.24728222833947702,218.68,2.0295805533523046,224.5,4.745019362665044,223.58,4.31577473988709,219.52,2.4214995567582687,219.19,2.2675313768487775,221.13,3.1726776466196904,218.84,2.1042317920962956,220.05,2.668781785097746,216.99,1.2410768441188804,217.09,1.2877338683338733,224.39,4.693696636028542,257.95,20.351793962581056,254.25,18.625484066626225,254.1,18.555498530303726,258.48,20.599076190920545,260.0,21.30826295898847,271.36,26.608500909811973,275.79,28.67540708253628,272.73,27.24770214155741,289.17,34.91811692250268
POETUSDT,2026-06-01 23:00,14.06,10.222640326121043,1.0,13.492351777858497,14.116,0.3982930298719713,13.584,-3.385490753911813,13.729,-2.3541963015647314,14.103,0.3058321479374058,13.915,-1.0312944523470935,13.86,-1.4224751066856405,13.946,-0.8108108108108162,13.934,-0.8961593172119574,14.102,0.2987197724039816,14.094,0.2418207681365499,14.003,-0.4054054054054081,13.979,-0.5761024182076906,13.988,-0.5120910384068346,13.972,-0.6258890469416853,14.019,-0.2916073968705574,14.345,2.0270270270270276,14.291,1.6429587482219052,15.314,8.918918918918916,15.638,11.22332859174964,15.197,8.086770981507813,14.524,3.3001422475106588
EPICUSDT,2026-06-01 22:00,0.333,10.119047619047624,0.9652996845425871,12.816343124301241,0.3361,0.9309309309309283,0.3369,1.1711711711711588,0.335,0.6006006006006012,0.3438,3.243243243243236,0.3458,3.8438438438438367,0.346,3.90390390390389,0.3476,4.384384384384385,0.3617,8.618618618618619,0.3778,13.453453453453454,0.3584,7.62762762762762,0.3358,0.8408408408408315,0.3349,0.5705705705705577,0.3349,0.5705705705705577,0.3541,6.3363363363363385,0.3479,4.474474474474465,0.37,11.111111111111104,0.3615,8.558558558558548,0.3537,6.216216216216215,0.3928,17.957957957957944,0.4171,25.255255255255253,0.5013,50.540540540540526
MYXUSDT,2026-06-01 20:00,0.2948,6.464427591188166,0.9371727748691111,6.138613861386142,0.3086,4.681139755766614,0.3024,2.578018995929442,0.3003,1.8656716417910464,0.2985,1.2550881953866964,0.3033,2.883310719131617,0.3136,6.377204884667566,0.3021,2.4762550881953773,0.3085,4.647218453188598,0.3106,5.359565807326995,0.3282,11.329715061058339,0.3468,17.639077340569877,0.3362,14.04341926729986,0.3167,7.4287652645861515,0.2918,-1.0176390773405708,0.2963,0.5088195386702854,0.3008,2.0352781546811416,0.3019,2.408412483039347,0.3077,4.375848032564439,0.3122,5.902306648575295,0.3075,4.308005427408409,0.291,-1.2890094979647306
