symbol,combo,tf,ma_len,window,last_date,close,ma,px_vs_ma_pct,ma_slope_last3_pct,verdict,a_pct,b_pct,vertex_pos,r2
CRVUSDT,1w_MA20,1w,20,10,2026-06-22,0.1937,0.22471000000000002,-13.800008900360472,-2.8302090765605192,low_a,0.07426596277638978,-3.5887782751619226,2.684629181239319,0.986401825100357
CRVUSDT,1M_MA10,1M,10,10,2026-06-01,0.1937,0.33443,-42.0805549741351,-27.728313956001205,low_a,-0.4274589074880443,-3.1118272686804813,-0.404434881753649,0.9905337285553513
CRVUSDT,1M_MA20,1M,20,10,2026-06-01,0.1937,0.512155,-62.179418340150924,-1.1646307339006956,low_a,0.09487365333930659,-1.724961056883453,1.0100925436498946,0.9801034535063649
CRWVUSDT,1d_MA20,1d,20,10,2026-06-26,97.43,106.4505,-8.47389162098816,0.030539946249685812,low_r2,-0.011826942195622222,0.017310955212502137,0.08131600866231341,0.5549288951796922
CSCOUSDT,1d_MA20,1d,20,10,2026-06-26,119.23,120.44499999999998,-1.008759184690089,-0.13887449476631675,low_a,-0.015542736127611973,-0.0431912473689592,-0.15438168177205125,0.9527001030938866
CTKUSDT,1d_MA20,1d,20,10,2026-06-26,0.1067,0.12033,-11.327183578492484,-1.5463917525773363,low_a,0.03446838210361806,-1.4987224359391655,2.4156154849935945,0.9981153513299624
CTKUSDT,1w_MA10,1w,10,10,2026-06-22,0.1067,0.15356,-30.51575931232091,-7.2257129047849205,low_a,-0.2341981965457617,0.948386934352576,0.2249725394844893,0.8947642564961232
CTKUSDT,1w_MA20,1w,20,10,2026-06-22,0.1067,0.16672499999999998,-36.00239916029388,-5.813066689263636,low_a,-0.07541922983031835,-2.091152255984411,-1.540391297999773,0.9959612468830338
CTRUSDT,1d_MA20,1d,20,10,2026-06-26,0.01046,0.011964,-12.57104647275159,-3.0705663128898886,low_a,0.07189709822681575,-3.026044476825103,2.3382526721104444,0.9975599558549401
CTSIUSDT,1d_MA20,1d,20,10,2026-06-26,0.02184,0.023294000000000002,-6.241950716922828,-0.18425675965204613,low_a,0.07160912480603548,-1.3659601444888176,1.0597347041927145,0.9952648471359364
CTSIUSDT,1w_MA10,1w,10,10,2026-06-22,0.02184,0.028357,-22.981979758084425,-6.372370984250675,low_a,-0.524036695939273,5.170898638953712,0.5481908973829374,0.945138344458654
CTSIUSDT,1w_MA20,1w,20,10,2026-06-22,0.02184,0.027669500000000003,-21.06832432823146,-1.481191362090728,low_a,-0.07522488841084628,-0.20656868364503914,-0.15255639752634426,0.967138168559681
CTSIUSDT,1M_MA10,1M,10,10,2026-06-01,0.02184,0.035096,-37.77068611807615,-20.185572637132708,vertex_out,0.6577279779100464,-14.978304121770151,1.2651552537100885,0.9887489767883262
CUSDT,1d_MA20,1d,20,10,2026-06-26,0.08377,0.0927405,-9.672688846836074,-1.4976022432169667,low_a,-0.10049848700943947,0.9280504611863756,0.513026220483856,0.9277773197746053
CUSDT,1w_MA10,1w,10,10,2026-06-22,0.08377,0.085825,-2.3944072240023373,4.215996988573556,low_a,-0.1215958579503434,4.268021077954583,1.9500029532701555,0.9976696541415871
CUSDT,1w_MA20,1w,20,10,2026-06-22,0.08377,0.0739505,13.278476818953223,4.107245927948977,pass,0.20926463761406955,-1.3231832211996764,0.35127855233289185,0.9225900206271495
CVCUSDT,1d_MA20,1d,20,10,2026-06-26,0.02019,0.022057,-8.464433059799614,-1.2491045845272275,low_a,0.05849606725935392,-1.706099743457418,1.6203366058905637,0.9985126769262846
CVCUSDT,1w_MA10,1w,10,10,2026-06-22,0.02019,0.027478999999999996,-26.52571054259616,-6.03221283726022,low_a,-0.2780830979823419,1.5663104597613486,0.3129181471145899,0.9790153702573755
CVCUSDT,1w_MA20,1w,20,10,2026-06-22,0.02019,0.028958499999999998,-30.27953795949375,-4.381634775717758,low_a,-0.07874033780457729,-1.6253132087097877,-1.1467461377388946,0.9929176680004491
CVCUSDT,1M_MA10,1M,10,10,2026-06-01,0.02019,0.040361999999999995,-49.97770179872156,-25.114104419458993,vertex_out,0.34236088647567525,-13.774250481246868,2.2351739584639096,0.9941308321064943
CVXUSDT,1d_MA20,1d,20,10,2026-06-26,1.107,1.25955,-12.111468381564839,-0.7055577453685458,low_a,0.07257475810934948,-1.5900882253083424,1.217203295479839,0.9982772849801489
CVXUSDT,1w_MA10,1w,10,10,2026-06-22,1.107,1.5266000000000002,-27.485916415564006,-6.880566060753934,low_a,-0.15467105249164403,-0.5197576594186469,-0.18668926769485927,0.9882048979197863
CVXUSDT,1w_MA20,1w,20,10,2026-06-22,1.107,1.6808,-34.13850547358401,-3.6266162093976706,low_a,-0.1713429691269018,0.3328368097947526,0.10791766929048202,0.9861898228579473
CYBERUSDT,1d_MA20,1d,20,10,2026-06-26,0.3419,0.352685,-3.057969576250774,-0.4923398132212098,low_a,0.07179128983112301,-1.64749210062404,1.274908685146353,0.9961348200446878
CYBERUSDT,1w_MA10,1w,10,10,2026-06-22,0.3419,0.45128999999999975,-24.239402601431415,-6.2760898008348835,low_a,-0.22130128300296015,0.37438514481561974,0.09398578458173994,0.9948999951144898
CYBERUSDT,1w_MA20,1w,20,10,2026-06-22,0.3419,0.48938499999999985,-30.136804356488224,-3.7098614827640874,low_a,-0.07550777148107983,-1.8857208469757438,-1.3874369117446508,0.9891740540383485
CYBERUSDT,1M_MA10,1M,10,10,2026-06-01,0.3419,0.7029799999999999,-51.3641924379072,-28.166193210847933,vertex_out,0.2715343069747406,-10.918610677906452,2.2339331219842564,0.9722724782840236
CYBERUSDT,1M_MA20,1M,20,10,2026-06-01,0.3419,1.38145,-75.25064244091352,-17.117890044487382,vertex_out,1.3412497977563258,-24.321880979283122,1.007430243210861,0.9943706477269064
CYSUSDT,1d_MA20,1d,20,10,2026-06-26,0.31335,0.4174735,-24.941343582287256,-3.2463770131245573,low_a,-0.10742323384649195,0.10008211167070724,0.051758982819161,0.9995253749433866
CYSUSDT,1w_MA10,1w,10,10,2026-06-22,0.31335,0.442473,-29.182119586957846,0.4023144996596395,low_r2,0.02259597498187377,0.9975559575352267,-2.452639262659868,0.7155318571740954
DASHUSDT,1d_MA20,1d,20,10,2026-06-26,34.43,35.79299999999999,-3.808007152236448,0.6127898805340593,low_a,0.0511068149592833,-0.759091749202929,0.825169087101306,0.9495498859239495
DASHUSDT,1w_MA10,1w,10,10,2026-06-22,34.43,39.431,-12.682914458167428,-1.2991239048811165,low_a,-0.2552912708431674,4.268252520769649,0.928841551297815,0.9831942454854907
DASHUSDT,1w_MA20,1w,20,10,2026-06-22,34.43,36.482,-5.624691628748424,-1.5835334106666044,low_a,-0.22090449761127529,0.8865459345798623,0.22295857464963417,0.8770295993100657
DEEPUSDT,1d_MA20,1d,20,10,2026-06-26,0.0152,0.016594,-8.40062673255394,-0.9845456172802636,vertex_out,0.24225072786117885,-4.277633025912291,0.9809930451624156,0.9977507620578727
DEEPUSDT,1w_MA10,1w,10,10,2026-06-22,0.0152,0.026149,-41.87158208726911,-8.656163761483926,low_a,-0.5842197725603644,4.431464444577083,0.42140386324862605,0.9610656786858089
DEEPUSDT,1w_MA20,1w,20,10,2026-06-22,0.0152,0.027151,-44.01679496151155,-3.6207447374959845,low_a,-0.22171933768990415,-0.22209321100398124,-0.05564923588081432,0.9479087584002844
DEEPUSDT,1M_MA10,1M,10,10,2026-06-01,0.0152,0.04185400000000001,-63.683279973240325,-36.28558380270969,low_a,-0.036488852767700225,-11.948457603688546,-18.191944932632,0.9902769407515027
DEXEUSDT,1d_MA20,1d,20,10,2026-06-26,22.453,18.8973,18.815915501156244,1.588009826953174,pass,0.14795395763025265,-1.2821525210272173,0.48143825791151673,0.8666581962995592
DEXEUSDT,1w_MA10,1w,10,10,2026-06-22,22.453,15.825999999999999,41.87413117654493,8.012558012558003,low_a,-0.10127188576518686,9.003775114067903,4.939275345569595,0.993712564825045
DEXEUSDT,1w_MA20,1w,20,10,2026-06-22,22.453,11.1643,101.11426600861675,16.65142910878572,vertex_out,0.35981416017027146,5.151273313080552,-0.79536016756892,0.997989735194184
DIAUSDT,1d_MA20,1d,20,10,2026-06-26,0.1057,0.11986999999999999,-11.82113956786518,-1.6491631112569904,low_a,0.07816425510670108,-2.246395754387865,1.5966347272458046,0.9986430400172231
DIAUSDT,1w_MA10,1w,10,10,2026-06-22,0.1057,0.15952,-33.738716148445334,-7.89838337182448,low_a,-0.37076037884829255,2.208305889438419,0.3308974408361909,0.986655304476031
DIAUSDT,1w_MA20,1w,20,10,2026-06-22,0.1057,0.16981,-37.75396030858017,-5.35878500766338,low_a,-0.046469663222946794,-2.5363747301229536,-3.0322945650157314,0.994916162652913
DIAUSDT,1M_MA10,1M,10,10,2026-06-01,0.1057,0.27117,-61.020761883689204,-30.317358345111135,low_a,-0.48512644666490684,-2.23025934564396,-0.255404127793932,0.9897879134956542
DOGEUSDT,1d_MA20,1d,20,10,2026-06-26,0.07486,0.0834885,-10.334956311348265,-0.8061354212458682,low_a,0.04270568643951147,-1.1625736321338818,1.512384635215261,0.9984923277368561
DOGEUSDT,1w_MA10,1w,10,10,2026-06-22,0.07486,0.09633900000000001,-22.29522830836942,-2.6977073022927067,low_a,-0.24056703486319583,2.639157279884923,0.6094760612811085,0.9788849066557554
DOGEUSDT,1w_MA20,1w,20,10,2026-06-22,0.07486,0.0948115,-21.043333350912086,-2.2541701890760546,low_a,-0.019381174272386448,-1.3760514338345153,-3.944410220211191,0.9868599508773707
DOGEUSDT,1M_MA10,1M,10,10,2026-06-01,0.07486,0.125468,-40.3353843211018,-16.516068933395445,vertex_out,0.1242848810139178,-6.781280868202019,3.0312442103801427,0.9868263247768086
DOGEUSDT,1M_MA20,1M,20,10,2026-06-01,0.07486,0.1821325,-58.89805498744046,-2.68932391566844,low_a,-0.020035045425940687,-0.5549467817380969,-1.5388224038319125,0.8988640859354423
DOGSUSDT,1d_MA20,1d,20,10,2026-06-26,3.853e-05,4.1176e-05,-6.42607344083933,-0.30024213075059425,low_a,0.06739430105293769,-1.40016937170604,1.1542101646829306,0.9903863178147619
DOGSUSDT,1w_MA10,1w,10,10,2026-06-22,3.853e-05,4.5177e-05,-14.713239037563364,4.063299011816723,low_a,-0.33966034405892687,8.444228538025342,1.3811556629250998,0.9894596319700439
DOGSUSDT,1w_MA20,1w,20,10,2026-06-22,3.853e-05,3.6508500000000005e-05,5.537066710492056,2.7785988767366376,low_a,-0.029705770282169704,1.2068935604135826,2.2571251850501333,0.8705919972965362
DOGSUSDT,1M_MA10,1M,10,10,2026-06-01,3.853e-05,4.5702e-05,-15.6929674850116,-28.29259108168325,vertex_out,1.4375368371010908,-27.69611833048007,1.0703539560663258,0.9787016029560681
DOLOUSDT,1d_MA20,1d,20,10,2026-06-26,0.02283,0.024224000000000002,-5.754623513870549,0.25660127472892924,low_a,0.08897072404662545,-1.3234514848492962,0.826396359920556,0.9927647581411696
DOLOUSDT,1w_MA10,1w,10,10,2026-06-22,0.02283,0.028807,-20.74842920123581,-5.159017580825709,low_a,-0.1551184283379731,-0.10915385848092928,-0.03909337732411784,0.9790551831611956
DOLOUSDT,1w_MA20,1w,20,10,2026-06-22,0.02283,0.0311965,-26.818713637747827,-3.0773293565725335,low_a,-0.16536783750723474,-0.7860090977999159,-0.26406085220824704,0.9663469950681776
DOODUSDT,1d_MA20,1d,20,10,2026-06-26,0.001485,0.00152245,-2.459850898223259,-1.1428200383104326,vertex_out,0.12887207943958154,-2.79844129707135,1.2063820311155613,0.9992743267875841
DOODUSDT,1w_MA10,1w,10,10,2026-06-22,0.001485,0.002357,-36.996181586762845,-10.89520641161348,low_a,-0.4171423930083806,1.0995702878092086,0.14644217235047466,0.9943442278953445
DOODUSDT,1w_MA20,1w,20,10,2026-06-22,0.001485,0.0027234499999999997,-45.47357212359323,-8.4616160258134,low_a,0.004304261802018284,-4.642750959900616,59.92447038477607,0.9966331719078872
DOTUSDT,1d_MA20,1d,20,10,2026-06-26,0.838,0.9488999999999999,-11.687216777321098,-1.0738115095913492,low_a,0.04364821067762241,-1.2959704649932666,1.6495145631068158,0.999274791933061
DOTUSDT,1w_MA10,1w,10,10,2026-06-22,0.838,1.1277000000000001,-25.68945641571341,-5.702817961367989,low_a,-0.10737909895388432,-0.8759867481523422,-0.45321604415593264,0.9992429021415645
DOTUSDT,1w_MA20,1w,20,10,2026-06-22,0.838,1.2368999999999999,-32.24997978818013,-4.064220895059334,low_a,-0.02627333402168975,-2.500945407096509,-5.288305298088915,0.9913955394137863
DOTUSDT,1M_MA10,1M,10,10,2026-06-01,0.838,1.8466999999999998,-54.62175773000487,-22.60592598801392,vertex_out,0.27009720475848775,-11.556519745286558,2.377028948937934,0.9974691287287584
DOTUSDT,1M_MA20,1M,20,10,2026-06-01,0.838,3.40265,-75.372136423082,-8.555495834453108,vertex_out,0.27935893110943755,-7.818943536279628,1.5549377651554885,0.9991228652187186
DRAMUSDT,1d_MA20,1d,20,10,2026-06-26,74.16,70.38000000000001,5.370843989769791,2.887215846794833,low_a,0.02652634262450001,0.693785023771416,-1.453031538397836,0.9864480688016422
DRIFTUSDT,1d_MA20,1d,20,10,2026-06-26,0.01619,0.016783,-3.533337305606865,-0.783305252579003,ma_not_rising,0.18370970484825638,-2.472366264662986,0.7476669862575827,0.9205667874206153
DRIFTUSDT,1w_MA10,1w,10,10,2026-06-22,0.01619,0.026217,-38.246176145249265,-12.72636484687084,vertex_out,0.5213119408302754,-14.964999588572564,1.5948011179404118,0.9951776377289966
DRIFTUSDT,1w_MA20,1w,20,10,2026-06-22,0.01619,0.047468500000000004,-65.89317126094147,-14.192877801879966,vertex_out,0.16852498401933166,-10.387310800996906,3.4242567986916956,0.9965798433880698
DRIFTUSDT,1M_MA10,1M,10,10,2026-06-01,0.01619,0.196327,-91.75355401956939,-35.26543128462147,vertex_out,0.43571438915566946,-16.604620772144678,2.1171642588471817,0.9962151454075844
DYDXUSDT,1d_MA20,1d,20,10,2026-06-26,0.1427,0.12822499999999998,11.288750243712231,0.5370864042653078,vertex_out,0.21294995338757583,-3.32682171347666,0.8679195538028434,0.9957801664396463
DYDXUSDT,1w_MA10,1w,10,10,2026-06-22,0.1427,0.14782000000000017,-3.4636720335544435,2.659906937981771,low_a,-0.26674331338680385,6.74452248174162,1.4047051027170256,0.9861117358587371
DYDXUSDT,1w_MA20,1w,20,10,2026-06-22,0.1427,0.12211500000000008,16.857060967121072,0.9799057305879266,low_a,0.051401530260725255,-1.4322623925735225,1.5480109739368784,0.9357730960004857
DYDXUSDT,1M_MA10,1M,10,10,2026-06-01,0.1427,0.20995,-32.031436056203866,-28.317798490901012,vertex_out,0.8353270756114571,-20.25754718903354,1.3472797915185946,0.9941528281741023
DYDXUSDT,1M_MA20,1M,20,10,2026-06-01,0.1427,0.527865,-72.96657289269038,-13.790512897983842,vertex_out,1.0050436089514083,-18.74797582211947,1.036327382278123,0.9957813996686868
DYMUSDT,1d_MA20,1d,20,10,2026-06-26,0.01582,0.016863,-6.185139061851386,0.2467080819189782,low_a,0.07034204051078012,-0.9977878118760793,0.7880444725916435,0.9830420029171504
DYMUSDT,1w_MA10,1w,10,10,2026-06-22,0.01582,0.019694,-19.67096577637859,0.38739932714850767,vertex_out,0.5432412001177388,-8.801341016430696,0.9000852470242139,0.9966597784712664
DYMUSDT,1w_MA20,1w,20,10,2026-06-22,0.01582,0.0249735,-36.65285202314453,-9.568728273464666,vertex_out,0.21269468275609063,-8.54926932317253,2.233057266351984,0.997702133571181
DYMUSDT,1M_MA10,1M,10,10,2026-06-01,0.01582,0.058224,-72.82907392140699,-42.114053925077556,vertex_out,2.441868452230779,-41.86788338362537,0.9525466120779765,0.972584368080504
EDGEUSDT,1d_MA20,1d,20,10,2026-06-26,0.3128,0.384575,-18.663459663264636,-4.034984840734134,vertex_out,0.6963288459735498,-11.070593242584126,0.8832507248230566,0.9881265367489549
EGLDUSDT,1d_MA20,1d,20,10,2026-06-26,2.527,2.84035,-11.032091115531529,-1.2653167637090457,low_a,0.043435480877782845,-1.4040842622198508,1.795874701005909,0.9983026483063075
EGLDUSDT,1w_MA10,1w,10,10,2026-06-22,2.527,3.5810000000000004,-29.433119240435634,-6.224631419069326,low_a,-0.2176451875214756,0.7147155945652401,0.18243648009158572,0.9892224576308516
EGLDUSDT,1w_MA20,1w,20,10,2026-06-22,2.527,3.84405,-34.26204133661113,-4.851425106124918,low_a,-0.012858914853361629,-2.7165817788295565,-11.736698753823768,0.9960639521672173
EGLDUSDT,1M_MA10,1M,10,10,2026-06-01,2.527,5.7865,-56.329387367147675,-27.83293008405877,vertex_out,0.7263154920224526,-18.664559421852598,1.4276440187078447,0.9954877708147082
EGLDUSDT,1M_MA20,1M,20,10,2026-06-01,2.527,13.811249999999998,-81.70332156756267,-13.935728707096395,vertex_out,0.47366406555001084,-12.12897402178661,1.4225944907110775,0.9974980145460122
EIGENUSDT,1d_MA20,1d,20,10,2026-06-26,0.2201,0.21490499999999998,2.417347199925546,2.79338961566975,low_a,0.05647473920772152,0.7184841821426946,-0.7067901234568051,0.990748152357273
EIGENUSDT,1w_MA10,1w,10,10,2026-06-22,0.2201,0.20670000000000002,6.482825350749866,8.686507519192354,vertex_out,0.2480280993303316,-0.522233778970427,0.11697460005101629,0.9583263714028047
EIGENUSDT,1w_MA20,1w,20,10,2026-06-22,0.2201,0.19287500000000002,14.115359688917684,0.8865990166335491,vertex_out,0.3329646782089776,-6.5653338608855,1.0954338220232276,0.988493162167741
EIGENUSDT,1M_MA10,1M,10,10,2026-06-01,0.2201,0.45074999999999993,-51.17027176927343,-29.91961939706774,vertex_out,0.9066884579048893,-21.041078811254852,1.2892508034662917,0.9827835911899087
ELSAUSDT,1d_MA20,1d,20,10,2026-06-26,0.04191,0.044884,-6.625969164958557,-0.6793388063995098,vertex_out,0.11186073709333812,-2.4497388968298197,1.2166610815899912,0.9933335246201406
ELSAUSDT,1w_MA10,1w,10,10,2026-06-22,0.04191,0.06033700000000001,-30.540132920098785,-7.066615325375414,low_a,-0.2597144742055701,0.9898762739159831,0.21174455715986543,0.9962939621687936
ENAUSDT,1d_MA20,1d,20,10,2026-06-26,0.08012,0.0852,-5.96244131455399,-1.2597494408195908,low_a,-0.08146073876193768,0.3397362376612405,0.23169732698819334,0.9543724999413988
ENAUSDT,1w_MA10,1w,10,10,2026-06-22,0.08012,0.09738899999999999,-17.73198205136103,-3.611512500247449,low_r2,-0.16119611909426965,1.3544289921404677,0.4667981806367805,0.6885268182244016
ENAUSDT,1w_MA20,1w,20,10,2026-06-22,0.08012,0.0988445,-18.943390881637324,-4.316870595523881,vertex_out,0.17903146142850776,-6.050131727982475,1.8774266078735056,0.9904873186568764
ENAUSDT,1M_MA10,1M,10,10,2026-06-01,0.08012,0.20128399999999996,-60.1955446036446,-34.08304951532618,low_a,0.02757651126405696,-8.589318607250222,17.30401509096677,0.9687715108293335
ENJUSDT,1d_MA20,1d,20,10,2026-06-26,0.03056,0.0316955,-3.582527488129228,0.09632085899258236,low_a,0.03582591630160524,-0.7680824134968894,1.191071983617616,0.9827030211007899
ENJUSDT,1w_MA10,1w,10,10,2026-06-22,0.03056,0.040753,-25.011655583638003,-7.478375371761981,low_a,-0.7613291040173521,10.579085620886914,0.7719749262662715,0.9845646690216191
ENJUSDT,1w_MA20,1w,20,10,2026-06-22,0.03056,0.0330705,-7.591357856700087,2.6731243887673006,low_a,-0.18368813978902787,3.1659484463426626,0.9575252109299256,0.9724047107510325
ENJUSDT,1M_MA10,1M,10,10,2026-06-01,0.03056,0.035282,-13.383595034295103,-15.887092929003954,vertex_out,1.382879755040849,-23.65074253721077,0.9501405571718284,0.9912055884852451
ENJUSDT,1M_MA20,1M,20,10,2026-06-01,0.03056,0.080124,-61.859118366531874,-12.880760678695879,vertex_out,0.9906720761151215,-18.193160092615177,1.0202479111149854,0.9958212150778631
ENSOUSDT,1d_MA20,1d,20,10,2026-06-26,0.6086,0.61972,-1.7943587426579755,0.8150184639911684,low_a,0.09712338201274962,-1.247494262958542,0.7135793193644374,0.9939365861254987
ENSOUSDT,1w_MA10,1w,10,10,2026-06-22,0.6086,0.7640499999999999,-20.345527125188124,-5.572583236522732,vertex_out,0.25214822911051865,-6.58720301155247,1.451351548868601,0.9919564052094773
ENSOUSDT,1w_MA20,1w,20,10,2026-06-22,0.6086,0.9549749999999999,-36.270582999554954,-6.434166629925208,low_a,-0.3589037411801413,2.6603145225566425,0.41179635176598867,0.9656154654109173
ENSUSDT,1d_MA20,1d,20,10,2026-06-26,4.11,4.8073,-14.50502360992656,-0.884499608263567,low_a,0.020940984630919583,-1.0198145166961072,2.70552521943113,0.9917128882279856
ENSUSDT,1w_MA10,1w,10,10,2026-06-22,4.11,5.6631,-27.42490861895428,-4.292643355697889,low_a,-0.24636937758089286,1.972594454286174,0.4448141318118728,0.9351086187960538
ENSUSDT,1w_MA20,1w,20,10,2026-06-22,4.11,5.78665,-28.974449811203364,-3.2397498495084,low_a,0.035063377577787484,-3.1404378195960696,4.975811795891065,0.9904801304860977
ENSUSDT,1M_MA10,1M,10,10,2026-06-01,4.11,9.0337,-54.5036917320699,-30.2734661428384,low_a,-0.039149812166392184,-8.787873245041371,-12.470434805794044,0.9908599354696939
ENSUSDT,1M_MA20,1M,20,10,2026-06-01,4.11,17.1175,-75.98948444574266,-6.873945922419889,low_a,-0.09443313928781971,-2.7756496216172897,-1.632930536032764,0.9835906420671298
EPICUSDT,1d_MA20,1d,20,10,2026-06-26,0.4143,0.50959,-18.699346533487706,-3.660991955837467,low_a,-0.32318797965125684,3.0706247293306075,0.5278360380997725,0.9874508444167652
EPICUSDT,1w_MA10,1w,10,10,2026-06-22,0.4143,0.38308,8.149733737078435,7.900740782469073,vertex_out,0.5328089180055214,-0.43958472718613484,0.045835144471643344,0.9417618976651355
EPICUSDT,1w_MA20,1w,20,10,2026-06-22,0.4143,0.324075,27.8407775977783,1.6418893488897357,pass,0.5010193837007488,-7.466394874730686,0.8279115115246108,0.9337466719376031
ERAUSDT,1d_MA20,1d,20,10,2026-06-26,0.0815,0.09384,-13.15004262574595,-1.7947778766155609,low_a,0.05931317863110101,-1.8702963425604815,1.7518088688301754,0.9992565891986851
ERAUSDT,1w_MA10,1w,10,10,2026-06-22,0.0815,0.11782999999999999,-30.832555376389703,-6.491548289818283,low_a,-0.1723825429957575,0.33798291860172847,0.10892534989270494,0.9757949041777513
ERAUSDT,1w_MA20,1w,20,10,2026-06-22,0.0815,0.12662,-35.63418101405781,-5.535660996717384,low_a,-0.07725596771198774,-2.2076931160363973,-1.587574671445688,0.9957250126565597
ESPORTSUSDT,1d_MA20,1d,20,10,2026-06-26,0.02885,0.0786655,-63.32572728832842,-2.1244696602092716,low_a,-0.04580913802232558,-0.4965916859306219,-0.6022472412098246,0.9583224976979889
ESPORTSUSDT,1w_MA10,1w,10,10,2026-06-22,0.02885,0.26569600000000004,-89.14172588221125,-23.047559467435896,low_a,-1.4900866109693935,11.215429473637641,0.4181497978810369,0.886572462250649
ESPORTSUSDT,1w_MA20,1w,20,10,2026-06-22,0.02885,0.31109200000000004,-90.72621603898526,-11.445362148252404,low_a,-0.6269466919026127,3.261502565835512,0.2890111541078325,0.9416425213165581
ESPUSDT,1d_MA20,1d,20,10,2026-06-26,0.06669,0.06588469999999999,1.2222868131751552,-0.05241261088380078,low_a,-0.010688929759869977,-0.08024307007326797,-0.4170621790537432,0.8807828639869493
ESPUSDT,1w_MA10,1w,10,10,2026-06-22,0.06669,0.0675981,-1.3433809530149499,-1.6457342730600844,vertex_out,0.3500191720807816,-6.306965971630175,1.0010508748447418,0.9791810938848066
ETCUSDT,1d_MA20,1d,20,10,2026-06-26,7.023,7.192750000000001,-2.3600152931771756,0.32359074139938215,low_a,0.045947574869706145,-0.7449002762882857,0.9006644812056693,0.987023378660693
ETCUSDT,1w_MA10,1w,10,10,2026-06-22,7.023,8.1548,-13.878942463334475,-2.438207355298727,low_a,-0.21419910844275142,1.7910781171825558,0.46454133524122326,0.9158450864055548
ETCUSDT,1w_MA20,1w,20,10,2026-06-22,7.023,8.23685,-14.736822935952464,-2.214083470353234,low_a,0.016608117662405445,-2.167366540945452,7.250024037781762,0.9907728640864853
ETCUSDT,1M_MA10,1M,10,10,2026-06-01,7.023,10.9592,-35.91685524490838,-19.197221833088797,low_a,-0.07007607181823301,-5.335179013365536,-4.229672502829183,0.9936923693991272
ETCUSDT,1M_MA20,1M,20,10,2026-06-01,7.023,16.0881,-56.34661644320958,-6.63172922905495,vertex_out,0.13479546840933662,-5.045660636632636,2.0795541802761988,0.9980935159885105
ETHFIUSDT,1d_MA20,1d,20,10,2026-06-26,0.3802,0.33499,13.49592525150003,2.838109564229696,pass,0.12861050248502068,-1.1572362521374093,0.4998884356587498,0.8660203343688047
ETHFIUSDT,1w_MA10,1w,10,10,2026-06-22,0.3802,0.37858,0.4279148396640009,-3.7769418462789695,low_a,-0.028375570559515968,-2.6391712057008077,-5.167142709303634,0.9769513392302315
ETHFIUSDT,1w_MA20,1w,20,10,2026-06-22,0.3802,0.429115,-11.39904221479091,-2.5723983698304975,vertex_out,0.13006411412730653,-4.3429847313807075,1.8550614913271852,0.9913070430353755
ETHFIUSDT,1M_MA10,1M,10,10,2026-06-01,0.3802,0.6538299999999999,-41.85032806692871,-17.360145605298428,low_a,-0.0026185205197781333,-5.283679563707798,-112.10061228169924,0.9431666496582156
ETHUSDT,1d_MA20,1d,20,10,2026-06-26,1573.89,1687.1145000000001,-6.71113312107744,-0.03081235895565637,low_a,0.06251937856894753,-1.1034160658775283,0.9805102666071418,0.9977637571923692
ETHUSDT,1w_MA10,1w,10,10,2026-06-22,1573.89,1999.06,-21.268496193210808,-5.543427928821865,low_a,-0.3297699420923774,2.4602284383025776,0.41446881670370356,0.9955240475326806
ETHUSDT,1w_MA20,1w,20,10,2026-06-22,1573.89,2028.2224999999999,-22.400525583361773,-2.5876518899188294,low_a,-0.018672026982087402,-2.028818357716044,-6.036416458285572,0.9868924621011778
ETHUSDT,1M_MA10,1M,10,10,2026-06-01,1573.89,2630.5080000000003,-40.167830700381835,-14.625662010174134,low_r2,-0.5285929168517376,4.094132357438998,0.43029671867377045,0.8098580939486227
ETHUSDT,1M_MA20,1M,20,10,2026-06-01,1573.89,2779.7259999999997,-43.37967123378347,-2.69472905249456,low_a,-0.05731233926281551,-0.7711004482547873,-0.747464059972975,0.9530751515927253
ETHWUSDT,1d_MA20,1d,20,10,2026-06-26,0.2325,0.23419500000000001,-0.7237558444885717,0.4632906505372958,low_a,0.0668739672462327,-1.3167901865381975,1.093923590533719,0.9752479172103216
ETHWUSDT,1w_MA10,1w,10,10,2026-06-22,0.2325,0.27195,-14.506343077771655,-2.1445791803101577,low_a,-0.059600550327898134,-0.0026166095266018266,-0.0024390243902543208,0.9295979629824224
ETHWUSDT,1w_MA20,1w,20,10,2026-06-22,0.2325,0.28048,-17.106389047347403,-4.507694402832641,low_a,0.07144260851030462,-4.3200072657571615,3.3593454754463346,0.9927481439412136
ETHWUSDT,1M_MA10,1M,10,10,2026-06-01,0.2325,0.5142199999999999,-54.78588930807824,-34.49426751592357,vertex_out,0.43409468052274713,-16.31049710813068,2.0874218664423356,0.994268631674121
ETNUSDT,1d_MA20,1d,20,10,2026-06-26,414.04,407.95899999999995,1.4905909662490835,0.5329025755520078,low_a,-0.010508810755855013,0.22864062912229138,1.2087245139878016,0.9173460479252947
EULUSDT,1d_MA20,1d,20,10,2026-06-26,1.026,0.9789,4.811523138216378,1.3354037267080843,pass,0.15924941121214087,-2.1374601215407805,0.7456717335793219,0.977720662757966
EULUSDT,1w_MA10,1w,10,10,2026-06-22,1.026,1.2019,-14.635160995091102,-0.7350512058143521,low_a,-0.27725769069615697,4.68631756770257,0.9390216564589051,0.9904132902243195
