symbol,ts_kst,close,body_pct,wick,entry_close_to_ma10_pct,t+1_close,t+1_pct,t+2_close,t+2_pct,t+3_close,t+3_pct,t+4_close,t+4_pct,t+5_close,t+5_pct,t+6_close,t+6_pct,t+7_close,t+7_pct,t+8_close,t+8_pct,t+9_close,t+9_pct,t+10_close,t+10_pct,t+11_close,t+11_pct,t+12_close,t+12_pct,t+13_close,t+13_pct,t+14_close,t+14_pct,t+15_close,t+15_pct,t+16_close,t+16_pct,t+17_close,t+17_pct,t+18_close,t+18_pct,t+19_close,t+19_pct,t+20_close,t+20_pct,close_now,change_now_pct,new_t+1_pct,new_t+2_pct,new_t+3_pct,new_t+4_pct,new_t+5_pct,new_t+6_pct,new_t+7_pct,new_t+8_pct,new_t+9_pct,new_t+10_pct,new_t+11_pct,new_t+12_pct,change_now_vs_t8_pct
PARTIUSDT,2026-06-04 01:00,0.05,6.609808102345428,0.9967845659164,3.734439834024903,0.05131,2.619999999999997,0.05298,5.959999999999993,0.05649,12.979999999999992,0.05553,11.06,0.05462,9.239999999999998,0.05273,5.459999999999993,0.05328,6.559999999999996,0.05269,5.379999999999996,0.05094,1.8799999999999928,,,,,,,,,,,,,,,,,,,,,,,0.05094,1.8799999999999928,-3.321313342190172,,,,,,,,,,,,-3.321313342190172
OPNUSDT,2026-06-04 00:00,0.1646,17.823908375089484,0.9325842696629216,29.311022075575465,0.2071,25.82017010935602,0.2439,48.17739975698664,0.2474,50.3037667071689,0.2527,53.52369380315917,0.2403,45.99027946537061,0.2626,59.53827460510328,0.2319,40.88699878493317,0.2278,38.39611178614824,0.2067,25.5771567436209,0.2024,22.96476306196841,,,,,,,,,,,,,,,,,,,,,0.2024,22.96476306196841,-9.262510974539072,-11.150131694468834,,,,,,,,,,,-11.150131694468834
OPNUSDT,2026-06-03 23:00,0.1397,8.04331013147718,0.920353982300884,13.697403760071603,0.1646,17.823908375089484,0.2071,48.24624194702936,0.2439,74.58840372226202,0.2474,77.09377236936294,0.2527,80.88761632068719,0.2403,72.01145311381534,0.2626,87.97423049391556,0.2319,65.99856836077309,0.2278,63.06370794559773,0.2067,47.95991410164639,0.2024,44.88188976377954,,,,,,,,,,,,,,,,,,,0.2024,44.88188976377954,-1.7680034497628254,-10.866752910737388,-12.721000431220354,,,,,,,,,,-12.721000431220354
OPNUSDT,2026-06-03 22:00,0.1293,7.750000000000003,0.9489795918367346,7.160616608652419,0.1397,8.04331013147718,0.1646,27.300850734725447,0.2071,60.17014694508895,0.2439,88.63109048723898,0.2474,91.33797370456304,0.2527,95.4369682907966,0.2403,85.84686774941997,0.2626,103.09358081979892,0.2319,79.35034802784222,0.2278,76.17942768754834,0.2067,59.86078886310905,0.2024,56.53518948182521,,,,,,,,,,,,,,,,,0.2024,56.53518948182521,-11.690784463061693,-13.252094440213252,-21.28712871287129,-22.924600152322927,,,,,,,,,-22.924600152322927
VELVETUSDT,2026-06-03 22:00,0.10422,6.054747125267118,0.9519999999999986,6.101173811681104,0.10271,-1.4488581846094777,0.10172,-2.398771828823631,0.10491,0.6620610247553349,0.10422,0.0,0.10479,0.5469199769717915,0.10529,1.0266743427365204,0.10432,0.0959508731529484,0.10669,2.3699865668777584,0.1075,3.147188639416624,0.1086,4.202648244099031,0.10762,3.262329687200153,0.10465,0.4125887545576796,,,,,,,,,,,,,,,,,0.10465,0.4125887545576796,0.7592089230480882,1.7902333864467233,0.8716843190552069,-1.912081732121086,,,,,,,,,-1.912081732121086
MAGMAUSDT,2026-06-03 21:00,0.39169,7.915472779369622,0.9563914780292933,19.44827333829395,0.39081,-0.2246674666190078,0.38319,-2.170083484388166,0.4114,5.032040644387145,0.42057,7.373177768132967,0.43063,9.941535397891196,0.44973,14.817840639281076,0.43765,11.733769052056472,0.43583,11.26911588245807,0.43993,12.315862033751182,0.43484,11.016364982511687,0.44,12.333733309504971,0.4381,11.848655824759378,0.44613,13.898746457657854,,,,,,,,,,,,,,,0.44613,13.898746457657854,0.9407337723424255,-0.22715278893146199,0.9567950806507141,0.5208452837115376,2.3633067939334214,,,,,,,,2.3633067939334214
MAGMAUSDT,2026-06-03 19:00,0.36533,5.855934167825686,0.9683756588404412,18.253883477861194,0.36296,-0.6487285467933056,0.39169,7.215394301042892,0.39081,6.974516190841158,0.38319,4.888730736594309,0.4114,12.610516519311307,0.42057,15.120575917663489,0.43063,17.874250677469693,0.44973,23.10240056934827,0.43765,19.79580105657898,0.43583,19.29762132866176,0.43993,20.419894342101664,0.43484,19.02663345468481,0.44,20.439055100867712,0.4381,19.918977362932143,0.44613,22.116990118522992,,,,,,,,,,,0.44613,22.116990118522992,-2.686056078091307,-3.090743334889828,-2.1790852289151337,-3.3108754141373744,-2.1635203344228793,-2.585996042069693,-0.800480288172902,,,,,,-0.800480288172902
HAEDALUSDT,2026-06-03 19:00,0.02862,6.512839598064748,0.9358288770053464,6.830907054871228,0.02838,-0.838574423480086,0.02896,1.1879804332634525,0.02868,0.2096436058700245,0.02888,0.908455625436757,0.02813,-1.7120894479385074,0.02888,0.908455625436757,0.02942,2.7952480782669533,0.02989,4.437456324248778,0.0291,1.677148846960172,0.0286,-0.0698812019566708,0.02907,1.5723270440251538,0.02898,1.257861635220123,0.02852,-0.3494060097833661,0.02811,-1.7819706498951784,0.02712,-5.241090146750529,,,,,,,,,,,0.02712,-5.241090146750529,-2.6430244228839044,-4.315824690531949,-2.7433924389427946,-3.0444964871194418,-4.583472733355636,-5.955168952827034,-9.267313482770163,,,,,,-9.267313482770163
BRUSDT,2026-06-03 18:00,0.12395,6.294485893148099,1.0,10.570918822479928,0.12463,0.5486083098023397,0.12541,1.1778943122226615,0.12735,2.743041549011687,0.12711,2.549415086728517,0.12918,4.219443323920923,0.12563,1.3553852359822405,0.12808,3.331988705123029,0.12979,4.711577248890668,0.12991,4.808390480032266,0.12701,2.468737394110534,0.12825,3.469140782573617,0.13097,5.663574021782976,0.12741,2.7914481645824853,0.11973,-3.4045986284792265,0.11299,-8.842275110931837,0.10972,-11.480435659540142,,,,,,,,,0.10972,-11.480435659540142,0.09245704599738733,-2.1419215656059616,-1.186532090299704,0.9091609523075849,-1.8337314122813724,-7.7509823561137114,-12.943986439633251,-15.463440943061862,,,,,-15.463440943061862
MAGMAUSDT,2026-06-03 16:00,0.33756,12.482505831389554,0.926539698243879,17.416666376800517,0.33754,-0.0059248726152446,0.34512,2.2396018485602425,0.36533,8.226685626259023,0.36296,7.524588221353234,0.39169,16.035667733143725,0.39081,15.77497333807322,0.38319,13.517596871667244,0.4114,21.87462969546153,0.42057,24.59118378954852,0.43063,27.571394715013614,0.44973,33.22964806256665,0.43765,29.651025002962424,0.43583,29.111861594975696,0.43993,30.326460481099645,0.43484,28.81858040052138,0.44,30.347197535252985,0.4381,29.78433463680529,0.44613,32.16317099182368,,,,,0.44613,32.16317099182368,2.228974234321831,4.674282936315028,9.316966456003897,6.380651434127368,5.9382596013612075,6.9348565872630035,5.697617890131263,6.9518716577540145,6.490034030140983,8.441905687895003,,,8.441905687895003
