eval_date,next_date,bucket,Symbol,Name,today_ret_pct,next_ret_pct
2026-05-14,2026-05-15,B,031820,아이티센씨티에스,-4.438964241676942,2.7096774193548385
2026-05-14,2026-05-15,A,004770,써니전자,-0.3470213996529786,-2.4956471271038887
2026-05-14,2026-05-15,B,100840,SNT에너지,-3.80859375,-6.395939086294416
2026-05-14,2026-05-15,A,005690,파미셀,-0.054945054945054944,-5.8273776800439805
2026-05-14,2026-05-15,A,090080,평화산업,-0.3067484662576687,-1.641025641025641
2026-05-14,2026-05-15,B,010660,화천기계,-6.777893639207508,-3.131991051454139
2026-05-14,2026-05-15,B,395400,SK리츠,-0.8576329331046313,0.17301038062283738
2026-05-14,2026-05-15,A,030720,동원수산,-1.0819165378670788,-2.5
2026-05-14,2026-05-15,A,000215,DL우,-0.18726591760299627,-1.6885553470919326
2026-05-14,2026-05-15,B,007120,미래아이앤지,-8.056872037914692,-0.19329896907216496
2026-05-14,2026-05-15,B,003010,혜인,0.0,-3.8580246913580245
2026-05-14,2026-05-15,B,023350,한국종합기술,0.0,0.0
2026-05-14,2026-05-15,A,001515,SK증권우,-4.138702460850112,-0.2333722287047841
2026-05-14,2026-05-15,B,005870,휴니드,0.0,-9.878048780487806
2026-05-14,2026-05-15,A,404990,신한서부티엔디리츠,-0.6345177664974619,-0.38314176245210724
2026-05-14,2026-05-15,B,011690,와이투솔루션,-9.58904109589041,-10.881542699724518
2026-05-14,2026-05-15,A,010140,삼성중공업,-2.898550724637681,-2.8192371475953566
2026-05-14,2026-05-15,B,004360,세방,-0.06747638326585695,-1.0803511141120865
2026-05-14,2026-05-15,B,016710,대성홀딩스,-3.8946162657502863,-2.3837902264600714
2026-05-14,2026-05-15,B,009770,삼정펄프,-0.6734006734006733,-0.1694915254237288
2026-05-14,2026-05-15,B,017860,DS단석,-2.315270935960591,-4.841149773071105
2026-05-14,2026-05-15,B,064350,현대로템,-1.1627906976744187,-5.176470588235294
2026-05-14,2026-05-15,B,267250,HD현대,-6.532663316582915,-3.405017921146954
2026-05-14,2026-05-15,A,006660,삼성공조,-2.3556231003039514,-3.813229571984436
2026-05-14,2026-05-15,B,072130,유엔젤,-3.3502538071065993,0.5252100840336135
2026-05-14,2026-05-15,A,013580,계룡건설,-1.9267822736030826,-2.9469548133595285
2026-05-14,2026-05-15,B,006125,SK디스커버리우,-0.9768009768009768,-0.4932182490752158
2026-05-14,2026-05-15,A,003480,한진중공업홀딩스,-0.3546099290780142,6.761565836298933
2026-05-14,2026-05-15,A,025860,남해화학,-1.639344262295082,-7.666666666666666
2026-05-14,2026-05-15,A,096770,SK이노베이션,-2.313030069390902,-2.525651144435675
2026-05-14,2026-05-15,B,010950,S-Oil,-0.26019080659150046,-2.5217391304347827
2026-05-15,2026-05-18,B,011500,한농화성,-8.056206088992974,0.45848191543555783
2026-05-15,2026-05-18,A,004690,삼천리,-0.21929824561403508,-3.296703296703297
2026-05-15,2026-05-18,A,008260,NI스틸,-1.4725568942436411,-1.4945652173913044
2026-05-15,2026-05-18,B,004700,조광피혁,-0.7949125596184419,-0.4807692307692308
2026-05-15,2026-05-18,B,180640,한진칼,-3.168155970755483,-6.543624161073826
2026-05-15,2026-05-18,A,015230,대창단조,-3.5919540229885056,-1.0432190760059614
2026-05-15,2026-05-18,B,443060,HD현대마린솔루션,-2.9279279279279278,2.5522041763341066
2026-05-15,2026-05-18,B,007810,코리아써키트,-7.142857142857142,-9.340659340659341
2026-05-15,2026-05-18,B,011170,롯데케미칼,-5.567685589519651,-2.7745664739884393
2026-05-15,2026-05-18,B,00680K,미래에셋증권2우B,-4.593639575971731,0.21164021164021166
2026-05-15,2026-05-18,A,079900,전진건설로봇,-7.064364207221351,-4.5608108108108105
2026-05-15,2026-05-18,B,009900,명신산업,-4.641350210970464,-2.743362831858407
2026-05-15,2026-05-18,A,055550,신한지주,-1.756198347107438,-2.1030494216614093
2026-05-15,2026-05-18,B,024070,WISCOM,-5.909090909090909,0.24154589371980675
2026-05-15,2026-05-18,B,417310,코람코더원리츠,-0.9891196834817012,-0.5994005994005994
2026-05-15,2026-05-18,B,139990,아주스틸,-4.617604617604617,-5.446293494704992
2026-05-15,2026-05-18,A,900140,엘브이엠씨홀딩스,-1.3674197384066586,-1.8685955394816152
2026-05-15,2026-05-18,B,002780,진흥기업,-3.9830508474576267,-1.412180052956752
2026-05-15,2026-05-18,A,012630,HDC,-0.6172839506172839,-4.761904761904762
2026-05-15,2026-05-18,B,006800,미래에셋증권,-3.319502074688797,0.8583690987124464
2026-05-15,2026-05-18,A,00279K,아모레퍼시픽홀딩스3우C,-1.3043478260869565,-1.9823788546255507
2026-05-15,2026-05-18,B,267270,HD건설기계,-5.526468877254217,0.3694581280788177
2026-05-15,2026-05-18,B,009835,한화솔루션우,-12.56931608133087,3.8054968287526427
2026-05-15,2026-05-18,B,009420,한올바이오파마,-0.3225806451612903,-10.571736785329017
2026-05-15,2026-05-18,B,003070,코오롱글로벌,-4.45859872611465,-4.095238095238096
2026-05-15,2026-05-18,B,023810,인팩,0.0,-14.196762141967623
2026-05-15,2026-05-18,A,004770,써니전자,-2.4956471271038887,4.761904761904762
2026-05-15,2026-05-18,B,030210,다올투자증권,-5.771495877502945,-0.125
2026-05-15,2026-05-18,B,011700,한신기계,-4.779411764705882,-0.1287001287001287
2026-05-15,2026-05-18,A,047050,포스코인터내셔널,-3.6193029490616624,-0.8344923504867872
2026-05-15,2026-05-18,A,003120,일성아이에스,0.0,-2.663438256658596
2026-05-15,2026-05-18,A,084010,대한제강,-2.3008849557522124,-3.532608695652174
2026-05-15,2026-05-18,B,047400,유니온머티리얼,-11.031439602868174,-0.18598884066955984
2026-05-15,2026-05-18,B,027410,BGF,0.0,-1.9095477386934674
2026-05-15,2026-05-18,A,004060,SG세계물산,-5.0649350649350655,-4.377564979480164
2026-05-15,2026-05-18,B,097950,CJ제일제당,-0.8676789587852495,-3.063457330415755
2026-05-15,2026-05-18,B,001260,남광토건,-3.707865168539326,-1.7502917152858808
2026-05-15,2026-05-18,A,294870,IPARK현대산업개발,-2.345415778251599,-3.711790393013101
2026-05-15,2026-05-18,A,030720,동원수산,-2.5,-0.3205128205128205
2026-05-15,2026-05-18,B,000320,노루홀딩스,-2.549019607843137,-0.8551307847082495
2026-05-15,2026-05-18,B,005720,넥센,-2.244039270687237,-0.7173601147776184
2026-05-15,2026-05-18,B,001360,삼성제약,-3.7895927601809953,-0.6466784244562023
2026-05-15,2026-05-18,B,161000,애경케미칼,-8.390177353342429,-0.967982129560685
2026-05-15,2026-05-18,A,000215,DL우,-1.6885553470919326,-3.2442748091603053
2026-05-15,2026-05-18,A,031440,신세계푸드,-10.052910052910052,0.0
2026-05-15,2026-05-18,A,007120,미래아이앤지,-0.19329896907216496,-3.1633311814073597
2026-05-15,2026-05-18,B,001550,조비,-2.888888888888889,-2.593440122044241
2026-05-15,2026-05-18,B,037710,광주신세계,-1.171875,0.6587615283267457
2026-05-15,2026-05-18,A,003010,혜인,-3.8580246913580245,-2.247191011235955
2026-05-15,2026-05-18,A,010400,우진아이엔에스,-10.565110565110565,0.6868131868131868
2026-05-15,2026-05-18,B,336370,솔루스첨단소재,-7.877280265339967,0.18001800180018002
2026-05-15,2026-05-18,B,002700,신일전자,-0.6369426751592357,-0.2136752136752137
2026-05-15,2026-05-18,B,005960,동부건설,-4.21179302045728,-5.653266331658291
2026-05-15,2026-05-18,A,034590,인천도시가스,-1.3157894736842104,0.19047619047619047
2026-05-15,2026-05-18,B,123700,SJM,-0.6684491978609626,-0.4037685060565276
2026-05-15,2026-05-18,B,000120,CJ대한통운,-2.5316455696202533,-3.463203463203463
2026-05-15,2026-05-18,A,005440,현대지에프홀딩스,-2.9469548133595285,-4.318488529014845
2026-05-15,2026-05-18,A,001515,SK증권우,-0.2333722287047841,-9.12280701754386
2026-05-15,2026-05-18,B,001460,BYC,-4.491978609625669,1.9036954087346025
2026-05-15,2026-05-18,A,005870,휴니드,-9.878048780487806,-0.6765899864682002
2026-05-15,2026-05-18,B,005820,원림,-4.140914709517923,-1.096067053513862
2026-05-15,2026-05-18,B,007660,이수페타시스,-3.3962264150943398,2.734375
2026-05-15,2026-05-18,A,023590,다우기술,-1.6910935738444193,1.3761467889908259
2026-05-15,2026-05-18,B,002020,코오롱,-7.965860597439544,2.1638330757341575
2026-05-15,2026-05-18,B,086790,하나금융지주,-5.928853754940711,-4.033613445378151
2026-05-15,2026-05-18,A,001390,KG케미칼,-3.0575539568345325,-0.927643784786642
2026-05-15,2026-05-18,A,404990,신한서부티엔디리츠,-0.38314176245210724,-4.102564102564102
2026-05-15,2026-05-18,A,011690,와이투솔루션,-10.881542699724518,-4.1731066460587325
2026-05-15,2026-05-18,B,009190,대양금속,-2.2222222222222223,0.8064516129032258
2026-05-15,2026-05-18,A,004980,성신양회,-3.898635477582846,-1.6227180527383367
2026-05-15,2026-05-18,A,008775,호텔신라우,-7.375,-0.8097165991902834
2026-05-15,2026-05-18,A,010140,삼성중공업,-2.8192371475953566,0.8532423208191127
2026-05-15,2026-05-18,A,016090,대현,-0.056915196357427436,-2.3917995444191344
2026-05-15,2026-05-18,A,014440,영보화학,-0.10582010582010583,-0.5296610169491525
2026-05-15,2026-05-18,A,089860,롯데렌탈,-2.8875379939209727,-0.1564945226917058
2026-05-15,2026-05-18,A,004360,세방,-1.0803511141120865,-1.7747440273037545
2026-05-15,2026-05-18,A,005740,크라운해태홀딩스,-2.588555858310627,-5.594405594405594
2026-05-15,2026-05-18,A,016710,대성홀딩스,-2.3837902264600714,-0.8547008547008548
2026-05-15,2026-05-18,A,002170,SYTS,-0.667779632721202,-2.1848739495798317
2026-05-15,2026-05-18,B,139480,이마트,-13.647851727042964,-3.2195121951219514
2026-05-15,2026-05-18,B,093050,LF,-2.371541501976284,-1.214574898785425
2026-05-15,2026-05-18,B,003850,보령,-1.8218623481781375,-2.4742268041237114
2026-05-15,2026-05-18,B,000680,LS네트웍스,-7.552083333333333,7.887323943661972
2026-05-15,2026-05-18,B,003620,KG모빌리티,-1.1508951406649617,-3.4928848641655885
2026-05-15,2026-05-18,B,000670,영풍,-5.77223088923557,-2.6490066225165565
2026-05-15,2026-05-18,B,079550,LIG디펜스앤에어로스페이스,-5.0113895216400905,0.5995203836930456
2026-05-15,2026-05-18,A,006125,SK디스커버리우,-0.4932182490752158,0.49566294919454773
2026-05-15,2026-05-18,B,373220,LG에너지솔루션,-5.656108597285068,-2.158273381294964
2026-05-15,2026-05-18,B,002710,TCC스틸,-4.97737556561086,-1.7857142857142856
2026-05-15,2026-05-18,A,010955,S-Oil우,-1.5706806282722512,-2.304964539007092
2026-05-15,2026-05-18,A,006220,제주은행,-5.46218487394958,-1.866666666666667
2026-05-15,2026-05-18,B,020120,키다리스튜디오,-3.7433155080213902,0.8333333333333334
2026-05-15,2026-05-18,A,138040,메리츠금융지주,-3.905540417801998,0.4725897920604915
2026-05-15,2026-05-18,B,003670,포스코퓨처엠,-5.9880239520958085,-1.48619957537155
2026-05-15,2026-05-18,B,298690,에어부산,-1.3595166163141994,-3.215926493108729
2026-05-18,2026-05-19,B,035510,신세계 I&C,-4.323499491353001,-8.133971291866029
2026-05-18,2026-05-19,B,001560,제일연마,-2.3041474654377883,-1.6037735849056605
2026-05-18,2026-05-19,B,051915,LG화학우,-0.22870211549456831,-4.297994269340974
