asset,symbol,interval,entry_dt,entry_close,score,+1w,+2w,+4w,+8w
kr,000150,1w,2021-05-28,86700.0,75.0,1.61,5.31,5.19,16.49
kr,000150,1w,2021-06-11,91300.0,60.0,-0.88,-0.11,10.08,6.46
kr,000150,1w,2021-09-17,100000.0,60.0,-3.0,-7.0,-0.8,38.5
kr,000150,1w,2021-10-15,99200.0,60.0,-2.82,3.83,39.62,19.46
kr,000150,1w,2021-11-05,133500.0,85.0,3.75,-0.37,-18.73,-11.61
kr,000150,1w,2022-03-04,126000.0,75.0,0.4,-6.35,-18.65,-28.73
kr,000150,1w,2022-08-12,83100.0,75.0,0.6,2.77,-13.24,2.41
kr,000150,1w,2022-09-16,84100.0,85.0,4.4,-3.57,-6.54,10.23
kr,000150,1w,2022-11-04,86900.0,75.0,6.67,5.52,-0.23,-4.37
kr,000150,1w,2023-03-03,101500.0,85.0,6.11,5.42,-3.55,-8.18
kr,000150,1w,2023-08-04,107400.0,90.0,-0.47,-2.33,5.68,5.49
kr,000150,1w,2023-09-15,133900.0,90.0,-14.41,-15.38,-35.25,-42.57
kr,000150,1w,2024-02-02,96700.0,60.0,-3.52,-4.24,-5.89,60.81
kr,000150,1w,2024-03-08,111200.0,85.0,30.4,32.19,27.52,38.67
kr,000150,1w,2024-03-29,155500.0,60.0,-8.81,5.47,-11.51,21.99
kr,000150,1w,2024-04-12,164000.0,60.0,-19.7,-16.1,-1.65,25.61
kr,000150,1w,2024-05-03,154200.0,60.0,4.6,7.0,33.59,40.73
kr,000150,1w,2024-05-24,189700.0,60.0,8.59,8.59,12.02,8.59
kr,000150,1w,2024-08-16,152500.0,60.0,-4.13,-1.97,4.33,19.93
kr,000150,1w,2024-09-13,159100.0,60.0,3.65,6.22,14.96,47.39
kr,000150,1w,2024-10-18,206000.0,60.0,0.0,-7.14,15.29,18.69
kr,000150,1w,2024-11-08,234500.0,60.0,1.28,-4.48,-6.4,23.45
kr,000150,1w,2024-12-06,219500.0,60.0,11.39,14.35,31.89,29.38
kr,000150,1w,2025-01-03,289500.0,60.0,0.0,-1.38,-1.9,11.4
kr,000150,1w,2025-01-24,332500.0,60.0,-14.59,-14.74,13.08,-4.36
kr,000150,1w,2025-02-14,334500.0,60.0,12.41,-3.59,2.24,-14.2
kr,000150,1w,2025-05-02,333500.0,60.0,3.45,21.29,46.33,95.2
kr,000150,1w,2025-05-16,404500.0,75.0,8.53,20.64,40.67,38.2
kr,000150,1w,2025-06-06,549000.0,60.0,3.64,10.2,1.09,5.1
kr,000150,1w,2025-10-17,697000.0,60.0,14.92,36.15,29.99,25.11
kr,000150,1w,2025-10-31,949000.0,60.0,-3.27,-4.53,-7.69,-17.07
kr,000150,1w,2026-01-16,828000.0,60.0,14.25,2.78,13.77,32.73
kr,000150,1w,2026-02-20,1047000.0,60.0,22.06,0.29,13.28,27.03
kr,000150,1w,2026-04-10,1281000.0,60.0,3.83,20.3,35.44,
kr,000150,1w,2026-04-24,1541000.0,60.0,3.57,12.59,,
kr,000155,1w,2020-06-05,34650.0,95.0,18.33,20.2,4.62,11.4
kr,000155,1w,2020-07-24,36700.0,70.0,5.18,3.68,-1.09,8.86
kr,000155,1w,2020-09-11,41200.0,75.0,-3.03,-7.28,-5.46,-3.88
kr,000155,1w,2021-04-30,45400.0,85.0,5.51,6.17,25.77,38.99
kr,000155,1w,2021-05-28,57100.0,65.0,3.85,14.36,10.51,22.59
kr,000155,1w,2021-06-11,65300.0,90.0,-2.14,-3.37,4.13,3.98
kr,000155,1w,2021-11-05,82900.0,60.0,2.29,-1.09,-11.34,-3.26
kr,000155,1w,2022-03-04,84300.0,85.0,3.44,1.42,-0.36,-8.42
kr,000155,1w,2022-08-12,54600.0,65.0,0.18,-1.47,-11.72,-3.11
kr,000155,1w,2022-09-16,56600.0,90.0,-2.65,-4.77,-12.72,-7.07
kr,000155,1w,2023-03-10,56800.0,60.0,-2.46,-7.04,-7.39,-10.56
kr,000155,1w,2023-08-04,55600.0,85.0,0.18,-1.98,2.52,27.88
kr,000155,1w,2023-09-15,76400.0,90.0,-6.28,-6.94,-28.66,-37.5
kr,000155,1w,2024-03-08,56800.0,85.0,14.26,22.18,17.43,24.82
kr,000155,1w,2024-07-12,120000.0,100.0,-4.08,-21.67,-33.0,-39.67
kr,000155,1w,2024-10-18,93600.0,60.0,7.8,3.85,14.32,12.82
kr,000155,1w,2024-11-08,109000.0,60.0,-1.83,-3.67,-5.14,11.56
kr,000155,1w,2025-01-24,155500.0,85.0,-11.13,-16.33,3.67,-5.27
kr,000155,1w,2025-02-14,144800.0,60.0,11.33,-1.04,5.18,-8.7
kr,000155,1w,2025-04-18,152800.0,60.0,10.6,19.04,65.25,187.3
kr,000155,1w,2025-06-13,439000.0,85.0,-7.97,-10.36,-22.32,-12.07
kr,000155,1w,2025-10-03,372500.0,60.0,1.21,17.85,36.38,43.89
kr,000155,1w,2025-10-17,439000.0,60.0,2.51,15.72,28.93,19.82
kr,000155,1w,2025-11-07,544000.0,60.0,4.04,0.18,-1.29,-14.15
kr,000155,1w,2026-02-13,512000.0,60.0,5.47,19.73,0.0,5.66
kr,000155,1w,2026-02-27,613000.0,60.0,-15.33,-16.48,-18.84,-1.31
kr,000155,1w,2026-04-10,541000.0,60.0,-0.18,11.83,27.54,
kr,000155,1w,2026-04-24,605000.0,60.0,6.61,14.05,,
kr,000210,1w,2020-05-29,83404.0,75.0,2.82,-7.26,-10.62,-6.28
kr,000210,1w,2020-08-28,80602.0,60.0,1.91,-2.24,-14.57,-6.61
kr,000210,1w,2021-02-05,89700.0,85.0,-1.9,6.02,-12.71,-6.02
kr,000210,1w,2021-03-19,85700.0,60.0,4.9,-1.63,7.35,-0.7
kr,000210,1w,2022-05-27,66700.0,60.0,3.75,6.15,-3.75,-2.55
kr,000210,1w,2022-07-01,71300.0,75.0,-5.61,-9.12,-8.84,-3.79
kr,000210,1w,2023-08-04,41600.0,65.0,-2.16,-9.38,-9.13,2.16
kr,000210,1w,2023-11-03,45500.0,65.0,4.07,7.47,5.93,12.97
kr,000210,1w,2024-01-12,54300.0,65.0,-6.26,-3.5,1.84,-16.02
kr,000210,1w,2024-02-02,58200.0,75.0,-4.98,-11.17,-18.21,-9.62
kr,000210,1w,2024-03-22,53000.0,85.0,-0.75,-0.57,-6.79,10.38
kr,000210,1w,2024-06-07,58900.0,60.0,-5.94,-3.57,-4.24,-7.47
kr,000210,1w,2025-05-16,40450.0,75.0,2.97,9.39,9.52,27.32
kr,000210,1w,2025-06-06,48500.0,70.0,-8.66,-11.86,2.89,-6.49
kr,000210,1w,2025-06-27,45100.0,60.0,10.64,14.19,17.74,-13.75
kr,000210,1w,2026-01-30,41500.0,80.0,3.86,18.55,24.58,50.84
kr,000210,1w,2026-02-13,49200.0,75.0,2.03,5.08,-6.81,33.33
kr,000210,1w,2026-03-20,64900.0,85.0,-3.54,-8.32,-0.46,-2.62
kr,000210,1w,2026-04-10,65600.0,65.0,-1.52,4.57,-2.44,
kr,000240,1w,2020-07-03,12700.0,90.0,-1.57,-4.72,12.6,19.29
kr,000240,1w,2020-07-31,14300.0,90.0,-2.45,-2.45,5.94,9.09
kr,000240,1w,2020-08-28,15150.0,85.0,1.65,1.98,2.97,10.56
kr,000240,1w,2021-02-05,21450.0,95.0,3.5,0.23,-20.75,-16.08
kr,000240,1w,2022-09-09,13800.0,60.0,0.0,-4.35,-9.06,-11.59
kr,000240,1w,2023-05-19,13430.0,80.0,-8.86,-9.38,-10.65,-12.14
kr,000240,1w,2023-08-18,12400.0,85.0,-16.05,-12.02,-8.55,-10.97
kr,000240,1w,2023-11-03,13800.0,60.0,1.3,-3.41,11.74,13.04
kr,000240,1w,2023-12-01,15420.0,60.0,43.64,2.79,1.17,0.06
kr,000240,1w,2023-12-22,16380.0,60.0,-4.76,-8.42,-7.08,7.33
kr,000240,1w,2024-02-02,18720.0,75.0,3.1,-6.09,-9.08,-14.58
kr,000240,1w,2024-09-13,17800.0,90.0,-3.03,-4.44,-2.87,-5.28
kr,000240,1w,2025-05-16,16600.0,75.0,-0.9,22.29,10.72,45.18
kr,000240,1w,2025-05-30,20300.0,100.0,-7.39,-9.46,-7.49,18.47
kr,000240,1w,2025-07-04,20750.0,60.0,16.14,22.89,10.6,17.59
kr,000240,1w,2025-11-14,27550.0,85.0,-2.9,8.35,-4.54,-9.07
kr,000240,1w,2025-11-28,29850.0,60.0,-5.7,-11.89,-15.08,-10.89
kr,000240,1w,2026-02-13,30550.0,60.0,13.42,2.45,-17.35,-18.33
kr,000270,1w,2020-05-29,34250.0,75.0,6.72,2.19,-3.5,7.74
kr,000270,1w,2020-07-17,36800.0,60.0,0.27,9.78,20.65,14.95
kr,000270,1w,2020-09-18,47800.0,75.0,-7.95,-1.88,-1.36,23.85
kr,000270,1w,2020-10-30,50500.0,70.0,2.18,17.23,16.24,22.18
kr,000270,1w,2020-11-13,59200.0,75.0,-1.86,-0.84,7.6,15.37
kr,000270,1w,2020-12-04,65400.0,60.0,-2.6,-4.89,-4.59,26.15
kr,000270,1w,2021-01-08,68300.0,80.0,4.1,28.55,48.61,18.74
kr,000270,1w,2021-01-22,87800.0,95.0,-6.04,15.6,-6.83,-0.34
kr,000270,1w,2021-02-05,101500.0,95.0,-14.88,-19.41,-20.1,-14.68
kr,000270,1w,2022-04-29,83800.0,60.0,0.12,2.98,-1.07,-7.52
kr,000270,1w,2023-11-17,85200.0,60.0,-1.17,0.7,4.81,3.64
kr,000270,1w,2023-12-22,95600.0,60.0,4.6,-4.18,-8.37,21.13
kr,000270,1w,2024-01-26,94400.0,70.0,26.59,19.92,25.42,19.6
kr,000270,1w,2026-01-09,133200.0,75.0,13.44,19.37,14.04,25.38
kr,000270,1w,2026-02-27,205500.0,75.0,-18.73,-20.05,-24.18,-25.35
kr,000370,1w,2020-05-15,2670.0,85.0,-9.74,-13.67,-6.93,-1.31
kr,000370,1w,2020-06-12,2485.0,60.0,2.62,5.43,6.04,10.87
kr,000370,1w,2020-08-14,2995.0,80.0,-9.18,-8.35,-6.18,-3.84
kr,000370,1w,2020-10-23,2935.0,60.0,-4.94,-3.58,0.85,35.26
kr,000370,1w,2020-11-27,3880.0,100.0,15.34,5.93,-4.51,-8.38
kr,000370,1w,2021-02-19,3945.0,60.0,-4.18,-0.38,14.07,9.0
kr,000370,1w,2021-03-19,4500.0,60.0,8.22,5.11,-4.44,8.33
kr,000370,1w,2021-04-23,4810.0,75.0,-0.73,7.48,-4.57,-1.04
kr,000370,1w,2022-02-25,4245.0,80.0,-1.06,5.42,16.96,26.74
kr,000370,1w,2022-03-25,4965.0,60.0,4.13,2.92,8.36,-12.99
kr,000370,1w,2022-04-22,5380.0,70.0,-11.71,-10.04,-19.7,-22.86
kr,000370,1w,2023-02-24,4770.0,85.0,-1.47,5.87,-10.48,-4.61
kr,000370,1w,2023-03-10,5050.0,60.0,-13.66,-15.45,-17.92,-14.06
kr,000370,1w,2023-05-12,4760.0,70.0,-11.66,-11.34,-12.29,-19.12
kr,000370,1w,2023-09-15,4455.0,70.0,1.46,-1.68,1.12,-7.52
kr,000370,1w,2024-02-02,5320.0,100.0,-0.38,-0.19,-9.77,-17.2
kr,000370,1w,2024-04-26,4995.0,60.0,-3.5,1.3,0.7,-0.8
kr,000370,1w,2024-08-02,5510.0,60.0,5.81,0.18,5.99,-7.44
kr,000370,1w,2024-08-23,6080.0,75.0,-3.95,-9.38,-12.83,-19.16
kr,000370,1w,2025-06-13,5510.0,85.0,2.18,3.45,36.3,10.53
kr,000370,1w,2025-07-11,7510.0,95.0,-6.79,-15.71,-18.91,-27.3
kr,000370,1w,2025-11-07,5770.0,60.0,-1.56,-10.57,-7.8,-4.68
kr,000370,1w,2026-01-16,5720.0,70.0,4.72,6.29,32.17,20.98
kr,000370,1w,2026-02-13,7560.0,100.0,23.02,0.66,-8.47,-12.83
kr,000500,1w,2020-08-21,14732.0,75.0,0.85,38.94,32.5,25.5
kr,000500,1w,2020-09-04,20469.0,100.0,2.82,-4.64,-13.11,-17.34
kr,000500,1w,2020-10-09,19643.0,60.0,-5.88,-8.4,-9.24,-6.93
kr,000500,1w,2021-03-26,22533.0,90.0,10.98,2.38,2.2,-1.83
kr,000500,1w,2021-06-04,37059.0,100.0,-20.71,-15.81,-25.17,-23.38
kr,000500,1w,2022-04-01,21872.0,75.0,-2.45,-0.56,-0.75,1.7
kr,000500,1w,2022-11-11,14916.0,70.0,3.85,3.85,11.22,18.59
kr,000500,1w,2022-12-02,17832.0,100.0,-6.97,-1.07,4.56,0.27
kr,000500,1w,2022-12-23,19840.0,95.0,-6.02,-10.84,-10.6,-19.52
kr,000500,1w,2023-05-12,16417.0,75.0,10.14,4.48,11.3,20.85
kr,000500,1w,2023-07-28,21179.0,80.0,-3.16,7.0,2.93,-10.97
kr,000500,1w,2023-08-11,22661.0,60.0,-7.59,-3.8,-13.08,-22.87
kr,000500,1w,2023-11-24,18710.0,60.0,21.06,18.12,13.58,16.25
kr,000500,1w,2024-01-19,21750.0,60.0,15.4,7.59,20.23,30.8
kr,000500,1w,2024-03-08,28100.0,95.0,1.25,2.14,13.17,60.5
kr,000500,1w,2024-04-05,31800.0,80.0,40.41,22.48,41.82,68.24
kr,000500,1w,2024-04-26,47100.0,85.0,-4.25,38.43,27.39,-3.18
kr,000500,1w,2024-05-10,65200.0,95.0,-5.98,-7.98,-27.68,-30.29
kr,000500,1w,2024-06-28,53200.0,60.0,-14.57,-4.89,-22.74,-27.73
kr,000500,1w,2024-11-08,41550.0,60.0,-16.97,-8.66,8.54,39.11
kr,000500,1w,2024-11-22,37950.0,85.0,18.84,18.84,30.7,72.6
kr,000500,1w,2024-12-27,55500.0,60.0,4.14,13.69,22.52,2.7
kr,000500,1w,2025-04-18,48500.0,60.0,12.78,23.92,35.26,35.88
kr,000500,1w,2025-05-23,81400.0,60.0,-13.51,-12.16,-21.01,-19.78
kr,000500,1w,2025-10-31,84000.0,100.0,-6.9,-12.38,-11.07,-7.26
kr,000500,1w,2026-01-09,91000.0,60.0,-0.88,-0.99,-9.01,10.22
kr,000500,1w,2026-02-27,118500.0,85.0,-15.36,-16.79,-7.76,70.04
kr,000500,1w,2026-03-20,114500.0,60.0,-4.54,-9.0,28.21,248.47
kr,000500,1w,2026-04-17,146800.0,85.0,37.26,64.51,171.8,
kr,000660,1w,2023-05-19,97300.0,60.0,12.23,13.36,22.2,21.27
kr,000660,1w,2023-07-28,128000.0,75.0,-6.17,-9.92,-8.98,-8.36
kr,000660,1w,2024-02-23,161400.0,70.0,-3.22,6.51,5.2,7.37
kr,000660,1w,2024-03-08,171900.0,60.0,-6.22,-1.22,6.34,0.76
kr,000660,1w,2024-08-16,199700.0,60.0,-7.11,-13.02,-18.48,-6.86
kr,000660,1w,2024-09-27,183800.0,60.0,-5.28,1.2,9.36,-3.86
kr,000660,1w,2024-11-08,200500.0,60.0,-11.12,-11.87,-16.66,-9.28
kr,000660,1w,2025-01-10,203500.0,60.0,5.41,8.6,-0.25,-5.45
kr,000660,1w,2025-06-27,284000.0,75.0,-4.75,3.7,-6.34,-11.62
kr,000660,1w,2025-09-12,328500.0,60.0,7.46,2.44,30.29,76.56
kr,000660,1w,2025-10-03,395500.0,60.0,8.22,17.7,41.34,34.01
kr,000660,1w,2026-01-02,677000.0,60.0,9.9,11.67,34.27,56.72
kr,000660,1w,2026-01-30,909000.0,75.0,-7.7,-3.19,16.72,1.43
kr,000660,1w,2026-03-20,1007000.0,60.0,-8.44,-13.01,12.02,95.63
kr,000660,1w,2026-04-10,1027000.0,60.0,9.83,18.99,59.44,
kr,000660,1w,2026-05-08,1637500.0,60.0,20.31,,,
kr,000670,1w,2020-08-07,54936.0,60.0,-10.12,-17.07,-17.58,-19.55
kr,000670,1w,2021-01-08,53993.0,60.0,-5.06,-5.93,-8.73,8.9
kr,000670,1w,2021-02-19,53993.0,60.0,8.2,8.9,3.49,7.33
kr,000670,1w,2021-09-03,70672.0,85.0,-4.13,-4.27,-14.8,-8.53
kr,000670,1w,2022-09-02,62381.0,80.0,1.81,1.06,-3.63,-6.95
kr,000670,1w,2022-09-23,70484.0,95.0,-14.71,-12.97,-18.85,7.35
kr,000670,1w,2022-11-11,70013.0,100.0,8.08,3.77,-5.38,-17.9
kr,000670,1w,2024-02-02,49754.0,95.0,0.19,-1.9,-4.55,-10.61
kr,000670,1w,2024-09-13,36372.0,95.0,47.67,-4.28,1.04,16.32
kr,000670,1w,2024-10-11,36749.0,95.0,-4.74,-5.38,15.13,15.0
kr,000670,1w,2024-11-01,37220.0,70.0,13.67,6.71,6.08,-0.15
kr,000670,1w,2024-12-06,42262.0,60.0,-8.92,-10.82,-11.49,-3.78
kr,000670,1w,2025-03-14,47135.0,60.0,-0.93,-11.25,-24.15,-24.05
kr,000670,1w,2025-05-30,38865.0,60.0,8.39,4.51,8.14,10.14
kr,000670,1w,2025-09-12,42270.0,60.0,-3.11,-2.76,5.64,16.69
kr,000670,1w,2025-11-28,66641.0,75.0,-1.61,0.73,-27.37,-16.42
kr,000670,1w,2026-01-16,53700.0,85.0,3.72,20.86,11.92,-2.79
kr,000670,1w,2026-01-30,64900.0,60.0,-12.79,-7.4,-0.46,-8.01
kr,000670,1w,2026-03-20,60200.0,60.0,-0.83,-0.83,8.31,6.48
kr,000720,1w,2020-06-05,36195.0,70.0,-8.87,-10.48,-7.26,-7.8
kr,000720,1w,2020-12-11,37849.0,60.0,-3.34,-5.79,5.4,9.13
kr,000720,1w,2021-01-08,39892.0,80.0,4.39,8.29,3.54,-4.76
kr,000720,1w,2022-01-07,46850.0,60.0,-4.27,-8.43,-8.86,-3.09
kr,000720,1w,2022-03-11,49400.0,70.0,-1.92,-3.24,-9.01,-10.22
kr,000720,1w,2022-08-12,48050.0,85.0,-4.16,1.77,-9.47,-18.42
kr,000720,1w,2022-08-26,48900.0,60.0,-7.87,-11.04,-14.62,-30.16
kr,000720,1w,2022-11-04,38200.0,60.0,12.7,7.46,3.8,-8.64
kr,000720,1w,2025-01-24,31500.0,95.0,-1.43,2.86,12.06,8.57
kr,000720,1w,2025-02-14,34600.0,60.0,2.02,-3.18,-5.78,10.4
kr,000720,1w,2025-05-23,54200.0,75.0,17.71,25.46,38.93,30.81
kr,000720,1w,2025-06-13,73600.0,70.0,2.31,7.07,-2.04,-7.07
kr,000720,1w,2025-10-24,66600.0,60.0,5.56,-7.06,-10.96,4.2
kr,000720,1w,2025-11-28,67000.0,60.0,12.09,16.42,2.54,62.99
kr,000720,1w,2026-01-16,104300.0,95.0,4.7,-1.63,9.59,57.62
kr,000720,1w,2026-02-20,128300.0,60.0,28.37,22.21,27.83,37.96
kr,000810,1w,2020-06-05,202000.0,60.0,-8.91,-7.92,-9.41,-15.1
kr,000810,1w,2020-08-14,189000.0,85.0,-5.56,-2.65,0.0,-1.32
kr,000810,1w,2020-11-13,195000.0,60.0,5.64,1.79,-1.03,-2.31
kr,000810,1w,2022-12-09,207000.0,60.0,3.38,4.59,-1.45,-0.97
kr,000810,1w,2023-07-14,244500.0,60.0,-1.84,-0.82,2.45,5.93
kr,000810,1w,2024-02-02,299000.0,85.0,11.37,1.67,-0.33,2.34
kr,000810,1w,2024-04-26,311500.0,60.0,-3.37,4.82,7.54,18.46
kr,000810,1w,2024-05-17,371000.0,60.0,-9.7,-6.06,-10.24,2.96
kr,000810,1w,2024-06-21,369000.0,60.0,5.42,3.52,-1.63,-7.59
kr,000810,1w,2024-11-22,381000.0,75.0,3.02,-0.66,-5.25,-4.07
kr,000810,1w,2025-06-06,445500.0,60.0,-2.02,-3.82,-2.92,-6.06
kr,000810,1w,2025-11-07,488000.0,60.0,1.33,-3.69,6.97,1.84
kr,000810,1w,2026-02-13,559000.0,60.0,10.55,-5.19,-15.21,-16.01
kr,000810,1w,2026-05-08,499000.0,80.0,7.82,,,
kr,000815,1w,2020-08-14,134500.0,95.0,-2.97,-2.97,0.37,4.83
kr,000815,1w,2020-11-13,153500.0,60.0,2.28,1.3,-0.33,-8.79
kr,000815,1w,2024-02-02,209000.0,85.0,8.37,8.61,8.85,8.13
kr,000815,1w,2024-03-08,250000.0,80.0,-4.0,1.0,-8.4,-5.6
kr,000815,1w,2024-05-17,272500.0,60.0,-2.02,-2.75,-6.61,3.49
kr,000815,1w,2024-11-22,287500.0,75.0,1.04,-0.7,-7.83,-5.57
kr,000815,1w,2025-07-11,350000.0,60.0,0.71,-2.0,-3.57,-4.0
kr,000815,1w,2025-11-07,359000.0,60.0,3.48,-1.39,5.57,5.29
kr,000815,1w,2026-02-13,423500.0,70.0,6.73,-2.83,-8.26,-10.86
kr,000880,1w,2020-06-12,24650.0,90.0,-6.09,-10.75,-8.11,0.61
kr,000880,1w,2020-07-31,25400.0,75.0,-2.36,4.13,2.76,-5.91
kr,000880,1w,2020-09-04,32200.0,85.0,-10.71,-16.93,-21.89,-25.31
kr,000880,1w,2021-01-08,31300.0,75.0,-0.32,10.22,8.95,-8.47
kr,000880,1w,2021-01-22,34500.0,75.0,-6.81,-1.16,-8.41,-13.77
kr,000880,1w,2021-08-27,35100.0,85.0,1.0,1.0,-1.28,-4.27
kr,000880,1w,2022-07-29,27550.0,85.0,3.09,12.89,13.61,-0.54
kr,000880,1w,2022-08-12,31100.0,80.0,0.32,0.64,-4.34,-19.61
kr,000880,1w,2023-04-21,28600.0,80.0,-5.24,-5.24,0.7,4.72
kr,000880,1w,2023-05-26,30750.0,70.0,-0.16,0.33,-1.3,2.28
kr,000880,1w,2023-07-14,32150.0,60.0,-2.18,-5.6,-8.86,-21.62
kr,000880,1w,2024-02-02,31100.0,100.0,-1.77,-4.98,-5.47,-13.02
kr,000880,1w,2024-04-05,28000.0,60.0,-4.29,-6.79,-3.75,-3.39
kr,000880,1w,2025-02-14,42700.0,100.0,0.7,-5.04,7.85,-1.52
kr,000880,1w,2025-03-07,47650.0,75.0,-3.36,-12.8,-10.81,2.62
kr,000880,1w,2025-04-25,48800.0,60.0,0.2,6.56,3.69,91.39
kr,000880,1w,2025-05-30,75500.0,85.0,20.13,17.62,25.03,26.49
kr,000880,1w,2025-10-24,94800.0,60.0,0.84,-8.33,-15.82,-15.19
kr,000880,1w,2026-01-09,91400.0,75.0,36.32,30.42,23.85,45.08
kr,000880,1w,2026-02-27,136600.0,60.0,-2.93,-10.61,-18.37,-4.03
kr,000880,1w,2026-04-10,125600.0,60.0,4.78,4.38,12.5,
kr,00088K,1w,2020-06-12,12050.0,85.0,-0.41,-3.73,-3.73,0.0
kr,00088K,1w,2020-09-04,13800.0,70.0,-2.17,-3.26,-6.52,-6.88
kr,00088K,1w,2021-01-22,15100.0,80.0,-5.3,-0.66,-3.64,-7.95
kr,00088K,1w,2021-08-27,16200.0,80.0,0.93,4.01,2.16,1.23
kr,00088K,1w,2022-07-29,15000.0,80.0,1.67,5.67,5.67,-1.33
kr,00088K,1w,2024-02-02,15080.0,95.0,1.59,-0.4,-0.53,-0.86
kr,00088K,1w,2025-02-14,18590.0,100.0,-1.56,-7.42,3.07,0.97
kr,00088K,1w,2025-03-07,19500.0,60.0,-1.74,-9.59,-4.82,11.03
kr,00088K,1w,2025-05-30,29950.0,95.0,16.86,25.21,30.88,38.56
kr,00088K,1w,2025-07-11,39450.0,60.0,-0.63,5.2,-4.82,-8.49
kr,00088K,1w,2025-10-24,39950.0,60.0,0.5,-3.63,-5.88,-11.51
kr,00088K,1w,2026-01-09,40600.0,75.0,21.8,23.03,11.08,27.09
kr,00088K,1w,2026-02-27,56100.0,60.0,-8.02,-12.57,-18.72,-10.52
kr,000990,1w,2020-07-31,34100.0,75.0,-1.03,8.21,4.25,2.2
kr,000990,1w,2020-09-11,39000.0,60.0,-5.0,-10.64,-6.41,-10.38
kr,000990,1w,2020-12-25,42950.0,85.0,18.74,27.82,61.12,41.09
kr,000990,1w,2021-04-23,60900.0,60.0,-9.2,-8.54,-11.17,-6.9
kr,000990,1w,2021-06-04,57500.0,60.0,-5.39,-1.39,5.39,6.09
kr,000990,1w,2021-08-06,67200.0,60.0,-7.89,-13.39,-8.48,-20.83
kr,000990,1w,2021-11-19,72400.0,85.0,0.69,-4.97,-3.59,16.71
kr,000990,1w,2022-01-07,77900.0,60.0,8.47,0.51,-4.88,-10.53
kr,000990,1w,2023-03-24,56600.0,85.0,27.74,33.57,15.37,10.42
kr,000990,1w,2024-06-21,52200.0,100.0,-6.32,-2.49,5.36,-16.48
kr,000990,1w,2025-02-07,38900.0,75.0,9.25,19.41,6.94,6.68
kr,000990,1w,2025-03-21,49000.0,60.0,-10.2,-15.31,-16.53,-19.18
kr,000990,1w,2025-09-12,51500.0,75.0,13.4,9.32,14.56,3.69
kr,000990,1w,2025-11-14,67600.0,100.0,-8.43,-5.92,0.0,6.36
kr,000990,1w,2026-01-16,85200.0,60.0,6.81,24.18,9.15,1.53
kr,000990,1w,2026-01-30,105800.0,60.0,-2.65,-12.1,-9.55,-20.79
kr,000990,1w,2026-04-17,106900.0,60.0,42.19,48.27,71.0,
kr,000990,1w,2026-05-15,182800.0,60.0,,,,
kr,001040,1w,2020-05-22,88600.0,60.0,3.72,3.39,0.9,-0.9
kr,001040,1w,2020-08-14,89200.0,70.0,-7.85,-7.74,-8.41,-8.52
kr,001040,1w,2021-01-08,102500.0,85.0,13.66,3.41,-2.63,-10.73
kr,001040,1w,2021-05-14,107500.0,70.0,-2.79,1.86,2.33,-8.47
kr,001040,1w,2023-03-03,87900.0,70.0,5.8,8.76,18.66,4.1
kr,001040,1w,2023-03-24,100600.0,70.0,3.68,6.46,8.05,-11.73
kr,001040,1w,2023-08-11,76500.0,75.0,-7.97,-12.55,9.02,5.62
kr,001040,1w,2023-09-01,73200.0,80.0,13.93,23.63,22.68,8.61
kr,001040,1w,2024-02-02,99600.0,75.0,8.23,1.41,-2.71,30.32
kr,001040,1w,2024-03-15,109200.0,85.0,9.89,18.86,5.77,33.24
kr,001040,1w,2024-05-10,145500.0,60.0,-2.41,-3.09,-12.51,-23.23
kr,001040,1w,2024-12-20,106200.0,60.0,-4.61,-8.57,-7.63,-8.47
kr,001040,1w,2025-02-21,108100.0,75.0,-4.81,-5.18,18.5,11.93
kr,001040,1w,2025-03-14,127800.0,85.0,0.23,-7.75,-9.23,0.47
kr,001040,1w,2025-04-04,131100.0,85.0,-11.52,-7.7,-3.97,3.97
kr,001040,1w,2025-05-30,136300.0,70.0,12.4,7.12,16.36,12.4
kr,001040,1w,2025-06-20,158900.0,60.0,-0.19,-6.29,3.27,-9.06
kr,001040,1w,2025-08-08,165800.0,60.0,-12.85,-10.01,5.91,7.54
kr,001040,1w,2025-09-05,175600.0,70.0,6.09,15.6,1.54,-2.79
kr,001040,1w,2025-11-21,185600.0,75.0,-5.12,1.89,-7.06,0.86
kr,001040,1w,2026-01-30,217500.0,60.0,-4.37,4.83,0.46,-5.06
kr,001040,1w,2026-03-20,207000.0,75.0,-0.24,-7.87,3.62,2.9
kr,00104K,1w,2020-12-25,68700.0,80.0,5.39,18.49,18.63,10.04
kr,00104K,1w,2023-08-11,62400.0,80.0,-5.93,-9.62,2.72,2.56
kr,00104K,1w,2023-09-08,64100.0,70.0,8.89,7.02,-0.16,7.49
kr,00104K,1w,2024-02-02,76100.0,70.0,4.86,-0.53,-2.1,19.58
kr,00104K,1w,2024-03-15,82100.0,85.0,7.19,10.84,-4.99,22.05
kr,00104K,1w,2024-05-10,100200.0,75.0,-4.19,-1.8,-10.68,-19.66
kr,00104K,1w,2025-03-14,97200.0,85.0,1.65,-5.04,-7.41,6.28
kr,00104K,1w,2025-04-04,101500.0,80.0,-11.33,-3.65,0.2,9.85
kr,00104K,1w,2025-05-30,111500.0,70.0,11.66,7.35,16.95,16.05
