664 USDT-M perpetual symbols on Bitget (granularity=1d)
[   3/664] 10000NEXUSDT         rows=    37  ( 0.2s)
[   4/664] 1000BONKUSDT         rows=   840  ( 0.2s)
[   5/664] 1000CATUSDT          rows=   649  ( 0.2s)
[   1/664] 0GUSDT               rows=   282  ( 0.2s)
[   2/664] 1000000MOGUSDT       rows=   682  ( 0.2s)
[   7/664] 1000SATSUSDT         rows=   927  ( 0.1s)
[   6/664] 1000RATSUSDT         rows=   924  ( 0.1s)
[   8/664] 1000XECUSDT          rows=  1086  ( 0.1s)
[   9/664] 1INCHUSDT            rows=  1450  ( 0.1s)
[  10/664] 1MBABYDOGEUSDT       rows=   649  ( 0.1s)
[  11/664] 1MCHEEMSUSDT         rows=   581  ( 0.1s)
[  12/664] 2ZUSDT               rows=   268  ( 0.1s)
[  13/664] 4USDT                rows=   261  ( 0.1s)
[  14/664] AAOIUSDT             rows=    66  ( 0.1s)
[  15/664] AAPLUSDT             rows=   305  ( 0.1s)
[  16/664] AAVEUSDT             rows=  1929  ( 0.1s)
[  17/664] ABNBUSDT             rows=    12  ( 0.1s)
[  18/664] ACEUSDT              rows=   921  ( 0.1s)
[  19/664] ACHRUSDT             rows=    32  ( 0.1s)
[  20/664] ACHUSDT              rows=  1215  ( 0.1s)
[  21/664] ACTUSDT              rows=   593  ( 0.1s)
[  22/664] ACUUSDT              rows=   157  ( 0.1s)
[  23/664] ACXUSDT              rows=   568  ( 0.1s)
[  24/664] ADAUSDT              rows=  2138  ( 0.1s)
[  25/664] ADBEUSDT             rows=    19  ( 0.1s)
[  26/664] ADIUSDT              rows=     5  ( 0.1s)
[  27/664] ADVANTESTUSDT        rows=    22  ( 0.1s)
[  28/664] AEHRUSDT             rows=    17  ( 0.1s)
[  29/664] AEROUSDT             rows=   599  ( 0.1s)
[  30/664] AEVOUSDT             rows=   827  ( 0.1s)
[  32/664] AINUSDT              rows=   352  ( 0.1s)
[  34/664] AIXBTUSDT            rows=   553  ( 0.1s)
[  31/664] AGLDUSDT             rows=  1075  ( 0.2s)
[  33/664] AIOUSDT              rows=   318  ( 0.2s)
[  35/664] AKTUSDT              rows=   667  ( 0.1s)
[  36/664] ALABUSDT             rows=     9  ( 0.1s)
[  37/664] ALCHUSDT             rows=   536  ( 0.1s)
[  38/664] ALGOUSDT             rows=  1577  ( 0.1s)
[  40/664] ALLOUSDT             rows=   228  ( 0.1s)
[  39/664] ALICEUSDT            rows=   704  ( 0.2s)
[  41/664] ALTUSDT              rows=   879  ( 0.1s)
[  42/664] AMATUSDT             rows=    73  ( 0.1s)
[  43/664] AMCUSDT              rows=    19  ( 0.1s)
[  44/664] AMDUSDT              rows=    73  ( 0.1s)
[  45/664] AMZNUSDT             rows=   305  ( 0.1s)
[  47/664] ANKRUSDT             rows=  1218  ( 0.1s)
[  48/664] ANTHROPICUSDT        rows=    25  ( 0.1s)
[  49/664] APDUSDT              rows=     5  ( 0.1s)
[  50/664] APEUSDT              rows=  1541  ( 0.1s)
[  46/664] ANIMEUSDT            rows=   520  ( 0.2s)
[  51/664] API3USDT             rows=  1412  ( 0.1s)
[  52/664] APLDUSDT             rows=    60  ( 0.1s)
[  53/664] APPUSDT              rows=   291  ( 0.1s)
[  54/664] APRUSDT              rows=   247  ( 0.1s)
[  55/664] APTUSDT              rows=  1347  ( 0.1s)
[  56/664] ARBUSDT              rows=  1192  ( 0.1s)
[  58/664] ARIAUSDT             rows=   297  ( 0.1s)
[  57/664] ARCUSDT              rows=   526  ( 0.1s)
[  59/664] ARKMUSDT             rows=  1064  ( 0.1s)
[  60/664] ARKUSDT              rows=   642  ( 0.2s)
[  61/664] ARMUSDT              rows=   292  ( 0.1s)
[  62/664] ARPAUSDT             rows=  1165  ( 0.1s)
[  63/664] ARQQUSDT             rows=    32  ( 0.1s)
[  64/664] ARUSDT               rows=  1641  ( 0.1s)
[  65/664] ARXUSDT              rows=     5  ( 0.1s)
[  66/664] ASMLUSDT             rows=   292  ( 0.1s)
[  67/664] ASRUSDT              rows=   417  ( 0.1s)
[  68/664] ASTERUSDT            rows=   281  ( 0.1s)
[  69/664] ASTRUSDT             rows=  1220  ( 0.1s)
[  70/664] ASTSUSDT             rows=    39  ( 0.1s)
[  71/664] ATHUSDT              rows=   742  ( 0.1s)
[  72/664] ATOMUSDT             rows=  2067  ( 0.1s)
[  73/664] ATUSDT               rows=   236  ( 0.1s)
[  74/664] AUCTIONUSDT          rows=   495  ( 0.1s)
[  75/664] AUSDT                rows=   395  ( 0.1s)
[  76/664] AVAUSDT              rows=   561  ( 0.1s)
[  77/664] AVAVUSDT             rows=    26  ( 0.1s)
[  78/664] AVAXUSDT             rows=  1732  ( 0.1s)
[  79/664] AVGOUSDT             rows=   136  ( 0.1s)
[  80/664] AVNTUSDT             rows=   291  ( 0.1s)
[  81/664] AWEUSDT              rows=   402  ( 0.1s)
[  82/664] AXLUSDT              rows=   836  ( 0.1s)
