symbol,ts_kst,close,body_pct,prev_range_pct,breakout_pct,prev_max,close_now,change_now_pct
HAEDALUSDT,2026-06-03 19:00,0.02862,6.512839598064748,10.79922027290449,0.7037297677691724,0.02842,0.02712,-5.241090146750529
SUSHIUSDT,2026-06-03 13:00,0.2166,7.868525896414333,11.157894736842103,2.556818181818176,0.2112,0.2167,0.046168051708225646
COHRUSDT,2026-06-02 22:00,416.4,9.005235602094235,11.904968602598602,7.677587856533319,386.71,401.88,-3.4870317002881803
MELANIAUSDT,2026-06-02 18:00,0.1047,9.748427672955978,13.118527042577668,6.51068158697864,0.0983,0.0871,-16.80993314231137
MUSDT,2026-06-02 02:00,3.26338,7.552872082024656,12.325378036555977,3.272826238306823,3.15996,3.36358,3.070436173537854
CRWVUSDT,2026-06-01 23:00,126.79,6.761535870663524,18.063425787851674,6.761535870663524,118.76,107.83,-14.9538607145674
IONQUSDT,2026-06-01 23:00,72.14,6.338443396226411,17.612524461839538,0.027731558513582943,72.12,66.16,-8.289437205433885
HFTUSDT,2026-06-01 17:00,0.01226,5.2360515021459175,18.287937743190678,0.8223684210526265,0.01216,0.01107,-9.70636215334421
WUSDT,2026-06-01 12:00,0.01363,6.40124902419984,14.784946236559144,6.40124902419984,0.01281,0.01192,-12.545854732208362
PIXELUSDT,2026-06-01 07:00,0.00744,6.437768240343359,11.835170100622909,6.2553556126820915,0.007002,0.006286,-15.51075268817205
ARCUSDT,2026-05-31 02:00,0.07949,6.000800106680896,17.42187499999999,5.7751164337990835,0.07515,0.07422,-6.629764750283068
HBARUSDT,2026-05-30 09:00,0.10808,9.039548022598867,19.956432288515074,9.039548022598867,0.09912,0.08294,-23.260547742413024
APRUSDT,2026-05-29 23:00,0.18919,6.874929386509991,14.575553895942262,2.7648017381857595,0.1841,0.2299,21.51805063692584
XPLUSDT,2026-05-29 02:00,0.09336,7.768671360960407,16.95497328923939,1.533442088091348,0.09195,0.0855,-8.419023136246778
SMCIUSDT,2026-05-28 23:00,41.021,7.208007735932894,19.09893774703558,6.357437320127558,38.569,45.15,10.065576168304034
