봉_인덱스,종가변화율_평균_퍼센트,종가변화율_중앙값_퍼센트,MA10거리_평균_퍼센트,MA10거리_중앙값_퍼센트
t+1,0.09117650064600932,-0.049533671460097475,6.230647738414784,5.2965693873497806
t+2,0.3022865026295282,-0.1579898105307844,5.523231506536765,4.72534684690426
t+3,0.45490523439463476,-0.21151692163333707,4.7580177425431005,3.99209559930524
t+4,0.45173385223019935,-0.5711159381260897,3.8698094444445887,3.1302994818332035
t+5,0.71472322743181,-0.47505981284118304,3.2773559413018423,2.6316282610170436
t+6,0.505105108996075,-0.41544227988533183,2.248467063403405,1.739984869606869
t+7,0.6677931124954186,-0.44363790458650815,1.604267223564682,1.0641417173782213
t+8,0.8117207660453644,-0.3159412272958285,0.9511500380178871,0.406618048854259
t+9,0.7081214588688989,-0.3912073955624047,0.1133058661442248,-0.17226360548001662
t+10,0.8259701172030522,-0.38277135051328576,0.130414465003237,-0.1860533196061685
t+11,0.7155503812470749,-0.4685615315621864,-0.03265051339441631,-0.4097112359605313
t+12,0.8268742568851161,-0.5186841034594436,0.03117054635484714,-0.48017454662967396
t+13,0.9283064001774101,-0.19882848844076179,0.07816990422123272,-0.47032599444144874
t+14,0.89807629956525,-0.49801327319021516,-0.005041895163249984,-0.387878857392509
t+15,1.001787422497367,-0.31160337209461225,0.07732425282863713,-0.3772182841897913
t+16,1.1052627424504975,-0.43775518032325855,0.12134460307714001,-0.2014395794630403
t+17,1.2867831777350334,-0.35591522483149896,0.19644923001091255,-0.21273769031448003
t+18,1.1598260486443406,-0.5057719965475019,0.012737363500021729,-0.3769644878693357
t+19,1.1818091501653762,-0.8361679831673405,-0.022950079995078962,-0.2813995981574343
t+20,1.2270326433545822,-0.9001165748198401,-0.06734994179733508,-0.4602416436286618
