K_weeks_back,X_dist_low_pct,Y_dist_now_pct,H_hold_weeks,count,win_rate,mean_short,mean_capped,median_short,p25,p75,std,max_loss,sharpe_like
8,0.4,0.03,12,94,0.574468085106383,0.017900711133246254,0.021814748730534017,0.044367161021399426,-0.14191260926275628,0.19871729977849095,0.28122703439624397,-1.36791953414505,0.06365217046674278
8,0.4,0.05,2,201,0.6716417910447762,0.024848419835304825,0.02525784035008092,0.07616753150481848,-0.06269716088328092,0.18123167155425224,0.2342375317940892,-1.082293523469994,0.10608214509854161
8,0.4,0.05,4,179,0.6201117318435754,0.009375506153293191,0.01316261332962953,0.06172124022022618,-0.0923912444883378,0.21597158879241735,0.29815942883047325,-1.497831079356979,0.03144460730310794
8,0.4,0.05,8,142,0.4507042253521127,-0.12870070060824618,-0.10925193632946328,-0.039545081562865736,-0.335249632650218,0.14184978143782825,0.42906509041261465,-2.5283218634197984,-0.29995612200582406
8,0.4,0.05,12,138,0.5797101449275363,0.03149828532072205,0.03416436890148328,0.051675497184801855,-0.12683910699408046,0.20283275402496537,0.29450314417017415,-1.36791953414505,0.10695398655072166
8,0.5,0.03,2,49,0.7142857142857143,0.07157739564127501,0.07157739564127501,0.10727969348659006,-0.021610145477214848,0.2185628742514969,0.20261027635539058,-0.711018711018711,0.3532762351882091
8,0.5,0.03,4,47,0.6595744680851063,0.023670740763482207,0.023670740763482207,0.0468188666125855,-0.08793162292357248,0.20335162625819386,0.2468777911726852,-0.741790661877886,0.09588039754829579
8,0.5,0.03,8,39,0.46153846153846156,-0.057574673731434864,-0.057574673731434864,-0.009573542210617791,-0.17875709943338725,0.08502268498386578,0.2684324138711092,-0.8342198581560285,-0.21448480420505392
8,0.5,0.03,12,37,0.6216216216216216,0.0556297345780823,0.0556297345780823,0.05125442511928602,-0.08095665843251743,0.20017108639863124,0.20104650877802113,-0.3192624651686726,0.27670082368604587
8,0.5,0.05,2,70,0.6714285714285714,0.049521910935282354,0.049521910935282354,0.09394600948496129,-0.08125568556965751,0.21224755528795042,0.21460612021088749,-0.711018711018711,0.23075721646064215
8,0.5,0.05,4,66,0.6666666666666666,0.043521221225685226,0.043521221225685226,0.05478553590778967,-0.07160890970731404,0.21904366796664979,0.2417720670640812,-0.741790661877886,0.1800093027874474
8,0.5,0.05,8,54,0.5,-0.03202304518810565,-0.03202304518810565,-0.003002016062899071,-0.1635574115966647,0.14326049043094463,0.26788471199143976,-0.8342198581560285,-0.1195403983678208
8,0.5,0.05,12,52,0.6538461538461539,0.06452874153447849,0.06452874153447849,0.06460650915095667,-0.08392120034117373,0.21058887395341525,0.24145900885613666,-0.7457910447761193,0.2672451189134354
12,0.2,0.03,2,536,0.6380597014925373,-0.009318873456894168,-0.008014328567508208,0.04753974862217991,-0.06762953243212577,0.1252293465320806,0.23368422156012342,-1.2910170749814402,-0.03987806020740071
12,0.2,0.03,4,463,0.5075593952483801,-0.08783489598779853,-0.07674236692887064,0.007102107346606212,-0.21667739119660534,0.14813456214741727,0.36478812442354275,-2.258306669948314,-0.24078332080190337
12,0.2,0.03,8,415,0.44819277108433736,-0.15764658164227685,-0.11563135410331274,-0.04474623487420559,-0.3170342713766878,0.1451704036464111,0.5375358762903786,-4.579046032076651,-0.2932763906480461
12,0.2,0.03,12,405,0.6246913580246913,0.020295592542478858,0.03908925326669726,0.09908869208060589,-0.15172772148610036,0.29678452630282126,0.4535798731617983,-2.7113101437200586,0.04474535521385257
12,0.2,0.05,2,889,0.6321709786276716,-0.015702291455444186,-0.011689581424743764,0.05202626568753155,-0.07719076241695677,0.12935383137160705,0.2590040794701974,-2.7937056576314356,-0.06062565303049981
12,0.2,0.05,4,762,0.5275590551181102,-0.08057643832602507,-0.0664564326071615,0.01825479456917134,-0.19642004228532978,0.14708088945421993,0.38670194963689947,-4.380389303256322,-0.2083683270841632
12,0.2,0.05,8,673,0.4769687964338782,-0.13753231404168198,-0.09710064927088173,-0.025423728813559254,-0.31181844974948425,0.1503553854565336,0.5436741180598295,-4.579046032076651,-0.25296829382366703
12,0.2,0.05,12,659,0.6388467374810318,0.022768553038984535,0.05279603504000473,0.10957910014513772,-0.14581829817944147,0.3353127474267617,0.5077226306625681,-3.5281430825881115,0.044844471496714694
12,0.3,0.03,2,360,0.6333333333333333,-0.02245129746983996,-0.020508975078976418,0.04556260177330318,-0.07321507501725694,0.11911098632414122,0.25229557025605664,-1.2910170749814402,-0.08898807635446779
