621 USDT-M perpetual symbols on Bitget (granularity=1h)
[ 445/621] RAVEUSDT             rows=  4372  ( 0.1s)
[ 448/621] RDDTUSDT             rows=  5516  ( 0.1s)
[ 447/621] RCATUSDT             rows=   331  ( 0.1s)
[ 446/621] RAYUSDT              rows= 14517  ( 0.1s)
[ 449/621] RDWUSDT              rows=   647  ( 0.1s)
[ 450/621] RECALLUSDT           rows=  5827  ( 0.1s)
[ 451/621] REDUSDT              rows= 11178  ( 0.1s)
[ 452/621] RENDERUSDT           rows= 16533  ( 0.1s)
[ 454/621] REZUSDT              rows= 18617  ( 0.1s)
[ 453/621] RESOLVUSDT           rows=  8881  ( 0.1s)
[ 455/621] RGTIUSDT             rows=   477  ( 0.1s)
[ 456/621] RIVERUSDT            rows=  5776  ( 0.1s)
[ 457/621] RKLBUSDT             rows=  1607  ( 0.1s)
[ 458/621] ROBOUSDT             rows=  2589  ( 0.1s)
[ 459/621] ROSEUSDT             rows= 35925  ( 0.1s)
[ 460/621] RPLUSDT              rows= 15432  ( 0.1s)
[ 461/621] RSRUSDT              rows= 35116  ( 0.1s)
[ 462/621] RTXSTOCKUSDT         rows=   331  ( 0.1s)
[ 463/621] RUNEUSDT             rows= 36527  ( 0.1s)
[ 464/621] RVNUSDT              rows= 27669  ( 0.1s)
[ 465/621] SAFEUSDT             rows= 14350  ( 0.1s)
[ 466/621] SAHARAUSDT           rows=  8496  ( 0.1s)
[ 467/621] SAMSUNGUSDT          rows=   313  ( 0.1s)
[ 468/621] SANDUSDT             rows= 39597  ( 0.1s)
[ 469/621] SANTOSUSDT           rows= 14273  ( 0.1s)
[ 470/621] SAPIENUSDT           rows=  7172  ( 0.1s)
[ 471/621] SATLUSDT             rows=   164  ( 0.1s)
[ 472/621] SATSSTOCKUSDT        rows=   164  ( 0.1s)
[ 473/621] SCRTUSDT             rows= 13700  ( 0.1s)
[ 474/621] SEIUSDT              rows= 24791  ( 0.1s)
[ 475/621] SENTUSDT             rows=  3450  ( 0.1s)
[ 476/621] SFPUSDT              rows= 27669  ( 0.1s)
[ 477/621] SHELLUSDT            rows= 11681  ( 0.1s)
[ 478/621] SHIBUSDT             rows= 39886  ( 0.1s)
[ 479/621] SIGNUSDT             rows=  9909  ( 0.1s)
[ 480/621] SIMOUSDT             rows=   116  ( 0.1s)
[ 481/621] SIRENUSDT            rows= 10846  ( 0.1s)
[ 482/621] SITMUSDT             rows=   264  ( 0.1s)
[ 483/621] SKHYNIXUSDT          rows=   313  ( 0.1s)
[ 484/621] SKLUSDT              rows= 27669  ( 0.1s)
[ 485/621] SKRUSDT              rows=  3481  ( 0.1s)
[ 486/621] SKYAIUSDT            rows=  9552  ( 0.1s)
[ 487/621] SKYUSDT              rows=  6694  ( 0.1s)
[ 488/621] SLPUSDT              rows=  7845  ( 0.1s)
[ 489/621] SLXUSDT              rows=   335  ( 0.1s)
[ 490/621] SMCIUSDT             rows=   647  ( 0.1s)
[ 491/621] SMRUSDT              rows=   264  ( 0.1s)
[ 492/621] SNDKUSDT             rows=  1464  ( 0.1s)
[ 493/621] SNOWUSDT             rows=   430  ( 0.1s)
[ 494/621] SNXUSDT              rows= 34676  ( 0.1s)
[ 495/621] SOLUSDT              rows= 42917  ( 0.1s)
[ 496/621] SOMIUSDT             rows=  7050  ( 0.1s)
[ 497/621] SONICUSDT            rows= 12571  ( 0.1s)
[ 498/621] SOONUSDT             rows=  9312  ( 0.1s)
[ 499/621] SOPHUSDT             rows=  9192  ( 0.1s)
[ 500/621] SOXLUSDT             rows=  1607  ( 0.1s)
[ 501/621] SOXSUSDT             rows=  1607  ( 0.1s)
[ 502/621] SP500USDT            rows=   577  ( 0.1s)
[ 503/621] SPACEUSDT            rows=  3427  ( 0.1s)
[ 504/621] SPCXUSDT             rows=   597  ( 0.1s)
[ 505/621] SPELLUSDT            rows= 27310  ( 0.1s)
[ 506/621] SPIRUSDT             rows=   164  ( 0.1s)
[ 507/621] SPKUSDT              rows=  8712  ( 0.1s)
[ 508/621] SPXUSDT              rows= 14251  ( 0.1s)
[ 509/621] SPYUSDT              rows=  2970  ( 0.1s)
[ 510/621] SQDUSDT              rows=  8851  ( 0.1s)
[ 511/621] SQQQUSDT             rows=  1824  ( 0.1s)
[ 512/621] SSVUSDT              rows= 28726  ( 0.1s)
[ 513/621] STABLEUSDT           rows=  5297  ( 0.1s)
[ 514/621] STBLUSDT             rows=  6241  ( 0.1s)
[ 515/621] STEEMUSDT            rows= 13871  ( 0.1s)
[ 516/621] STGUSDT              rows= 32829  ( 0.1s)
[ 517/621] STORJUSDT            rows= 34676  ( 0.1s)
[ 518/621] STOUSDT              rows= 10511  ( 0.1s)
[ 519/621] STRKUSDT             rows= 20274  ( 0.1s)
[ 520/621] STXSTOCKUSDT         rows=  1464  ( 0.1s)
[ 521/621] STXUSDT              rows= 28489  ( 0.1s)
[ 522/621] SUIUSDT              rows= 27310  ( 0.1s)
[ 523/621] SUMIELECUSDT         rows=   244  ( 0.1s)
[ 524/621] SUNUSDT              rows= 15864  ( 0.1s)
[ 525/621] SUPERUSDT            rows= 18957  ( 0.1s)
[ 526/621] SUSDT                rows= 12379  ( 0.1s)
[ 527/621] SUSHIUSDT            rows= 50136  ( 0.1s)
[ 528/621] SXTUSDT              rows=  9671  ( 0.1s)
[ 529/621] SYNUSDT              rows= 15905  ( 0.1s)
[ 530/621] SYRUPUSDT            rows=  9716  ( 0.1s)
[ 531/621] TACUSDT              rows=  8038  ( 0.1s)
[ 532/621] TAGUSDT              rows=  7796  ( 0.1s)
[ 533/621] TAIKOUSDT            rows= 17590  ( 0.1s)
[ 534/621] TAOUSDT              rows= 19073  ( 0.1s)
[ 535/621] THETAUSDT            rows= 41420  ( 0.1s)
[ 536/621] THEUSDT              rows= 13557  ( 0.1s)
[ 537/621] TIAUSDT              rows= 22966  ( 0.1s)
[ 538/621] TLMUSDT              rows= 28101  ( 0.1s)
[ 539/621] TNSRUSDT             rows= 19142  ( 0.1s)
[ 540/621] TOKYOELUSDT          rows=   243  ( 0.1s)
[ 541/621] TOSHIUSDT            rows= 12095  ( 0.1s)
[ 542/621] TOWNSUSDT            rows=  7534  ( 0.1s)
[ 543/621] TQQQUSDT             rows=  1824  ( 0.1s)
[ 544/621] TRADOORUSDT          rows=  1412  ( 0.1s)
[ 545/621] TRBUSDT              rows= 17231  ( 0.1s)
[ 546/621] TREEUSDT             rows=  7702  ( 0.1s)
[ 547/621] TRIAUSDT             rows=  3091  ( 0.1s)
[ 548/621] TRUMPUSDT            rows= 12308  ( 0.1s)
[ 549/621] TRUSTUSDT            rows=  5323  ( 0.1s)
[ 550/621] TRXUSDT              rows= 50809  ( 0.1s)
[ 551/621] TSEMUSDT             rows=   116  ( 0.1s)
[ 552/621] TSLAUSDT             rows=  7203  ( 0.1s)
[ 553/621] TSMUSDT              rows=  2518  ( 0.1s)
[ 555/621] TUSDT                rows= 16080  ( 0.1s)
[ 554/621] TURBOUSDT            rows= 17423  ( 0.1s)
[ 556/621] TUTUSDT              rows= 10877  ( 0.1s)
[ 557/621] TWLOUSDT             rows=   164  ( 0.1s)
[ 558/621] UAIUSDT              rows=  5299  ( 0.1s)
[ 559/621] UBUSDT               rows=  6623  ( 0.1s)
[ 560/621] UMAUSDT              rows= 14348  ( 0.1s)
[ 561/621] UNHUSDT              rows=  5181  ( 0.1s)
[ 562/621] UNITASUSDT           rows=   331  ( 0.1s)
[ 563/621] UNIUSDT              rows= 50206  ( 0.1s)
[ 564/621] USARUSDT             rows=   840  ( 0.1s)
[ 565/621] USDCUSDT             rows= 28580  ( 0.1s)
[ 566/621] USELESSUSDT          rows=  8061  ( 0.1s)
[ 567/621] USTCUSDT             rows= 11705  ( 0.1s)
[ 568/621] USUALUSDT            rows= 13051  ( 0.1s)
[ 569/621] USUSDT               rows=  4436  ( 0.1s)
[ 570/621] VANAUSDT             rows= 13099  ( 0.1s)
[ 571/621] VANRYUSDT            rows= 19584  ( 0.1s)
[ 572/621] VELODROMEUSDT        rows= 13172  ( 0.1s)
[ 573/621] VELVETUSDT           rows=  8039  ( 0.1s)
[ 574/621] VETUSDT              rows= 28440  ( 0.1s)
[ 575/621] VIRTUALUSDT          rows= 14180  ( 0.1s)
[ 576/621] VRTUSDT              rows=   792  ( 0.1s)
[ 577/621] VTHOUSDT             rows= 12215  ( 0.1s)
[ 578/621] VVVUSDT              rows= 12073  ( 0.1s)
[ 579/621] WALUSDT              rows= 10677  ( 0.1s)
[ 580/621] WAXPUSDT             rows= 23284  ( 0.1s)
[ 581/621] WCTUSDT              rows= 10221  ( 0.1s)
[ 582/621] WDCUSDT              rows=   647  ( 0.1s)
[ 583/621] WETUSDT              rows=  4488  ( 0.1s)
[ 584/621] WIFUSDT              rows= 19876  ( 0.1s)
[ 585/621] WLDUSDT              rows= 25343  ( 0.1s)
[ 586/621] WLFIUSDT             rows=  7098  ( 0.1s)
[ 587/621] WMTUSDT              rows=  2518  ( 0.1s)
[ 588/621] WOOUSDT              rows= 33234  ( 0.1s)
[ 589/621] WUSDT                rows= 19250  ( 0.1s)
[ 590/621] XAGUSDT              rows=  3813  ( 0.1s)
[ 591/621] XAIUSDT              rows= 21162  ( 0.1s)
[ 593/621] XAUTUSDT             rows= 10507  ( 0.1s)
[ 592/621] XANUSDT              rows=  6194  ( 0.1s)
[ 594/621] XAUUSDT              rows=  4417  ( 0.1s)
[ 595/621] XLMUSDT              rows= 45933  ( 0.1s)
[ 596/621] XMRUSDT              rows=  5182  ( 0.1s)
[ 597/621] XOMUSDT              rows=  2281  ( 0.1s)
[ 598/621] XPDUSDT              rows=  3260  ( 0.1s)
[ 599/621] XPINUSDT             rows=  6623  ( 0.1s)
[ 600/621] XPLUSDT              rows=  7025  ( 0.1s)
[ 601/621] XPTUSDT              rows=  3260  ( 0.1s)
[ 602/621] XRPUSDT              rows= 56575  ( 0.1s)
[ 603/621] XTZUSDT              rows= 50400  ( 0.1s)
[ 604/621] XVGUSDT              rows= 25794  ( 0.1s)
[ 605/621] XVSUSDT              rows= 18436  ( 0.1s)
[ 606/621] YBUSDT               rows=  5929  ( 0.1s)
[ 607/621] YGGUSDT              rows= 25033  ( 0.1s)
[ 608/621] ZAMAUSDT             rows=  3186  ( 0.1s)
[ 609/621] ZBTUSDT              rows=  5781  ( 0.1s)
[ 610/621] ZECUSDT              rows=  5804  ( 0.1s)
[ 611/621] ZENUSDT              rows= 12598  ( 0.1s)
[ 612/621] ZESTUSDT             rows=   257  ( 0.1s)
[ 613/621] ZETAUSDT             rows= 20662  ( 0.1s)
[ 614/621] ZILUSDT              rows= 36692  ( 0.1s)
[ 615/621] ZKCUSDT              rows=  6549  ( 0.1s)
[ 616/621] ZKPUSDT              rows=  4217  ( 0.1s)
[ 617/621] ZKUSDT               rows= 17468  ( 0.1s)
[ 618/621] ZORAUSDT             rows= 10026  ( 0.1s)
[ 619/621] ZROUSDT              rows= 17393  ( 0.1s)
[ 620/621] ZRXUSDT              rows= 35925  ( 0.1s)
[ 621/621] 龙虾USDT               rows=  2254  ( 0.1s)
Exception ignored in: <function _ProactorBasePipeTransport.__del__ at 0x000001DFC0BC7940>
Traceback (most recent call last):
  File "C:\Users\user\anaconda3\lib\asyncio\proactor_events.py", line 116, in __del__
    self.close()
  File "C:\Users\user\anaconda3\lib\asyncio\proactor_events.py", line 108, in close
    self._loop.call_soon(self._call_connection_lost, None)
  File "C:\Users\user\anaconda3\lib\asyncio\base_events.py", line 751, in call_soon
    self._check_closed()
  File "C:\Users\user\anaconda3\lib\asyncio\base_events.py", line 515, in _check_closed
    raise RuntimeError('Event loop is closed')
RuntimeError: Event loop is closed
Exception ignored in: <function _ProactorBasePipeTransport.__del__ at 0x000001DFC0BC7940>
Traceback (most recent call last):
  File "C:\Users\user\anaconda3\lib\asyncio\proactor_events.py", line 116, in __del__
    self.close()
  File "C:\Users\user\anaconda3\lib\asyncio\proactor_events.py", line 108, in close
    self._loop.call_soon(self._call_connection_lost, None)
  File "C:\Users\user\anaconda3\lib\asyncio\base_events.py", line 751, in call_soon
    self._check_closed()
  File "C:\Users\user\anaconda3\lib\asyncio\base_events.py", line 515, in _check_closed
    raise RuntimeError('Event loop is closed')
RuntimeError: Event loop is closed
Exception ignored in: <function _ProactorBasePipeTransport.__del__ at 0x000001DFC0BC7940>
Traceback (most recent call last):
  File "C:\Users\user\anaconda3\lib\asyncio\proactor_events.py", line 116, in __del__
    self.close()
  File "C:\Users\user\anaconda3\lib\asyncio\proactor_events.py", line 108, in close
    self._loop.call_soon(self._call_connection_lost, None)
  File "C:\Users\user\anaconda3\lib\asyncio\base_events.py", line 751, in call_soon
    self._check_closed()
  File "C:\Users\user\anaconda3\lib\asyncio\base_events.py", line 515, in _check_closed
    raise RuntimeError('Event loop is closed')
RuntimeError: Event loop is closed
Exception ignored in: <function _ProactorBasePipeTransport.__del__ at 0x000001DFC0BC7940>
Traceback (most recent call last):
  File "C:\Users\user\anaconda3\lib\asyncio\proactor_events.py", line 116, in __del__
    self.close()
  File "C:\Users\user\anaconda3\lib\asyncio\proactor_events.py", line 108, in close
    self._loop.call_soon(self._call_connection_lost, None)
  File "C:\Users\user\anaconda3\lib\asyncio\base_events.py", line 751, in call_soon
    self._check_closed()
  File "C:\Users\user\anaconda3\lib\asyncio\base_events.py", line 515, in _check_closed
    raise RuntimeError('Event loop is closed')
RuntimeError: Event loop is closed
Exception ignored in: <function _ProactorBasePipeTransport.__del__ at 0x000001DFC0BC7940>
Traceback (most recent call last):
  File "C:\Users\user\anaconda3\lib\asyncio\proactor_events.py", line 116, in __del__
    self.close()
  File "C:\Users\user\anaconda3\lib\asyncio\proactor_events.py", line 108, in close
    self._loop.call_soon(self._call_connection_lost, None)
  File "C:\Users\user\anaconda3\lib\asyncio\base_events.py", line 751, in call_soon
    self._check_closed()
  File "C:\Users\user\anaconda3\lib\asyncio\base_events.py", line 515, in _check_closed
    raise RuntimeError('Event loop is closed')
RuntimeError: Event loop is closed
