eval_date,bucket,Symbol,Name,tf,angle_deg,residence_20,next_ret_pct
2026-05-12,B,008775,호텔신라우,1W,0.06008662407416113,0.3,-1.342281879194631
2026-05-12,A,004090,한국석유,1Q,1.3216294777889779,1.0,-1.978171896316508
2026-05-12,B,003545,대신증권우,1M,1.4672201963546527,1.0,-3.289473684210526
2026-05-12,B,016090,대현,1W,0.010117566469636288,0.45,-1.9020172910662825
2026-05-12,B,271560,오리온,1W,0.8419981753958812,0.9,-0.9345794392523364
2026-05-12,B,306200,세아제강,1W,0.9289909272054885,0.75,2.307692307692308
2026-05-12,B,004360,세방,1W,0.13620815248244045,0.9,-2.628120893561104
2026-05-12,B,005740,크라운해태홀딩스,1W,0.05606566382541212,0.5,0.5780346820809248
2026-05-12,B,403550,쏘카,1W,0.503158081023221,0.6,29.946929492039427
2026-05-12,B,064350,현대로템,1M,4.378327327202582,1.0,0.0
2026-05-12,B,006660,삼성공조,1Q,0.64913384260164,0.6,1.4649190439475714
2026-05-12,B,000680,LS네트웍스,1Q,0.4746077407602197,0.6,-2.91005291005291
2026-05-12,B,003620,KG모빌리티,1W,0.5251542743924286,0.8,-3.082614056720099
2026-05-12,B,058860,KTis,1M,0.17096866333043806,0.6,-0.7092198581560284
2026-05-12,B,002310,아세아제지,1M,0.2745533513235632,0.45,-1.8072289156626504
2026-05-12,B,013580,계룡건설,1W,0.9375389513099206,1.0,-1.1428571428571428
2026-05-12,B,003200,일신방직,1M,1.364832289516507,0.7,-2.1294021294021293
2026-05-12,B,006220,제주은행,1M,0.730257894313705,0.65,-0.6837606837606838
2026-05-12,B,207940,삼성바이오로직스,1Q,0.9194309285191737,0.95,-2.2869022869022877
2026-05-12,B,120110,코오롱인더,1W,2.1939913321001345,1.0,-0.8101851851851851
2026-05-12,B,020120,키다리스튜디오,1W,0.31646566223901257,0.45,-2.213541666666667
2026-05-12,B,375500,DL이앤씨,1W,3.0150058804865667,0.9,-3.143189755529686
2026-05-12,B,021820,세원정공,1W,0.6583059815378162,1.0,0.3460207612456747
2026-05-12,B,452260,한화갤러리아,1W,2.366626761175355,1.0,30.0
2026-05-12,B,105560,KB금융,1W,0.6631505956136078,1.0,-1.0416666666666663
2026-05-12,B,462520,조선내화,1W,0.021602590668698813,0.35,1.4074595355383532
2026-05-12,B,096770,SK이노베이션,1W,0.6039451789686829,0.7,0.933852140077821
2026-05-12,B,009410,태영건설,1W,0.35902040001453256,0.8,-1.5829694323144103
2026-05-12,B,029780,삼성카드,1M,0.890582291436279,1.0,-1.2133468149646107
2026-05-12,B,008420,문배철강,1W,0.6634162859493197,0.65,-0.998003992015968
2026-05-13,A,008350,남선알미늄,1W,2.2671709659935493,1.0,5.659397715472482
2026-05-13,A,008260,NI스틸,1W,0.24788182871476358,0.7,2.60989010989011
2026-05-13,A,066970,엘앤에프,1W,1.661531271063725,0.8,1.5976331360946745
2026-05-13,B,007690,국도화학,1W,0.6581908977011024,0.9,4.749340369393139
2026-05-13,B,015230,대창단조,1W,0.258087351336187,0.75,3.111111111111111
2026-05-13,A,298020,효성티앤씨,1W,2.3222308860498013,0.95,3.678929765886288
2026-05-13,A,011170,롯데케미칼,1W,0.9009510455301628,0.75,6.141367323290845
2026-05-13,B,079900,전진건설로봇,1W,0.96641425939593,1.0,1.5948963317384368
2026-05-13,B,271940,일진하이솔루스,1W,0.530739825179818,0.6,0.1838235294117647
2026-05-13,B,112610,씨에스윈드,1W,1.2249220064026711,0.7,0.9124087591240876
2026-05-13,A,024070,WISCOM,1W,0.5344684083816967,0.65,4.265402843601896
2026-05-13,A,020000,한섬,1W,1.431949228011044,0.9,10.039370078740156
2026-05-13,B,012630,HDC,1W,1.2105762379254659,0.85,0.6211180124223602
2026-05-13,B,111770,영원무역,1M,2.670427988612508,0.8,2.8169014084507045
2026-05-13,B,37550K,DL이앤씨우,1W,0.8950111256367119,1.0,0.7407407407407408
2026-05-13,A,007980,TP,1W,0.3337989577178343,0.85,0.3512293025589563
2026-05-13,B,120115,코오롱인더우,1W,0.4514509449832173,1.0,1.4311270125223614
2026-05-13,B,079980,휴비스,1W,0.520903444332536,0.6,0.1724137931034483
2026-05-13,B,100220,비상교육,1W,1.0416266760099733,0.7,-0.6379585326953748
2026-05-13,B,227840,현대코퍼레이션홀딩스,1W,0.18450613808284388,0.55,0.6201550387596899
2026-05-13,B,003120,일성아이에스,1M,0.6864921060311067,0.65,0.9779951100244498
2026-05-13,A,084010,대한제강,1M,0.909955362185007,0.95,0.8928571428571428
2026-05-13,A,000950,전방,1M,1.6366408359601292,0.7,1.3559322033898304
2026-05-13,B,030720,동원수산,1W,0.2839583404280405,0.35,-1.0819165378670788
2026-05-13,A,000540,흥국화재,1Q,0.5316975216408779,0.4,6.63265306122449
2026-05-13,B,000320,노루홀딩스,1M,1.492871351108733,1.0,0.0
2026-05-13,B,003230,삼양식품,1W,0.08861019912199025,0.35,11.11969111969112
2026-05-13,A,161000,애경케미칼,1W,1.2803466830050538,0.6,7.2421360643745425
2026-05-13,B,000215,DL우,1W,0.42837167802638576,0.65,-0.1872659176029962
2026-05-13,A,097230,HJ중공업,1M,6.432345827704131,0.95,0.6109979633401221
2026-05-13,A,031440,신세계푸드,1W,0.5951880624159985,1.0,9.883720930232558
2026-05-13,B,034830,한국토지신탁,1W,0.4504461165214714,0.7,4.482758620689655
2026-05-13,B,336370,솔루스첨단소재,1W,1.692644287412319,0.7,6.255506607929516
2026-05-13,B,017960,한국카본,1W,1.3958612303431541,0.95,-5.317919075144509
2026-05-13,A,034590,인천도시가스,1M,0.1137914880022511,0.65,0.5671077504725899
2026-05-13,A,071055,한국금융지주우,1W,0.9700434627338826,1.0,1.6213086276780544
2026-05-13,A,123700,SJM,1M,0.22944066065478372,0.55,2.046384720327422
2026-05-13,B,002380,KCC,1W,0.8530831016650611,0.85,0.8741258741258742
2026-05-13,B,001515,SK증권우,1W,3.0199152461794094,1.0,-4.138702460850112
2026-05-13,A,002100,경농,1W,0.23639489253091794,0.75,-0.305498981670061
2026-05-13,B,023590,다우기술,1M,3.2982115176174185,0.8,2.543352601156069
2026-05-13,B,018260,삼성에스디에스,1M,0.42269631215983605,0.6,2.007808142777468
2026-05-13,A,001390,KG케미칼,1M,0.7568696743305341,0.5,2.394106813996317
2026-05-13,B,003000,부광약품,1W,1.6150769481785132,0.95,0.8547008547008548
2026-05-13,B,451800,한화리츠,1W,1.0782731622851276,1.0,2.4761904761904763
2026-05-13,B,404990,신한서부티엔디리츠,1M,0.06648200222440324,0.25,-0.6345177664974619
2026-05-13,A,00104K,CJ4우(전환),1W,0.511807171782742,0.9,5.099150141643059
2026-05-13,B,133820,화인베스틸,1M,1.1085371251784308,0.5,0.0744047619047619
2026-05-13,B,002220,한일철강,1M,2.5732346840782023,0.6,1.5940488841657812
2026-05-13,B,034310,NICE,1M,0.7537593936781717,0.65,0.2272727272727272
2026-05-13,A,004980,성신양회,1W,0.3021075317738681,0.55,0.3913894324853229
2026-05-13,A,008775,호텔신라우,1W,0.052180494030380456,0.3,8.843537414965986
2026-05-13,B,025000,KPX케미칼,1W,0.18664555496498664,0.8,1.5625
2026-05-13,B,010140,삼성중공업,1W,0.6882856635121146,0.95,-2.898550724637681
2026-05-13,B,014440,영보화학,1M,0.8525944316816944,0.9,0.4250797024442083
2026-05-13,B,088790,진도,1W,0.7831234245488782,0.85,3.609341825902336
2026-05-13,A,271560,오리온,1W,0.8357973721262874,0.9,3.918722786647314
2026-05-13,B,089860,롯데렌탈,1M,0.18080888161948325,0.8,4.113924050632911
2026-05-13,A,00088K,한화3우B,1W,0.8429292394106924,0.95,1.214574898785425
2026-05-13,B,004100,태양금속,1Q,1.7965988748791273,0.8,2.6465028355387523
2026-05-13,B,078930,GS,1W,0.9083763321498,1.0,3.894297635605007
2026-05-13,B,214390,경보제약,1W,0.334128519687998,0.5,0.7874015748031495
2026-05-13,A,000680,LS네트웍스,1Q,0.45509199920905313,0.6,4.632152588555858
2026-05-13,A,003620,KG모빌리티,1W,0.5056183188968219,0.8,-0.5089058524173028
2026-05-13,B,000670,영풍,1W,0.2630314348030327,0.85,1.584786053882726
2026-05-13,A,002310,아세아제지,1Q,0.1058280004563073,0.6,4.049079754601228
2026-05-13,A,013580,계룡건설,1W,0.9302366384714689,1.0,-1.9267822736030824
2026-05-13,A,079550,LIG디펜스앤에어로스페이스,1W,2.6489671442732337,0.9,0.572737686139748
2026-05-13,A,005305,롯데칠성우,1M,0.593691329257652,0.6,2.5773195876288657
2026-05-13,B,373220,LG에너지솔루션,1W,0.32481156904531,0.45,2.7906976744186047
2026-05-13,B,003480,한진중공업홀딩스,1W,0.6514331434219965,0.6,-0.3546099290780142
2026-05-13,A,006220,제주은행,1M,0.726021900120976,0.65,2.409638554216868
2026-05-13,A,120110,코오롱인더,1W,2.187075397168061,1.0,2.2170361726954493
2026-05-13,A,375500,DL이앤씨,1W,2.984657710731917,0.9,2.1634615384615383
2026-05-13,B,138040,메리츠금융지주,1Q,5.876314449583668,1.0,3.380281690140845
2026-05-13,B,450080,에코프로머티,1W,0.8574796864057783,0.85,1.7699115044247788
2026-05-13,A,105560,KB금융,1W,0.6566853452917488,1.0,2.631578947368421
2026-05-13,A,008420,문배철강,1W,0.6567292104906864,0.65,1.411290322580645
2026-05-14,B,001510,SK증권,1W,3.561857840112088,0.9,-7.039106145251396
2026-05-14,B,900140,엘브이엠씨홀딩스,1W,0.2133848745420041,0.5,-1.3674197384066586
2026-05-14,A,055490,테이팩스,1W,0.7069557451188847,0.6,0.4545454545454545
2026-05-14,B,031820,아이티센씨티에스,1W,0.8034172999877762,0.95,2.7096774193548385
2026-05-14,A,004770,써니전자,1W,0.3852417301049233,0.85,-2.4956471271038887
2026-05-14,B,100840,SNT에너지,1M,3.3925962824508527,1.0,-6.395939086294416
2026-05-14,A,005690,파미셀,1W,0.4559781888674122,0.65,-5.8273776800439805
2026-05-14,A,090080,평화산업,1W,0.1978316397810224,0.5,-1.641025641025641
2026-05-14,B,010660,화천기계,1M,1.7895591154910815,0.7,-3.131991051454139
2026-05-14,B,395400,SK리츠,1M,0.5984745654108751,0.95,0.1730103806228373
2026-05-14,A,030720,동원수산,1W,0.277243215493841,0.35,-2.5
2026-05-14,A,000215,DL우,1W,0.4272324339348533,0.65,-1.6885553470919326
2026-05-14,B,007120,미래아이앤지,1W,2.2663326838551687,1.0,-0.1932989690721649
2026-05-14,B,003010,혜인,1W,0.7678410552022311,0.7,-3.858024691358025
2026-05-14,B,023350,한국종합기술,1W,0.2551186680235516,0.55,0.0
2026-05-14,A,001515,SK증권우,1W,2.987586740450531,1.0,-0.2333722287047841
2026-05-14,B,005870,휴니드,1Q,0.519401860776675,0.45,-9.878048780487806
2026-05-14,A,404990,신한서부티엔디리츠,1M,0.06257129941771433,0.25,-0.3831417624521072
2026-05-14,B,011690,와이투솔루션,1W,2.0701379296362727,1.0,-10.881542699724518
2026-05-14,A,010140,삼성중공업,1W,0.6695726752395825,0.95,-2.8192371475953566
2026-05-14,B,004360,세방,1M,0.39455939727331324,0.65,-1.0803511141120865
2026-05-14,B,016710,대성홀딩스,1M,0.07262891057701339,0.65,-2.3837902264600714
2026-05-14,B,009770,삼정펄프,1M,0.5932520234541095,0.8,-0.1694915254237288
2026-05-14,B,017860,DS단석,1W,0.48647372254267507,0.55,-4.841149773071105
2026-05-14,B,064350,현대로템,1M,4.365947609201318,1.0,-5.176470588235294
2026-05-14,B,267250,HD현대,1W,1.0230388000150477,1.0,-3.405017921146954
2026-05-14,A,006660,삼성공조,1Q,0.6433211944808925,0.6,-3.813229571984436
2026-05-14,B,072130,유엔젤,1Q,0.6241306170334836,0.6,0.5252100840336135
2026-05-14,A,013580,계룡건설,1W,0.9180660500286635,1.0,-2.9469548133595285
2026-05-14,B,006125,SK디스커버리우,1W,0.18440291114451549,0.8,-0.4932182490752158
2026-05-14,A,003480,한진중공업홀딩스,1W,0.6490900595827681,0.6,6.761565836298933
2026-05-14,A,025860,남해화학,1W,1.1350605307037118,0.85,-7.666666666666666
2026-05-14,A,096770,SK이노베이션,1W,0.5948182048675896,0.7,-2.525651144435675
2026-05-14,B,010950,S-Oil,1W,1.1571758645486532,1.0,-2.5217391304347827
2026-05-15,B,011500,한농화성,1M,1.1901167372659969,0.35,0.4584819154355578
2026-05-15,A,004690,삼천리,1M,1.4624722520420623,0.65,-3.296703296703297
2026-05-15,A,008260,NI스틸,1W,0.25434120626913576,0.7,-1.4945652173913044
2026-05-15,B,004700,조광피혁,1M,0.7844433042116062,0.95,-0.4807692307692308
2026-05-15,B,180640,한진칼,1M,1.6320150692079,1.0,-6.543624161073826
2026-05-15,A,015230,대창단조,1W,0.2545879082050292,0.75,-1.0432190760059614
2026-05-15,B,443060,HD현대마린솔루션,1M,1.4933998740808225,0.3,2.5522041763341066
2026-05-15,B,007810,코리아써키트,1W,3.0019803510265204,1.0,-9.34065934065934
2026-05-15,B,011170,롯데케미칼,1W,0.902424148023344,0.75,-2.7745664739884397
2026-05-15,B,00680K,미래에셋증권2우B,1W,1.8381772254712327,1.0,0.2116402116402116
2026-05-15,A,079900,전진건설로봇,1W,0.9288799053989727,1.0,-4.5608108108108105
2026-05-15,B,009900,명신산업,1W,0.8959821588472762,0.95,-2.743362831858407
2026-05-15,A,055550,신한지주,1W,0.6713045145400982,1.0,-2.1030494216614093
2026-05-15,B,024070,WISCOM,1W,0.5225256500461836,0.65,0.2415458937198067
2026-05-15,B,417310,코람코더원리츠,1W,0.7127213091892263,1.0,-0.5994005994005994
2026-05-15,B,139990,아주스틸,1W,0.0223183922620733,0.3,-5.446293494704992
2026-05-15,A,900140,엘브이엠씨홀딩스,1W,0.20481976210123587,0.5,-1.8685955394816152
2026-05-15,B,002780,진흥기업,1W,1.7584332088849066,0.85,-1.412180052956752
2026-05-15,A,012630,HDC,1W,1.2105762379254659,0.85,-4.761904761904762
2026-05-15,B,006800,미래에셋증권,1W,2.985327816404339,1.0,0.8583690987124464
2026-05-15,A,00279K,아모레퍼시픽홀딩스3우C,1M,0.28973812751087086,0.65,-1.9823788546255507
2026-05-15,B,267270,HD건설기계,1W,1.8860251461599338,1.0,0.3694581280788177
2026-05-15,B,009835,한화솔루션우,1M,0.4037319601710454,0.65,3.8054968287526423
2026-05-15,B,009420,한올바이오파마,1M,1.4029986269095647,0.65,-10.571736785329016
2026-05-15,B,003070,코오롱글로벌,1W,0.5294833436799641,0.7,-4.095238095238096
2026-05-15,B,023810,인팩,1M,0.23663362288312,0.3,-14.196762141967625
2026-05-15,A,004770,써니전자,1W,0.36993218805339123,0.85,4.761904761904762
2026-05-15,B,030210,다올투자증권,1M,0.8961198139103673,0.75,-0.125
2026-05-15,B,011700,한신기계,1M,0.17557468943611712,0.3,-0.1287001287001287
2026-05-15,A,047050,포스코인터내셔널,1W,1.1691393279074178,0.9,-0.8344923504867872
2026-05-15,A,003120,일성아이에스,1M,0.6924818577315052,0.65,-2.663438256658596
2026-05-15,A,084010,대한제강,1M,0.9008720761071527,0.95,-3.532608695652174
2026-05-15,B,047400,유니온머티리얼,1W,0.7285029372639703,0.8,-0.1859888406695598
2026-05-15,B,027410,BGF,1W,0.6822956900833572,0.85,-1.9095477386934676
2026-05-15,A,004060,SG세계물산,1M,0.7661920092497628,0.2,-4.377564979480164
2026-05-15,B,097950,CJ제일제당,1W,0.3357109935000902,0.5,-3.063457330415755
2026-05-15,B,001260,남광토건,1M,0.7662558915451425,0.85,-1.7502917152858808
2026-05-15,A,294870,IPARK현대산업개발,1W,0.34710608924325115,0.95,-3.711790393013101
2026-05-15,A,030720,동원수산,1W,0.2618943301973724,0.35,-0.3205128205128205
2026-05-15,B,000320,노루홀딩스,1M,1.4758921875401458,1.0,-0.8551307847082495
2026-05-15,B,005720,넥센,1W,0.39393848465859416,0.85,-0.7173601147776184
2026-05-15,B,001360,삼성제약,1M,0.38721644051246407,0.3,-0.6466784244562023
2026-05-15,B,161000,애경케미칼,1W,1.267065986754245,0.6,-0.967982129560685
2026-05-15,A,000215,DL우,1W,0.41697922201704424,0.65,-3.2442748091603053
2026-05-15,A,031440,신세계푸드,1W,0.587863188169533,1.0,0.0
2026-05-15,A,007120,미래아이앤지,1W,2.2649789037410333,1.0,-3.16333118140736
2026-05-15,B,001550,조비,1M,0.4597501673743126,0.4,-2.593440122044241
2026-05-15,B,037710,광주신세계,1W,0.535668212720441,0.95,0.6587615283267457
2026-05-15,A,003010,혜인,1W,0.7414396174028589,0.7,-2.247191011235955
2026-05-15,A,010400,우진아이엔에스,1M,0.029191918485829985,0.35,0.6868131868131868
2026-05-15,B,336370,솔루스첨단소재,1W,1.6760321033460825,0.7,0.18001800180018
2026-05-15,B,002700,신일전자,1W,0.23977943926810916,0.8,-0.2136752136752137
2026-05-15,B,005960,동부건설,1W,1.347215121361392,0.75,-5.653266331658291
2026-05-15,A,034590,인천도시가스,1M,0.10928490557366395,0.65,0.1904761904761904
2026-05-15,B,123700,SJM,1M,0.23806615192325725,0.55,-0.4037685060565276
2026-05-15,B,000120,CJ대한통운,1M,0.30996569020377407,0.35,-3.463203463203463
2026-05-15,A,005440,현대지에프홀딩스,1W,1.57689510913434,0.9,-4.318488529014845
2026-05-15,A,001515,SK증권우,1W,2.985839199226297,1.0,-9.12280701754386
2026-05-15,B,001460,BYC,1M,1.0453243862982398,0.65,1.9036954087346023
2026-05-15,A,005870,휴니드,1Q,0.45294108772638636,0.45,-0.6765899864682002
2026-05-15,B,005820,원림,1W,0.25825937885330646,0.9,-1.096067053513862
2026-05-15,B,007660,이수페타시스,1W,0.1811603341817005,0.65,2.734375
2026-05-15,A,023590,다우기술,1M,3.3060726727402074,0.8,1.376146788990826
2026-05-15,B,002020,코오롱,1W,0.8064294763488837,0.85,2.163833075734157
2026-05-15,B,086790,하나금융지주,1W,0.826412534973007,1.0,-4.033613445378151
2026-05-15,A,001390,KG케미칼,1M,0.7516950929371524,0.5,-0.927643784786642
2026-05-15,A,404990,신한서부티엔디리츠,1M,0.06022487745152872,0.25,-4.102564102564102
2026-05-15,A,011690,와이투솔루션,1W,1.9873792445544527,1.0,-4.1731066460587325
2026-05-15,B,009190,대양금속,1W,0.3917749914232479,0.35,0.8064516129032258
2026-05-15,A,004980,성신양회,1M,0.5051026658342956,0.7,-1.6227180527383367
2026-05-15,A,008775,호텔신라우,1W,0.05692417231437043,0.3,-0.8097165991902834
2026-05-15,A,010140,삼성중공업,1W,0.6518991661890056,0.95,0.8532423208191127
2026-05-15,A,016090,대현,1W,0.017199862660492456,0.45,-2.3917995444191344
2026-05-15,A,014440,영보화학,1M,0.8546906647435059,0.9,-0.5296610169491525
2026-05-15,A,089860,롯데렌탈,1M,0.18743533869302864,0.8,-0.1564945226917058
2026-05-15,A,004360,세방,1M,0.3875060385064114,0.65,-1.7747440273037545
2026-05-15,A,005740,크라운해태홀딩스,1W,0.07531206639949285,0.5,-5.594405594405594
2026-05-15,A,016710,대성홀딩스,1M,0.05852622048596462,0.65,-0.8547008547008548
2026-05-15,A,002170,SYTS,1W,0.2333705528984556,1.0,-2.184873949579832
2026-05-15,B,139480,이마트,1W,0.735897259739479,0.95,-3.2195121951219514
2026-05-15,B,093050,LF,1W,0.9376444331152781,0.8,-1.214574898785425
2026-05-15,B,003850,보령,1W,0.2589275471845984,0.9,-2.4742268041237114
2026-05-15,B,000680,LS네트웍스,1W,0.535523147074772,0.55,7.887323943661972
2026-05-15,B,003620,KG모빌리티,1W,0.4954595752889006,0.8,-3.4928848641655885
2026-05-15,B,000670,영풍,1W,0.236322030002439,0.85,-2.6490066225165565
2026-05-15,B,079550,LIG디펜스앤에어로스페이스,1W,2.608770029043007,0.9,0.5995203836930456
2026-05-15,A,006125,SK디스커버리우,1W,0.1814989478742203,0.8,0.4956629491945477
2026-05-15,B,373220,LG에너지솔루션,1W,0.30596126702768917,0.45,-2.158273381294964
2026-05-15,B,002710,TCC스틸,1W,0.4317101036891583,0.35,-1.7857142857142856
2026-05-15,A,010955,S-Oil우,1W,0.5725025343422758,1.0,-2.304964539007092
2026-05-15,A,006220,제주은행,1Q,2.7100790377111106,0.9,-1.866666666666667
2026-05-15,B,020120,키다리스튜디오,1W,0.2767010061330266,0.45,0.8333333333333334
2026-05-15,A,138040,메리츠금융지주,1Q,5.867983095180666,1.0,0.4725897920604915
2026-05-15,B,003670,포스코퓨처엠,1W,0.6675655414634746,0.8,-1.48619957537155
2026-05-15,B,298690,에어부산,1W,0.43935992757167747,0.65,-3.215926493108729
2026-05-18,B,035510,신세계 I&C,1W,0.5012449016301858,0.9,-8.133971291866029
2026-05-18,B,001560,제일연마,1W,0.4222868963266241,0.75,-1.6037735849056605
2026-05-18,B,051915,LG화학우,1W,0.08467859115688822,0.45,-4.297994269340974
2026-05-18,B,029460,케이씨,1W,1.23127328246007,1.0,-6.934812760055478
2026-05-18,B,057050,현대홈쇼핑,1W,1.281207641249961,0.85,-1.650943396226415
2026-05-18,B,007690,국도화학,1M,0.18615431439410374,0.4,-2.194787379972565
2026-05-18,B,298020,효성티앤씨,1W,2.1189392502037174,1.0,-4.383886255924171
2026-05-18,B,028100,동아지질,1M,0.8060666028033131,0.95,0.1887979861548143
2026-05-18,B,002240,고려제강,1M,0.5497845169129317,0.35,-2.07852193995381
2026-05-18,B,001780,알루코,1W,0.8522175344057472,0.85,-0.9727626459143968
2026-05-18,B,049800,우진플라임,1M,0.022624458819516663,0.2,-1.7699115044247788
2026-05-18,B,282330,BGF리테일,1W,0.6550248439111547,0.95,-1.6886930983847284
2026-05-18,B,012800,대창,1W,0.6945366279480988,0.95,1.772816808929744
2026-05-18,B,078935,GS우,1W,0.5051305342803527,1.0,-0.7042253521126761
2026-05-18,B,082640,동양생명,1M,0.56376230558618,0.75,-0.1319261213720316
2026-05-18,B,068270,셀트리온,1M,0.5069641715238081,0.75,-0.382544954758905
2026-05-18,B,010960,삼호개발,1M,0.32028629673223397,0.7,1.0
2026-05-18,B,010100,한국무브넥스,1M,0.4814887289731857,0.35,-7.345225603357817
2026-05-18,B,013520,화승코퍼레이션,1W,1.0821187573234514,0.95,-5.039370078740157
2026-05-18,B,001940,KISCO홀딩스,1M,0.742592526527076,0.75,-0.2079002079002079
2026-05-18,A,007980,TP,1W,0.26965682587660234,0.85,-2.972292191435768
2026-05-18,B,005945,NH투자증권우,1W,0.911179280152623,1.0,-1.7578125
2026-05-18,B,031820,아이티센씨티에스,1W,0.8019778509150404,0.95,-2.461139896373057
2026-05-18,B,018670,SK가스,1W,0.4689498947928032,0.55,-3.2064128256513023
2026-05-18,A,030210,다올투자증권,1M,0.8952422684665675,0.75,-2.503128911138924
2026-05-18,A,011700,한신기계,1M,0.1747542520622863,0.3,-3.865979381443299
2026-05-18,B,210540,디와이파워,1M,0.2030532483973132,0.5,-1.8426647767540751
2026-05-18,B,005690,파미셀,1W,0.4377561574754395,0.65,-5.772699939867709
2026-05-18,B,051910,LG화학,1W,0.3668927541831799,0.45,-6.032171581769437
2026-05-18,B,300720,한일시멘트,1Q,1.1718429140726834,0.45,-2.432938240798503
2026-05-18,B,006980,우성,1W,0.9125085618353398,0.85,-1.4018691588785046
2026-05-18,B,016880,웅진,1M,2.1440563911990003,0.7,-4.602510460251046
2026-05-18,B,035150,백산,1Q,1.7908479420657766,0.95,-3.022452504317789
2026-05-18,A,097950,CJ제일제당,1W,0.2988714593020408,0.55,-2.4830699774266365
2026-05-18,B,036580,팜스코,1M,0.7351813403403014,0.5,-4.492512479201332
2026-05-18,A,030720,동원수산,1W,0.24102247341826866,0.4,-2.090032154340836
2026-05-18,B,003230,삼양식품,1M,2.072514293772287,1.0,1.8301610541727675
2026-05-18,A,005720,넥센,1W,0.39196408558535817,0.85,-0.5780346820809248
2026-05-18,A,001360,삼성제약,1M,0.3832058443152069,0.3,-3.609467455621302
2026-05-18,B,069640,한세엠케이,1W,0.20936745276780636,0.35,4.256965944272446
2026-05-18,B,003490,대한항공,1W,0.3704134534341345,0.9,0.9784735812133072
2026-05-18,B,000430,대원강업,1W,0.35937554806880534,0.75,-4.767184035476718
2026-05-18,B,014280,금강공업,1M,0.32140016700826024,0.4,-2.268244575936884
2026-05-18,A,003010,혜인,1W,0.720808570191243,0.75,-3.4482758620689653
2026-05-18,B,023350,한국종합기술,1W,0.1868268507301517,0.6,1.616161616161616
2026-05-18,B,007160,사조산업,1Q,0.8766028483458407,0.35,-1.738241308793456
2026-05-18,B,001800,오리온홀딩스,1W,0.6562517230970718,0.95,-3.474903474903475
2026-05-18,B,017960,한국카본,1M,4.232949092710535,0.9,-1.0914051841746248
2026-05-18,B,02826K,삼성물산우B,1W,1.11328430728454,0.95,-0.4454342984409799
2026-05-18,B,025540,한국단자,1W,0.7126592539363232,1.0,1.351351351351351
2026-05-18,B,004000,롯데정밀화학,1W,0.8805316386617305,0.75,-0.3663003663003663
2026-05-18,B,028050,삼성E&A,1W,2.5567115154515285,0.9,-0.5050505050505051
2026-05-18,A,084680,이월드,1W,0.768809010268768,1.0,-3.9135514018691584
2026-05-18,B,010130,고려아연,1M,3.7912920653780056,1.0,-3.239436619718309
2026-05-18,B,028670,팬오션,1W,1.1136491226865444,0.95,1.680672268907563
2026-05-18,B,005850,에스엘,1W,1.1614754732374168,1.0,-3.5493827160493825
