symbol,ts_kst,close,body_pct,wick_ratio,prev_range_pct,prev_max,breakout_pct,close_now,change_now_pct
ICPUSDT,2026-06-04 06:00,3.169,6.022080963532959,0.9137055837563457,17.584041374214998,3.183,-0.43983663210806756,2.86,-9.750710003155575
AIXBTUSDT,2026-06-04 06:00,0.02712,5.197827773467795,1.0,16.25791139240506,0.02939,-7.72371554950664,0.02473,-8.81268436578171
WIFUSDT,2026-06-04 06:00,0.1923,5.139420448332417,0.9894736842105275,12.3406720741599,0.1939,-0.8251676121712173,0.1748,-9.100364014560576
VIRTUALUSDT,2026-06-04 06:00,0.7488,5.539112050739957,0.9800498753117202,9.110566527317289,0.7569,-1.0701545778834716,0.684,-8.65384615384615
PENGUUSDT,2026-06-04 06:00,0.007239,5.647985989492122,0.982233502538071,17.440141885900083,0.007946,-8.897558520010069,0.006773,-6.437353225583636
CHILLGUYUSDT,2026-06-04 06:00,0.0095,5.790645879732735,1.0,16.312849162011187,0.01041,-8.741594620557166,0.00872,-8.210526315789469
ETHFIUSDT,2026-06-04 06:00,0.3701,5.5920114122681905,1.0,20.192009910188904,0.3881,-4.637979902087095,0.3355,-9.348824641988642
PLUMEUSDT,2026-06-04 06:00,0.01345,5.490196078431381,0.9722222222222233,11.193415637860085,0.01351,-0.44411547002220053,0.01216,-9.591078066914493
RENDERUSDT,2026-06-04 06:00,2.216,5.927342256214154,0.9920000000000009,14.788373278939307,2.251,-1.5548645046645801,2.045,-7.716606498194957
GWEIUSDT,2026-06-04 04:00,0.10665,6.415885052883646,0.9069111424541597,9.610960050198708,0.10481,1.7555576757942892,0.09974,-6.4791373652133135
PRLUSDT,2026-06-04 02:00,0.2019,7.165605095541393,0.9121621621621624,15.021231422505302,0.2167,-6.829718504845411,0.2082,3.1203566121842496
PARTIUSDT,2026-06-04 01:00,0.05,6.609808102345428,0.9967845659164,31.890500701918583,0.05637,-11.300337058719178,0.05094,1.8799999999999928
QUSDT,2026-06-04 01:00,0.018756,8.434988726368726,0.9681486396814845,18.99173267040527,0.020582,-8.871829754154122,0.017843,-4.867775645126878
OPNUSDT,2026-06-03 22:00,0.1293,7.750000000000003,0.9489795918367346,24.08888888888889,0.1396,-7.378223495702008,0.2024,56.53518948182521
GRASSUSDT,2026-06-03 22:00,0.5225,8.290155440414503,0.9389671361502336,14.01932150078633,0.5075,2.955665024630545,0.4603,-11.904306220095691
