symbol,last_close,today_chg,today_amount,vol_ratio_1d,ch_score,ret_30d,ret_90d,from_high_1y,has_1h,ch_pct,거래대금,today_chg_str,vol_x
SUNUSDT,0.020215,0.0038236170424075233,81289.97305,0.581557954375279,13.0,0.09211237169097797,0.23187081048141378,-0.38153949703236856,True,11.3,$81K,0.38%,0.6
YBUSDT,0.1214,-0.0690184049079754,195368.413,1.9821301048969222,13.0,0.007468879668049766,-0.20131578947368423,,True,11.3,$195K,-6.9%,2.0
ZENUSDT,6.236,0.018787779774546598,1509125.7192,0.7085992465696678,13.0,0.03484898771988054,0.15268022181146024,-0.6891790858794796,True,11.3,$1.5M,1.88%,0.7
2ZUSDT,0.09816,-0.0587784063668616,873169.0284,0.6012365654614364,12.0,0.11608868675383732,0.42384682332463,,True,10.4,$873K,-5.88%,0.6
NVDAUSDT,220.08,0.004381161007667167,8438699.102400001,0.16373412661202136,12.0,0.05843312653296784,0.14131618524088574,-0.07509981088463957,True,10.4,$8.4M,0.44%,0.2
USUSDT,0.005677,-0.07435186694929086,202146.627354,0.1835835930696286,12.0,0.3223852783601211,0.6560676779463244,,True,10.4,$202K,-7.44%,0.2
GMTUSDT,0.01121,-0.04919423240033938,1886999.04081,1.1273384310129049,11.0,-0.06970954356846482,0.018165304268846327,-0.7443557582668188,True,9.6,$1.9M,-4.92%,1.1
GEUSDT,305.2,0.0030564958753738214,18717.915999999997,0.16354230553851895,11.0,0.07347613520453011,-0.11610530278896014,-0.11659140905406973,True,9.6,$19K,0.31%,0.2
BNTUSDT,0.3397,0.009509658246656727,34483.6264,0.3372231214698532,11.0,0.07398039835599102,0.23842508202697776,-0.5439656329708686,True,9.6,$34K,0.95%,0.3
POPCATUSDT,0.05632,0.036055923473142126,459923.76320000004,0.7141608475582785,10.0,-0.04784446322907865,0.20341880341880336,-0.8054576856649396,True,8.7,$460K,3.61%,0.7
BTCUSDT,77280.1,0.0032467869661172433,1926051283.1471603,0.644904296191537,10.0,-0.003823312927721756,0.20713942067379798,-0.3799008869780959,True,8.7,$1.93B,0.32%,0.6
PROVEUSDT,0.2622,-0.003420752565564511,1176232.8708,0.30103741524713445,9.0,0.013529184383455739,-0.06988293721177719,-0.7353119321623258,True,7.8,$1.2M,-0.34%,0.3
BBUSDT,0.03009,0.017929634641407288,421784.49879,0.453069645103265,9.0,0.09697411593146188,0.12992865189635738,-0.8720826425200867,True,7.8,$422K,1.79%,0.5
DEEPUSDT,0.03309,0.030199252801992538,247579.38,0.23028050085547266,9.0,0.09642147117296229,0.36228900782214923,-0.7757066359384532,True,7.8,$248K,3.02%,0.2
FLOCKUSDT,0.06838,0.04221917390641661,191856.5012,0.2501467207241682,9.0,0.007959905660377409,0.07178683385579943,-0.8195778364116095,True,7.8,$192K,4.22%,0.3
ATHUSDT,0.006146,-0.0006504065040650042,567416.7892400001,0.6390677295527128,6.0,0.019913707268503167,0.23661971830985928,-0.9055478715229752,True,5.2,$567K,-0.07%,0.6
PLTRUSDT,139.55,0.007872309692329882,403292.5225,0.15013178447986086,6.0,-0.01898066783831276,0.08279019242706398,-0.308713528508446,True,5.2,$403K,0.79%,0.2
FILUSDT,0.9832,0.02866708516426031,10576872.32,0.6769962057076923,6.0,0.04941829437506673,0.1172727272727272,-0.7084223013048636,True,5.2,$10.6M,2.87%,0.7
ALGOUSDT,0.1126,0.008960573476702427,3563997.79204,0.8798177553856121,6.0,-0.021720243266724504,0.35011990407673865,-0.5432048681541581,True,5.2,$3.6M,0.9%,0.9
AVAXUSDT,9.304,0.010755024443237282,5536247.508,0.5175635220950945,6.0,-0.005664208613871846,0.12407877250211441,-0.7357643918093777,True,5.2,$5.5M,1.08%,0.5
ETCUSDT,8.942,0.0041549691184727955,876280.232,0.249461249895152,6.0,0.059604218509301976,0.0800821355236141,-0.5741904761904761,True,5.2,$876K,0.42%,0.2
APTUSDT,0.9681,0.024878255346178157,1733699.0649468,0.30075532550947476,6.0,0.0016554578375580498,0.17673514039139415,-0.8225460544404729,True,5.2,$1.7M,2.49%,0.3
ENSUSDT,6.316,0.01576069475715669,2844034.798,2.1555847541938866,6.0,0.02283400809716607,0.05319326329831586,-0.7410838730835452,True,5.2,$2.8M,1.58%,2.2
QTUMUSDT,0.905,0.010044642857142794,126244.42300000001,0.25753084228539436,6.0,0.013437849944008873,0.0426267281105992,-0.6359613837489944,True,5.2,$126K,1.0%,0.3
OPUSDT,0.1295,0.031872509960159334,1278958.2522500001,0.34713441967128195,6.0,0.03682946357085681,0.1002548853016143,-0.8443322514725328,True,5.2,$1.3M,3.19%,0.3
DOTUSDT,1.261,0.012851405622489764,5238796.757999999,0.7351452992871637,6.0,0.012038523274478186,0.020226537216828433,-0.7222466960352423,True,5.2,$5.2M,1.29%,0.7
