,KOSPI,시총_조,GDP_조,시총GDP_%,거래대금_주간_조,거래대금_일평균_조,신용잔고_조,예탁금_조,외인비중_%
2022-10-14,2212.55,1745.972217446313,2162.0,80.7572718522809,29.60858702877,7.4021467571925,16.1359,50.3882,49.52
2022-10-21,2213.12,1747.594294440067,2162.0,80.83229854024361,36.068813344668,7.2137626689336,16.0384,48.6638,49.58
2022-10-28,2268.4,1789.45121396374,2162.0,82.76832627029324,38.094452588808,7.618890517761599,16.0137,47.6727,49.74
2022-11-04,2348.43,1853.7988284344071,2162.0,85.74462666209098,44.9246026854,8.984920537079999,16.0191,48.3225,49.84
2022-11-11,2483.16,1960.950352852828,2162.0,90.70075637617151,49.266078651338,9.8532157302676,16.1916,49.0088,49.92
2022-11-18,2444.48,1932.8658805774992,2162.0,89.40175210811745,46.407091604672004,9.281418320934401,16.724,49.6876,49.92
2022-11-25,2437.86,1926.8469865567351,2162.0,89.12335738005251,34.977348406377004,6.9954696812754005,16.8767,47.8268,49.9
2022-12-02,2434.33,1924.2047513652392,2162.0,89.00114483650505,41.643769136054004,8.3287538272108,16.9563,48.18,50.03
2022-12-09,2389.04,1888.379555760614,2162.0,87.34410526182303,35.048285819503,7.0096571639006005,17.1779,45.7452,49.93
2022-12-16,2360.02,1865.1074551875113,2162.0,86.26768987916333,31.546125399771,6.3092250799542,16.9848,46.1188,49.99
2022-12-23,2313.69,1829.3955361637272,2162.0,84.61588973930283,30.853036506121,6.1706073012242,16.9276,43.9025,49.79
2022-12-30,2236.4,1767.235220931085,2162.0,81.74075952502706,25.936179285553,6.48404482138825,16.377,47.0465,49.67
2023-01-06,2289.97,1811.41892311471,2236.0,81.01157974573837,32.122108842721,6.4244217685441996,15.761,44.1478,49.91
2023-01-13,2386.09,1886.570606528872,2236.0,84.37256737606762,34.843552117291,6.9687104234582,15.7551,45.6009,50.04
2023-01-20,2395.26,1895.790658564122,2236.0,84.7849131737085,28.819122367704,5.7638244735408,15.9992,44.1599,50.17
2023-01-27,2484.02,1966.5585785003886,2236.0,87.94984698123383,23.964251375044,7.988083791681333,15.9408,47.2292,50.43
2023-02-03,2480.4,1963.1720313016688,2236.0,87.79839138200666,45.35995693691,9.071991387382,16.1978,47.7468,50.49
2023-02-10,2469.73,1954.699936947872,2236.0,87.41949628568301,40.655995651413,8.1311991302826,16.6148,47.0842,50.59
2023-02-17,2451.21,1941.744158386502,2236.0,86.84007863982566,40.403499125431,8.0806998250862,17.1386,45.8866,50.69
2023-02-24,2423.61,1915.6333063098928,2236.0,85.67233033586282,37.698424965655,7.539684993131,17.5362,46.665,50.7
2023-03-03,2432.07,1921.472037049278,2236.0,85.93345425086216,33.378084337571,8.34452108439275,17.6108,45.6465,50.7
2023-03-10,2394.59,1892.450859293944,2236.0,84.63554826895992,48.713906259624,9.7427812519248,18.1544,48.3254,50.67
2023-03-17,2395.69,1893.3809486072487,2236.0,84.6771443920952,39.571509730368,7.9143019460736,17.6609,46.3255,50.76
2023-03-24,2414.96,1907.3146098999193,2236.0,85.30029561269764,40.847895100916,8.1695790201832,18.0627,48.64,50.93
2023-03-31,2476.86,1957.926358388616,2236.0,87.56379062560895,49.927165983907,9.9854331967814,18.5267,50.6018,50.96
2023-04-07,2490.41,1969.0094668630688,2236.0,88.05945737312473,57.191913295052004,11.4383826590104,19.0466,51.0225,51.34
2023-04-14,2571.49,2032.335488318426,2236.0,90.8915692450101,67.10134553927,13.420269107854,19.5476,52.3987,51.47
2023-04-21,2544.4,2012.37409159767,2236.0,89.99884130579919,64.68113616824701,12.9362272336494,20.2019,53.2008,51.65
2023-04-28,2501.53,1979.839469128982,2236.0,88.54380452276305,62.835076797102005,12.5670153594204,19.2926,53.142,51.87
2023-05-05,2500.94,1978.5720804217872,2236.0,88.4871234535683,29.828253315039,9.942751105013,18.6304,51.9978,51.95
2023-05-12,2475.42,1959.471273376324,2236.0,87.63288342470143,45.062752550222996,9.0125505100446,18.4821,50.0643,51.94
2023-05-19,2537.79,2010.735982943882,2236.0,89.92558063255287,39.208359731765995,7.841671946353199,18.2742,49.7563,52.19
2023-05-26,2558.81,2027.393063603788,2236.0,90.67053057262021,42.376962354466,8.475392470893201,18.4368,51.0303,52.34
2023-06-02,2601.36,2059.938045733047,2236.0,92.12603066784646,44.753401305331,11.18835032633275,18.466,50.3802,52.54
2023-06-09,2641.16,2091.571202657558,2236.0,93.54075146053479,41.320997597554,10.3302493993885,18.6387,51.7582,52.57
2023-06-16,2625.79,2083.0709628342966,2236.0,93.16059762228518,57.753328589553,11.5506657179106,18.9705,51.9053,52.56
2023-06-23,2570.1,2039.9507883278247,2236.0,91.23214616850737,50.11770578287,10.023541156574,19.3097,50.6529,52.67
2023-06-30,2564.28,2035.0909502556392,2236.0,91.0148009953327,42.878246790463,8.575649358092601,19.2421,51.6986,52.79
2023-07-07,2526.71,2005.1070830384513,2236.0,89.67384092300766,49.050432302036,9.8100864604072,19.2689,50.4775,52.83
2023-07-14,2628.3,2085.15547457401,2236.0,93.25382265536717,61.06841389011,12.213682778022001,19.2039,51.1124,52.99
2023-07-21,2609.76,2069.7589334122754,2236.0,92.56524746924309,56.699708641432,11.3399417282864,19.6803,54.0024,52.95
2023-07-28,2608.32,2068.133763181406,2236.0,92.49256543745106,115.487003806739,23.0974007613478,19.7828,55.7295,53.02
2023-08-04,2602.8,2061.7476682280126,2236.0,92.20696190644063,73.43474121199701,14.686948242399401,20.1363,54.1844,52.99
2023-08-11,2591.26,2053.3711908855007,2236.0,91.83234306285782,56.518585898145,11.303717179629,20.1675,53.2134,53.05
2023-08-18,2504.5,1985.148457311986,2236.0,88.78123691019616,43.525336971674996,10.881334242918749,20.279,52.594,53.06
2023-08-25,2519.14,1997.701491140052,2236.0,89.34264271646029,44.775401760095,8.955080352019,19.9757,51.3913,53.08
2023-09-01,2563.71,2033.321986422776,2236.0,90.9356881226644,45.627074202664,9.1254148405328,20.0881,52.8468,53.14
2023-09-08,2547.68,2020.844443791382,2236.0,90.37765848798666,39.961190673910004,7.992238134782001,20.3275,51.0615,53.27
2023-09-15,2601.28,2063.4552430403805,2236.0,92.28332929518697,48.111668671004,9.622333734200799,20.1328,49.3067,53.18
2023-09-22,2508.13,1988.8721325880952,2236.0,88.94776979374306,39.037257225983,7.8074514451966,20.0625,48.0304,53.18
2023-09-29,2465.07,1955.8179749456967,2236.0,87.46949798504905,21.281662539754,7.093887513251333,19.5611,49.99,53.2
2023-10-06,2408.73,1916.1475481429088,2236.0,85.69532862893152,25.908768208873,8.636256069624332,19.0382,47.4452,53.05
2023-10-13,2456.15,1955.250761144788,2236.0,87.44413064153792,34.740367585011995,8.685091896252999,18.3325,49.492,52.98
