Date,삼성주가,삼성시총_조,삼성TTM순이익_조,삼성PER,하이닉스주가,하이닉스시총_조,하이닉스TTM순이익_조,하이닉스PER
2019-12-03,49900,297.892149245,24.6071,12.105942969508801,78700,57.2937861255,5.5278,10.364663360740257
2019-12-04,49450,295.2057470975,24.6071,11.99677113912245,77700,56.5657837605,5.5278,10.232964969879518
2019-12-05,49500,295.504236225,24.6071,12.00890134249871,78800,57.366586362,5.5278,10.377833199826332
2019-12-06,50400,300.87704052,24.6071,12.227245003271413,80600,58.676990619,5.5278,10.614890303375665
2019-12-09,51200,305.65286656,24.6071,12.421328257291595,80700,58.7497908555,5.5278,10.62806014246174
2019-12-10,51500,307.443801325,24.6071,12.494109477549163,80700,58.7497908555,5.5278,10.62806014246174
2019-12-11,51900,309.831714345,24.6071,12.591151104559255,80600,58.676990619,5.5278,10.614890303375665
2019-12-12,53300,318.189409915,24.6071,12.930796799094571,83400,60.715397241,5.5278,10.983645797785737
2019-12-13,54700,326.547105485,24.6071,13.270442493629886,87900,63.9914078835,5.5278,11.576288556659069
2019-12-16,54700,326.547105485,24.6071,13.270442493629886,88600,64.501009539,5.5278,11.668477430261586
2019-12-17,56700,338.486670585,24.6071,13.75565062868034,92800,67.558619472,5.5278,12.221610671876697
2019-12-18,56300,336.098757565,24.6071,13.658609001670252,93000,67.704219945,5.5278,12.247950350048844
2019-12-19,56000,334.3078228,24.6071,13.585827781412682,93600,68.141021364,5.5278,12.326969384565288
2019-12-20,56000,334.3078228,24.6071,13.585827781412682,95000,69.160224675,5.5278,12.511347131770323
2019-12-23,55500,331.322931525,24.6071,13.464525747650068,94600,68.869023729,5.5278,12.45866777542603
2019-12-24,55000,328.33804025,24.6071,13.343223713887456,93800,68.286621837,5.5278,12.353309062737436
2019-12-26,55400,330.72595327,24.6071,13.440265340897547,94800,69.014624202,5.5278,12.485007453598175
2019-12-27,56500,337.292714075,24.6071,13.707129815175294,96000,69.88822704,5.5278,12.643045522631065
2019-12-30,55800,333.11386629,24.6071,13.537306967907636,94100,68.5050225465,5.5278,12.392818579995659
2020-01-02,55200,329.53199676,24.6071,13.391744527392502,94700,68.9418239655,5.5278,12.471837614512104
2020-01-03,55500,331.322931525,24.6071,13.464525747650068,94500,68.7962234925,5.5278,12.445497936339954
2020-01-06,55500,331.322931525,24.6071,13.464525747650068,94300,68.6506230195,5.5278,12.419158258167807
2020-01-07,55800,333.11386629,24.6071,13.537306967907636,94000,68.43222231,5.5278,12.379648740909584
2020-01-08,56800,339.08364884,24.6071,13.779911035432864,97400,70.907430351,5.5278,12.827423269836101
2020-01-09,58600,349.82925743,24.6071,14.21659835697827,99000,72.072234135,5.5278,13.038140695213286
2020-01-10,59500,355.202061725,24.6071,14.434942017750975,98900,71.9994338985,5.5278,13.024970856127212
2020-01-13,60000,358.186953,24.6071,14.55624405151359,100500,73.1642376825,5.5278,13.235688281504396
2020-01-14,60000,358.186953,24.6071,14.55624405151359,100500,73.1642376825,5.5278,13.235688281504396
2020-01-15,59000,352.21717045,24.6071,14.313639983988363,98200,71.489832243,5.5278,12.932781982524693
2020-01-16,60700,362.365800785,24.6071,14.726066898781246,99200,72.217834608,5.5278,13.064480373385434
2020-01-17,61300,365.947670315,24.6071,14.871629339296382,99000,72.072234135,5.5278,13.038140695213286
2020-01-20,62400,372.51443112,24.6071,15.138493813574131,99900,72.7274362635,5.5278,13.156669246987951
2020-01-21,61400,366.54464857,24.6071,14.895889746048905,99300,72.2906348445,5.5278,13.077650212471509
2020-01-22,62300,371.917452865,24.6071,15.114233406821608,101000,73.528238865,5.5278,13.301537476934767
2020-01-23,60800,362.96277904,24.6071,14.75032730553377,98700,71.8538334255,5.5278,12.998631177955064
2020-01-28,58800,351.02321394,24.6071,14.265119170483317,96300,70.1066277495,5.5278,12.682555039889287
2020-01-29,59100,352.814148705,24.6071,14.337900390740883,97900,71.2714315335,5.5278,12.893272465266472
2020-01-30,57200,341.47156186,24.6071,13.876952662442955,94000,68.43222231,5.5278,12.379648740909584
2020-01-31,56400,336.69573582,24.6071,13.682869408422771,93500,68.0682211275,5.5278,12.313799545479213
2020-02-03,57200,341.47156186,24.6071,13.876952662442955,94700,68.9418239655,5.5278,12.471837614512104
2020-02-04,58900,351.620192195,24.6071,14.28937957723584,97100,70.6890296415,5.5278,12.787913752577879
2020-02-05,59500,355.202061725,24.6071,14.434942017750975,97700,71.1258310605,5.5278,12.866932787094324
2020-02-06,61100,364.753713805,24.6071,14.823108525791337,100500,73.1642376825,5.5278,13.235688281504396
2020-02-07,60400,360.57486602,24.6071,14.653285678523678,99300,72.2906348445,5.5278,13.077650212471509
2020-02-10,59700,356.396018235,24.6071,14.48346283125602,98800,71.926633662,5.5278,13.011801017041137
2020-02-11,59900,357.589974745,24.6071,14.531983644761066,99800,72.654636027,5.5278,13.143499407901876
2020-02-12,60500,361.171844275,24.6071,14.677546085276202,100000,72.8002365,5.5278,13.169839086074026
2020-02-13,60700,362.365800785,24.6071,14.726066898781246,102000,74.25624123,5.5278,13.433235867795506
2020-02-14,61800,368.93256159,24.6071,14.992931373058994,104500,76.0762471425,5.5278,13.762481844947356
2020-02-17,61500,367.141626825,24.6071,14.920150152801428,105000,76.440248325,5.5278,13.828331040377726
2020-02-18,59800,356.99299649,24.6071,14.507723238008543,102000,74.25624123,5.5278,13.433235867795506
2020-02-19,60200,359.38090951,24.6071,14.604764865018632,103500,75.3482447775,5.5278,13.630783454086616
2020-02-20,60000,358.186953,24.6071,14.55624405151359,104000,75.71224596,5.5278,13.696632649516987
2020-02-21,59200,353.41112696,24.6071,14.362160797493406,103000,74.984243595,5.5278,13.564934258656246
2020-02-24,56800,339.08364884,24.6071,13.779911035432864,99500,72.4362353175,5.5278,13.103989890643657
2020-02-25,57900,345.650409645,24.6071,14.046775509710614,98000,71.34423177,5.5278,12.906442304352543
2020-02-26,56500,337.292714075,24.6071,13.707129815175294,94600,68.869023729,5.5278,12.45866777542603
2020-02-27,55900,333.710844545,24.6071,13.561567374660159,92800,67.558619472,5.5278,12.221610671876697
2020-02-28,54200,323.56221421,24.6071,13.149140459867274,87900,63.9914078835,5.5278,11.576288556659069
2020-03-02,55000,328.33804025,24.6071,13.343223713887456,92100,67.0490178165,5.5278,12.129421798274178
2020-03-03,55400,330.72595327,24.6071,13.440265340897547,92800,67.558619472,5.5278,12.221610671876697
2020-03-04,57400,342.66551837,24.6071,13.925473475947998,94300,68.6506230195,5.5278,12.419158258167807
2020-03-05,57800,345.05343139,24.6071,14.02251510295809,94900,69.0874244385,5.5278,12.498177292684248
2020-03-06,56500,337.292714075,24.6071,13.707129815175294,92600,67.413018999,5.5278,12.195270993704549
2020-03-09,54200,323.56221421,24.6071,13.149140459867274,86900,63.2634055185,5.5278,11.444590165798328
2020-03-10,54600,325.95012723,24.6071,13.246182086877367,89100,64.8650107215,5.5278,11.734326625691956
2020-03-11,52100,311.025670855,24.6071,12.639671918064298,85500,62.2442022075,5.5278,11.260212418593293
2020-03-12,50800,303.26495354,24.6071,12.324286630281506,82800,60.278595822,5.5278,10.904626763269293
2020-03-13,49950,298.1906383725,24.6071,12.118073172885063,82500,60.0601951125,5.5278,10.86511724601107
2020-03-16,48900,291.922366695,21.505,13.574627607300629,80600,58.676990619,2.0133,29.14468316644315
2020-03-17,47300,282.370714615,21.505,13.130468012787725,80400,58.531390146,2.0133,29.072363853375055
2020-03-18,45600,272.22208428,21.505,12.658548443617763,73100,53.2169728815,2.0133,26.43270892638951
2020-03-19,42950,256.4021605225,21.505,11.922909115205767,69000,50.232163185,2.0133,24.950163008493515
2020-03-20,45400,271.02812777,21.505,12.603028494303652,74800,54.454576902,2.0133,27.047423087468335
2020-03-23,42500,253.715758375,21.505,11.797989229249012,69400,50.523364131,2.0133,25.09480163462971
2020-03-24,46950,280.2812907225,21.505,13.033308101488027,78700,57.2937861255,2.0133,28.45764969229623
2020-03-25,48650,290.4299210575,21.505,13.505227670657987,84500,61.5161998425,2.0133,30.554909771271046
2020-03-26,47800,285.35560589,21.505,13.269267886073006,80700,58.7497908555,2.0133,29.1808428229772
2020-03-27,48300,288.340497165,21.505,13.408067759358289,83300,60.6425970045,2.0133,30.12099389286246
2020-03-30,47850,285.6540950175,21.505,13.283147873401536,83700,60.9337979505,2.0133,30.265632518998657
2020-03-31,47750,285.0571167625,21.505,13.255387898744479,83300,60.6425970045,2.0133,30.12099389286246
2020-04-01,45800,273.41604079,21.505,12.714068392931877,78400,57.075385416,2.0133,28.349170722694083
2020-04-02,46800,279.38582334,21.505,12.991668139502442,80000,58.2401892,2.0133,28.927725227238863
2020-04-03,47000,280.57977985,21.505,13.047188088816556,79600,57.948988254,2.0133,28.783086601102667
2020-04-06,48700,290.728410185,21.505,13.519107657986513,83100,60.4969965315,2.0133,30.04867457979437
2020-04-07,49600,296.10121448,21.505,13.768947429900024,85800,62.462602917,2.0133,31.024985306213676
2020-04-08,48600,290.13143193,21.505,13.49134768332946,84500,61.5161998425,2.0133,30.554909771271046
2020-04-09,49100,293.116323205,21.505,13.630147556614743,85000,61.880201025,2.0133,30.735708053941288
2020-04-10,49250,294.0117905875,21.505,13.671787518600325,84100,61.2249988965,2.0133,30.41027114513485
2020-04-13,48300,288.340497165,21.505,13.408067759358289,81400,59.259392511,2.0133,29.43396041871554
2020-04-14,49000,292.51934495,21.505,13.602387581957686,82300,59.9145946395,2.0133,29.759397327521977
2020-04-16,49000,292.51934495,21.505,13.602387581957686,81300,59.1865922745,2.0133,29.397800762181493
2020-04-17,51400,306.84682307,21.505,14.268626973727041,84100,61.2249988965,2.0133,30.41027114513485
2020-04-20,50100,299.086105755,21.505,13.907747303185307,82000,59.69619393,2.0133,29.65091835791983
2020-04-21,49250,294.0117905875,21.505,13.671787518600325,81300,59.1865922745,2.0133,29.397800762181493
2020-04-22,49850,297.5936601175,21.505,13.838347366542665,83900,61.0793984235,2.0133,30.337951832066757
2020-04-23,49850,297.5936601175,21.505,13.838347366542665,82600,60.132995349,2.0133,29.867876297124123
2020-04-24,49350,294.6087688425,21.505,13.699547493257382,81400,59.259392511,2.0133,29.43396041871554
2020-04-27,49850,297.5936601175,21.505,13.838347366542665,82600,60.132995349,2.0133,29.867876297124123
2020-04-28,50100,299.086105755,21.505,13.907747303185307,83400,60.715397241,2.0133,30.15715354939651
2020-04-29,50000,298.4891275,21.505,13.87998732852825,83700,60.9337979505,2.0133,30.265632518998657
2020-05-04,48500,289.534453675,21.505,13.463587708672403,81000,58.968191565,2.0133,29.289321792579344
2020-05-06,49200,293.71330146,21.505,13.6579075312718,82400,59.987394876,2.0133,29.795556984056027
2020-05-07,48800,291.32538844,21.505,13.546867632643572,82400,59.987394876,2.0133,29.795556984056027
2020-05-08,48800,291.32538844,21.505,13.546867632643572,85000,61.880201025,2.0133,30.735708053941288
2020-05-11,48400,288.93747542,21.505,13.435827734015346,84500,61.5161998425,2.0133,30.554909771271046
2020-05-12,47900,285.952584145,21.505,13.297027860730063,85700,62.3898026805,2.0133,30.988825649679626
2020-05-13,48550,289.8329428025,21.505,13.47746769600093,83600,60.860997714,2.0133,30.229472862464608
2020-05-14,48000,286.5495624,21.505,13.32478783538712,80600,58.676990619,2.0133,29.14468316644315
2020-05-15,47850,285.6540950175,21.2871,13.419117447538651,81900,59.6233936935,1.5587,38.25200082985822
2020-05-18,48800,291.32538844,21.2871,13.685536707207651,81100,59.0409918015,1.5587,37.87835491210624
2020-05-19,50300,300.280062265,21.2871,14.106198696158708,82700,60.2057955855,1.5587,38.62564674761019
2020-05-20,50000,298.4891275,21.2871,14.022066298368497,84100,61.2249988965,1.5587,39.27952710367614
2020-05-21,49950,298.1906383725,21.2871,14.008044232070128,83400,60.715397241,1.5587,38.95258692564316
2020-05-22,48750,291.0268993125,21.2871,13.671514640909285,81300,59.1865922745,1.5587,37.971766391544236
2020-05-25,48850,291.6238775675,21.2871,13.699558773506022,81400,59.259392511,1.5587,38.01847213126323
2020-05-26,49250,294.0117905875,21.2871,13.811735303892968,81900,59.6233936935,1.5587,38.25200082985822
2020-05-27,49900,297.892149245,21.2871,13.994022165771758,81400,59.259392511,1.5587,38.01847213126323
2020-05-28,50400,300.87704052,21.2871,14.134242828755443,83900,61.0793984235,1.5587,39.18611562423815
2020-05-29,50700,302.667975285,21.2871,14.218375226545655,81500,59.3321927475,1.5587,38.06517787098223
2020-06-01,51200,305.65286656,21.2871,14.35859588952934,83600,60.860997714,1.5587,39.04599840508116
2020-06-02,51400,306.84682307,21.2871,14.414684154722815,83300,60.6425970045,1.5587,38.905881185924166
2020-06-03,54500,325.353148975,21.2871,15.28405226522166,88700,64.5738097755,1.5587,41.42799113074998
2020-06-04,54600,325.95012723,21.2871,15.312096397818399,87700,63.8458074105,1.5587,40.96093373356002
2020-06-05,55500,331.322931525,21.2871,15.56449359118903,90400,65.811413796,1.5587,42.221988705972926
2020-06-08,54900,327.741061995,21.2871,15.396228795608609,91000,66.248215215,1.5587,42.50222314428691
2020-06-09,55500,331.322931525,21.2871,15.56449359118903,89800,65.374612377,1.5587,41.94175426765895
2020-06-10,55400,330.72595327,21.2871,15.536449458592294,90800,66.102614742,1.5587,42.40881166484891
2020-06-11,54300,324.159192465,21.2871,15.227964000028187,88500,64.4282093025,1.5587,41.33457965131199
2020-06-12,52300,312.219627365,21.2871,14.667081348093447,85200,62.025801498,1.5587,39.7932902405851
2020-06-15,49900,297.892149245,21.2871,13.994022165771758,82000,59.69619393,1.5587,38.29870656957721
2020-06-16,52100,311.025670855,21.2871,14.610993082899972,85400,62.171401971,1.5587,39.8867017200231
2020-06-17,52200,311.62264911,21.2871,14.63903721549671,86800,63.190605282,1.5587,40.54058207608905
2020-06-18,52300,312.219627365,21.2871,14.667081348093447,86200,62.753803863,1.5587,40.26034763777507
2020-06-19,52900,315.801496895,21.2871,14.83534614367387,85400,62.171401971,1.5587,39.8867017200231
2020-06-22,52000,310.4286926,21.2871,14.582948950303235,84900,61.8074007885,1.5587,39.65317302142811
2020-06-23,51400,306.84682307,21.2871,14.414684154722815,84100,61.2249988965,1.5587,39.27952710367614
2020-06-24,52900,315.801496895,21.2871,14.83534614367387,86000,62.60820339,1.5587,40.16693615833707
2020-06-25,51900,309.831714345,21.2871,14.5549048177065,84300,61.3705993695,1.5587,39.372938583114134
2020-06-26,53300,318.189409915,21.2871,14.947522674060817,84600,61.589000079,1.5587,39.513055802271126
2020-06-29,52400,312.81660562,21.2871,14.695125480690185,83600,60.860997714,1.5587,39.04599840508116
2020-06-30,52800,315.20451864,21.2871,14.807302011077132,85100,61.9530012615,1.5587,39.746584500866106
2020-07-01,52600,314.01056213,21.2871,14.751213745883657,85300,62.0986017345,1.5587,39.8399959803041
2020-07-02,52900,315.801496895,21.2871,14.83534614367387,84400,61.443399606,1.5587,39.41964432283313
2020-07-03,53600,319.98034468,21.2871,15.031655071851027,85400,62.171401971,1.5587,39.8867017200231
2020-07-06,55000,328.33804025,21.2871,15.424272928205346,86000,62.60820339,1.5587,40.16693615833707
2020-07-07,53400,318.78638817,21.2871,14.975566806657554,84800,61.734600552,1.5587,39.60646728170912
2020-07-08,53000,316.39847515,21.2871,14.863390276270607,83700,60.9337979505,1.5587,39.09270414480015
2020-07-09,52800,315.20451864,21.2871,14.807302011077132,83000,60.424196295,1.5587,38.76576396676718
2020-07-10,52700,314.607540385,21.2871,14.779257878480395,82800,60.278595822,1.5587,38.672352487329185
2020-07-13,53400,318.78638817,21.2871,14.975566806657554,83000,60.424196295,1.5587,38.76576396676718
2020-07-14,53800,321.17430119,21.2871,15.087743337044502,82900,60.3513960585,1.5587,38.71905822704818
2020-07-15,54700,326.547105485,21.2871,15.340140530415134,83000,60.424196295,1.5587,38.76576396676718
2020-07-16,53800,321.17430119,21.2871,15.087743337044502,82700,60.2057955855,1.5587,38.62564674761019
2020-07-17,54400,324.75617072,21.2871,15.256008132624924,82900,60.3513960585,1.5587,38.71905822704818
2020-07-20,54200,323.56221421,21.2871,15.199919867431449,82200,59.841794403,1.5587,38.39211804901521
2020-07-21,55300,330.128975015,21.2871,15.508405325995556,84100,61.2249988965,1.5587,39.27952710367614
2020-07-22,54700,326.547105485,21.2871,15.340140530415134,83200,60.569796768,1.5587,38.85917544620517
2020-07-23,54100,322.965235955,21.2871,15.171875734834714,82400,59.987394876,1.5587,38.4855295284532
2020-07-24,54200,323.56221421,21.2871,15.199919867431449,83700,60.9337979505,1.5587,39.09270414480015
2020-07-27,55600,331.91990978,21.2871,15.59253772378577,82800,60.278595822,1.5587,38.672352487329185
2020-07-28,58600,349.82925743,21.2871,16.433861701687878,83100,60.4969965315,1.5587,38.812469706486176
2020-07-29,59000,352.21717045,21.2871,16.546038232074828,83200,60.569796768,1.5587,38.85917544620517
2020-07-30,59000,352.21717045,21.2871,16.546038232074828,85300,62.0986017345,1.5587,39.8399959803041
2020-07-31,57900,345.650409645,21.2871,16.23755277351072,82800,60.278595822,1.5587,38.672352487329185
2020-08-03,56800,339.08364884,21.2871,15.929067314946613,81800,59.550593457,1.5587,38.20529509013922
2020-08-04,57300,342.068540115,21.2871,16.069287977930298,81600,59.404992984,1.5587,38.11188361070123
2020-08-05,56900,339.680627095,21.2871,15.957111447543348,80700,58.7497908555,1.5587,37.69153195323026
2020-08-06,58000,346.2473879,21.2871,16.265596906107454,81100,59.0409918015,1.5587,37.87835491210624
2020-08-07,57500,343.262496625,21.2871,16.12537624312377,80600,58.676990619,1.5587,37.64482621351126
2020-08-10,57800,345.05343139,21.2871,16.20950864091398,81400,59.259392511,1.5587,38.01847213126323
2020-08-11,58200,347.44134441,21.2871,16.32168517130093,81300,59.1865922745,1.5587,37.971766391544236
2020-08-12,59000,352.21717045,21.2871,16.546038232074828,81000,58.968191565,1.5587,37.831649172387245
2020-08-13,58700,350.426235685,21.2871,16.461905834284615,80700,58.7497908555,1.5587,37.69153195323026
2020-08-14,58000,346.2473879,21.2871,16.265596906107454,80200,58.385789673,1.5587,37.45800325463527
2020-08-18,58400,348.63530092,21.7116,16.05755913520883,78100,56.8569847065,2.2861,24.870733872752727
2020-08-19,57800,345.05343139,21.7116,15.89258421258682,75000,54.600177375,2.2861,23.883547252963567
2020-08-20,55400,330.72595327,21.7116,15.232684522098785,71800,52.270569807,2.2861,22.864515903503786
2020-08-21,55900,333.710844545,21.7116,15.370163624283792,74500,54.2361761925,2.2861,23.724323604610472
2020-08-24,56100,334.904801055,21.7116,15.425155265157796,75500,54.9641785575,2.2861,24.042770901316654
2020-08-25,56400,336.69573582,21.7116,15.507642726468799,77000,56.056182105,2.2861,24.520441846375924
2020-08-26,56400,336.69573582,21.7116,15.507642726468799,78800,57.366586362,2.2861,25.09364698044705
2020-08-27,55600,331.91990978,21.7116,15.287676162972788,79100,57.5849870715,2.2861,25.18918116945891
2020-08-28,55400,330.72595327,21.7116,15.232684522098785,77800,56.638583997,2.2861,24.77519968374087
2020-08-31,54000,322.3682577,21.7116,14.847743035980766,75100,54.6729776115,2.2861,23.915391982634183
2020-09-01,54200,323.56221421,21.7116,14.902734676854767,75200,54.745777848,2.2861,23.9472367123048
2020-09-02,54400,324.75617072,21.7116,14.95772631772877,75500,54.9641785575,2.2861,24.042770901316654
2020-09-03,56400,336.69573582,21.7116,15.507642726468799,78700,57.2937861255,2.2861,25.061802250776434
2020-09-04,55600,331.91990978,21.7116,15.287676162972788,78700,57.2937861255,2.2861,25.061802250776434
2020-09-07,56500,337.292714075,21.7116,15.5351385469058,78400,57.075385416,2.2861,24.96626806176458
2020-09-08,58700,350.426235685,21.7116,16.14004659651983,79400,57.803387781,2.2861,25.28471535847076
2020-09-09,58400,348.63530092,21.7116,16.05755913520883,77300,56.2745828145,2.2861,24.61597603538778
2020-09-10,59200,353.41112696,21.7116,16.27752569870484,76600,55.764981159,2.2861,24.393062927693453
2020-09-11,59000,352.21717045,21.7116,16.22253405783084,78400,57.075385416,2.2861,24.96626806176458
2020-09-14,60400,360.57486602,21.7116,16.607475543948855,80000,58.2401892,2.2861,25.47578373649447
2020-09-15,61000,364.15673555,21.7116,16.772450466570866,81900,59.6233936935,2.2861,26.08083360023621
2020-09-16,61000,364.15673555,21.7116,16.772450466570866,81500,59.3321927475,2.2861,25.95345468155374
2020-09-17,59500,355.202061725,21.7116,16.360013160015846,82200,59.841794403,2.2861,26.17636778924807
2020-09-18,59300,354.008105215,21.7116,16.305021519141842,83700,60.9337979505,2.2861,26.65403873430734
2020-09-21,59200,353.41112696,21.7116,16.27752569870484,84500,61.5161998425,2.2861,26.908796571672283
2020-09-22,58200,347.44134441,21.7116,16.002567494334826,81300,59.1865922745,2.2861,25.889765222212503
2020-09-23,58600,349.82925743,21.7116,16.11255077608283,83600,60.860997714,2.2861,26.622194004636718
2020-09-24,57800,345.05343139,21.7116,15.89258421258682,84300,61.3705993695,2.2861,26.845107112331046
2020-09-25,57900,345.650409645,21.7116,15.920080033023822,82900,60.3513960585,2.2861,26.399280896942393
2020-09-28,58200,347.44134441,21.7116,16.002567494334826,82500,60.0601951125,2.2861,26.27190197825992
2020-09-29,58200,347.44134441,21.7116,16.002567494334826,84000,61.15219866,2.2861,26.749572923319192
2020-10-05,58700,350.426235685,21.7116,16.14004659651983,83200,60.569796768,2.2861,26.494815085954247
2020-10-06,59000,352.21717045,21.7116,16.22253405783084,83000,60.424196295,2.2861,26.431125626613014
2020-10-07,59900,357.589974745,21.7116,16.46999644176385,83400,60.715397241,2.2861,26.558504545295484
2020-10-08,59700,356.396018235,21.7116,16.415004800889847,82900,60.3513960585,2.2861,26.399280896942393
2020-10-12,60400,360.57486602,21.7116,16.607475543948855,85500,62.2442022075,2.2861,27.227243868378466
2020-10-13,60900,363.559757295,21.7116,16.744954646133863,88200,64.209808593,2.2861,28.087051569485155
2020-10-14,60900,363.559757295,21.7116,16.744954646133863,86500,62.9722045725,2.2861,27.545691165084644
2020-10-15,60000,358.186953,21.7116,16.49749226220085,87100,63.4090059915,2.2861,27.736759543108356
2020-10-16,59500,355.202061725,21.7116,16.360013160015846,85300,62.0986017345,2.2861,27.16355440903723
2020-10-19,60000,358.186953,21.7116,16.49749226220085,86700,63.1178050455,2.2861,27.60938062442588
2020-10-20,60900,363.559757295,21.7116,16.744954646133863,85200,62.025801498,2.2861,27.131709679366608
2020-10-21,60900,363.559757295,21.7116,16.744954646133863,83800,61.006598187,2.2861,26.685883463977955
2020-10-22,60100,358.783931255,21.7116,16.524988082637854,83300,60.6425970045,2.2861,26.526659815624864
2020-10-23,60200,359.38090951,21.7116,16.55248390307485,83900,61.0793984235,2.2861,26.717728193648576
2020-10-26,60400,360.57486602,21.7116,16.607475543948855,83200,60.569796768,2.2861,26.494815085954247
2020-10-27,59800,356.99299649,21.7116,16.442500621326847,82600,60.132995349,2.2861,26.30374670793054
2020-10-28,59000,352.21717045,21.7116,16.22253405783084,82900,60.3513960585,2.2861,26.399280896942393
2020-10-29,58100,346.844366155,21.7116,15.975071673897823,81700,59.4777932205,2.2861,26.017144140894974
2020-10-30,56600,337.88969233,21.7116,15.562634367342802,79900,58.1673889635,2.2861,25.44393900682385
2020-11-02,57400,342.66551837,21.7116,15.782600930838813,79600,57.948988254,2.2861,25.348404817811996
2020-11-03,58800,351.02321394,21.7116,16.167542416956834,81400,59.259392511,2.2861,25.921609951883124
2020-11-04,58500,349.232279175,21.7116,16.085054955645827,83200,60.569796768,2.2861,26.494815085954247
2020-11-05,60300,359.977887765,21.7116,16.579979723511855,86100,62.6810036265,2.2861,27.418312246402174
2020-11-06,60100,358.783931255,21.7116,16.524988082637854,86300,62.8266040995,2.2861,27.48200170574341
2020-11-09,60200,359.38090951,21.7116,16.55248390307485,86000,62.60820339,2.2861,27.386467516731553
2020-11-10,60200,359.38090951,21.7116,16.55248390307485,86500,62.9722045725,2.2861,27.545691165084644
2020-11-11,61300,365.947670315,21.7116,16.854937927881867,87000,63.336205755,2.2861,27.704914813437735
2020-11-12,61000,364.15673555,21.7116,16.772450466570866,88100,64.1370083565,2.2861,28.055206839814534
2020-11-13,63200,377.29025716,21.7116,17.377358516184895,89700,65.3018121405,2.2861,28.564722514544425
2020-11-16,66300,395.796583065,24.8734,15.912443938705605,98000,71.34423177,2.8702,24.856885154344642
2020-11-17,65700,392.214713535,24.8734,15.768439921160757,98100,71.4170320065,2.8702,24.882249322869484
2020-11-18,64800,386.84190924,24.8734,15.552433894843487,98000,71.34423177,2.8702,24.856885154344642
2020-11-19,64600,385.64795273,24.8734,15.504432555661872,98200,71.489832243,2.8702,24.907613491394326
2020-11-20,64700,386.244930985,24.8734,15.528433225252678,96800,70.470628932,2.8702,24.552515132046544
2020-11-23,67500,402.960322125,24.8734,16.2004519737953,100000,72.8002365,2.8702,25.36416852484147
2020-11-24,67700,404.154278635,24.8734,16.248453312976917,98600,71.781033189,2.8702,25.009070165493693
2020-11-25,66600,397.58751783,24.8734,15.98444594747803,97200,70.761829878,2.8702,24.65397180614591
2020-11-26,68000,405.9452134,24.8734,16.32045532174934,99400,72.363435081,2.8702,25.211983513692427
2020-11-27,68200,407.13916991,24.8734,16.368456660930956,98800,71.926633662,2.8702,25.059798502543376
2020-11-30,66700,398.184496085,24.8734,16.008446617068834,97500,70.9802305875,2.8702,24.730064311720437
2020-12-01,67800,404.75125689,24.8734,16.272453982567722,100500,73.1642376825,2.8702,25.49098936746568
